LOCN_ID,OBJ_ID,VER_NBR,LOCN_CD,LOCN_NAME,LEVEL_ID,PARENT_LOCN_ID
945,801eac37-19c9-449f-99e7-035cfda06d2e,1,BMU-VARIA,Blmgtn - Cook Music Library - Variations System (restricted access),5,927
946,37679c9e-265b-4d15-87d2-b04dcdf4da75,1,BMU-WOODCD,Blmgtn - Cook Music Library - Woodward Collection - CD's,5,927
947,1fe2c0b5-668b-47fa-8688-c5b9088b5b7c,1,B-OPTOMTRY,Blmgtn - Optometry Library,3,null
948,9016c426-8c49-4f84-abbb-8fa7aeee788c,1,BOP-SECURE,Blmgtn - Optometry Library - Secure Area,5,947
949,e242697b-3156-4c40-b8df-70796b383427,1,BOP-STACKS,Blmgtn - Optometry Library - Stacks,5,947
950,0ba9d3d6-23e7-4677-8f29-44ce7661fe3b,1,B-SWAIN,Blmgtn - Swain Hall Library,3,null
951,e1b505fc-79d2-4d44-932c-c92918f58876,1,BSW-REF,Blmgtn - Swain Hall Library - Reference,5,950
952,60b236da-e7c5-4d82-8b46-b47fee4f5aad,1,BSW-RES,Blmgtn - Swain Hall Library - Reserves,5,950
953,34410ce5-8c22-403c-acd4-b82f9faaf8ce,1,BSW-STACKS,Blmgtn - Swain Hall Library - Stacks,5,950
954,10ba7fc7-692e-4c2a-8944-5128794982f6,1,B-WELLS,Blmgtn - Herman B Wells Library,3,null
955,26bc192c-ce14-4b3f-884f-3f9db26ea4ec,1,BWE-ARCHIVES,Blmgtn - Herman B Wells Library - Research Coll. - Archives,5,954
956,79623862-31d3-4ccf-ab03-b3a57234e984,1,BWE-EASTASIAN,Blmgtn - Herman B Wells Library - Research Coll. - East Asian Collection,4,954
957,4d71c00f-3407-40cd-9a2f-4727333b5167,1,BWE-RCCHINES,Blmgtn - Herman B Wells Library - Research Coll. - East Asian Collection - Chinese,5,956
958,ecc7d7f5-1aec-4aa3-8fbd-d9f1be4ad4e7,1,BWE-EASTRF,Blmgtn - Herman B Wells Library - Research Coll. East Asian Collection - Reference,5,956
959,018ea518-e640-48b7-bbee-7895d561cc8c,1,BWE-JAPAN,Blmgtn - Herman B Wells Library - Research Coll. - East Asian Collection - Japanese,5,956
960,f1b6cb92-64eb-44ed-abe2-6c246f62cf40,1,BWE-KOREAN,Blmgtn - Herman B Wells Library - Research Coll. - East Asian Collection - Korean,5,956
961,5be75a14-b210-47e9-a18a-ff0eae9eb6ca,1,BWE-FOLKLORE,Blmgtn - Herman B Wells Library - Research Coll. - Folklore Collection,4,954
962,20eaddcd-e69a-48ad-86c0-3b7964609e60,1,BWE-FOLKSTACKS,Blmgtn - Herman B Wells Library - Research Coll. - Folklore Collection - Stacks,5,961
963,1eacd070-8d04-4efe-a134-0a40e2b6ade1,1,BWE-FOLKREF,Blmgtn - Herman B Wells Library - Research Coll. - Folklore Collection - Reference,5,961
964,9c85c00b-7713-4a9a-b5cf-c35a23a57e8c,1,BWE-EJOURNAL,Blmgtn - Herman B Wells Library - E-Journals,5,954
965,59555ef5-db3b-4c63-ba5c-b57d154afaad,1,BWE-RCSECURE,Blmgtn - Herman B Wells Library - Research Coll. - Secure Area,5,954
966,c856e793-3a4f-4110-b003-0ae11ff92f66,1,BWE-RCSLAVRF,Blmgtn - Herman B Wells Library - Research Coll. - Slavic Reference,5,954
967,546d0472-78c7-4572-bffc-9ba4d2773494,1,BWE-RCSTACKS,Blmgtn - Herman B Wells Library - Research Coll. - Stacks,5,954
968,51945c26-f252-4c5f-9bfc-114a76899a0b,1,BWE-TIBA,Blmgtn - Herman B Wells Library - Research Coll. - Tibetan A,5,954
969,8c69b733-aab6-48c6-85ae-26de14591e00,1,BWE-TIBB,Blmgtn - Herman B Wells Library - Research Coll. - Tibetan B,5,954
970,73fe4a0d-2f7c-4f1b-a61e-3caea876e832,1,BWE-TIBC,Blmgtn - Herman B Wells Library - Research Coll. - Tibetan C,5,954
971,602b6b39-056c-4be3-9478-6703fa7b2657,1,BWE-TIBD,Blmgtn - Herman B Wells Library - Research Coll. - Tibetan D,5,954
972,36743715-abbd-4d51-9a3f-e79045926e83,1,BWE-UGLIB,Blmgtn - Herman B Wells Library - Undergraduate Services,5,954
973,25a12376-bdde-4c3f-b58d-92822e6c490a,1,COLUMBUS,Columbus - University Library of Columbus,3,null
974,b544370f-0d29-41f4-b562-ea6a55178fe5,1,COL-CONT,Columbus Library - Controversial Issues,5,973
975,ea31f9bf-9342-4394-94a4-ceb5b51fb4e9,1,COL-EJOURNAL,Columbus Library - E-Journals,5,973
976,4ce8b94e-3ffb-45df-ae2a-d1e3fc76a99a,1,COL-IVTRREF,Ivy Tech Ready Reference,5,973
977,33088e92-9133-4671-be52-7dbd9ae80cc7,1,COL-JOURNALS,Columbus Library - Journals,5,973
978,5e46882b-e616-442f-bb6d-31dbaf053347,1,COL-REF,Columbus Library - Reference,5,973
979,506e5434-de66-4058-9fdc-66e6ee97963d,1,EAST,East Library - Richmond,3,null
980,2260f782-d425-4cea-9f1d-634f6d5289ef,1,EAS-2NDFLR,Richmond Library - 2nd Floor - Noncirculating,5,979
981,73e065ff-c2fa-4fb6-8769-04d8263518f8,1,EAS-TLC,Richmond Library - Teaching and Learning Center,5,979
982,567fe874-5f22-40a3-83c7-7f02a5132aad,1,EAS-EJNL,Richmond Library - E-Journals,5,979
983,a9ff0f83-b581-46b0-ae70-e95c3d6de14d,1,EAS-REF,Richmond Library - Reference,5,979
984,6a78d176-9570-410a-ae67-abdc1b918e5c,1,EAS-RES,Richmond Library - Reserves,5,979
985,c591158c-124e-4972-8a96-7111b192d280,1,EAS-STACKS,Richmond Library - Stacks,5,979
986,f67f32b7-38a8-49e7-93e3-360966003b59,1,FORTWAYNE,Fort Wayne Helmke Library,3,null
987,38d5f9c3-2e56-4564-abde-42a00a321d7e,1,FTW-ARCHIVES,Fort Wayne - Archives,5,986
988,c03f4451-b7e8-40c7-886b-def107f9b4e0,1,FTW-CD,Fort Wayne - CD's,5,986
989,15044554-818d-4ee6-8536-3dd32ddd958c,1,FTW - CHILDRENS,Fort Wayne - Children's Collection,5,986
990,6c085f0b-3028-49df-9158-d2fe84b9297f,1,FTW - GOVPUBS,Fort Wayne - Government Publications,5,986
991,81fc65c8-d68b-488d-8869-4a5706e6b518,1,FTW-REF,Fort Wayne - Reference,5,986
992,92feb3e9-8d65-4223-b30d-0ae6e68aeda6,1,FTW-RES,Fort Wayne - Reserves,5,986
993,7217d96e-b3ef-4935-8797-fa766f409e85,1,FTW-STACKS,Fort Wayne - Stacks,5,986
994,da1d01fd-cc81-47c3-88c1-92260898cb88,1,I-ART,Indpls - Herron Art Library,3,null
995,94a872ed-d71c-455c-9887-bf27615ee4af,1,IAR-ARTBK,Indpls - Herron Art Library - Artists' Books,5,994
996,4f10aee0-ead9-4afa-b446-89445b3fdae4,1,IAR-ARTED,Indpls - Herron Art Library - Art Education,5,994
997,4292561b-dfa3-4aff-bcc4-68843231d98d,1,IAR-INDIANA,Indpls - Herron Art Library - Indiana Reference,5,994
998,1c9d2de3-b566-44e6-aa62-b9aa7f233dd8,1,IAR-REF,Indpls - Herron Art Library - Reference,5,994
999,a09c71ac-eb21-473d-a532-e3b4ddac49bf,1,IAR-RES,Indpls - Herron Art Library - Reserves,5,994
1000,4593f186-006b-4f9e-8c15-d251623b52b5,1,IAR-STACKS,Indpls - Herron Art Library - sTACKS,5,994
1001,59db25ed-05bc-429c-8f09-4a2da510af58,1,I-DENTSTRY,Indpls - Dentistry Library,3,null
1002,886dd855-6643-48d6-a46b-2ac3d02a9ce9,1,IDE-JOURNALS,Indpls - Dentistry Library - Journals,5,1001
637,eccc55c8-96ef-4a19-a7f6-1ea2c1e9640e,1,LSC,Library Service Center,3,null
638,8eb893ae-c9e4-4764-8dc9-89ea42eb5a3f,1,PSK,Library Service Center,5,637
639,ad5a1633-a954-471c-832f-ee699aa00e95,1,PSKP,Periodicals,5,637
640,a9f93ebc-dfd9-4d69-b38a-a29279e72bb3,1,PSL,Library Service Center,5,637
641,90310698-ac39-4e01-9087-7bfecef269a5,1,PSGS,Perkins Documents US: Lib Service Ctr,5,637
642,1527e133-6fbc-497c-9aff-ae6f88d11e8a,1,PSKQ,Library Service Center,5,637
643,6b8d53da-b454-4001-8cfb-060d9dd38470,1,PSD,Library Service Center,5,637
644,1325d4b9-f10e-4b27-86be-38a156404bca,1,PSM,Library Service Center,5,637
645,a26a97d9-d545-494f-987e-9b7eca1ae0a6,1,PSKM2,Library Service Center,5,637
646,12c7e452-5dfb-4576-8087-81c7f48129d7,1,PSB,Library Service Center,5,637
647,5d7af471-b130-45a5-8d8e-a62a245d19a8,1,PSBP,Periodicals,5,637
648,9b755651-5616-4b47-ae70-c25106c3ee51,1,PSVP,Periodicals,5,637
649,2a0e6848-e2a9-4c51-ba93-4054f251c22b,1,PSV,Library Service Center,5,637
650,a1914ca4-19f9-4e54-81d4-998b089bf76f,1,PSV2,Library Service Center,5,637
651,21541279-f97a-448e-b9b6-7ef497ccab7c,1,PSV2P,Periodicals,5,637
652,8e325c05-71f6-4d78-b2b8-db11b3ff3bcb,1,PSCP,Periodicals,5,637
653,2936b952-d708-4a18-9703-55564e00a0fd,1,PSDP,Periodicals,5,637
654,f8ba73a5-2072-448c-82ea-59a45388cfdb,1,PSV3P,Periodicals,5,637
655,c5bf356e-3a35-4b45-9d0a-349860538688,1,PSDQ,Library Service Center,5,637
656,39793f3f-e317-4342-b2d9-5af636ac271e,1,PSGZ,Perkins Documents RAND: Lib Service Ctr,5,637
657,a9315957-1619-46f3-a540-659aa3beaa6c,1,PSKE,Library Service Center,5,637
658,6ef3cae7-a27d-45b4-af13-c9953c5bcc28,1,PSC,Library Service Center,5,637
659,7ce854d3-0dad-40c7-9702-546d438a8221,1,PSLV2,Library Service Center,5,637
660,387d9b6f-4291-47aa-a8c6-d0b9c674c9a4,1,PSKJ,Library Service Center,5,637
661,9c9cb645-33c1-4531-b8f6-d45bf25b8f3f,1,PSKF,Library Service Center,5,637
662,8729ee9a-5181-48b3-99c7-48eb19b71920,1,PSMP,Periodicals,5,637
663,dec7e21d-6713-4235-9e26-c96dc29df4bd,1,PSLP,Periodicals,5,637
664,fd14e76d-0937-4252-a5ca-426c19b8bc1e,1,PSLV1,Library Service Center,5,637
665,ff7818c5-c26e-4674-847a-4e653a2efc27,1,PSKEP,Periodicals,5,637
666,0ac948ef-47ec-41c4-8ed0-6039db53c069,1,PSZP,Periodicals,5,637
667,fbc3c5e7-1e3c-4074-9a4d-8b5537728f37,1,PSDF,Library Service Center,5,637
668,b29a51bf-5546-4560-8408-27fc367e5c24,1,PSVT,Library Service Center,5,637
669,9e56561d-dd72-425f-9b17-c1face0756d3,1,PSK2,Library Service Center,5,637
670,179db4dc-915a-4543-acaf-48e7224328c8,1,PSGN,Perkins Documents UN : Lib Service Ctr,5,637
671,88a99da3-d53e-4f80-a68e-1c44dab53275,1,PSLVL,Library Service Center,5,637
672,88fc7d14-ed13-409a-aaf4-84520d6bc0c6,1,PSLV7,Library Service Center,5,637
673,a3b5ce0a-d491-44ff-8abb-e00dc97ea5ca,1,PSZ,Library Service Center,5,637
674,afa45b00-0d21-427c-9b9c-18ba2a7d082a,1,PSCT,Library Service Center,5,637
675,001253e4-9fb3-4167-bb8f-0f0bef4288b9,1,PKM2,Microforms Microfilm,5,12
676,4e90047b-1b6c-4143-b860-0bc0af554d3f,1,PKE,East Asian Collection,5,12
677,424e6dad-026a-43e9-ad6b-2abbd8bc12c4,1,PKQ,Stacks,5,12
678,357b21f2-1805-4e19-adee-0a27ea738d12,1,PB,Stacks,5,12
679,4ace7182-8968-4742-a789-094c060f87a6,1,PKP,Periodicals,5,12
680,9a35534b-36d9-4bba-acc2-e80e5ce19e88,1,PKPI,Current Periodicals and Newspapers,5,12
681,fbda3db8-796b-4c94-9d41-5be25b36fc0d,1,PKR,Reference,5,12
682,7b499c06-e433-4eb3-82f6-a87bbd87e0aa,1,PK3,LOCATIONS AND CALL NUMBERS VARY,5,12
683,d0e12caa-4c90-48a7-b892-dc574305f917,1,PKEP,East Asian Coll. Periodicals,5,12
684,08aeb8ef-26b9-4e84-a526-ba7fb0361b9e,1,POL,Off-Site Stacks - Not available,5,12
685,f4774b83-d725-43ef-877e-2f28c87f3e61,1,POB,Off-Site Stacks - Not available,5,12
686,08071b1c-647d-4175-b3d1-cab414e58eab,1,PKF,Stacks Oversize,5,12
687,61b17848-ffd2-4ec9-a231-c6b1b038014d,1,PKEPI,East Asian Collection Current Periodicals,5,12
688,c7f41641-443a-4137-bd25-9eda109d445c,1,PKRQ,Reference,5,12
689,d741f492-3000-455a-80dc-d4bef844e34a,1,PBM,Microforms,5,12
690,c6ad1cee-e55b-487a-bb0d-fd6480a707b8,1,PKML,Microforms Locked Stacks,5,12
691,95da70d3-ab5b-4fdf-8ca3-fd307f11d451,1,PKU,Reading Room,5,12
692,bf19d6ee-0cbb-4a73-9034-adb3ca5118d0,1,POK,Off-Site Stacks - Not available,5,12
693,7e5bd96e-ec8e-4d3a-a5b7-5048ca234b1f,1,PKW,New & Noteworthy,5,12
694,11fe248d-c5b1-470d-b343-440da8805a26,1,PK6,International & Area Studies Reading Room,5,12
695,d0e8afd6-7dd2-4c13-a6fe-7af5fcae4cd3,1,PBF,StacksOversize,5,12
696,621743a6-6544-4e60-a824-f66488d356bc,1,POGS,Docs Off-Site Stacks,5,12
697,07102e08-9351-497d-9ad9-b2bccf8d93eb,1,PKER,East Asian Reference,5,12
698,d9f1d17c-7cef-4302-8791-d7a2e84ebdfb,1,POKP,Off-Site Stacks - Not available,5,12
699,842a4d65-5c8e-4857-95fe-4c18335ef1ec,1,PCR,Stacks,5,12
700,97fc99cf-6ecc-47ef-b19a-96a863b56ae1,1,PKR5,Newspaper Index Area,5,12
701,1492772a-a568-4ea0-9300-5858d59c151e,1,PKEQ,East Asian Collection,5,12
702,04a64297-2296-429d-ad8c-ef78c3e8f9b8,1,PKP3I,Current Math Periodicals,5,12
703,70137d0a-8296-431b-97af-7e49d308442c,1,PKXY,Papyrology Reserve,5,12
704,415132a6-7034-4050-b275-eb3840667165,1,PKRF,Reference Oversize,5,12
705,3f1e7685-3422-4ad1-a950-8e6f416b0381,1,PKX,Reserve,5,12
706,a4143ad2-465d-4e13-9804-0c138a2bb0a2,1,LAW,Goodson Law Library,3,null
707,d3c1af0d-99ba-4f0e-ae03-25b6193fa15a,1,LGEN,Stacks,5,706
708,737328be-9433-40f5-b3bf-899379452644,1,LLSC,Library Service Center,5,706
709,1f5539db-4073-491a-8b8d-5d22bb47fb31,1,LPER,Periodicals,5,706
710,673a5703-6723-4c2f-a0cd-345cf14c7412,1,LDOC,Documents,5,706
711,95853e30-bf6e-4cd0-a481-bfc4373375ec,1,LMICR,Microform,5,706
712,d24a8c0f-06f5-46fa-bf69-d6783c00c2a3,1,LSSCO,Superseded Codes,5,706
713,82f031bb-aff6-4b50-9f0f-c935f414cc3f,1,LGENI,General (III),5,706
714,e11e268e-95b2-42e7-91df-d6952bc932f1,1,LPERC,Periodicals  Current Issues,5,706
715,18dab344-65fc-45c9-83b1-42f4c6e1df59,1,LREPT,Regional Reporters,5,706
716,e11539a1-11ee-4881-8935-2677ac668b63,1,LFDR,Federal Reporters & Digests,5,706
717,e8f69416-821c-4f3c-9a88-e58cfc2770ec,1,LUNCL,Unclassified Collection,5,706
718,13fcbccf-62a8-4322-b7f1-fa11b76f4e3d,1,LSSRF,Superseded Reference,5,706
719,5ebedbba-40b0-4362-abbc-1031c9a9568c,1,LSCO,State Codes,5,706
720,464b513d-7069-4f72-bd42-1c1358822032,1,LRECB,Records & Briefs,5,706
721,bd878557-58b3-4f7c-b367-9f04deca6183,1,LSSLO,Superseded Looseleaf,5,706
722,5ca9534f-d9e4-4e7e-8666-f546adbe44d9,1,LPRAC,Practice & Procedure,5,706
723,f4d141a0-782d-455b-8f40-c35823a88347,1,LTAXI,Tax Collection (III),5,706
724,72bdb690-ba3d-4a4a-8a72-c9765a036914,1,LTAX,Tax Collection,5,706
725,0140cf1b-f26e-43cd-9ffd-57282829fed0,1,LREF,Reference,5,706
726,18544856-a7aa-4433-8c0e-6c22969b055d,1,LDOCI,Documents (III),5,706
727,09dc8a05-2f1b-4056-970f-272599cb9377,1,LCHRI,Christie Collection,5,706
1003,79c9ae86-a4d4-40b9-b453-72d516631eba,1,IDE-REF,Indpls - Dentistry Library - Reference,5,1001
1004,297896ec-d4eb-4adf-90db-aca38ca4fef3,1,IDE-STACKS,Indpls - Dentistry Library - Stacks,5,1001
1005,a178eab5-213c-4bd4-b7fc-d390bcded47c,1,IL-ALEXAND,IU Mckinney School of Law Program  Egypt (Alexandria),3,null
1006,2d27bf4b-cf45-4e1f-bfd8-3fabb2fccaf4,1,ILAA-STACKS,IU Mckinney School of Law Program  Egypt (Alexandria) - Stacks,5,1005
1007,1225d998-287d-4f69-b010-ab5f328e66ae,1,I-LAW,Indpls - Ruth Lilly Law Library,3,null
1008,0d4748bf-3f0e-4c99-b88b-61e1938bd08f,1,ILA-GOVPUBS,Indpls - Ruth Lilly Law Library - Government Publications,5,1007
1009,fa8aa023-bc15-49f0-a5fd-1fabfdb431a1,1,ILA-COMM,Indpls - Ruth Lilly Law Library - Commonwealth Collection,5,1007
1010,d2a65908-767a-4f7e-8864-d7ff1ce4010d,1,ILA-STACKS,Indpls - Ruth Lilly Law Library - Stacks,5,1007
1011,1b8b13dc-2760-4677-a5d3-d7667f662bea,1,IL-CAIRO,IU McKinney School of Law Program  Egypt (Cairo),3,null
1012,f0e416f6-3633-4cd4-8d27-aedd40b81949,1,ILAC-STACKS,IU McKinney School of Law Program  Egypt (Cairo) - Stacks,5,1011
1013,47a7d4b9-b4fc-4a4b-a24c-006404e7ff3c,1,I-MEDICINE,Indpls - Ruth Lilly Medical Library,3,null
1014,0b3ed782-04f4-443c-b515-d3257f879de5,1,IME-BIOREF,Indpls - Ruth Lilly Medical Library - Bioethics Reference,5,1013
1015,ab74003f-1ce0-4b12-9f31-68f493c54425,1,IME-HISTMED,Indpls - Ruth Lilly Medical Library - History of Medicine,5,1013
1016,0cff9de5-a273-49da-b3b2-a3b871025599,1,IME-OPH,Indpls - Morrison Eye Lib. (access limited call I-MEDICINE),5,1013
1017,cfc6e1ef-b5aa-4402-a00a-dcd1a923f098,1,IME-RAD,Indpls -Radiation Oncology Lib. (access limited call I-MEDICINE),5,1013
1018,0d6b2192-1ec1-4909-9a58-a5b403034f1e,1,IME-SERIALS,Indpls - Ruth Lilly Medical Library - Serials,5,1013
1019,1231e91e-4a8a-4fb3-ba8d-55d16a38fa13,1,IME-REF,Indpls - Ruth Lilly Medical Library - Reference,5,1013
1020,ef65ed96-a55d-4160-9639-c048a3bae2cc,1,IME-RES,Indpls - Ruth Lilly Medical Library - Reserves,5,1013
1021,ac4e1abd-c314-44b1-9267-9f6547903b83,1,IME-STACKS,Indpls - Ruth Lilly Medical Library - Stacks,5,1013
1022,8ea64334-5456-477a-8828-e8d38dbfdfbd,1,I-UNIVLIB,Indpls - IUPUI University Library,3,null
1023,5c767ff9-2867-41b9-8c69-7e934b290af1,1,IUL-ARCHIVES,Indpls - IUPUI University Library - Archives,5,1022
1024,e94df274-810d-4d67-b900-0eff71709db5,1,IUL-CURRICULUM,Indpls - IUPUI University Library - Curriculum Materials,5,1022
1025,1f577eac-2631-436d-877c-7942cd5370e3,1,IUL-EJOURNAL,Indpls - IUPUI University Library - E-Journal,5,1022
1026,351e6e0c-6d05-4ee2-934b-857df7b317ef,1,IUL-GOVPUBS,Indpls - IUPUI University Library - Government Publications,5,1022
1027,b5803c3c-2aab-4500-a53e-f7f80ed25ac7,1,IUL-JOURNALS,Indpls - IUPUI University Library - Journals,5,1022
1028,92f50f42-64fa-4d06-9169-62064bff7332,1,IUL-PHI,Indpls - IUPUI University Library - Philanthropic Studies Library,4,1022
1029,9fb31b93-c4a7-4ca9-8f80-443adb711099,1,IUL-COPSTACKS,Indpls - IUPUI University Library - Philanthropic Studies Library - Stacks,5,1028
1030,0c04eeaf-81af-4897-b149-0dd6732eabfe,1,IUL-COPREF,Indpls - IUPUI University Library - Philanthropic Studies Library - Reference,5,1028
1031,e0b6439f-d2c1-4a37-877b-5d48486ca42f,1,IUL-REF,Indpls - IUPUI University Library - Reference,5,1022
1032,e2ae09af-ebde-4db6-a1a4-ea0c4fab5b5b,1,IUL-RES,Indpls - IUPUI University Library - Reserves,5,1022
1033,450b5754-8e38-41ad-9705-d8ff0c0bedc2,1,IUL-STACKS,Indpls - IUPUI University Library - Stacks,5,1022
1034,e3b2a6c9-123c-456f-96dc-2712c79c86fc,1,KOKOMO,Kokomo Library,3,null
1035,9c83e542-7adb-483b-9e3e-513c534f8864,1,KOK-CHILDRENS,Kokomo Library - Childrens Collection,5,1034
1036,aaef8349-1629-4605-8cf2-b0e44730db6f,1,KOK-EJOURNAL,Kokomo Library - E-Journal,5,1034
1037,aebd7ad2-b167-44a8-9d3d-ebd812184528,1,KOK-GOVPUBS,Kokomo Library - Government Publications,5,1034
1038,641ccbc2-3d6c-4106-87b8-86170eeb8f60,1,KOK-CULAB,Kokomo Library - CULAB,5,1034
1039,16ab42c8-8fd8-42b7-b6a8-3e98fdc5864c,1,KOK-REF,Kokomo Library - Reference,5,1034
1040,b3e72398-7908-4586-a0ac-efc93e4667f2,1,KOK-RES,Kokomo Library - Reserves,5,1034
1041,77429c87-0725-4a85-bbc6-73b60b46fd80,1,KOK-STACKS,Kokomo Library - Stacks,5,1034
1042,a2f03829-12e4-4962-9dac-0130ff1236fe,1,NORTHWEST,Northwest Library (Gary),3,null
1043,07d00547-7688-4e76-9a85-3b13c19509d4,1,NOR-CHILDRENS,Northwest Library (Gary) - Childrens Collection,5,1042
1044,f74e7ce3-8e33-4bc9-80e9-1f5d2f036c1a,1,NOR-EJOURNAL,Northwest Library (Gary) - EJOURNAL,5,1042
1045,ab820b75-40ca-4ee6-a80d-b0e76d18f9dc,1,NOR-REF,Northwest Library (Gary) - Reference,5,1042
1046,aa45d023-e7b7-4c63-b9b4-1f624db5cba1,1,NOR-RES,Northwest Library (Gary) - Reserves,5,1042
1047,a277e057-9090-41ea-b339-e04f56c92563,1,NOR-STACKS,Northwest Library (Gary) - Stacks,5,1042
1048,0856e140-b1fe-4ee1-9e89-628686c0d907,1,ONLINE,Electronic resources available in all locations,3,null
1049,02235206-8ffb-4792-9546-8ac836d37871,1,ONL-WWW,World Wide Web,5,1048
1050,05a58b53-8638-4ef4-ae24-9a4d207a6de0,1,SBEND,South Bend - Schurz Library,3,null
1051,9973305a-5a64-4688-ba4e-e98907a370d5,1,SBE-EJOURNAL,South Bend - Schurz Library - E-Journal,5,1050
1052,08ff9d33-1dac-4d18-8181-e2e47d2a55c6,1,SBE-GOVPUBS,South Bend - Schurz Library - Government Publications,5,1050
1053,3c960993-e76d-4f09-b21a-93ff21ad5397,1,SBE-LINCOLN,South Bend - Schurz Library - Lincoln Collection,5,1050
1054,9f6ecbaa-f183-4157-9b52-c664536815e0,1,SBE-REF,South Bend - Schurz Library - Reference,5,1050
1055,c2200496-f3cc-4a61-bcae-362cd82cee49,1,SBE-RES,South Bend - Schurz Library - Reserves,5,1050
1056,20c25b23-7b2c-44bb-bbf0-b46e40a2daaa,1,SBE-STACKS,South Bend - Schurz Library - Stacks,5,1050
1057,229fce01-ab69-4b80-8a67-1bcfe41f1709,1,SBENDLRC,South Bend - Educational Resource Commons,3,null
1058,48663d7d-8dbd-4668-b4b1-39a1171d056d,1,SBL-ECHILD,South Bend - Educational Resource Commons - Early Childhood,5,1057
1059,0612e0a5-0f86-48d7-89e3-bee58a6606a5,1,SBL-ENG,South Bend - Educational Resource Commons - English,5,1057
1060,73647c00-7b1c-4bcb-9c53-c204329e1228,1,SOUTHEAST,Southeast Library (New Albany),3,null
1061,bad20d51-556d-44d0-89da-f34a7a68da33,1,SEA-GOVPUBS,Southeast Library (New Albany) - Government Publications,5,1060
1062,7dd14e4a-768e-4ddb-92d4-c3be014d2ba6,1,SEA-JOURNALS,Southeast Library (New Albany) - Journals,5,1060
1063,3ebbef11-c640-42a4-8b19-3a741265b083,1,SEA-REF,Southeast Library (New Albany) - Reference,5,1060
1064,22f589a8-c8a1-453d-b1d1-3f5e78d7fc28,1,SEA-RES,Southeast Library (New Albany) - Reserves,5,1060
1065,1b9da396-3e03-4054-b9b9-412bef86b95e,1,SEA-STACKS,Southeast Library (New Albany) - Stacks,5,1060
1066,ece01b72-c478-4a96-8b19-66392579684d,1,AANet,Internet,3,19
1067,1c8cc6b0-a25f-495c-baa3-6107584a248c,1,ASR,Mansueto Library,3,19
1068,78791a63-9ebc-4d17-9b6c-36bd15a89e36,1,Eck,Eckhart,3,19
1069,dcf27f35-6381-46fe-8ac7-00ccff2a693b,1,SPCL,Special Collections,3,19
1144,cda41ecf-3d4a-4173-87a5-8b475cce296d,1,CJKRef,Regenstein  Room 520  East Asian Reference Collection,5,22
1145,7fd4791b-0e94-487f-b780-fa6c17b3baea,1,CJKRfHY,Regenstein  Room 520  East Asian Reference Collection,5,22
1146,b42713a3-3194-455a-b3b3-c04001061934,1,CJKSem,Wiebolt Hall  East Asia Seminar Room,5,22
1147,35c00591-8b63-4249-961d-9d5aedf3abdc,1,CJKSPer,Regenstein  Room 520  East Asian Periodicals,5,22
1148,867757c5-748d-4dde-bc02-993b0d58cb6e,1,CJKSpHY,Regenstein  East Asian Treasure Room: Ask in Room 525,5,22
1149,1995bb6b-3797-48f8-8e95-2f8abc8542da,1,CJKSpl,Regenstein  East Asian Reading Room  Closed Bookstacks: Ask in Room 525,5,22
1150,667dc6ad-f2d5-44f5-8616-3dfd26ff9e4a,1,CMC,Regenstein  Room 354  K-12 Curriculum Materials Collection,5,22
1151,7d4c9c41-bf7c-4436-93ab-c792f53df639,1,GenCS,Regenstein  Closed Bookstack -- Request at 1st Floor Circulation,5,22
1152,1019f2a5-e43b-44ef-8063-bee93bf8d5d5,1,GenHY,Regenstein  Bookstacks  Harvard Yenching/CJK,5,22
1153,b41c27a8-0277-40fb-a2f6-d8bec66f8fd8,1,Harp,Regenstein  A-Level Harper Collection,5,22
1154,a0d8a88c-eba2-4ef7-b4ca-211ae9ee2f60,1,JMedia,Regenstein  4th Floor Digital Media Collection,5,22
1155,42ade308-09ea-481a-aab9-c4eef4a9b5cb,1,JzAr,Regenstein  Room 360  Chicago Jazz Archive,5,22
1156,32ff0738-1e7c-4ec7-a02d-602c3c802ae0,1,MapCl,Regenstein  Room 370  Map Collection,5,22
1157,dfb438dd-db52-42be-aa87-273998d864a6,1,MapRef,Regenstein  Room 370  Map Reference Collection,5,22
1158,ae3e3c39-e1b0-4adb-97be-a0feec088f72,1,Mic,Regenstein  3rd Floor Microforms,5,22
1159,1c04fe33-22b2-444d-8b32-f96f6846bd9c,1,MidEMic,Regenstein  5th Floor Middle East Microforms,5,22
1160,acdb830f-2afd-403c-925d-9e336a6dbf70,1,MSRGen,Temporary Storage--Ask at Regenstein Circulation Desk,5,22
1161,d9bce5e9-2575-4f25-b294-504d4e98990e,1,Rec,Regenstein  Room 360  Recordings Collection,5,22
1162,d6e27f7a-805c-49a6-ad47-dbeb0ea2009c,1,RecHP,Regenstein  Headphones: Ask at Room 360,5,22
1163,49b6e853-8fa4-49ac-a86f-f568c4bc522b,1,Resup,Needed for Reserve Next Quarter: Ask at Regenstein  1st Floor Circulation,5,22
1164,a60a27c1-d685-46bd-9019-18568ebf2885,1,RR,Regenstein  General Reference: A-L on 2nd Floor  M-Z on 3rd Floor,5,22
1165,297e379f-eca6-446e-953f-8d628fc7e742,1,RR2,Regenstein  2nd and 3rd Floor General Reference Collection,5,22
