ENTITY_AFLTN_ID,OBJ_ID,ENTITY_ID,AFLTN_TYP_CD,CAMPUS_CD,DFLT_IND,ACTV_IND
OLE2934,OLE2934,OLE2934,STAFF,NW,Y,Y
OLE2935,OLE2935,OLE2935,STAFF,KO,Y,Y
OLE2936,OLE2936,OLE2936,STAFF,IN,Y,Y
OLE2937,OLE2937,OLE2937,STAFF,IN,Y,Y
OLE2938,OLE2938,OLE2938,STAFF,BL,Y,Y
OLE2939,OLE2939,OLE2939,STAFF,EA,Y,Y
OLE2940,OLE2940,OLE2940,STAFF,BL,Y,Y
OLE2941,OLE2941,OLE2941,STAFF,BL,Y,Y
OLE2942,OLE2942,OLE2942,STAFF,BL,Y,Y
OLE2943,OLE2943,OLE2943,STAFF,BL,Y,Y
OLE2944,OLE2944,OLE2944,STAFF,KO,Y,Y
OLE2945,OLE2945,OLE2945,STAFF,BL,Y,Y
OLE2946,OLE2946,OLE2946,STAFF,NW,Y,Y
OLE2947,OLE2947,OLE2947,STAFF,SB,Y,Y
OLE2948,OLE2948,OLE2948,STAFF,KO,Y,Y
OLE2949,OLE2949,OLE2949,STAFF,IN,Y,Y
OLE2950,OLE2950,OLE2950,STAFF,IN,Y,Y
OLE2951,OLE2951,OLE2951,STAFF,SE,Y,Y
OLE2952,OLE2952,OLE2952,STAFF,BL,Y,Y
OLE2953,OLE2953,OLE2953,STAFF,BL,Y,Y
OLE2954,OLE2954,OLE2954,STAFF,BL,Y,Y
OLE2955,OLE2955,OLE2955,STAFF,BL,Y,Y
OLE2956,OLE2956,OLE2956,STAFF,BL,Y,Y
OLE2957,OLE2957,OLE2957,STAFF,BL,Y,Y
OLE2958,OLE2958,OLE2958,STAFF,BL,Y,Y
OLE2959,OLE2959,OLE2959,STAFF,IN,Y,Y
OLE2960,OLE2960,OLE2960,STAFF,IN,Y,Y
OLE2961,OLE2961,OLE2961,STAFF,IN,Y,Y
OLE2962,OLE2962,OLE2962,STAFF,IN,Y,Y
OLE2963,OLE2963,OLE2963,STAFF,IN,Y,Y
OLE2964,OLE2964,OLE2964,STAFF,BL,Y,Y
OLE2965,OLE2965,OLE2965,STAFF,BL,Y,Y
OLE2966,OLE2966,OLE2966,STAFF,IN,Y,Y
OLE2967,OLE2967,OLE2967,STAFF,IN,Y,Y
OLE2968,OLE2968,OLE2968,STAFF,BL,Y,Y
OLE2969,OLE2969,OLE2969,STAFF,SB,Y,Y
OLE2970,OLE2970,OLE2970,STAFF,IN,Y,Y
OLE2971,OLE2971,OLE2971,STAFF,IN,Y,Y
OLE2972,OLE2972,OLE2972,STAFF,EA,Y,Y
OLE2973,OLE2973,OLE2973,STAFF,IN,Y,Y
OLE2974,OLE2974,OLE2974,STAFF,BL,Y,Y
OLE2975,OLE2975,OLE2975,STAFF,IN,Y,Y
OLE2976,OLE2976,OLE2976,STAFF,IN,Y,Y
OLE2977,OLE2977,OLE2977,STAFF,BL,Y,Y
OLE2978,OLE2978,OLE2978,STAFF,BL,Y,Y
OLE2979,OLE2979,OLE2979,STAFF,IN,Y,Y
OLE2980,OLE2980,OLE2980,STAFF,IN,Y,Y
OLE2981,OLE2981,OLE2981,STAFF,BL,Y,Y
OLE2982,OLE2982,OLE2982,STAFF,BL,Y,Y
OLE2983,OLE2983,OLE2983,STAFF,IN,Y,Y
OLE2984,OLE2984,OLE2984,STAFF,IN,Y,Y
OLE2985,OLE2985,OLE2985,STAFF,BL,Y,Y
OLE2986,OLE2986,OLE2986,STAFF,IN,Y,Y
OLE2987,OLE2987,OLE2987,STAFF,BL,Y,Y
OLE2988,OLE2988,OLE2988,STAFF,IN,Y,Y
OLE2989,OLE2989,OLE2989,STAFF,BL,Y,Y
OLE2990,OLE2990,OLE2990,STAFF,BL,Y,Y
OLE2991,OLE2991,OLE2991,STAFF,IN,Y,Y
OLE2992,OLE2992,OLE2992,STAFF,BL,Y,Y
OLE2993,OLE2993,OLE2993,STAFF,IN,Y,Y
OLE2994,OLE2994,OLE2994,STAFF,BL,Y,Y
OLE2995,OLE2995,OLE2995,STAFF,BL,Y,Y
OLE2996,OLE2996,OLE2996,STAFF,NW,Y,Y
OLE2997,OLE2997,OLE2997,STAFF,BL,Y,Y
OLE2998,OLE2998,OLE2998,STAFF,BL,Y,Y
OLE2999,OLE2999,OLE2999,STAFF,IN,Y,Y
OLE3000,OLE3000,OLE3000,STAFF,IN,Y,Y
OLE3001,OLE3001,OLE3001,STAFF,IN,Y,Y
OLE3002,OLE3002,OLE3002,STAFF,BL,Y,Y
OLE3003,OLE3003,OLE3003,STAFF,BL,Y,Y
OLE3004,OLE3004,OLE3004,STAFF,SB,Y,Y
OLE3005,OLE3005,OLE3005,STAFF,IN,Y,Y
OLE3006,OLE3006,OLE3006,STAFF,BL,Y,Y
OLE3007,OLE3007,OLE3007,STAFF,BL,Y,Y
OLE3008,OLE3008,OLE3008,STAFF,BL,Y,Y
OLE3009,OLE3009,OLE3009,STAFF,IN,Y,Y
OLE3010,OLE3010,OLE3010,STAFF,IN,Y,Y
OLE3011,OLE3011,OLE3011,STAFF,IN,Y,Y
OLE3012,OLE3012,OLE3012,STAFF,BL,Y,Y
OLE3013,OLE3013,OLE3013,STAFF,SB,Y,Y
OLE3014,OLE3014,OLE3014,STAFF,BL,Y,Y
OLE3015,OLE3015,OLE3015,STAFF,BL,Y,Y
OLE3016,OLE3016,OLE3016,STAFF,BL,Y,Y
OLE3017,OLE3017,OLE3017,STAFF,EA,Y,Y
OLE3018,OLE3018,OLE3018,STAFF,EA,Y,Y
OLE3019,OLE3019,OLE3019,STAFF,IN,Y,Y
OLE3020,OLE3020,OLE3020,STAFF,BL,Y,Y
OLE3021,OLE3021,OLE3021,STAFF,IN,Y,Y
OLE3022,OLE3022,OLE3022,STAFF,BL,Y,Y
OLE3023,OLE3023,OLE3023,STAFF,BL,Y,Y
OLE3024,OLE3024,OLE3024,STAFF,BL,Y,Y
OLE3025,OLE3025,OLE3025,STAFF,BL,Y,Y
OLE3026,OLE3026,OLE3026,STAFF,BL,Y,Y
OLE3027,OLE3027,OLE3027,STAFF,IN,Y,Y
OLE3028,OLE3028,OLE3028,STAFF,IN,Y,Y
OLE3029,OLE3029,OLE3029,STAFF,BL,Y,Y
OLE3030,OLE3030,OLE3030,STAFF,BL,Y,Y
OLE3031,OLE3031,OLE3031,STAFF,IN,Y,Y
OLE3032,OLE3032,OLE3032,STAFF,IN,Y,Y
OLE3033,OLE3033,OLE3033,STAFF,BL,Y,Y
OLE3034,OLE3034,OLE3034,STAFF,IN,Y,Y
OLE3035,OLE3035,OLE3035,STAFF,IN,Y,Y
OLE3036,OLE3036,OLE3036,STAFF,BL,Y,Y
OLE3037,OLE3037,OLE3037,STAFF,BL,Y,Y
OLE3038,OLE3038,OLE3038,STAFF,KO,Y,Y
OLE3039,OLE3039,OLE3039,STAFF,BL,Y,Y
OLE3040,OLE3040,OLE3040,STAFF,IN,Y,Y
OLE3041,OLE3041,OLE3041,STAFF,BL,Y,Y
OLE3042,OLE3042,OLE3042,STAFF,BL,Y,Y
OLE3043,OLE3043,OLE3043,STAFF,BL,Y,Y
OLE3044,OLE3044,OLE3044,STAFF,SE,Y,Y
OLE3045,OLE3045,OLE3045,STAFF,IN,Y,Y
OLE3046,OLE3046,OLE3046,STAFF,BL,Y,Y
OLE3047,OLE3047,OLE3047,STAFF,BL,Y,Y
OLE3048,OLE3048,OLE3048,STAFF,IN,Y,Y
OLE3049,OLE3049,OLE3049,STAFF,BL,Y,Y
OLE3050,OLE3050,OLE3050,STAFF,SE,Y,Y
OLE3051,OLE3051,OLE3051,STAFF,BL,Y,Y
OLE3052,OLE3052,OLE3052,STAFF,KO,Y,Y
OLE3053,OLE3053,OLE3053,STAFF,IN,Y,Y
OLE3054,OLE3054,OLE3054,STAFF,IN,Y,Y
OLE3055,OLE3055,OLE3055,STAFF,IN,Y,Y
OLE3056,OLE3056,OLE3056,STAFF,BL,Y,Y
OLE3057,OLE3057,OLE3057,STAFF,BL,Y,Y
OLE3058,OLE3058,OLE3058,STAFF,BL,Y,Y
OLE3059,OLE3059,OLE3059,STAFF,EA,Y,Y
OLE3060,OLE3060,OLE3060,STAFF,IN,Y,Y
OLE3061,OLE3061,OLE3061,STAFF,IN,Y,Y
OLE3062,OLE3062,OLE3062,STAFF,BL,Y,Y
OLE3063,OLE3063,OLE3063,STAFF,BL,Y,Y
OLE3064,OLE3064,OLE3064,STAFF,IN,Y,Y
OLE3065,OLE3065,OLE3065,STAFF,IN,Y,Y
OLE3066,OLE3066,OLE3066,STAFF,BL,Y,Y
OLE3067,OLE3067,OLE3067,STAFF,BL,Y,Y
OLE3068,OLE3068,OLE3068,STAFF,BL,Y,Y
OLE3069,OLE3069,OLE3069,STAFF,SB,Y,Y
OLE3070,OLE3070,OLE3070,STAFF,BL,Y,Y
OLE3071,OLE3071,OLE3071,STAFF,BL,Y,Y
OLE3072,OLE3072,OLE3072,STAFF,BL,Y,Y
OLE3073,OLE3073,OLE3073,STAFF,EA,Y,Y
OLE3074,OLE3074,OLE3074,STAFF,BL,Y,Y
OLE3075,OLE3075,OLE3075,STAFF,IN,Y,Y
OLE3076,OLE3076,OLE3076,STAFF,EA,Y,Y
OLE3077,OLE3077,OLE3077,STAFF,IN,Y,Y
OLE3078,OLE3078,OLE3078,STAFF,IN,Y,Y
OLE3079,OLE3079,OLE3079,STAFF,NW,Y,Y
OLE3080,OLE3080,OLE3080,STAFF,IN,Y,Y
OLE3081,OLE3081,OLE3081,STAFF,BL,Y,Y
OLE3082,OLE3082,OLE3082,STAFF,IN,Y,Y
OLE3083,OLE3083,OLE3083,STAFF,KO,Y,Y
OLE3084,OLE3084,OLE3084,STAFF,BL,Y,Y
OLE3085,OLE3085,OLE3085,STAFF,BL,Y,Y
OLE3086,OLE3086,OLE3086,STAFF,SB,Y,Y
OLE3087,OLE3087,OLE3087,STAFF,BL,Y,Y
OLE3088,OLE3088,OLE3088,STAFF,IN,Y,Y
OLE3089,OLE3089,OLE3089,STAFF,IN,Y,Y
OLE3090,OLE3090,OLE3090,STAFF,IN,Y,Y
OLE3091,OLE3091,OLE3091,STAFF,BL,Y,Y
OLE3092,OLE3092,OLE3092,STAFF,BL,Y,Y
OLE3093,OLE3093,OLE3093,STAFF,BL,Y,Y
OLE3094,OLE3094,OLE3094,STAFF,BL,Y,Y
OLE3095,OLE3095,OLE3095,STAFF,IN,Y,Y
OLE3096,OLE3096,OLE3096,STAFF,BL,Y,Y
OLE3097,OLE3097,OLE3097,STAFF,KO,Y,Y
OLE3098,OLE3098,OLE3098,STAFF,IN,Y,Y
OLE3099,OLE3099,OLE3099,STAFF,IN,Y,Y
OLE3100,OLE3100,OLE3100,STAFF,BL,Y,Y
OLE3101,OLE3101,OLE3101,STAFF,BL,Y,Y
OLE3102,OLE3102,OLE3102,STAFF,BL,Y,Y
OLE3103,OLE3103,OLE3103,STAFF,BL,Y,Y
OLE3104,OLE3104,OLE3104,STAFF,SB,Y,Y
OLE3105,OLE3105,OLE3105,STAFF,IN,Y,Y
OLE3106,OLE3106,OLE3106,STAFF,BL,Y,Y
OLE3107,OLE3107,OLE3107,STAFF,IN,Y,Y
OLE3108,OLE3108,OLE3108,STAFF,BL,Y,Y
OLE3109,OLE3109,OLE3109,STAFF,BL,Y,Y
OLE3110,OLE3110,OLE3110,STAFF,BL,Y,Y
OLE3111,OLE3111,OLE3111,STAFF,IN,Y,Y
OLE3112,OLE3112,OLE3112,STAFF,BL,Y,Y
OLE3113,OLE3113,OLE3113,STAFF,IN,Y,Y
OLE3114,OLE3114,OLE3114,STAFF,BL,Y,Y
OLE3115,OLE3115,OLE3115,STAFF,BL,Y,Y
OLE3116,OLE3116,OLE3116,STAFF,BL,Y,Y
OLE3117,OLE3117,OLE3117,STAFF,BL,Y,Y
OLE3118,OLE3118,OLE3118,STAFF,IN,Y,Y
OLE3119,OLE3119,OLE3119,STAFF,EA,Y,Y
OLE3120,OLE3120,OLE3120,STAFF,BL,Y,Y
OLE3121,OLE3121,OLE3121,STAFF,BL,Y,Y
OLE3122,OLE3122,OLE3122,STAFF,BL,Y,Y
OLE3123,OLE3123,OLE3123,STAFF,BL,Y,Y
OLE3124,OLE3124,OLE3124,STAFF,EA,Y,Y
OLE3125,OLE3125,OLE3125,STAFF,BL,Y,Y
OLE3126,OLE3126,OLE3126,STAFF,BL,Y,Y
OLE3127,OLE3127,OLE3127,STAFF,SB,Y,Y
OLE3128,OLE3128,OLE3128,STAFF,SB,Y,Y
OLE3129,OLE3129,OLE3129,STAFF,BL,Y,Y
OLE3130,OLE3130,OLE3130,STAFF,IN,Y,Y
OLE3131,OLE3131,OLE3131,STAFF,BL,Y,Y
OLE3132,OLE3132,OLE3132,STAFF,BL,Y,Y
OLE3133,OLE3133,OLE3133,STAFF,BL,Y,Y
OLE3134,OLE3134,OLE3134,STAFF,BL,Y,Y
OLE3135,OLE3135,OLE3135,STAFF,BL,Y,Y
OLE3136,OLE3136,OLE3136,STAFF,BL,Y,Y
OLE3137,OLE3137,OLE3137,STAFF,BL,Y,Y
OLE3138,OLE3138,OLE3138,STAFF,BL,Y,Y
OLE3139,OLE3139,OLE3139,STAFF,BL,Y,Y
OLE3140,OLE3140,OLE3140,STAFF,BL,Y,Y
OLE3141,OLE3141,OLE3141,STAFF,IN,Y,Y
OLE3142,OLE3142,OLE3142,STAFF,IN,Y,Y
OLE3143,OLE3143,OLE3143,STAFF,BL,Y,Y
OLE3144,OLE3144,OLE3144,STAFF,IN,Y,Y
OLE3145,OLE3145,OLE3145,STAFF,BL,Y,Y
OLE3146,OLE3146,OLE3146,STAFF,BL,Y,Y
OLE3147,OLE3147,OLE3147,STAFF,BL,Y,Y
OLE3148,OLE3148,OLE3148,STAFF,BL,Y,Y
OLE3149,OLE3149,OLE3149,STAFF,IN,Y,Y
OLE3150,OLE3150,OLE3150,STAFF,IN,Y,Y
OLE3151,OLE3151,OLE3151,STAFF,BL,Y,Y
OLE3152,OLE3152,OLE3152,STAFF,IN,Y,Y
OLE3153,OLE3153,OLE3153,STAFF,BL,Y,Y
OLE3154,OLE3154,OLE3154,STAFF,BL,Y,Y
OLE3155,OLE3155,OLE3155,STAFF,BL,Y,Y
OLE3156,OLE3156,OLE3156,STAFF,BL,Y,Y
OLE3157,OLE3157,OLE3157,STAFF,BL,Y,Y
OLE3158,OLE3158,OLE3158,STAFF,SE,Y,Y
OLE3159,OLE3159,OLE3159,STAFF,BL,Y,Y
OLE3160,OLE3160,OLE3160,STAFF,IN,Y,Y
OLE3161,OLE3161,OLE3161,STAFF,BL,Y,Y
OLE3162,OLE3162,OLE3162,STAFF,BL,Y,Y
OLE3163,OLE3163,OLE3163,STAFF,SE,Y,Y
OLE3164,OLE3164,OLE3164,STAFF,EA,Y,Y
OLE3165,OLE3165,OLE3165,STAFF,NW,Y,Y
OLE3166,OLE3166,OLE3166,STAFF,BL,Y,Y
OLE3167,OLE3167,OLE3167,STAFF,SB,Y,Y
OLE3168,OLE3168,OLE3168,STAFF,IN,Y,Y
OLE3169,OLE3169,OLE3169,STAFF,IN,Y,Y
OLE3170,OLE3170,OLE3170,STAFF,BL,Y,Y
OLE3171,OLE3171,OLE3171,STAFF,BL,Y,Y
OLE3172,OLE3172,OLE3172,STAFF,EA,Y,Y
OLE3173,OLE3173,OLE3173,STAFF,IN,Y,Y
OLE3174,OLE3174,OLE3174,STAFF,BL,Y,Y
OLE3175,OLE3175,OLE3175,STAFF,BL,Y,Y
OLE3176,OLE3176,OLE3176,STAFF,IN,Y,Y
OLE3177,OLE3177,OLE3177,STAFF,BL,Y,Y
OLE3178,OLE3178,OLE3178,STAFF,SE,Y,Y
OLE3179,OLE3179,OLE3179,STAFF,BL,Y,Y
OLE3180,OLE3180,OLE3180,STAFF,SB,Y,Y
OLE3181,OLE3181,OLE3181,STAFF,BL,Y,Y
OLE3182,OLE3182,OLE3182,STAFF,SB,Y,Y
OLE3183,OLE3183,OLE3183,STAFF,BL,Y,Y
OLE3184,OLE3184,OLE3184,STAFF,IN,Y,Y
OLE3185,OLE3185,OLE3185,STAFF,IN,Y,Y
OLE3186,OLE3186,OLE3186,STAFF,BL,Y,Y
OLE3187,OLE3187,OLE3187,STAFF,IN,Y,Y
OLE3188,OLE3188,OLE3188,STAFF,BL,Y,Y
OLE3189,OLE3189,OLE3189,STAFF,BL,Y,Y
OLE3190,OLE3190,OLE3190,STAFF,IN,Y,Y
OLE3191,OLE3191,OLE3191,STAFF,BL,Y,Y
OLE3192,OLE3192,OLE3192,STAFF,BL,Y,Y
OLE3193,OLE3193,OLE3193,STAFF,BL,Y,Y
OLE3194,OLE3194,OLE3194,STAFF,SE,Y,Y
OLE3195,OLE3195,OLE3195,STAFF,BL,Y,Y
OLE3196,OLE3196,OLE3196,STAFF,NW,Y,Y
OLE3197,OLE3197,OLE3197,STAFF,IN,Y,Y
OLE3198,OLE3198,OLE3198,STAFF,IN,Y,Y
OLE3199,OLE3199,OLE3199,STAFF,BL,Y,Y
OLE3200,OLE3200,OLE3200,STAFF,BL,Y,Y
OLE3201,OLE3201,OLE3201,STAFF,BL,Y,Y
OLE3202,OLE3202,OLE3202,STAFF,NW,Y,Y
OLE3203,OLE3203,OLE3203,STAFF,BL,Y,Y
OLE3204,OLE3204,OLE3204,STAFF,BL,Y,Y
OLE3205,OLE3205,OLE3205,STAFF,IN,Y,Y
OLE3206,OLE3206,OLE3206,STAFF,IN,Y,Y
OLE3207,OLE3207,OLE3207,STAFF,IN,Y,Y
OLE3208,OLE3208,OLE3208,STAFF,IN,Y,Y
OLE3209,OLE3209,OLE3209,STAFF,BL,Y,Y
OLE3210,OLE3210,OLE3210,STAFF,BL,Y,Y
OLE3211,OLE3211,OLE3211,STAFF,KO,Y,Y
OLE3212,OLE3212,OLE3212,STAFF,BL,Y,Y
OLE3213,OLE3213,OLE3213,STAFF,IN,Y,Y
OLE3214,OLE3214,OLE3214,STAFF,BL,Y,Y
OLE3215,OLE3215,OLE3215,STAFF,BL,Y,Y
OLE3216,OLE3216,OLE3216,STAFF,BL,Y,Y
OLE3217,OLE3217,OLE3217,STAFF,BL,Y,Y
OLE3218,OLE3218,OLE3218,STAFF,IN,Y,Y
OLE3219,OLE3219,OLE3219,STAFF,BL,Y,Y
OLE3220,OLE3220,OLE3220,STAFF,IN,Y,Y
OLE3221,OLE3221,OLE3221,STAFF,BL,Y,Y
OLE3222,OLE3222,OLE3222,STAFF,IN,Y,Y
OLE3223,OLE3223,OLE3223,STAFF,KO,Y,Y
OLE3224,OLE3224,OLE3224,STAFF,IN,Y,Y
OLE3225,OLE3225,OLE3225,STAFF,EA,Y,Y
OLE3226,OLE3226,OLE3226,STAFF,BL,Y,Y
OLE3227,OLE3227,OLE3227,STAFF,SB,Y,Y
OLE3228,OLE3228,OLE3228,STAFF,BL,Y,Y
OLE3229,OLE3229,OLE3229,STAFF,IN,Y,Y
OLE3230,OLE3230,OLE3230,STAFF,IN,Y,Y
OLE3231,OLE3231,OLE3231,STAFF,IN,Y,Y
OLE3232,OLE3232,OLE3232,STAFF,IN,Y,Y
OLE3233,OLE3233,OLE3233,STAFF,KO,Y,Y
OLE3234,OLE3234,OLE3234,STAFF,IN,Y,Y
OLE3235,OLE3235,OLE3235,STAFF,IN,Y,Y
OLE3236,OLE3236,OLE3236,STAFF,BL,Y,Y
OLE3237,OLE3237,OLE3237,STAFF,BL,Y,Y
OLE3238,OLE3238,OLE3238,STAFF,EA,Y,Y
OLE3239,OLE3239,OLE3239,STAFF,IN,Y,Y
OLE3240,OLE3240,OLE3240,STAFF,BL,Y,Y
OLE3241,OLE3241,OLE3241,STAFF,BL,Y,Y
OLE3242,OLE3242,OLE3242,STAFF,IN,Y,Y
OLE3243,OLE3243,OLE3243,STAFF,IN,Y,Y
OLE3244,OLE3244,OLE3244,STAFF,IN,Y,Y
OLE3245,OLE3245,OLE3245,STAFF,IN,Y,Y
OLE3246,OLE3246,OLE3246,STAFF,EA,Y,Y
OLE3247,OLE3247,OLE3247,STAFF,SE,Y,Y
OLE3248,OLE3248,OLE3248,STAFF,BL,Y,Y
OLE3249,OLE3249,OLE3249,STAFF,BL,Y,Y
OLE3250,OLE3250,OLE3250,STAFF,BL,Y,Y
OLE3251,OLE3251,OLE3251,STAFF,BL,Y,Y
OLE3252,OLE3252,OLE3252,STAFF,NW,Y,Y
OLE3253,OLE3253,OLE3253,STAFF,IN,Y,Y
OLE3254,OLE3254,OLE3254,STAFF,BL,Y,Y
OLE3255,OLE3255,OLE3255,STAFF,IN,Y,Y
OLE3256,OLE3256,OLE3256,STAFF,IN,Y,Y
OLE3257,OLE3257,OLE3257,STAFF,IN,Y,Y
OLE3258,OLE3258,OLE3258,STAFF,BL,Y,Y
OLE3259,OLE3259,OLE3259,STAFF,BL,Y,Y
OLE3260,OLE3260,OLE3260,STAFF,BL,Y,Y
OLE3261,OLE3261,OLE3261,STAFF,IN,Y,Y
OLE3262,OLE3262,OLE3262,STAFF,IN,Y,Y
OLE3263,OLE3263,OLE3263,STAFF,BL,Y,Y
OLE3264,OLE3264,OLE3264,STAFF,IN,Y,Y
OLE3265,OLE3265,OLE3265,STAFF,BL,Y,Y
OLE3266,OLE3266,OLE3266,STAFF,BL,Y,Y
OLE3267,OLE3267,OLE3267,STAFF,BL,Y,Y
OLE3268,OLE3268,OLE3268,STAFF,BL,Y,Y
OLE3269,OLE3269,OLE3269,STAFF,IN,Y,Y
OLE3270,OLE3270,OLE3270,STAFF,BL,Y,Y
OLE3272,OLE3272,OLE3272,STAFF,IN,Y,Y
OLE3273,OLE3273,OLE3273,STAFF,BL,Y,Y
OLE3274,OLE3274,OLE3274,STAFF,BL,Y,Y
OLE3275,OLE3275,OLE3275,STAFF,KO,Y,Y
OLE3276,OLE3276,OLE3276,STAFF,IN,Y,Y
OLE3277,OLE3277,OLE3277,STAFF,IN,Y,Y
OLE3278,OLE3278,OLE3278,STAFF,IN,Y,Y
OLE3279,OLE3279,OLE3279,STAFF,KO,Y,Y
OLE3280,OLE3280,OLE3280,STAFF,BL,Y,Y
OLE3281,OLE3281,OLE3281,STAFF,BL,Y,Y
OLE3282,OLE3282,OLE3282,STAFF,BL,Y,Y
OLE3283,OLE3283,OLE3283,STAFF,BL,Y,Y
OLE3284,OLE3284,OLE3284,STAFF,BL,Y,Y
OLE3285,OLE3285,OLE3285,STAFF,BL,Y,Y
OLE3286,OLE3286,OLE3286,STAFF,KO,Y,Y
OLE3287,OLE3287,OLE3287,STAFF,KO,Y,Y
OLE3288,OLE3288,OLE3288,STAFF,IN,Y,Y
OLE3289,OLE3289,OLE3289,STAFF,BL,Y,Y
OLE3290,OLE3290,OLE3290,STAFF,BL,Y,Y
OLE3291,OLE3291,OLE3291,STAFF,BL,Y,Y
OLE3292,OLE3292,OLE3292,STAFF,IN,Y,Y
OLE3293,OLE3293,OLE3293,STAFF,IN,Y,Y
OLE3294,OLE3294,OLE3294,STAFF,IN,Y,Y
OLE3295,OLE3295,OLE3295,STAFF,SE,Y,Y
OLE3296,OLE3296,OLE3296,STAFF,BL,Y,Y
OLE3297,OLE3297,OLE3297,STAFF,BL,Y,Y
OLE3298,OLE3298,OLE3298,STAFF,BL,Y,Y
OLE3299,OLE3299,OLE3299,STAFF,SB,Y,Y
OLE3300,OLE3300,OLE3300,STAFF,SB,Y,Y
OLE3301,OLE3301,OLE3301,STAFF,IN,Y,Y
OLE3302,OLE3302,OLE3302,STAFF,IN,Y,Y
OLE3303,OLE3303,OLE3303,STAFF,BL,Y,Y
OLE3304,OLE3304,OLE3304,STAFF,EA,Y,Y
OLE3305,OLE3305,OLE3305,STAFF,EA,Y,Y
OLE3306,OLE3306,OLE3306,STAFF,BL,Y,Y
OLE3307,OLE3307,OLE3307,STAFF,BL,Y,Y
OLE3308,OLE3308,OLE3308,STAFF,SE,Y,Y
OLE3309,OLE3309,OLE3309,STAFF,BL,Y,Y
OLE3310,OLE3310,OLE3310,STAFF,BL,Y,Y
OLE3311,OLE3311,OLE3311,STAFF,IN,Y,Y
OLE3312,OLE3312,OLE3312,STAFF,BL,Y,Y
OLE3313,OLE3313,OLE3313,STAFF,BL,Y,Y
OLE3314,OLE3314,OLE3314,STAFF,IN,Y,Y
OLE3315,OLE3315,OLE3315,STAFF,SB,Y,Y
OLE3316,OLE3316,OLE3316,STAFF,BL,Y,Y
OLE3317,OLE3317,OLE3317,STAFF,BL,Y,Y
OLE3318,OLE3318,OLE3318,STAFF,BL,Y,Y
OLE3319,OLE3319,OLE3319,STAFF,BL,Y,Y
OLE3320,OLE3320,OLE3320,STAFF,IN,Y,Y
OLE3321,OLE3321,OLE3321,STAFF,IN,Y,Y
OLE3322,OLE3322,OLE3322,STAFF,IN,Y,Y
OLE3323,OLE3323,OLE3323,STAFF,IN,Y,Y
OLE3324,OLE3324,OLE3324,STAFF,BL,Y,Y
OLE3325,OLE3325,OLE3325,STAFF,BL,Y,Y
OLE3326,OLE3326,OLE3326,STAFF,BL,Y,Y
OLE3327,OLE3327,OLE3327,STAFF,IN,Y,Y
OLE3328,OLE3328,OLE3328,STAFF,BL,Y,Y
OLE3329,OLE3329,OLE3329,STAFF,BL,Y,Y
OLE3330,OLE3330,OLE3330,STAFF,BL,Y,Y
OLE3331,OLE3331,OLE3331,STAFF,BL,Y,Y
OLE3332,OLE3332,OLE3332,STAFF,BL,Y,Y
OLE3333,OLE3333,OLE3333,STAFF,IN,Y,Y
OLE3334,OLE3334,OLE3334,STAFF,IN,Y,Y
OLE3335,OLE3335,OLE3335,STAFF,SB,Y,Y
OLE3336,OLE3336,OLE3336,STAFF,BL,Y,Y
OLE3337,OLE3337,OLE3337,STAFF,BL,Y,Y
OLE3338,OLE3338,OLE3338,STAFF,BL,Y,Y
OLE3339,OLE3339,OLE3339,STAFF,BL,Y,Y
OLE3340,OLE3340,OLE3340,STAFF,BL,Y,Y
OLE3341,OLE3341,OLE3341,STAFF,BL,Y,Y
OLE3342,OLE3342,OLE3342,STAFF,IN,Y,Y
OLE3343,OLE3343,OLE3343,STAFF,IN,Y,Y
OLE3344,OLE3344,OLE3344,STAFF,SB,Y,Y
OLE3345,OLE3345,OLE3345,STAFF,BL,Y,Y
OLE3346,OLE3346,OLE3346,STAFF,BL,Y,Y
OLE3347,OLE3347,OLE3347,STAFF,IN,Y,Y
OLE3348,OLE3348,OLE3348,STAFF,BL,Y,Y
OLE3349,OLE3349,OLE3349,STAFF,BL,Y,Y
OLE3350,OLE3350,OLE3350,STAFF,IN,Y,Y
OLE3351,OLE3351,OLE3351,STAFF,BL,Y,Y
OLE3352,OLE3352,OLE3352,STAFF,IN,Y,Y
OLE3353,OLE3353,OLE3353,STAFF,IN,Y,Y
OLE3354,OLE3354,OLE3354,STAFF,IN,Y,Y
OLE3355,OLE3355,OLE3355,STAFF,IN,Y,Y
OLE3356,OLE3356,OLE3356,STAFF,BL,Y,Y
OLE3357,OLE3357,OLE3357,STAFF,BL,Y,Y
OLE3358,OLE3358,OLE3358,STAFF,BL,Y,Y
OLE3359,OLE3359,OLE3359,STAFF,IN,Y,Y
OLE3360,OLE3360,OLE3360,STAFF,BL,Y,Y
OLE3361,OLE3361,OLE3361,STAFF,BL,Y,Y
OLE3362,OLE3362,OLE3362,STAFF,BL,Y,Y
OLE3363,OLE3363,OLE3363,STAFF,EA,Y,Y
OLE3364,OLE3364,OLE3364,STAFF,BL,Y,Y
OLE3365,OLE3365,OLE3365,STAFF,IN,Y,Y
OLE3366,OLE3366,OLE3366,STAFF,BL,Y,Y
OLE3367,OLE3367,OLE3367,STAFF,IN,Y,Y
OLE3368,OLE3368,OLE3368,STAFF,SE,Y,Y
OLE3369,OLE3369,OLE3369,STAFF,IN,Y,Y
