ENTITY_EMP_ID,OBJ_ID,ENTITY_ID,ENTITY_AFLTN_ID,EMP_STAT_CD,EMP_TYP_CD,BASE_SLRY_AMT,PRMRY_IND,ACTV_IND,PRMRY_DEPT_CD,EMP_ID,EMP_REC_ID
OLE2788,OLE2788,OLE2788,OLE2788,R,P,50000,Y,Y,SE-ACAD,8128,1
OLE2789,OLE2789,OLE2789,OLE2789,A,N,50000,Y,Y,BL-BL,8257,1
OLE2790,OLE2790,OLE2790,OLE2790,A,P,50000,Y,Y,BL-ACSP,8486,1
OLE2791,OLE2791,OLE2791,OLE2791,A,P,50000,Y,Y,,8516,1
OLE2792,OLE2792,OLE2792,OLE2792,A,P,50000,Y,Y,EA-BUSE,8593,1
OLE2793,OLE2793,OLE2793,OLE2793,A,P,50000,Y,Y,BL-BL,8734,1
OLE2794,OLE2794,OLE2794,OLE2794,P,P,50000,Y,Y,BL-PSY,8947,1
OLE2795,OLE2795,OLE2795,OLE2795,A,P,50000,Y,Y,BL-BL,9025,1
OLE2796,OLE2796,OLE2796,OLE2796,A,P,50000,Y,Y,EA-CHAN,9164,1
OLE2797,OLE2797,OLE2797,OLE2797,A,P,50000,Y,Y,BL-RUAD,9199,1
OLE2798,OLE2798,OLE2798,OLE2798,A,P,50000,Y,Y,EA-SMD,9219,1
OLE2799,OLE2799,OLE2799,OLE2799,A,N,50000,Y,Y,BL-BL,9454,1
OLE2800,OLE2800,OLE2800,OLE2800,A,P,50000,Y,Y,BL-CIA,9470,1
OLE2801,OLE2801,OLE2801,OLE2801,A,P,50000,Y,Y,BL-BL,9527,1
OLE2802,OLE2802,OLE2802,OLE2802,A,P,50000,Y,Y,SB-POLS,9625,1
OLE2803,OLE2803,OLE2803,OLE2803,A,P,50000,Y,Y,SB-CHEM,9689,1
OLE2804,OLE2804,OLE2804,OLE2804,R,P,50000,Y,Y,SB-SB,9699,1
OLE2805,OLE2805,OLE2805,OLE2805,A,N,50000,Y,Y,BL-BL,9708,1
OLE2806,OLE2806,OLE2806,OLE2806,A,N,50000,Y,Y,BL-BL,9786,1
OLE2807,OLE2807,OLE2807,OLE2807,A,P,50000,Y,Y,IN-LART,9974,1
OLE2808,OLE2808,OLE2808,OLE2808,T,P,50000,Y,Y,BL-BL,9997,1
OLE2809,OLE2809,OLE2809,OLE2809,T,P,50000,Y,Y,EA-EA,10103,1
OLE2810,OLE2810,OLE2810,OLE2810,A,P,50000,Y,Y,BL-PSY,10181,1
OLE2811,OLE2811,OLE2811,OLE2811,A,P,50000,Y,Y,BL-BL,10376,1
OLE2812,OLE2812,OLE2812,OLE2812,A,P,50000,Y,Y,EA-SMD,10405,1
OLE2813,OLE2813,OLE2813,OLE2813,A,P,50000,Y,Y,,10428,1
OLE2814,OLE2814,OLE2814,OLE2814,A,P,50000,Y,Y,BL-SLAV,10833,1
OLE2815,OLE2815,OLE2815,OLE2815,A,P,50000,Y,Y,IN-SCI,10841,1
OLE2816,OLE2816,OLE2816,OLE2816,R,P,50000,Y,Y,BL-BL,10895,1
OLE2817,OLE2817,OLE2817,OLE2817,A,P,50000,Y,Y,KO-SBSC,10997,1
OLE2818,OLE2818,OLE2818,OLE2818,A,P,50000,Y,Y,BL-SPMG,11060,1
OLE2819,OLE2819,OLE2819,OLE2819,A,P,50000,Y,Y,,11356,1
OLE2820,OLE2820,OLE2820,OLE2820,A,P,50000,Y,Y,BL-PSY,11572,1
OLE2821,OLE2821,OLE2821,OLE2821,A,P,50000,Y,Y,UA-UCOU,11579,1
OLE2822,OLE2822,OLE2822,OLE2822,A,P,50000,Y,Y,KO-NIMS,11663,1
OLE2823,OLE2823,OLE2823,OLE2823,A,N,50000,Y,Y,BL-BL,11894,1
OLE2824,OLE2824,OLE2824,OLE2824,A,P,50000,Y,Y,IN-INTP,11905,1
OLE2825,OLE2825,OLE2825,OLE2825,R,P,50000,Y,Y,BL-BL,11976,1
OLE2826,OLE2826,OLE2826,OLE2826,A,P,50000,Y,Y,BL-BL,12065,1
OLE2827,OLE2827,OLE2827,OLE2827,A,P,50000,Y,Y,BL-BURS,12211,1
OLE2828,OLE2828,OLE2828,OLE2828,A,P,50000,Y,Y,UA-SCS,12289,1
OLE2829,OLE2829,OLE2829,OLE2829,T,N,50000,Y,Y,BL-BL,12327,1
OLE2830,OLE2830,OLE2830,OLE2830,A,P,50000,Y,Y,BL-PSY,12797,1
OLE2831,OLE2831,OLE2831,OLE2831,A,P,50000,Y,Y,IN-ENGT,13172,1
OLE2832,OLE2832,OLE2832,OLE2832,A,P,50000,Y,Y,SB-AFFA,13349,1
OLE2833,OLE2833,OLE2833,OLE2833,A,P,50000,Y,Y,BL-EDUC,13432,1
OLE2834,OLE2834,OLE2834,OLE2834,A,P,50000,Y,Y,BL-VPGA,13438,1
OLE2835,OLE2835,OLE2835,OLE2835,A,N,50000,Y,Y,IN-DSPM,13566,1
OLE2836,OLE2836,OLE2836,OLE2836,A,P,50000,Y,Y,IN-ANES,13634,1
OLE2837,OLE2837,OLE2837,OLE2837,A,P,50000,Y,Y,IN-DMED,13667,1
OLE2838,OLE2838,OLE2838,OLE2838,A,P,50000,Y,Y,IN-COMM,13843,1
OLE2839,OLE2839,OLE2839,OLE2839,T,P,50000,Y,Y,KO-CTSD,13947,1
OLE2840,OLE2840,OLE2840,OLE2840,A,P,50000,Y,Y,IN-FAMM,13992,1
OLE2841,OLE2841,OLE2841,OLE2841,A,P,50000,Y,Y,UA-VPIT,14059,1
OLE2842,OLE2842,OLE2842,OLE2842,A,P,50000,Y,Y,IN-INTM,14105,1
OLE2843,OLE2843,OLE2843,OLE2843,A,P,50000,Y,Y,IN-MEDN,14351,1
OLE2844,OLE2844,OLE2844,OLE2844,A,P,50000,Y,Y,SB-SART,14437,1
OLE2845,OLE2845,OLE2845,OLE2845,A,P,50000,Y,Y,BL-JSP,14530,1
OLE2846,OLE2846,OLE2846,OLE2846,L,P,50000,Y,Y,BL-ANTH,14689,1
OLE2847,OLE2847,OLE2847,OLE2847,A,P,50000,Y,Y,BL-ECON,14793,1
OLE2848,OLE2848,OLE2848,OLE2848,A,P,50000,Y,Y,IN-AHEC,14886,1
OLE2849,OLE2849,OLE2849,OLE2849,A,P,50000,Y,Y,EA-EDUC,15011,1
OLE2850,OLE2850,OLE2850,OLE2850,A,P,50000,Y,Y,BL-CMCL,15527,1
OLE2851,OLE2851,OLE2851,OLE2851,A,P,50000,Y,Y,BL-PSY,15617,1
OLE2852,OLE2852,OLE2852,OLE2852,A,P,50000,Y,Y,UA-VPIT,15899,1
OLE2853,OLE2853,OLE2853,OLE2853,L,P,50000,Y,Y,SB-WMNS,15942,1
OLE2854,OLE2854,OLE2854,OLE2854,A,P,50000,Y,Y,IN-INTP,16014,1
OLE2855,OLE2855,OLE2855,OLE2855,A,P,50000,Y,Y,NW-PSY,16158,1
OLE2856,OLE2856,OLE2856,OLE2856,A,P,50000,Y,Y,IN-NURS,16205,1
OLE2857,OLE2857,OLE2857,OLE2857,R,P,50000,Y,Y,EA-EA,16417,1
OLE2858,OLE2858,OLE2858,OLE2858,A,P,50000,Y,Y,BL-ISS,16467,1
OLE2859,OLE2859,OLE2859,OLE2859,A,P,50000,Y,Y,SB-CTSD,16660,1
OLE2860,OLE2860,OLE2860,OLE2860,A,P,50000,Y,Y,BL-PSY,16665,1
OLE2861,OLE2861,OLE2861,OLE2861,A,P,50000,Y,Y,BL-REL,16702,1
OLE2862,OLE2862,OLE2862,OLE2862,A,P,50000,Y,Y,BL-ARSD,16900,1
OLE2863,OLE2863,OLE2863,OLE2863,A,P,50000,Y,Y,BL-PSY,17191,1
OLE2864,OLE2864,OLE2864,OLE2864,A,P,50000,Y,Y,IN-INFO,17526,1
OLE2865,OLE2865,OLE2865,OLE2865,A,P,50000,Y,Y,BL-FINS,17982,1
OLE2866,OLE2866,OLE2866,OLE2866,A,P,50000,Y,Y,IN-SPEA,18045,1
OLE2867,OLE2867,OLE2867,OLE2867,A,P,50000,Y,Y,UA-FMOP,18189,1
OLE2868,OLE2868,OLE2868,OLE2868,A,P,50000,Y,Y,SE-SOCS,18264,1
OLE2869,OLE2869,OLE2869,OLE2869,A,P,50000,Y,Y,KO-UDIV,18834,1
OLE2870,OLE2870,OLE2870,OLE2870,A,P,50000,Y,Y,IN-CARD,18846,1
OLE2871,OLE2871,OLE2871,OLE2871,A,P,50000,Y,Y,IN-PULM,18851,1
OLE2872,OLE2872,OLE2872,OLE2872,A,P,50000,Y,Y,BL-FRIT,18893,1
OLE2873,OLE2873,OLE2873,OLE2873,A,N,50000,Y,Y,BL-HPER,18983,1
OLE2874,OLE2874,OLE2874,OLE2874,T,N,50000,Y,Y,BL-SURV,19060,1
OLE2875,OLE2875,OLE2875,OLE2875,A,P,50000,Y,Y,BL-BL,19382,1
OLE2876,OLE2876,OLE2876,OLE2876,A,P,50000,Y,Y,SE-NURS,19469,1
OLE2877,OLE2877,OLE2877,OLE2877,A,P,50000,Y,Y,BL-SOC,19671,1
OLE2878,OLE2878,OLE2878,OLE2878,T,P,50000,Y,Y,BL-BL,19730,1
OLE2879,OLE2879,OLE2879,OLE2879,A,N,50000,Y,Y,BL-BL,19902,1
OLE2880,OLE2880,OLE2880,OLE2880,A,P,50000,Y,Y,UA-BUDU,19907,1
OLE2881,OLE2881,OLE2881,OLE2881,R,P,50000,Y,Y,SE-SOCS,20152,1
OLE2882,OLE2882,OLE2882,OLE2882,A,P,50000,Y,Y,SE-ACAD,20325,1
OLE2883,OLE2883,OLE2883,OLE2883,A,P,50000,Y,Y,BA-IUHC,20336,1
OLE2884,OLE2884,OLE2884,OLE2884,A,P,50000,Y,Y,BL-BL,20464,1
OLE2885,OLE2885,OLE2885,OLE2885,A,P,50000,Y,Y,BL-BL,20517,1
OLE2886,OLE2886,OLE2886,OLE2886,A,P,50000,Y,Y,BL-SURV,20648,1
OLE2887,OLE2887,OLE2887,OLE2887,A,P,50000,Y,Y,IN-ENGT,20665,1
OLE2888,OLE2888,OLE2888,OLE2888,A,P,50000,Y,Y,BL-BL,20819,1
OLE2889,OLE2889,OLE2889,OLE2889,P,P,50000,Y,Y,BL-FOLK,20898,1
OLE2890,OLE2890,OLE2890,OLE2890,A,P,50000,Y,Y,BL-PSY,21474,1
OLE2891,OLE2891,OLE2891,OLE2891,T,P,50000,Y,Y,EA-COMR,21537,1
OLE2892,OLE2892,OLE2892,OLE2892,A,P,50000,Y,Y,BA-IMAU,21554,1
OLE2893,OLE2893,OLE2893,OLE2893,A,P,50000,Y,Y,IN-BIOM,21723,1
OLE2894,OLE2894,OLE2894,OLE2894,A,P,50000,Y,Y,BL-BL,21905,1
OLE2895,OLE2895,OLE2895,OLE2895,T,P,50000,Y,Y,IN-IN,21923,1
OLE2896,OLE2896,OLE2896,OLE2896,A,P,50000,Y,Y,UA-VPIT,22180,1
OLE2897,OLE2897,OLE2897,OLE2897,T,N,50000,Y,Y,,22411,1
OLE2898,OLE2898,OLE2898,OLE2898,A,P,50000,Y,Y,IN-SCI,22474,1
OLE2899,OLE2899,OLE2899,OLE2899,A,P,50000,Y,Y,BL-SOC,22704,1
OLE2900,OLE2900,OLE2900,OLE2900,A,P,50000,Y,Y,EA-SMD,22857,1
OLE2901,OLE2901,OLE2901,OLE2901,A,P,50000,Y,Y,BL-CEUS,22892,1
OLE2902,OLE2902,OLE2902,OLE2902,A,P,50000,Y,Y,BL-COGS,23485,1
OLE2903,OLE2903,OLE2903,OLE2903,T,P,50000,Y,Y,BL-BUS,23546,1
OLE2904,OLE2904,OLE2904,OLE2904,A,P,50000,Y,Y,BL-JOUR,23555,1
OLE2905,OLE2905,OLE2905,OLE2905,A,P,50000,Y,Y,IN-HR,23571,1
OLE2906,OLE2906,OLE2906,OLE2906,A,P,50000,Y,Y,BL-BL,23709,1
OLE2907,OLE2907,OLE2907,OLE2907,A,P,50000,Y,Y,BL-PSY,23710,1
OLE2908,OLE2908,OLE2908,OLE2908,T,P,50000,Y,Y,EA-EA,23720,1
OLE2909,OLE2909,OLE2909,OLE2909,A,P,50000,Y,Y,BL-PSY,23967,1
OLE2910,OLE2910,OLE2910,OLE2910,A,P,50000,Y,Y,SB-SOCA,24033,1
OLE2911,OLE2911,OLE2911,OLE2911,A,P,50000,Y,Y,IN-UCOL,24356,1
OLE2912,OLE2912,OLE2912,OLE2912,A,P,50000,Y,Y,BL-RTVS,24579,1
OLE2913,OLE2913,OLE2913,OLE2913,A,N,50000,Y,Y,BL-PSY,24693,1
OLE2914,OLE2914,OLE2914,OLE2914,A,P,50000,Y,Y,BL-LLAB,24916,1
OLE2915,OLE2915,OLE2915,OLE2915,A,P,50000,Y,Y,BL-CMCL,25007,1
OLE2916,OLE2916,OLE2916,OLE2916,A,P,50000,Y,Y,BL-MED,25112,1
OLE2917,OLE2917,OLE2917,OLE2917,A,P,50000,Y,Y,IN-LART,25175,1
OLE2918,OLE2918,OLE2918,OLE2918,A,N,50000,Y,Y,BA-AUTM,25177,1
OLE2919,OLE2919,OLE2919,OLE2919,A,P,50000,Y,Y,IN-OBGY,25479,1
OLE2920,OLE2920,OLE2920,OLE2920,A,P,50000,Y,Y,EA-SSER,25892,1
OLE2921,OLE2921,OLE2921,OLE2921,A,P,50000,Y,Y,EA-CHAN,26057,1
OLE2922,OLE2922,OLE2922,OLE2922,A,P,50000,Y,Y,EA-HUFA,26253,1
OLE2923,OLE2923,OLE2923,OLE2923,R,P,50000,Y,Y,EA-EA,26427,1
OLE2924,OLE2924,OLE2924,OLE2924,A,P,50000,Y,Y,EA-SMD,26435,1
OLE2925,OLE2925,OLE2925,OLE2925,A,P,50000,Y,Y,IN-MCIM,26445,1
OLE2926,OLE2926,OLE2926,OLE2926,A,P,50000,Y,Y,UA-BUDU,26511,1
OLE2927,OLE2927,OLE2927,OLE2927,T,P,50000,Y,Y,EA-SAID,26743,1
OLE2928,OLE2928,OLE2928,OLE2928,A,P,50000,Y,Y,BL-RUAD,26838,1
OLE2929,OLE2929,OLE2929,OLE2929,A,P,50000,Y,Y,SB-LIBR,26869,1
OLE2930,OLE2930,OLE2930,OLE2930,A,P,50000,Y,Y,EA-SAID,27167,1
OLE2931,OLE2931,OLE2931,OLE2931,A,P,50000,Y,Y,IN-ANAT,27238,1
OLE2932,OLE2932,OLE2932,OLE2932,A,P,50000,Y,Y,BL-PSY,27271,1
OLE2933,OLE2933,OLE2933,OLE2933,A,P,50000,Y,Y,IN-CANC,27279,1
OLE2934,OLE2934,OLE2934,OLE2934,R,P,50000,Y,Y,NW-NW,27366,1
OLE2935,OLE2935,OLE2935,OLE2935,A,P,50000,Y,Y,KO-EDUC,28368,1
OLE2936,OLE2936,OLE2936,OLE2936,A,P,50000,Y,Y,IN-RSDT,28463,1
OLE2937,OLE2937,OLE2937,OLE2937,A,P,50000,Y,Y,IN-MDCO,28497,1
OLE2938,OLE2938,OLE2938,OLE2938,A,P,50000,Y,Y,BL-VPGA,28561,1
OLE2939,OLE2939,OLE2939,OLE2939,A,P,50000,Y,Y,EA-INPR,28807,1
OLE2940,OLE2940,OLE2940,OLE2940,A,P,50000,Y,Y,UA-PRIN,28945,1
OLE2941,OLE2941,OLE2941,OLE2941,A,N,50000,Y,Y,BL-RTVS,28955,1
OLE2942,OLE2942,OLE2942,OLE2942,A,N,50000,Y,Y,BL-BUS,28986,1
OLE2943,OLE2943,OLE2943,OLE2943,A,P,50000,Y,Y,BL-PHYS,29064,1
OLE2944,OLE2944,OLE2944,OLE2944,T,P,50000,Y,Y,KO-UREL,29079,1
OLE2945,OLE2945,OLE2945,OLE2945,A,P,50000,Y,Y,BL-PHYP,29141,1
OLE2946,OLE2946,OLE2946,OLE2946,A,P,50000,Y,Y,NW-LIBR,29390,1
OLE2947,OLE2947,OLE2947,OLE2947,A,N,50000,Y,Y,SB-OCP,29441,1
OLE2948,OLE2948,OLE2948,OLE2948,T,P,50000,Y,Y,KO-KO,29598,1
OLE2949,OLE2949,OLE2949,OLE2949,A,P,50000,Y,Y,IN-CFSG,29633,1
OLE2950,OLE2950,OLE2950,OLE2950,T,P,50000,Y,Y,IN-IN,29679,1
OLE2951,OLE2951,OLE2951,OLE2951,A,P,50000,Y,Y,SE-UDIV,29711,1
OLE2952,OLE2952,OLE2952,OLE2952,A,N,50000,Y,Y,UA-ATHL,29771,1
OLE2953,OLE2953,OLE2953,OLE2953,A,P,50000,Y,Y,BL-VPIT,30046,1
OLE2954,OLE2954,OLE2954,OLE2954,A,P,50000,Y,Y,UA-UART,30059,1
OLE2955,OLE2955,OLE2955,OLE2955,A,P,50000,Y,Y,UA-VPUR,30198,1
OLE2956,OLE2956,OLE2956,OLE2956,T,N,50000,Y,Y,BL-BL,30285,1
OLE2957,OLE2957,OLE2957,OLE2957,A,P,50000,Y,Y,UA-TREA,30416,1
OLE2958,OLE2958,OLE2958,OLE2958,A,P,50000,Y,Y,BL-GEOY,30732,1
OLE2959,OLE2959,OLE2959,OLE2959,A,P,50000,Y,Y,IN-CFSG,31184,1
OLE2960,OLE2960,OLE2960,OLE2960,A,N,50000,Y,Y,IN-DSOH,31266,1
OLE2961,OLE2961,OLE2961,OLE2961,A,P,50000,Y,Y,,31628,1
OLE2962,OLE2962,OLE2962,OLE2962,A,P,50000,Y,Y,IN-HERR,32068,1
OLE2963,OLE2963,OLE2963,OLE2963,A,P,50000,Y,Y,IN-PCRD,33045,1
OLE2964,OLE2964,OLE2964,OLE2964,A,N,50000,Y,Y,BL-EDUC,33929,1
OLE2965,OLE2965,OLE2965,OLE2965,A,P,50000,Y,Y,BL-PSY,33974,1
OLE2966,OLE2966,OLE2966,OLE2966,R,P,50000,Y,Y,IN-IN,34001,1
OLE2967,OLE2967,OLE2967,OLE2967,R,P,50000,Y,Y,IN-ENGT,34100,1
OLE2968,OLE2968,OLE2968,OLE2968,A,P,50000,Y,Y,BA-IMAU,34134,1
OLE2969,OLE2969,OLE2969,OLE2969,A,P,50000,Y,Y,SB-CHEM,34170,1
OLE2970,OLE2970,OLE2970,OLE2970,A,P,50000,Y,Y,IN-FAMM,34364,1
OLE2971,OLE2971,OLE2971,OLE2971,A,P,50000,Y,Y,IN-CLN,34468,1
OLE2972,OLE2972,OLE2972,OLE2972,A,P,50000,Y,Y,EA-AADV,34469,1
OLE2973,OLE2973,OLE2973,OLE2973,A,P,50000,Y,Y,IN-HR,34704,1
OLE2974,OLE2974,OLE2974,OLE2974,A,P,50000,Y,Y,BL-FINS,34748,1
OLE2975,OLE2975,OLE2975,OLE2975,A,P,50000,Y,Y,IN-CARD,34893,1
OLE2976,OLE2976,OLE2976,OLE2976,A,P,50000,Y,Y,IA-PARK,34964,1
OLE2977,OLE2977,OLE2977,OLE2977,A,N,50000,Y,Y,BL-UDIV,35066,1
OLE2978,OLE2978,OLE2978,OLE2978,A,P,50000,Y,Y,UA-PUR,35118,1
OLE2979,OLE2979,OLE2979,OLE2979,A,P,50000,Y,Y,IN-ENGT,35157,1
OLE2980,OLE2980,OLE2980,OLE2980,T,P,50000,Y,Y,IN-HER,35217,1
OLE2981,OLE2981,OLE2981,OLE2981,A,P,50000,Y,Y,BL-RUAD,35279,1
OLE2982,OLE2982,OLE2982,OLE2982,A,P,50000,Y,Y,BL-CEUS,35304,1
OLE2983,OLE2983,OLE2983,OLE2983,A,P,50000,Y,Y,IN-HPHY,35321,1
OLE2984,OLE2984,OLE2984,OLE2984,T,N,50000,Y,Y,IN-NATA,35331,1
OLE2985,OLE2985,OLE2985,OLE2985,A,P,50000,Y,Y,UA-FMOP,35390,1
OLE2986,OLE2986,OLE2986,OLE2986,A,P,50000,Y,Y,IN-FACR,35441,1
OLE2987,OLE2987,OLE2987,OLE2987,A,P,50000,Y,Y,BL-RUAD,35561,1
OLE2988,OLE2988,OLE2988,OLE2988,A,P,50000,Y,Y,IN-HEMO,35605,1
OLE2989,OLE2989,OLE2989,OLE2989,A,P,50000,Y,Y,BL-HPER,35846,1
OLE2990,OLE2990,OLE2990,OLE2990,A,P,50000,Y,Y,BA-RPAS,35849,1
OLE2991,OLE2991,OLE2991,OLE2991,A,P,50000,Y,Y,IN-IRET,36250,1
OLE2992,OLE2992,OLE2992,OLE2992,A,P,50000,Y,Y,BL-ADMS,36680,1
OLE2993,OLE2993,OLE2993,OLE2993,A,P,50000,Y,Y,IN-ADAF,37086,1
OLE2994,OLE2994,OLE2994,OLE2994,A,N,50000,Y,Y,BL-BUS,37983,1
OLE2995,OLE2995,OLE2995,OLE2995,A,P,50000,Y,Y,BL-GEOL,39301,1
OLE2996,OLE2996,OLE2996,OLE2996,T,N,50000,Y,Y,NW-CHEM,39316,1
OLE2997,OLE2997,OLE2997,OLE2997,A,P,50000,Y,Y,BL-THTR,39318,1
OLE2998,OLE2998,OLE2998,OLE2998,A,P,50000,Y,Y,BL-VPIT,39495,1
OLE2999,OLE2999,OLE2999,OLE2999,R,P,50000,Y,Y,IN-IN,40136,1
OLE3000,OLE3000,OLE3000,OLE3000,T,P,50000,Y,Y,IN-BIOS,40186,1
OLE3001,OLE3001,OLE3001,OLE3001,R,P,50000,Y,Y,IN-SOCW,40189,1
OLE3002,OLE3002,OLE3002,OLE3002,A,P,50000,Y,Y,UA-FMOP,40358,1
OLE3003,OLE3003,OLE3003,OLE3003,A,P,50000,Y,Y,BA-PARK,40384,1
OLE3004,OLE3004,OLE3004,OLE3004,A,N,50000,Y,Y,SB-SBUE,40433,1
OLE3005,OLE3005,OLE3005,OLE3005,A,N,50000,Y,Y,IN-PATH,40493,1
OLE3006,OLE3006,OLE3006,OLE3006,A,P,50000,Y,Y,BL-HPER,40636,1
OLE3007,OLE3007,OLE3007,OLE3007,A,P,50000,Y,Y,UA-TRMS,40704,1
OLE3008,OLE3008,OLE3008,OLE3008,A,P,50000,Y,Y,UA-SCS,40714,1
OLE3009,OLE3009,OLE3009,OLE3009,A,P,50000,Y,Y,IN-EDUC,40892,1
OLE3010,OLE3010,OLE3010,OLE3010,A,P,50000,Y,Y,IN-IUSC,40962,1
OLE3011,OLE3011,OLE3011,OLE3011,A,P,50000,Y,Y,IN-CFSG,41053,1
OLE3012,OLE3012,OLE3012,OLE3012,A,P,50000,Y,Y,BL-SLAV,41360,1
OLE3013,OLE3013,OLE3013,OLE3013,T,P,50000,Y,Y,,41417,1
OLE3014,OLE3014,OLE3014,OLE3014,T,N,50000,Y,Y,BL-CSCI,41623,1
OLE3015,OLE3015,OLE3015,OLE3015,A,P,50000,Y,Y,BL-BI,42034,1
OLE3016,OLE3016,OLE3016,OLE3016,A,P,50000,Y,Y,BL-BUS,42074,1
OLE3017,OLE3017,OLE3017,OLE3017,A,P,50000,Y,Y,EA-BSSD,42112,1
OLE3018,OLE3018,OLE3018,OLE3018,A,P,50000,Y,Y,EA-TUSP,42452,1
OLE3019,OLE3019,OLE3019,OLE3019,A,P,50000,Y,Y,IN-MRES,42765,1
OLE3020,OLE3020,OLE3020,OLE3020,A,P,50000,Y,Y,BL-OPT,42818,1
OLE3021,OLE3021,OLE3021,OLE3021,A,P,50000,Y,Y,IN-PHEM,43134,1
OLE3022,OLE3022,OLE3022,OLE3022,A,N,50000,Y,Y,BL-EDUC,43251,1
OLE3023,OLE3023,OLE3023,OLE3023,A,P,50000,Y,Y,UA-UART,43550,1
OLE3024,OLE3024,OLE3024,OLE3024,A,N,50000,Y,Y,BL-IIDC,44691,1
OLE3025,OLE3025,OLE3025,OLE3025,A,P,50000,Y,Y,UA-FMOP,44718,1
OLE3026,OLE3026,OLE3026,OLE3026,T,N,50000,Y,Y,BA-CONF,44968,1
OLE3027,OLE3027,OLE3027,OLE3027,A,N,50000,Y,Y,IN-RADY,45077,1
OLE3028,OLE3028,OLE3028,OLE3028,A,P,50000,Y,Y,IN-RESG,45797,1
OLE3029,OLE3029,OLE3029,OLE3029,A,P,50000,Y,Y,BL-MATH,46423,1
OLE3030,OLE3030,OLE3030,OLE3030,D,P,50000,Y,Y,BL-BL,46536,1
OLE3031,OLE3031,OLE3031,OLE3031,A,P,50000,Y,Y,IN-PBHL,46720,1
OLE3032,OLE3032,OLE3032,OLE3032,R,P,50000,Y,Y,IN-IN,46768,1
OLE3033,OLE3033,OLE3033,OLE3033,A,P,50000,Y,Y,BL-SSER,46771,1
OLE3034,OLE3034,OLE3034,OLE3034,A,P,50000,Y,Y,IN-OVM,46792,1
OLE3035,OLE3035,OLE3035,OLE3035,A,N,50000,Y,Y,IN-ENGT,46856,1
OLE3036,OLE3036,OLE3036,OLE3036,A,N,50000,Y,Y,BL-AST,46958,1
OLE3037,OLE3037,OLE3037,OLE3037,A,P,50000,Y,Y,BL-SPEA,46968,1
OLE3038,OLE3038,OLE3038,OLE3038,A,P,50000,Y,Y,KO-SSER,47055,1
OLE3039,OLE3039,OLE3039,OLE3039,A,P,50000,Y,Y,BL-VPGA,47166,1
OLE3040,OLE3040,OLE3040,OLE3040,A,P,50000,Y,Y,IN-UCOL,47183,1
OLE3041,OLE3041,OLE3041,OLE3041,A,N,50000,Y,Y,BL-BI,47295,1
OLE3042,OLE3042,OLE3042,OLE3042,A,P,50000,Y,Y,BL-CRIM,47300,1
OLE3043,OLE3043,OLE3043,OLE3043,A,P,50000,Y,Y,BL-MUS,47313,1
OLE3044,OLE3044,OLE3044,OLE3044,A,N,50000,Y,Y,SE-SSER,47344,1
OLE3045,OLE3045,OLE3045,OLE3045,A,P,50000,Y,Y,IN-DMMR,47354,1
OLE3046,OLE3046,OLE3046,OLE3046,A,P,50000,Y,Y,UA-FMOP,47360,1
OLE3047,OLE3047,OLE3047,OLE3047,A,P,50000,Y,Y,BA-PARK,47368,1
OLE3048,OLE3048,OLE3048,OLE3048,A,N,50000,Y,Y,IN-INTM,47376,1
OLE3049,OLE3049,OLE3049,OLE3049,A,P,50000,Y,Y,BL-HPSC,47377,1
OLE3050,OLE3050,OLE3050,OLE3050,A,P,50000,Y,Y,SE-BOOK,47384,1
OLE3051,OLE3051,OLE3051,OLE3051,A,N,50000,Y,Y,BL-PHYP,47463,1
OLE3052,OLE3052,OLE3052,OLE3052,A,P,50000,Y,Y,KO-SSER,47481,1
OLE3053,OLE3053,OLE3053,OLE3053,T,P,50000,Y,Y,IN-MDEP,47729,1
OLE3054,OLE3054,OLE3054,OLE3054,A,P,50000,Y,Y,UA-IHET,47965,1
OLE3055,OLE3055,OLE3055,OLE3055,A,P,50000,Y,Y,IN-PSYC,48051,1
OLE3056,OLE3056,OLE3056,OLE3056,A,P,50000,Y,Y,BA-RPAS,48341,1
OLE3057,OLE3057,OLE3057,OLE3057,A,N,50000,Y,Y,BL-FINH,48603,1
OLE3058,OLE3058,OLE3058,OLE3058,A,P,50000,Y,Y,UA-FMOP,48695,1
OLE3059,OLE3059,OLE3059,OLE3059,A,P,50000,Y,Y,EA-LIBR,48787,1
OLE3060,OLE3060,OLE3060,OLE3060,A,P,50000,Y,Y,IN-NEUR,49808,1
OLE3061,OLE3061,OLE3061,OLE3061,A,P,50000,Y,Y,IN-OTHN,49812,1
OLE3062,OLE3062,OLE3062,OLE3062,A,N,50000,Y,Y,BL-ADMS,50701,1
OLE3063,OLE3063,OLE3063,OLE3063,A,N,50000,Y,Y,BL-IUCF,51313,1
OLE3064,OLE3064,OLE3064,OLE3064,A,N,50000,Y,Y,IN-PSYC,52566,1
OLE3065,OLE3065,OLE3065,OLE3065,R,N,50000,Y,Y,IN-PCDC,52743,1
OLE3066,OLE3066,OLE3066,OLE3066,A,P,50000,Y,Y,IN-MSCI,52896,1
OLE3067,OLE3067,OLE3067,OLE3067,A,P,50000,Y,Y,BL-NEUS,52966,1
OLE3068,OLE3068,OLE3068,OLE3068,R,N,50000,Y,Y,BL-LIBR,52979,1
OLE3069,OLE3069,OLE3069,OLE3069,A,P,50000,Y,Y,SB-PEA,53075,1
