CAMPUS_CD,BLDG_CD,OBJ_ID,VER_NBR,BLDG_NM,BLDG_STR_ADDR,BLDG_ADDR_CTY_NM,BLDG_ADDR_ST_CD,BLDG_ADDR_ZIP_CD,ALTRNT_BLDG_CD,ROW_ACTV_IND,BLDG_ADDR_CNTRY_CD
"BL","BL157","440146BC201180DAE043814FD88180DA",1,"Fine Arts","1201 E 7th St","Bloomington","IN","47405-5501",null,"Y","US"
"BL","BL158","440146BC201280DAE043814FD88180DA",1,"Radio-TV","1229 E 7th St","Bloomington","IN","47405-5501",null,"Y","US"
"BL","BL161C","440146BC201380DAE043814FD88180DA",1,"Arboretum","Arboretum","Bloomington","IN","47405",null,"Y","US"
"BL","BL165","440146BC201480DAE043814FD88180DA",1,"Lecture Hall IUB","445 N Jordan Ave","Bloomington","IN","47405",null,"Y","US"
"BL","BL171","440146BC201580DAE043814FD88180DA",1,"Auditorium","1211 E 7th St","Bloomington","IN","47405-5501",null,"Y","US"
"BL","BL172","440146BC201680DAE043814FD88180DA",1,"Lee Norvelle Theatre Drama/ Neal&Mars","275 N Jordan Ave","Bloomington","IN","47405-1101",null,"Y","US"
"BL","BL177","440146BC201780DAE043814FD88180DA",1,"Musical Arts Center","101 N Jordan Ave","Bloomington","IN","47406-1101",null,"Y","US"
"BL","BL181","440146BC201880DAE043814FD88180DA",1,"Simon Msc Lbr Rec","200 S Jordan Ave","Bloomington","IN","47405-7002",null,"Y","US"
"BL","BL197D","440146BC201980DAE043814FD88180DA",1,"Student Academic Center","316 N Jordan Ave","Bloomington","IN","47405-7513",null,"Y","US"
"BL","BL199","440146BC201A80DAE043814FD88180DA",1,"Jordan Ave Parking","150 N Jordan Ave","Bloomington","IN","47406-1102",null,"Y","US"
"BL","BL207A","440146BC201B80DAE043814FD88180DA",1,"Honors College (Edward L. Hutton)","324 N Jordan Ave","Bloomington","IN","47405-7513",null,"Y","US"
"BL","BL207B","440146BC201C80DAE043814FD88180DA",1,"326 N Jordan Ave","326 N Jordan Ave","Bloomington","IN","47405-7513",null,"Y","US"
"BL","BL209","440146BC201D80DAE043814FD88180DA",1,"Wells Library","1320 E 10th St","Bloomington","IN","47405-3907",null,"Y","US"
"BL","BL215A","440146BC201E80DAE043814FD88180DA",1,"International Center","111 S Jordan Ave","Bloomington","IN","47405-7709",null,"Y","US"
"BL","BL245","440146BC201F80DAE043814FD88180DA",1,"Wendell W. Wright","201 N Rose Ave","Bloomington","IN","47405-1005",null,"Y","US"
"BL","BL246","440146BC202080DAE043814FD88180DA",1,"BW EE Outhouse","5040 SR 67 N","Martinsville","IN","46151-8995",null,"Y","US"
"BL","BL271","440146BC202180DAE043814FD88180DA",1,"Weatherly Hall","400 N Sunrise Dr","Bloomington","IN","47405",null,"Y","US"
"BL","BL281","440146BC202280DAE043814FD88180DA",1,"Mottier Hall","1790 E 10th St","Bloomington","IN","47405-3900",null,"Y","US"
"BL","BL314","440146BC202380DAE043814FD88180DA",1,"Union St Parking Garage",null,"Bloomington","IN","47405",null,"Y","US"
"BL","BL320","440146BC202480DAE043814FD88180DA",1,"Theatre Studio","306 N Union St","Bloomington","IN","47405-3888",null,"Y","US"
"BL","BL324W","440146BC202580DAE043814FD88180DA",1,"111 N Bryan Ave","111 N Bryan Ave","Bloomington","IN","47408-4140",null,"Y","US"
"BL","BL401C","440146BC202680DAE043814FD88180DA",1,"Asian Culture Center","807 E 10th St","Bloomington","IN","47408-3911",null,"Y","US"
"BL","BL401G","440146BC202780DAE043814FD88180DA",1,"611 N Woodlawn Ave","611 N Woodlawn Ave","Bloomington","IN","47408-3934",null,"Y","US"
"BL","BL404C","440146BC202880DAE043814FD88180DA",1,"Monroe Hall","757 N Forrest Ave","Bloomington","IN","47408",null,"Y","US"
"BL","BL404D","440146BC202980DAE043814FD88180DA",1,"Morgan Hall","909 E 11th St","Bloomington","IN","47408-3953",null,"Y","US"
"BL","BL405D","440146BC202A80DAE043814FD88180DA",1,"Geol. Material Test","915 E 11th St","Bloomington","IN","47408-3953",null,"Y","US"
"BL","BL409","440146BC202B80DAE043814FD88180DA",1,"Univ. Press Warehouse","802 E 13th St","Bloomington","IN","47408-2101",null,"Y","US"
"BL","BL411B","440146BC202C80DAE043814FD88180DA",1,"Echo Chamber","1004 E 13th St","Bloomington","IN","47408-2116",null,"Y","US"
"BL","BL411C","440146BC202D80DAE043814FD88180DA",1,"Anechoic Lab","1004 E 13th St","Bloomington","IN","47408-2116",null,"Y","US"
"BL","BL411E","440146BC202E80DAE043814FD88180DA",1,"1010 E 13th St","1010 E 13th St","Bloomington","IN","47408-2116",null,"Y","US"
"BL","BL411M","440146BC202F80DAE043814FD88180DA",1,"Modular Lab","1014 E 13th St","Bloomington","IN","47408-2116",null,"Y","US"
"BL","BL413","440146BC203080DAE043814FD88180DA",1,"Arts Annex","1026 E 11th St","Bloomington","IN","47405",null,"Y","US"
"BL","BL413A","440146BC203180DAE043814FD88180DA",1,"Graduate Printmaking","830 N Forrest Ave","Bloomington","IN","47408",null,"Y","US"
"BL","BL417","440146BC203280DAE043814FD88180DA",1,"Geological Sciences","1001 E 10th St","Bloomington","IN","47405-1405",null,"Y","US"
"BL","BL418","440146BC203380DAE043814FD88180DA",1,"Geological Survey","611 N Walnut Grove","Bloomington","IN","47405-2208",null,"Y","US"
"BL","BL448","440146BC203480DAE043814FD88180DA",1,"Fee Lane Pkg Garage","709 N Fee Ln","Bloomington","IN","47405",null,"Y","US"
"BL","BL450","440146BC203580DAE043814FD88180DA",1,"Godfrey Grad&Exec Ed Ctr","1275 E 10th St","Bloomington","IN","47405-1703",null,"Y","US"
"BL","BL451","440146BC203680DAE043814FD88180DA",1,"Business School","1309 E 10th St","Bloomington","IN","47405-1701",null,"Y","US"
"BL","BL452","440146BC203780DAE043814FD88180DA",1,"SPEA","1315 E 10th St","Bloomington","IN","47405-1701",null,"Y","US"
"BL","BL465B","440146BC203880DAE043814FD88180DA",1,"Career Development","625 N Jordan Ave","Bloomington","IN","47405-3192",null,"Y","US"
"BL","BL465E","440146BC203980DAE043814FD88180DA",1,"Harlos House","1331 E 10th St","Bloomington","IN","47408-3964",null,"Y","US"
"BL","BL467P","440146BC203A80DAE043814FD88180DA",1,"Parking Booth","600 N Jordan Ave","Bloomington","IN","47405-3190",null,"Y","US"
"BL","BL475","440146BC203B80DAE043814FD88180DA",1,"Recreational Sports","1601 E Law Ln","Bloomington","IN","47408-2109",null,"Y","US"
"BL","BL523","440146BC203C80DAE043814FD88180DA",1,"Hoosier Courts D/C","1150 N Union Ct","Bloomington","IN","47408-2314",null,"Y","US"
"BL","BL545","440146BC203D80DAE043814FD88180DA",1,"Carillon","1640 E 17th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549","440146BC203E80DAE043814FD88180DA",1,"Botany Greenhouse","2387 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549A","440146BC203F80DAE043814FD88180DA",1,"Junior Gardening","2371 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549B","440146BC204080DAE043814FD88180DA",1,"Pole Barn A","2397 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549C","440146BC204180DAE043814FD88180DA",1,"Pole Barn B","2397 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549D","440146BC204280DAE043814FD88180DA",1,"Barn","2371 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL549G","440146BC204380DAE043814FD88180DA",1,"Botany Field Greenhouse","2389 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL550","440146BC204480DAE043814FD88180DA",1,"Research Lab","Research Lab","Bloomington","IN","47405",null,"Y","US"
"BL","BL551","440146BC204580DAE043814FD88180DA",1,"Hilltop Garden Center","2367 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL552","440146BC204680DAE043814FD88180DA",1,"Fly Magnetic Center","2383 E 10th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL561","440146BC204780DAE043814FD88180DA",1,"Golf Clubhouse","1350 N SR 45/46 BYP","Bloomington","IN","47408",null,"Y","US"
"BL","BL561A","440146BC204880DAE043814FD88180DA",1,"Golf Driving Range","1200 N SR 45/46 BYP","Bloomington","IN","47408",null,"Y","US"
"BL","BL565","440146BC204980DAE043814FD88180DA",1,"U-School Building 1","2611 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL566","440146BC204A80DAE043814FD88180DA",1,"Univ Info Tech Serv","2607 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL567","440146BC204B80DAE043814FD88180DA",1,"U-School Building 3","2603 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL568","440146BC204C80DAE043814FD88180DA",1,"U-School Building 4","2601 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL569","440146BC204D80DAE043814FD88180DA",1,"Wrubel Computing Ct","2711 E 10th St","Bloomington","IN","47408-2671",null,"Y","US"
"BL","BL570","440146BC204E80DAE043814FD88180DA",1,"Univ Info Tech Serv","2605 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL571","440146BC204F80DAE043814FD88180DA",1,"Communication Svcs.","2715 E 10th St","Bloomington","IN","47408-2671",null,"Y","US"
"BL","BL572","440146BC205080DAE043814FD88180DA",1,"Intercol. Athl. Gym","2721 E 10th St","Bloomington","IN","47408-2671",null,"Y","US"
"BL","BL573","440146BC205180DAE043814FD88180DA",1,"Smith Research Center","2805 E 10th St","Bloomington","IN","47408-2619",null,"Y","US"
"BL","BL575","440146BC205280DAE043814FD88180DA",1,"U-School Building 6","2609 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL576","440146BC205380DAE043814FD88180DA",1,"Childrens Center","2613 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL577","440146BC205480DAE043814FD88180DA",1,"ROTC Supply Center","2615 E 10th St","Bloomington","IN","47408-2603",null,"Y","US"
"BL","BL580","440146BC205580DAE043814FD88180DA",1,"Disability & Community","2853 E 10th St","Bloomington","IN","47408-2601",null,"Y","US"
"BL","BL593","440146BC205680DAE043814FD88180DA",1,"Baseball Facility",null,"Bloomington","IN","47408",null,"Y","US"
"BL","BL594","440146BC205780DAE043814FD88180DA",1,"Softball Facility",null,"Bloomington","IN","47408",null,"Y","US"
"BL","BL595","440146BC205880DAE043814FD88180DA",1,"Mellencamp Pavilion","1800 N Dunn St","Bloomington","IN","47408",null,"Y","US"
"BL","BL596","440146BC205980DAE043814FD88180DA",1,"Future Marching Hundred Hall",null,"Bloomington","IN","47405",null,"Y","US"
"BL","BL597","440146BC205A80DAE043814FD88180DA",1,"Hayes Track Storage","1600 N Fee Ln","Bloomington","IN","47408-1617",null,"Y","US"
"BL","BL598","440146BC205B80DAE043814FD88180DA",1,"Hayes Track Pressbox","1600 N Fee Ln","Bloomington","IN","47408-1617",null,"Y","US"
"BL","BL599","440146BC205C80DAE043814FD88180DA",1,"Hayes Track Storage","1600 N Fee Ln","Bloomington","IN","47408-1617",null,"Y","US"
"BL","BL601","440146BC205D80DAE043814FD88180DA",1,"Memorial Stadium","701 E 17th St","Bloomington","IN","47408-1578",null,"Y","US"
"BL","BL603","440146BC205E80DAE043814FD88180DA",1,"Assembly Hall","1001 E 17th St","Bloomington","IN","47408-1590",null,"Y","US"
"BL","BL604","440146BC205F80DAE043814FD88180DA",1,"Gladstein Fieldhouse","1101 E 17th St","Bloomington","IN","47408",null,"Y","US"
"BL","BL605","440146BC206080DAE043814FD88180DA",1,"Outdoor Pool","1490 N Fee Ln","Bloomington","IN","47408",null,"Y","US"
"BL","BL605C","440146BC206180DAE043814FD88180DA",1,"Headley School","1620 E Matlock Rd","Bloomington","IN","47408-1261",null,"Y","US"
"BL","BL605D","440146BC206280DAE043814FD88180DA",1,"Headley Sch Garage","1620 E Matlock Rd","Bloomington","IN","47408-1261",null,"Y","US"
"BL","BL605F","440146BC206380DAE043814FD88180DA",1,"Fee Ln Field Station","1800 N Fee Ln","Bloomington","IN","47408-1619",null,"Y","US"
"BL","BL605G","440146BC206480DAE043814FD88180DA",1,"Thomas House","1800 N Fee Ln","Bloomington","IN","47408-1619",null,"Y","US"
"BL","BL605H","440146BC206580DAE043814FD88180DA",1,"1704 N Fee Ln","1704 N Fee Ln","Bloomington","IN","47408-1618",null,"Y","US"
"BL","BL606","440146BC206680DAE043814FD88180DA",1,"Sembower Concession","1200 N Fee Ln","Bloomington","IN","47406-7103",null,"Y","US"
"BL","BL606A","440146BC206780DAE043814FD88180DA",1,"Sembwr DU Home Men","1200 N Fee Ln","Bloomington","IN","47406-7103",null,"Y","US"
"BL","BL606B","440146BC206880DAE043814FD88180DA",1,"Sembwr DU Visitor Men","1200 N Fee Ln","Bloomington","IN","47406-7103",null,"Y","US"
"BL","BL606C","440146BC206980DAE043814FD88180DA",1,"Sembower DU Home Wmn","1200 N Fee Ln","Bloomington","IN","47406-7103",null,"Y","US"
"BL","BL606D","440146BC206A80DAE043814FD88180DA",1,"Sembower DU Visitor Wmn","1200 N Fee Ln","Bloomington","IN","47406-7103",null,"Y","US"
"BL","BL606E","440146BC206B80DAE043814FD88180DA",1,"Softball Press Box",null,"Bloomington","IN","47408",null,"Y","US"
"BL","BL606F","440146BC206C80DAE043814FD88180DA",1,"Sembower Press Box",null,"Bloomington","IN","47408",null,"Y","US"
"BL","BL607E","440146BC206D80DAE043814FD88180DA",1,"Golf Maintenance","1480 N SR 45/46 BYP","Bloomington","IN","47408",null,"Y","US"
"BL","BL607G","440146BC206E80DAE043814FD88180DA",1,"Golf Maint. Storage","1480 N SR 45/46 BYP","Bloomington","IN","47408",null,"Y","US"
"BL","BL607K","440146BC206F80DAE043814FD88180DA",1,"Golf Pumphouse","1480 N SR 45/46 BYPASS","Bloomington","IN","47408",null,"Y","US"
"BL","BL608","440146BC207080DAE043814FD88180DA",1,"Cyclotron","2401/2425(MPRI) N Milo Sampson Ln","Bloomington","IN","47408-1368",null,"Y","US"
"BL","BL608D","440146BC207180DAE043814FD88180DA",1,"Cyclotron Storage","2401 Milo Sampson Ln","Bloomington","IN","47408-1368",null,"Y","US"
"BL","BL608F","440146BC207280DAE043814FD88180DA",1,"Cyclotr Shed F","2401 Milo Sampson Ln",null,null,null,null,"Y","US"
"BL","BL608K","440146BC207380DAE043814FD88180DA",1,"Cyclotron Stor2","2401 Milo Sampson Ln","Bloomington","IN","47408-1368",null,"Y","US"
"BL","BL609","440146BC207480DAE043814FD88180DA",1,"Armstrong Concession/Restroom North","1601 N Fee Ln","Bloomington","IN","47408",null,"Y","US"
"BL","BL609A","440146BC207580DAE043814FD88180DA",1,"Armstrong Con. Pressbox","1601 N Fee Ln","Bloomington","IN","47408",null,"Y","US"
"BL","BL609B","440146BC207680DAE043814FD88180DA",1,"Armstrong Concessions/Restrooms","1601 N Fee Ln","Bloomington","IN","47408",null,"Y","US"
"BL","BL609C","440146BC207780DAE043814FD88180DA",1,"Circle of Champions","1601 N Fee Ln","Bloomington","IN","47408",null,"Y","US"
"BL","BL609H","440146BC207880DAE043814FD88180DA",1,"Field Hockey Storage","1550 N Fee Ln","Bloomington","IN","47405",null,"Y","US"
"BL","BL612","440146BC207980DAE043814FD88180DA",1,"N. Fee Rec. Storage","1833 N Fee Ln","Bloomington","IN","47408-1604",null,"Y","US"
"BL","BL614","440146BC207A80DAE043814FD88180DA",1,"ALF-Ruth Lilly Auxilary Library","851 N Range Rd","Bloomington","IN","47408-9453",null,"Y","US"
"BL","BL617P","440146BC207B80DAE043814FD88180DA",1,"Research & Teaching Preserve",null,"Bloomington","IN","47408",null,"Y","US"
"BL","BL652C","440146BC207C80DAE043814FD88180DA",1,"Creole Institute","1105 E Atwater Ave","Bloomington","IN","47401-3701",null,"Y","US"
"BL","BL652F","440146BC207D80DAE043814FD88180DA",1,"1211 E Atwater Ave","1211 E Atwater Ave","Bloomington","IN","47401-3703",null,"Y","US"
"BL","BL652G","440146BC207E80DAE043814FD88180DA",1,"Journal American History","1215 E Atwater Ave","Bloomington","IN","47401-3703",null,"Y","US"
"BL","BL652H","440146BC207F80DAE043814FD88180DA",1,"Polish Studies Center","1217 E Atwater Ave","Bloomington","IN","47401-3703",null,"Y","US"
"BL","BL652L","440146BC208080DAE043814FD88180DA",1,"1125 E Atwater Ave (CLACS)","1125 E Atwater Ave","Bloomington","IN","47401-3701",null,"Y","US"
"BL","BL652M","440146BC208180DAE043814FD88180DA",1,"Amer. Historical Revue","914 E Atwater Ave","Bloomington","IN","47401-3600",null,"Y","US"
"BL","BL652N","440146BC208280DAE043814FD88180DA",1,"1211.5 E Atwater Ave","1211 1/2 E Atwater Ave","Bloomington","IN","47401-3703",null,"Y","US"
"BL","BL652P","440146BC208380DAE043814FD88180DA",1,"Social Work","1127 E Atwater Ave","Bloomington","IN","47401-3701",null,"Y","US"
"BL","BL652Q","440146BC208480DAE043814FD88180DA",1,"1129 E Atwater Ave","1129 E Atwater Ave","Bloomington","IN","47401-3701",null,"Y","US"
"BL","BL652R","440146BC208580DAE043814FD88180DA",1,"1103 E Atwater Ave","1103 E Atwater Ave","Bloomington","IN","47401-3701",null,"Y","US"
"BL","BL653","440146BC208680DAE043814FD88180DA",1,"Woodburn House","519 N College Ave","Bloomington","IN","47404-3830",null,"Y","US"
