role_mbr_id,obj_id,role_id,mbr_id,mbr_typ_cd
OLE274,OLE274,OLE54,OLE2171806350,P
OLE275,OLE275,OLE54,OLE4425301537,P
OLE276,OLE276,OLE54,OLE1229409497,P
OLE277,OLE277,OLE54,OLE4119106569,P
OLE278,OLE278,OLE54,OLE1409904240,P
OLE279,OLE279,OLE54,OLE5369106674,P
OLE28,OLE28,OLE54,OLE5246402917,P
OLE280,OLE280,OLE54,OLE4229402365,P
OLE281,OLE281,OLE54,OLE2247204558,P
OLE282,OLE282,OLE54,OLE5009908085,P
OLE283,OLE283,OLE54,OLE4071904043,P
OLE284,OLE284,OLE54,OLE3882609863,P
OLE285,OLE285,OLE54,OLE3237001729,P
OLE286,OLE286,OLE54,OLE4532607382,P
OLE287,OLE287,OLE54,OLE5454406993,P
OLE288,OLE288,OLE54,OLE1257009999,P
OLE289,OLE289,OLE54,OLE4189006519,P
OLE29,OLE29,OLE54,OLE5621906847,P
OLE290,OLE290,OLE54,OLE4191101345,P
OLE291,OLE291,OLE54,OLE2676505139,P
OLE292,OLE292,OLE54,OLE1825401133,P
OLE293,OLE293,OLE54,OLE2416008397,P
OLE294,OLE294,OLE54,OLE4342508112,P
OLE295,OLE295,OLE54,OLE4120805311,P
OLE296,OLE296,OLE54,OLE1304408857,P
OLE297,OLE297,OLE54,OLE4603906716,P
OLE298,OLE298,OLE54,OLE1617103986,P
OLE299,OLE299,OLE54,OLE3504508872,P
OLE3,OLE3,OLE54,OLE4818506871,P
OLE30,OLE30,OLE54,OLE4212400813,P
OLE300,OLE300,OLE54,OLE1538407407,P
OLE301,OLE301,OLE54,OLE3339401230,P
OLE302,OLE302,OLE54,OLE3616406417,P
OLE303,OLE303,OLE54,OLE6110703327,P
OLE304,OLE304,OLE54,OLE4054206419,P
OLE305,OLE305,OLE54,OLE5564804827,P
OLE306,OLE306,OLE54,OLE3651402735,P
OLE307,OLE307,OLE54,OLE4075208273,P
OLE308,OLE308,OLE54,OLE2620008671,P
OLE309,OLE309,OLE54,OLE1625704209,P
OLE31,OLE31,OLE54,OLE2691706557,P
OLE310,OLE310,OLE54,OLE2689004273,P
OLE311,OLE311,OLE54,OLE4295400514,P
OLE312,OLE312,OLE54,OLE3771303577,P
OLE313,OLE313,OLE54,OLE5870509419,P
OLE314,OLE314,OLE54,OLE3577005213,P
OLE315,OLE315,OLE54,OLE5838306122,P
OLE316,OLE316,OLE54,OLE5683305708,P
OLE317,OLE317,OLE54,OLE1399906687,P
OLE318,OLE318,OLE54,OLE3526803109,P
OLE319,OLE319,OLE54,OLE4012108265,P
OLE32,OLE32,OLE54,OLE1308508136,P
OLE320,OLE320,OLE54,OLE1913409136,P
OLE321,OLE321,OLE54,OLE2234900338,P
OLE322,OLE322,OLE54,OLE1257605304,P
OLE323,OLE323,OLE54,OLE4526900367,P
OLE324,OLE324,OLE54,OLE6274603810,P
OLE325,OLE325,OLE54,OLE1494004993,P
OLE326,OLE326,OLE54,OLE5368508241,P
OLE327,OLE327,OLE54,OLE5598509810,P
OLE328,OLE328,OLE54,OLE4326006416,P
OLE329,OLE329,OLE54,OLE5589007124,P
OLE33,OLE33,OLE54,OLE3420506415,P
OLE330,OLE330,OLE54,OLE4670302271,P
OLE331,OLE331,OLE54,OLE5455507137,P
OLE332,OLE332,OLE54,OLE4160100413,P
OLE333,OLE333,OLE54,OLE2798209582,P
OLE334,OLE334,OLE54,OLE1825000680,P
OLE335,OLE335,OLE54,OLE3185208201,P
OLE336,OLE336,OLE54,OLE3153306089,P
OLE337,OLE337,OLE54,OLE5360703640,P
OLE338,OLE338,OLE54,OLE4557803500,P
OLE339,OLE339,OLE54,OLE4756700862,P
OLE34,OLE34,OLE54,OLE6218805472,P
OLE340,OLE340,OLE54,OLE1153304576,P
OLE341,OLE341,OLE54,OLE6172204597,P
OLE342,OLE342,OLE54,OLE2098609156,P
OLE343,OLE343,OLE54,OLE5934406882,P
OLE344,OLE344,OLE54,OLE5725905238,P
OLE345,OLE345,OLE54,OLE3962607660,P
OLE346,OLE346,OLE54,OLE3686309824,P
OLE347,OLE347,OLE54,OLE2557302698,P
OLE348,OLE348,OLE54,OLE4512803108,P
OLE349,OLE349,OLE54,OLE6185006765,P
OLE35,OLE35,OLE54,OLE6012204256,P
OLE350,OLE350,OLE54,OLE2514300297,P
OLE351,OLE351,OLE54,OLE2216800403,P
OLE352,OLE352,OLE54,OLE5263304328,P
OLE353,OLE353,OLE54,OLE4042509785,P
OLE354,OLE354,OLE54,OLE4936104131,P
OLE355,OLE355,OLE54,OLE1110208926,P
OLE356,OLE356,OLE54,OLE3103108378,P
OLE357,OLE357,OLE54,OLE1917101392,P
OLE358,OLE358,OLE54,OLE1805206486,P
OLE359,OLE359,OLE54,OLE2853504613,P
OLE36,OLE36,OLE54,OLE5729300245,P
OLE360,OLE360,OLE54,OLE2815401389,P
OLE361,OLE361,OLE54,OLE3954101482,P
OLE362,OLE362,OLE54,OLE3324503879,P
OLE363,OLE363,OLE54,OLE3572801924,P
OLE364,OLE364,OLE54,OLE1407101459,P
OLE365,OLE365,OLE54,OLE2151305938,P
OLE366,OLE366,OLE54,OLE1312601202,P
OLE367,OLE367,OLE54,OLE2595106260,P
OLE368,OLE368,OLE54,OLE5267600242,P
OLE369,OLE369,OLE54,OLE2937208570,P
OLE37,OLE37,OLE54,OLE2341000360,P
OLE370,OLE370,OLE54,OLE3172909967,P
OLE371,OLE371,OLE54,OLE3696203424,P
OLE372,OLE372,OLE54,OLE4443702936,P
OLE373,OLE373,OLE54,OLE2302909552,P
OLE374,OLE374,OLE54,OLE2598709220,P
OLE375,OLE375,OLE54,OLE2827008884,P
OLE376,OLE376,OLE54,OLE2462903583,P
OLE377,OLE377,OLE54,OLE5214509007,P
OLE378,OLE378,OLE54,OLE2529001055,P
OLE379,OLE379,OLE54,OLE1595003228,P
OLE38,OLE38,OLE54,OLE4939700542,P
OLE380,OLE380,OLE54,OLE5011403363,P
OLE381,OLE381,OLE54,OLE5601108543,P
OLE382,OLE382,OLE54,OLE1395608638,P
OLE383,OLE383,OLE54,OLE3723004024,P
OLE384,OLE384,OLE54,OLE2960207362,P
OLE385,OLE385,OLE54,OLE5566302804,P
OLE386,OLE386,OLE54,OLE3892107556,P
OLE387,OLE387,OLE54,OLE4592004673,P
OLE388,OLE388,OLE54,OLE4054108339,P
OLE389,OLE389,OLE54,OLE1548905190,P
OLE39,OLE39,OLE54,OLE1326409751,P
OLE390,OLE390,OLE54,OLE3311909675,P
OLE391,OLE391,OLE54,OLE2235508898,P
OLE392,OLE392,OLE54,OLE2855702943,P
OLE393,OLE393,OLE54,OLE2817408084,P
OLE394,OLE394,OLE54,OLE5801508274,P
OLE395,OLE395,OLE54,OLE5183806303,P
OLE396,OLE396,OLE54,OLE5927407565,P
OLE397,OLE397,OLE54,OLE3439809008,P
OLE398,OLE398,OLE54,OLE1246104058,P
OLE399,OLE399,OLE54,OLE5483808706,P
OLE4,OLE4,OLE54,OLE4217300016,P
OLE40,OLE40,OLE54,OLE1729700072,P
OLE400,OLE400,OLE54,OLE2558305577,P
OLE401,OLE401,OLE54,OLE1963107144,P
OLE402,OLE402,OLE54,OLE4253800242,P
OLE403,OLE403,OLE54,OLE3682507451,P
OLE404,OLE404,OLE54,OLE1913605143,P
OLE405,OLE405,OLE54,OLE5103107704,P
OLE406,OLE406,OLE54,OLE1815201705,P
OLE407,OLE407,OLE54,OLE1858404165,P
OLE408,OLE408,OLE54,OLE2007308722,P
OLE409,OLE409,OLE54,OLE4602809661,P
OLE41,OLE41,OLE54,OLE2371700399,P
OLE410,OLE410,OLE54,OLE2976808378,P
OLE411,OLE411,OLE54,OLE4215903770,P
OLE412,OLE412,OLE54,OLE5384207659,P
OLE413,OLE413,OLE54,OLE6219307217,P
OLE414,OLE414,OLE54,OLE3270009216,P
OLE415,OLE415,OLE54,OLE4322103093,P
OLE416,OLE416,OLE54,OLE4836204798,P
OLE417,OLE417,OLE54,OLE4636809178,P
OLE418,OLE418,OLE54,OLE2493208285,P
OLE419,OLE419,OLE54,OLE1623901088,P
OLE42,OLE42,OLE54,OLE4965407189,P
OLE420,OLE420,OLE54,OLE3808900136,P
OLE421,OLE421,OLE54,OLE3428005487,P
OLE422,OLE422,OLE54,OLE1224201162,P
OLE423,OLE423,OLE54,OLE2843302291,P
OLE424,OLE424,OLE54,OLE3909803874,P
OLE425,OLE425,OLE54,OLE5691404828,P
OLE426,OLE426,OLE54,OLE2470508447,P
OLE427,OLE427,OLE54,OLE3317806328,P
OLE428,OLE428,OLE54,OLE4660302992,P
OLE429,OLE429,OLE54,OLE4843207887,P
OLE43,OLE43,OLE54,OLE2363702481,P
OLE430,OLE430,OLE54,OLE1164809566,P
OLE431,OLE431,OLE54,OLE3132300262,P
OLE432,OLE432,OLE54,OLE2459709799,P
OLE433,OLE433,OLE54,OLE1506406723,P
OLE434,OLE434,OLE54,OLE3830700232,P
OLE435,OLE435,OLE54,OLE1739701101,P
OLE436,OLE436,OLE54,OLE2599004561,P
OLE437,OLE437,OLE54,OLE4021000393,P
OLE438,OLE438,OLE54,OLE2552809682,P
OLE439,OLE439,OLE54,OLE5822209974,P
OLE44,OLE44,OLE54,OLE2171104510,P
OLE440,OLE440,OLE54,OLE1897800967,P
OLE441,OLE441,OLE54,OLE5397206164,P
OLE442,OLE442,OLE54,OLE2744604637,P
OLE443,OLE443,OLE54,OLE5001606818,P
OLE444,OLE444,OLE54,OLE5558702729,P
OLE445,OLE445,OLE54,OLE5240003343,P
OLE446,OLE446,OLE54,OLE4426706986,P
OLE447,OLE447,OLE54,OLE6044901223,P
OLE448,OLE448,OLE54,OLE2321500336,P
OLE449,OLE449,OLE54,OLE2566404853,P
OLE45,OLE45,OLE54,OLE2982703845,P
OLE450,OLE450,OLE54,OLE4598205605,P
OLE451,OLE451,OLE54,OLE6235900785,P
OLE452,OLE452,OLE54,OLE1777902237,P
OLE453,OLE453,OLE54,OLE5750603189,P
OLE454,OLE454,OLE54,OLE2498300893,P
OLE455,OLE455,OLE54,OLE2862905828,P
OLE456,OLE456,OLE54,OLE2079403368,P
OLE457,OLE457,OLE54,OLE5166900312,P
OLE458,OLE458,OLE54,OLE2845700356,P
OLE459,OLE459,OLE54,OLE1730300231,P
OLE46,OLE46,OLE54,OLE4146202628,P
OLE460,OLE460,OLE54,OLE3880605325,P
OLE461,OLE461,OLE54,OLE4325800307,P
OLE462,OLE462,OLE54,OLE2228809634,P
OLE463,OLE463,OLE54,OLE3879106523,P
OLE464,OLE464,OLE54,OLE1516709007,P
OLE465,OLE465,OLE54,OLE3328902578,P
OLE466,OLE466,OLE54,OLE1896903531,P
OLE467,OLE467,OLE54,OLE5238208156,P
OLE468,OLE468,OLE54,OLE3334505644,P
OLE469,OLE469,OLE54,OLE5653408083,P
OLE47,OLE47,OLE54,OLE3093503932,P
OLE470,OLE470,OLE54,OLE4655607592,P
OLE471,OLE471,OLE54,OLE1862105446,P
OLE472,OLE472,OLE54,OLE5275603672,P
OLE473,OLE473,OLE54,OLE4332503265,P
OLE474,OLE474,OLE54,OLE4040902117,P
OLE475,OLE475,OLE54,OLE5790902739,P
OLE476,OLE476,OLE54,OLE2007901595,P
OLE477,OLE477,OLE54,OLE5370702076,P
OLE478,OLE478,OLE54,OLE1879003958,P
OLE479,OLE479,OLE54,OLE2210506219,P
OLE48,OLE48,OLE54,OLE4336803918,P
OLE480,OLE480,OLE54,OLE3889504703,P
OLE481,OLE481,OLE54,OLE4988707000,P
OLE482,OLE482,OLE54,OLE1985208153,P
OLE483,OLE483,OLE54,OLE1743101782,P
OLE484,OLE484,OLE54,OLE6085806353,P
OLE485,OLE485,OLE54,OLE5246301400,P
OLE486,OLE486,OLE54,OLE2905707168,P
OLE487,OLE487,OLE54,OLE6242205377,P
OLE488,OLE488,OLE54,OLE1624505499,P
OLE489,OLE489,OLE54,OLE3620801617,P
OLE49,OLE49,OLE54,OLE2330602960,P
OLE490,OLE490,OLE54,OLE5043206372,P
OLE491,OLE491,OLE54,OLE6001205150,P
OLE492,OLE492,OLE54,OLE3018504407,P
OLE493,OLE493,OLE54,OLE1683304591,P
OLE494,OLE494,OLE54,OLE5069707491,P
OLE495,OLE495,OLE54,OLE2079807479,P
OLE496,OLE496,OLE54,OLE5003409252,P
OLE497,OLE497,OLE54,OLE3933407724,P
OLE498,OLE498,OLE54,OLE1529707192,P
OLE499,OLE499,OLE54,OLE2740808468,P
OLE5,OLE5,OLE54,OLE3386606059,P
OLE50,OLE50,OLE54,OLE5846500376,P
OLE500,OLE500,OLE54,OLE3406900727,P
OLE501,OLE501,OLE54,OLE2681701139,P
OLE502,OLE502,OLE54,OLE5163907497,P
OLE503,OLE503,OLE54,OLE3414606406,P
OLE504,OLE504,OLE54,OLE2362105752,P
OLE505,OLE505,OLE54,OLE5045602480,P
OLE506,OLE506,OLE54,OLE2169500830,P
OLE507,OLE507,OLE54,OLE2604400361,P
OLE508,OLE508,OLE54,OLE5720209145,P
OLE509,OLE509,OLE54,OLE5965907037,P
OLE51,OLE51,OLE54,OLE5262907175,P
OLE510,OLE510,OLE54,OLE3101406141,P
OLE511,OLE511,OLE54,OLE2528805211,P
OLE512,OLE512,OLE54,OLE3918606779,P
OLE513,OLE513,OLE54,OLE2379808946,P
OLE514,OLE514,OLE54,OLE5282906856,P
OLE515,OLE515,OLE54,OLE6051803775,P
OLE516,OLE516,OLE54,OLE6094500409,P
OLE517,OLE517,OLE54,OLE5166508090,P
OLE518,OLE518,OLE54,OLE1170706400,P
OLE519,OLE519,OLE54,OLE1867601981,P
OLE52,OLE52,OLE54,OLE3670600494,P
OLE520,OLE520,OLE54,OLE5541506375,P
OLE521,OLE521,OLE54,OLE5785104639,P
OLE522,OLE522,OLE54,OLE1793008100,P
OLE523,OLE523,OLE54,OLE4034202067,P
OLE524,OLE524,OLE54,OLE5334003983,P
OLE525,OLE525,OLE54,OLE2552202601,P
OLE526,OLE526,OLE54,OLE3910806448,P
OLE527,OLE527,OLE54,OLE1200708313,P
OLE528,OLE528,OLE54,OLE1409801740,P
OLE529,OLE529,OLE54,OLE3673205053,P
OLE53,OLE53,OLE54,OLE6240307307,P
OLE530,OLE530,OLE54,OLE4483606887,P
OLE531,OLE531,OLE54,OLE5154406618,P
OLE532,OLE532,OLE54,OLE1634605169,P
OLE533,OLE533,OLE54,OLE1689406108,P
OLE534,OLE534,OLE54,OLE4452809121,P
OLE535,OLE535,OLE54,OLE2283704736,P
OLE536,OLE536,OLE54,OLE4446301330,P
OLE537,OLE537,OLE54,OLE6170904981,P
OLE538,OLE538,OLE54,OLE2452000667,P
OLE539,OLE539,OLE54,OLE3492904444,P
OLE54,OLE54,OLE54,OLE2067406910,P
OLE540,OLE540,OLE54,OLE5384306295,P
OLE541,OLE541,OLE54,OLE3907601072,P
OLE542,OLE542,OLE54,OLE1618507225,P
OLE543,OLE543,OLE54,OLE2420002064,P
OLE544,OLE544,OLE54,OLE1811109385,P
OLE545,OLE545,OLE54,OLE1259209800,P
OLE546,OLE546,OLE54,OLE2553103572,P
OLE547,OLE547,OLE54,OLE2253805465,P
OLE548,OLE548,OLE54,OLE5852509909,P
OLE549,OLE549,OLE54,OLE5053009758,P
OLE55,OLE55,OLE54,OLE1586001806,P
OLE550,OLE550,OLE54,OLE4667608469,P
OLE551,OLE551,OLE54,OLE3012703100,P
OLE552,OLE552,OLE54,OLE1881202850,P
OLE553,OLE553,OLE54,OLE2588101919,P
OLE554,OLE554,OLE54,OLE5505306341,P
OLE555,OLE555,OLE54,OLE4394206018,P
OLE556,OLE556,OLE54,OLE3933904788,P
OLE557,OLE557,OLE54,OLE5018607807,P
OLE558,OLE558,OLE54,OLE1594308264,P
OLE559,OLE559,OLE54,OLE3744107105,P
OLE56,OLE56,OLE54,OLE3608607904,P
OLE560,OLE560,OLE54,OLE4430604374,P
OLE561,OLE561,OLE54,OLE5789807604,P
OLE562,OLE562,OLE54,OLE4471904949,P
OLE563,OLE563,OLE54,OLE4672105003,P
OLE564,OLE564,OLE54,OLE1715703441,P
OLE565,OLE565,OLE54,OLE4959604187,P
OLE566,OLE566,OLE54,OLE3701402014,P
OLE567,OLE567,OLE54,OLE5535209660,P
OLE568,OLE568,OLE54,OLE2783907167,P
OLE569,OLE569,OLE54,OLE3262902893,P
OLE57,OLE57,OLE54,OLE2256603317,P
OLE570,OLE570,OLE54,OLE2456303043,P
OLE571,OLE571,OLE54,OLE3312302137,P
OLE572,OLE572,OLE54,OLE2191200653,P
OLE573,OLE573,OLE54,OLE3239505891,P
OLE574,OLE574,OLE54,OLE3229901916,P
OLE575,OLE575,OLE54,OLE2671604827,P
OLE576,OLE576,OLE54,OLE3681205703,P
OLE577,OLE577,OLE54,OLE2792204561,P
OLE578,OLE578,OLE54,OLE4649606358,P
OLE579,OLE579,OLE54,OLE5420400165,P
OLE58,OLE58,OLE54,OLE1610003826,P
OLE580,OLE580,OLE54,OLE2814801804,P
OLE581,OLE581,OLE54,OLE2325208621,P
OLE582,OLE582,OLE54,OLE5210403288,P
OLE583,OLE583,OLE54,OLE1421900725,P
OLE584,OLE584,OLE54,OLE3166901050,P
OLE585,OLE585,OLE54,OLE3712704766,P
OLE586,OLE586,OLE54,OLE2709506479,P
OLE587,OLE587,OLE54,OLE1373503598,P
OLE588,OLE588,OLE54,OLE1893206735,P
OLE589,OLE589,OLE54,OLE1821805071,P
OLE59,OLE59,OLE54,OLE6126708165,P
OLE590,OLE590,OLE54,OLE4956605958,P
OLE591,OLE591,OLE54,OLE5452902895,P
OLE592,OLE592,OLE54,OLE4373500652,P
OLE593,OLE593,OLE54,OLE2664109901,P
OLE594,OLE594,OLE54,OLE1946205984,P
OLE595,OLE595,OLE54,OLE2773000082,P
OLE596,OLE596,OLE54,OLE5184906417,P
OLE597,OLE597,OLE54,OLE3445505002,P
OLE598,OLE598,OLE54,OLE3463501705,P
OLE599,OLE599,OLE54,OLE3645101596,P
OLE6,OLE6,OLE54,OLE2499408370,P
OLE60,OLE60,OLE54,OLE4052406505,P
OLE600,OLE600,OLE54,OLE4704600556,P
OLE601,OLE601,OLE54,OLE5622705948,P
OLE602,OLE602,OLE54,OLE3454106039,P
OLE603,OLE603,OLE54,OLE6259500614,P
OLE604,OLE604,OLE54,OLE2966509283,P
OLE605,OLE605,OLE54,OLE3597903619,P
OLE606,OLE606,OLE54,OLE2156007406,P
OLE607,OLE607,OLE54,OLE4222102340,P
OLE608,OLE608,OLE54,OLE5678308914,P
OLE609,OLE609,OLE54,OLE5969905212,P
OLE61,OLE61,OLE54,OLE5840806578,P
OLE610,OLE610,OLE54,OLE4329502868,P
OLE611,OLE611,OLE54,OLE3695405816,P
OLE612,OLE612,OLE54,OLE4089203889,P
OLE613,OLE613,OLE54,OLE1794704319,P
OLE614,OLE614,OLE54,OLE1241605004,P
OLE615,OLE615,OLE54,OLE5101601385,P
OLE616,OLE616,OLE54,OLE2090102017,P
OLE617,OLE617,OLE54,OLE2580002272,P
OLE618,OLE618,OLE54,OLE5576601733,P
OLE619,OLE619,OLE54,OLE5366808694,P
OLE62,OLE62,OLE54,OLE2997600421,P
OLE620,OLE620,OLE54,OLE3545207632,P
OLE621,OLE621,OLE54,OLE3102209996,P
OLE622,OLE622,OLE54,OLE4450801341,P
OLE623,OLE623,OLE54,OLE1612703479,P
OLE624,OLE624,OLE54,OLE5525505651,P
OLE625,OLE625,OLE54,OLE4464505705,P
OLE626,OLE626,OLE54,OLE1800105002,P
OLE627,OLE627,OLE54,OLE3344009440,P
OLE628,OLE628,OLE54,OLE4706809038,P
OLE629,OLE629,OLE54,OLE2891402154,P
OLE63,OLE63,OLE54,OLE2059604038,P
OLE630,OLE630,OLE54,OLE1106901514,P
OLE631,OLE631,OLE54,OLE2950605083,P
OLE632,OLE632,OLE54,OLE2735008733,P
OLE633,OLE633,OLE54,OLE4941302701,P
OLE634,OLE634,OLE54,OLE5546405401,P
OLE635,OLE635,OLE54,OLE1373005978,P
OLE636,OLE636,OLE54,OLE3417804797,P
OLE637,OLE637,OLE54,OLE5630801602,P
OLE638,OLE638,OLE54,OLE4406304317,P
OLE639,OLE639,OLE54,OLE2361100900,P
OLE64,OLE64,OLE54,OLE2396907870,P
OLE640,OLE640,OLE54,OLE1306305885,P
OLE641,OLE641,OLE54,OLE3687005124,P
OLE642,OLE642,OLE54,OLE3246604444,P
OLE643,OLE643,OLE54,OLE2660204297,P
OLE644,OLE644,OLE54,OLE1781003865,P
OLE645,OLE645,OLE54,OLE5563807567,P
OLE646,OLE646,OLE54,OLE1233208366,P
OLE647,OLE647,OLE54,OLE4968607063,P
OLE648,OLE648,OLE54,OLE4823004194,P
OLE649,OLE649,OLE54,OLE5714106800,P
OLE65,OLE65,OLE54,OLE2580507812,P
OLE650,OLE650,OLE54,OLE4468002387,P
OLE651,OLE651,OLE54,OLE1391703903,P
OLE652,OLE652,OLE54,OLE5004802845,P
OLE653,OLE653,OLE54,OLE3232007851,P
OLE655,OLE655,OLE54,OLE2708207895,P
OLE656,OLE656,OLE54,OLE3909303174,P
OLE657,OLE657,OLE54,OLE5472506840,P
OLE658,OLE658,OLE54,OLE1607306341,P
OLE659,OLE659,OLE54,OLE4249202839,P
OLE66,OLE66,OLE54,OLE1877007651,P
OLE660,OLE660,OLE54,OLE6054309812,P
OLE661,OLE661,OLE54,OLE3940305045,P
OLE662,OLE662,OLE54,OLE1443505632,P
OLE663,OLE663,OLE54,OLE1736801902,P
OLE664,OLE664,OLE54,OLE3593407588,P
OLE665,OLE665,OLE54,OLE4464505768,P
OLE666,OLE666,OLE54,OLE2319606904,P
OLE667,OLE667,OLE54,OLE4226103092,P
OLE668,OLE668,OLE54,OLE2717708169,P
OLE669,OLE669,OLE54,OLE4440008197,P
OLE67,OLE67,OLE54,OLE4266401961,P
OLE670,OLE670,OLE54,OLE5752908620,P
OLE671,OLE671,OLE54,OLE5614708043,P
OLE672,OLE672,OLE54,OLE5151809337,P
OLE673,OLE673,OLE54,OLE4133402071,P
OLE674,OLE674,OLE54,OLE4496100083,P
OLE675,OLE675,OLE54,OLE6132403622,P
OLE676,OLE676,OLE54,OLE2615708929,P
OLE677,OLE677,OLE54,OLE2107408108,P
OLE678,OLE678,OLE54,OLE4744906489,P
OLE679,OLE679,OLE54,OLE3306705802,P
OLE68,OLE68,OLE54,OLE6276904397,P
OLE680,OLE680,OLE54,OLE1416100736,P
OLE681,OLE681,OLE54,OLE4242504968,P
OLE682,OLE682,OLE54,OLE2051003056,P
OLE683,OLE683,OLE54,OLE2160401493,P
OLE684,OLE684,OLE54,OLE2537809390,P
OLE685,OLE685,OLE54,OLE1555503680,P
OLE686,OLE686,OLE54,OLE3465301554,P
OLE687,OLE687,OLE54,OLE2596106833,P
OLE688,OLE688,OLE54,OLE4886008480,P
OLE689,OLE689,OLE54,OLE6221706714,P
OLE69,OLE69,OLE54,OLE4999002723,P
OLE690,OLE690,OLE54,OLE5186102229,P
OLE691,OLE691,OLE54,OLE2035402366,P
OLE692,OLE692,OLE54,OLE2932706840,P
OLE693,OLE693,OLE54,OLE3184309620,P
OLE694,OLE694,OLE54,OLE5877408321,P
OLE695,OLE695,OLE54,OLE2675503231,P
OLE696,OLE696,OLE54,OLE5918604591,P
OLE697,OLE697,OLE54,OLE6098801303,P
OLE698,OLE698,OLE54,OLE2343308403,P
OLE699,OLE699,OLE54,OLE3285900998,P
OLE7,OLE7,OLE54,OLE1309104027,P
OLE70,OLE70,OLE54,OLE5779506654,P
OLE700,OLE700,OLE54,OLE2918801999,P
OLE701,OLE701,OLE54,OLE2093401908,P
OLE702,OLE702,OLE54,OLE6291109390,P
OLE703,OLE703,OLE54,OLE5344900879,P
OLE704,OLE704,OLE54,OLE5171509918,P
OLE705,OLE705,OLE54,OLE3402005199,P
OLE706,OLE706,OLE54,OLE3236001621,P
OLE707,OLE707,OLE54,OLE2285105599,P
OLE708,OLE708,OLE54,OLE2501003115,P
OLE709,OLE709,OLE54,OLE5448802231,P
OLE71,OLE71,OLE54,OLE5402206934,P
OLE710,OLE710,OLE54,OLE2717804241,P
OLE711,OLE711,OLE54,OLE4025604325,P
OLE712,OLE712,OLE54,OLE5074403509,P
OLE713,OLE713,OLE54,OLE2615105455,P
OLE714,OLE714,OLE54,OLE1294109220,P
OLE715,OLE715,OLE54,OLE4797500314,P
OLE716,OLE716,OLE54,OLE1643905301,P
OLE717,OLE717,OLE54,OLE6080308182,P
OLE718,OLE718,OLE54,OLE3514105019,P
OLE719,OLE719,OLE54,OLE1226904798,P
OLE72,OLE72,OLE54,OLE3600407439,P
OLE720,OLE720,OLE54,OLE1732407799,P
OLE721,OLE721,OLE54,OLE1760600402,P
OLE722,OLE722,OLE54,OLE2868007063,P
OLE723,OLE723,OLE54,OLE1208408248,P
OLE724,OLE724,OLE54,OLE5335305005,P
OLE725,OLE725,OLE54,OLE5627305015,P
OLE726,OLE726,OLE54,OLE3173704814,P
OLE727,OLE727,OLE54,OLE5660204051,P
OLE728,OLE728,OLE54,OLE1429401698,P
OLE729,OLE729,OLE54,OLE4511501672,P
OLE73,OLE73,OLE54,OLE5421008748,P
OLE730,OLE730,OLE54,OLE6165100953,P
OLE731,OLE731,OLE54,OLE4124805803,P
OLE732,OLE732,OLE54,OLE3396200491,P
OLE733,OLE733,OLE54,OLE4825300095,P
OLE734,OLE734,OLE54,OLE5273000148,P
OLE735,OLE735,OLE54,OLE4323104089,P
OLE736,OLE736,OLE54,OLE1520300891,P
OLE737,OLE737,OLE54,OLE3826400961,P
OLE738,OLE738,OLE54,OLE1611308074,P
OLE739,OLE739,OLE54,OLE1274007182,P
OLE74,OLE74,OLE54,OLE2906405069,P
OLE740,OLE740,OLE54,OLE4642409981,P
OLE741,OLE741,OLE54,OLE2722306665,P
OLE742,OLE742,OLE54,OLE4071101475,P
OLE743,OLE743,OLE54,OLE3257204727,P
OLE744,OLE744,OLE54,OLE2047009140,P
OLE745,OLE745,OLE54,OLE1505600379,P
OLE746,OLE746,OLE54,OLE5400901960,P
OLE747,OLE747,OLE54,OLE3383108331,P
OLE748,OLE748,OLE54,OLE5822600575,P
OLE749,OLE749,OLE54,OLE5248201148,P
OLE75,OLE75,OLE54,OLE1466201279,P
OLE750,OLE750,OLE54,OLE2198202350,P
OLE751,OLE751,OLE54,OLE2766501199,P
OLE752,OLE752,OLE54,OLE2208900926,P
OLE753,OLE753,OLE54,OLE5468701656,P
OLE754,OLE754,OLE54,OLE4685602389,P
OLE755,OLE755,OLE54,OLE4277405545,P
OLE756,OLE756,OLE54,OLE5254708562,P
OLE757,OLE757,OLE54,OLE2788101156,P
OLE758,OLE758,OLE54,OLE1463703123,P
OLE759,OLE759,OLE54,OLE5309207209,P
OLE76,OLE76,OLE54,OLE4813308951,P
OLE760,OLE760,OLE54,OLE2117500270,P
OLE761,OLE761,OLE54,OLE2257903278,P
OLE762,OLE762,OLE54,OLE2600805164,P
OLE763,OLE763,OLE54,OLE5067806570,P
OLE764,OLE764,OLE54,OLE5801103380,P
OLE765,OLE765,OLE54,OLE5740007891,P
OLE766,OLE766,OLE54,OLE1525600953,P
OLE767,OLE767,OLE54,OLE3862706178,P
OLE768,OLE768,OLE54,OLE3749301116,P
OLE769,OLE769,OLE54,OLE3767304426,P
OLE77,OLE77,OLE54,OLE2595801199,P
OLE770,OLE770,OLE54,OLE4995109185,P
OLE771,OLE771,OLE54,OLE2253102501,P
OLE772,OLE772,OLE54,OLE5012508745,P
OLE773,OLE773,OLE54,OLE4521601311,P
OLE774,OLE774,OLE54,OLE5607503790,P
OLE775,OLE775,OLE54,OLE2625401275,P
OLE776,OLE776,OLE54,OLE3516904968,P
OLE777,OLE777,OLE54,OLE5876509454,P
