UNIV_FISCAL_YR,FIN_COA_CD,FDOC_TYP_CD,FIN_BALANCE_TYP_CD,OBJ_ID,VER_NBR,FIN_OBJECT_CD
2014,IU,OLE_ID59,AC,0da358eb-40c2-4f6a-bddf-f1ac9d28bff4,1,8000
2014,IU,OLE_ID59,IE,bac00b1a-1455-493e-ae4e-062bbd594f6d,1,9891
2014,IU,OLE_ID60,AC,b2ebdf3f-0a3d-47ca-be24-abb95e66dedf,1,8000
2014,IU,OLE_ID63,AC,27067c5c-dea2-4591-bd6e-0fcdcc5f3d0d,1,8000
2014,IU,OLE_ID64,AC,7a018436-0fd5-4bdf-b339-c054b4a5dc37,1,8000
2014,IU,OLE_ID66,EX,fa815d55-9b47-4014-ba3c-19dde2213e78,1,9892
2014,IU,OLE_ID68,AC,f139b39d-6050-4366-af7f-5b8ad356c6d1,1,8000
2014,IU,OLE_ID69,AC,42e31c13-98fa-4f5c-85ee-84da1ef97d10,1,8000
2014,IU,OLE_ID70,AC,729cbc36-de26-48c6-9cfc-686dc289f994,1,8000
2014,IU,OLE_IDBL,AC,99eb0339-60ab-44ec-854e-74c8e554a7c1,1,8000
2014,IU,OLE_IINV,AC,4f8c86d7-e67c-4484-8fb6-d5509e03cbbb,1,8000
2014,IU,OLE_INEN,CE,2cda453a-687f-42c3-ad7b-e488da7b0713,1,9893
2014,IU,OLE_INEN,IE,4f3d6251-b483-47bf-863e-72548a18180a,1,9891
2014,IU,OLE_INV,AC,e695b5ae-c331-4e2f-be80-bf2ff85dd197,1,9899
2014,IU,OLE_INVW,AC,ad6486c4-3ced-4e92-afdf-0884469046e0,1,9899
2014,IU,OLE_JV,AC,5e4fe982-6555-4e45-94db-5e0da5ac446c,1,8000
2014,IU,OLE_JVOU,AC,8feb3481-1c0f-493c-9247-f4d721f68c25,1,8000
2014,IU,OLE_LJVA,AC,3ff8d36e-9f99-47f0-82e4-18d42896335b,1,9050
2014,IU,OLE_LJVC,AC,e9e943a1-34de-4847-b96b-923b45c004bf,1,8000
2014,IU,OLE_LJVE,IE,933926ad-9759-4394-a506-2cad24ec8212,1,9891
2014,IU,OLE_LLJV,AC,6496625c-5d75-4586-8030-b5d2d0dbe66b,1,8000
2014,IU,OLE_LOCR,AC,e0b48d13-9d26-40ee-87e5-b5f0904ccf34,1,8000
2014,IU,OLE_ND,AC,b96a502b-2115-4b74-8256-1a2f2dd57b76,1,8000
2014,IU,OLE_OPAY,AC,404be564-a0ff-4d0c-a119-50c41b7f985e,1,9050
2014,IU,OLE_PAY,AC,878fabaf-d74f-40d5-acc2-32d4ee7fb0c3,1,9050
2014,IU,OLE_PAYA,AC,9c6a43c3-0db8-412f-8fce-2a00ad70d589,1,9050
2014,IU,OLE_PAYC,AC,4b998c71-791d-4ee1-ad8c-d9f478e934a5,1,8000
2014,IU,OLE_PAYD,AC,137cc406-d64b-415c-8552-7f62b07c7908,1,8000
2014,IU,OLE_PAYE,CE,06c28d42-fe6b-46d9-97bb-290aa4d8e70b,1,9893
2014,IU,OLE_PAYE,IE,02b037da-c0ec-4fe9-965d-7ed0390affff,1,9891
2014,IU,OLE_PAYN,AC,6177c855-a465-4bec-9247-f4d914a700f8,1,9050
2014,IU,OLE_PAYR,AC,296b4422-fdbb-4039-b349-a3dba110aee0,1,9050
2014,IU,OLE_PCDE,AC,bc2770b9-e21a-430a-9794-a75c20f542c1,1,8000
2014,IU,OLE_PCDO,AC,22d464dd-b0a5-49a7-a52f-5410b4bc0b05,1,8000
2014,IU,OLE_PE,CE,335050d8-9d64-4756-93e3-e7da3b74fc5b,1,9893
2014,IU,OLE_PE,PE,b05b3219-d4e6-4acc-aa29-9b701d577e45,1,9890
2014,IU,OLE_RETR,AC,9b6e9c40-30f4-4fd6-af80-dec1ac6325f6,1,8000
2014,IU,OLE_SB,AC,39679ab0-53e1-4297-a2c1-691a9dcb8053,1,8000
2014,IU,OLE_ST,AC,45b9f7a6-af62-4af6-ad75-414b49776a6a,1,8000
2014,IU,OLE_STLN,AC,cdf270c3-0f6d-4f06-97f8-e26ef7ccd22b,1,8000
2014,IU,OLE_TF,AC,6dc8a20e-1859-4f9d-ad0d-00c721069221,1,8000
2014,IU,OLE_TOPS,AC,2243d871-48d7-4674-aa76-f5fec71108bd,1,8000
2014,IU,OLE_YEBA,AC,39cff0bc-cd5c-41c2-b321-a070222448c3,1,8000
2014,IU,OLE_YEBT,AC,27f66200-b8d3-40cc-b130-2c0432ec6022,1,8000
2014,IU,OLE_YEDI,AC,c72aebfb-50ee-4615-9f2a-7934410331bf,1,8000
2014,IU,OLE_YEGE,AC,fcf4d82c-bd09-46c6-9e3a-430baf499503,1,8000
2014,IU,OLE_YEST,AC,c542b1bc-e6c6-4c87-901d-1ed46f23fbd0,1,8000
2014,IU,OLE_YETF,AC,289f8075-4011-45e2-b257-c662f0182a65,1,8000
2014,KO,OLE_AA,AC,ddfa708a-2aee-455f-bb01-59dd4df218b1,1,8000
2014,KO,OLE_ACLO,AC,1628e565-a262-480b-be5e-47420a54983d,1,9899
2014,KO,OLE_AD,AC,3430dad1-4e3c-4afa-a8c0-c87a50777a17,1,8000
2014,KO,OLE_APP,AC,0ce14ab9-7e70-45a9-85a4-dadb636150ef,1,8000
2014,KO,OLE_ARBL,AC,6baf964e-079b-46f7-be67-3ea5c6d616ae,1,8000
2014,KO,OLE_ARCM,AC,54195f69-c7ff-43a7-87c4-49ead69b96f8,1,9899
2014,KO,OLE_ARG,AC,f6b67479-f7b5-47a2-a504-d042f9e554f9,1,9899
2014,KO,OLE_ARIN,AC,8387b1e3-a36c-47ca-a9a5-d1cc4d515a5d,1,9899
2014,KO,OLE_ARNI,AC,ccf56723-2e14-4a7d-bec5-68b252e6253d,1,9899
2014,KO,OLE_ARPY,AC,c2bb3023-5f2f-4cc3-9651-324d933a75d4,1,9899
2014,KO,OLE_AT,AC,14036cdf-9d9f-4d39-a804-6b14f1a3f74b,1,9899
2014,KO,OLE_AV,AC,055948f4-b107-40c5-86b0-fb9084371509,1,9897
2014,KO,OLE_AVAC,AC,c5bdc653-79cd-4e88-aff6-863bf5a9e646,1,9899
2014,KO,OLE_AVAD,AC,83c006a0-bfd6-49e7-9703-5597d9135618,1,9897
2014,KO,OLE_AVAE,AC,5e858238-154e-47da-b4c5-5b01a8db4f7f,1,9897
2014,KO,OLE_AVRC,AC,581f3bb2-e19d-4b7e-ac09-f29d13f035b0,1,9897
2014,KO,OLE_BA,AC,c534497f-9fc1-404f-a048-4e9b077250f4,1,8000
2014,KO,OLE_BACH,AC,7243cc75-d105-4d6d-9066-562ff9c9679b,1,8000
2014,KO,OLE_BARS,AC,7feaba6a-4cbe-4957-b76d-8bd3012bbd06,1,8000
2014,KO,OLE_BRET,AC,14a2470d-ab85-4f6f-a838-1fc3062c2745,1,8000
2014,KO,OLE_BT,AC,7dcdd7af-5b11-4dfa-a9e6-18996bf68358,1,8000
2014,KO,OLE_CCAD,AC,805430c2-2887-401f-8590-51e9db36d93a,1,8000
2014,KO,OLE_CCCH,AC,0495a2f1-518c-4dfb-ae48-a2fb1c64b99c,1,8000
2014,KO,OLE_CCR,AC,d7ede9b5-4362-4a5b-a04b-af2fa468772a,1,8000
2014,KO,OLE_CD,AC,c8743f4a-8490-4d36-bc2e-3cde7679ffab,1,8000
2014,KO,OLE_CM,AC,a60a2f4e-4318-4e2d-8af7-dd268b6f7889,1,8000
2014,KO,OLE_CM,CE,c0b76dd1-c1e5-4691-8ec1-3d9ef2a143f0,1,9893
2014,KO,OLE_CM,EX,984a15ef-1523-459e-8ea9-6681c0529e85,1,9892
2014,KO,OLE_CMD,AC,6a8db4b0-71fb-4637-b3ca-de63a3c68805,1,8000
2014,KO,OLE_CR,AC,d9264fd8-8017-4b6a-b198-a7f8370fa065,1,8000
2014,KO,OLE_CRM,AC,e862cdc0-9d5e-47ad-9550-36ef8640ed14,1,8118
2014,KO,OLE_CRV,AC,468d1e9a-bf71-4ced-aa8b-e6f1f059c03b,1,8000
2014,KO,OLE_CTRL,AC,6eb4dd61-ea07-4c77-bbc9-6114ce51b819,1,8000
2014,KO,OLE_DD,AC,c75c40c2-7dcd-47f1-a6c2-ad05c38c6d20,1,8000
2014,KO,OLE_DEPR,AC,404a4fcf-6474-42ab-9aee-2f24f63c8621,1,9899
2014,KO,OLE_DI,AC,b49b034c-4650-4cca-a621-e2b640bc8540,1,8000
2014,KO,OLE_DV,AC,31c12ca2-656e-4b9c-bdee-37e8584e2442,1,8000
2014,KO,OLE_DVCA,AC,3f9beb98-920f-4f14-8374-d6714c0107d6,1,8000
2014,KO,OLE_DVWF,AC,fa9b6a62-defe-45ac-95dd-33b2c5922f2f,1,8000
2014,KO,OLE_EB07,AC,485153a4-df74-4541-95d8-2f8d637dfbf6,1,8000
2014,KO,OLE_EB16,AC,d9fb6e49-faee-4c5f-9e21-6fb62e2c8d50,1,8000
2014,KO,OLE_EB17,AC,009be03f-7102-49df-811b-0381fcf52add,1,8000
2014,KO,OLE_EB18,AC,ea6a35f6-451b-45a4-86ce-fd289546c546,1,8000
2014,KO,OLE_EB26,AC,83ec157c-dfd4-4159-9e18-22fc2eb5930c,1,8000
2014,KO,OLE_EB37,AC,1d31649a-6a22-4fd0-b3d5-d0f5d99de9e6,1,8000
2014,FW,OLE_EB47,AC,d1852ad3-e227-4dbd-a5f6-bf6ea71a8959,1,8000
2014,FW,OLE_EB49,AC,09868b12-b76d-4f9d-a307-4b0abe497aa7,1,8000
2014,FW,OLE_EB55,AC,2dcd202a-a1cc-479b-a99e-57bb6fbf5189,1,8000
2014,FW,OLE_EB56,AC,811dfccf-a8cd-499c-aad0-bda15b2d70b1,1,8000
2014,FW,OLE_EB57,AC,6137e20d-7568-4be5-9353-ee5611c66b11,1,8000
2014,FW,OLE_EB61,AC,96c354e5-402c-4286-bcf4-00d2cc0f4b09,1,8000
2014,FW,OLE_EB62,AC,8572c4a7-8f3e-4346-826f-f23c7e1d0480,1,8000
2014,FW,OLE_EB65,AC,5e87b4c6-5890-4025-bf49-9641acea5a19,1,8000
2014,FW,OLE_EB67,AC,f5befb0a-049f-4eba-bae2-a5f56d1d486b,1,8000
2014,FW,OLE_ET,AC,29385c21-2032-49f8-baf0-1055f4fcf9d0,1,8000
2014,FW,OLE_EXEN,CE,5cc0c148-9c31-478c-9201-6b2fe9a8be1d,1,9893
2014,FW,OLE_EXEN,EX,3caf2604-e915-4817-8b6c-3e0598af80e5,1,9892
2014,FW,OLE_FCRD,AC,6ce25eb8-b578-4425-b3ab-069d4b240218,1,8000
2014,FW,OLE_GEC,AC,cbe4556a-35dc-4cef-8789-9b1224faaeea,1,8000
2014,FW,OLE_HDRW,AC,dcad7c67-b984-46d5-9101-62f68e4c91b0,1,9050
2014,FW,OLE_IB,AC,9e7c3d7d-c6ac-4000-83ee-aaff8f2ad86b,1,8000
2014,FW,OLE_ICA,AC,763e87c1-87dd-4fd7-89bb-9dac0509d46d,1,8000
2014,FW,OLE_ID01,AC,7e3e7c67-d7c0-44d6-beef-8e6489d1bb0b,1,8000
2014,FW,OLE_ID01,IE,9ce4f3cb-046e-4a9a-b426-3a14572f9488,1,9891
2014,FW,OLE_ID02,AC,7a275167-55b3-4af9-b176-eaa1dbfa6318,1,8000
2014,FW,OLE_ID02,IE,a9ba736a-539b-4239-b312-533fc8db0048,1,9891
2014,FW,OLE_ID03,AC,1a70114b-7f6e-4eb0-bdda-1bb5ba9a14c5,1,8000
2014,FW,OLE_ID04,AC,3a99403b-ce67-4458-9d82-22f83ffeaeb8,1,8000
2014,FW,OLE_ID05,AC,44d3c226-7284-4b01-bde1-04f4ff9e8413,1,8000
2014,FW,OLE_ID06,AC,c651393d-92a9-4f97-b140-42bd856278ca,1,8000
2014,FW,OLE_ID07,AC,cd67a948-bd79-436a-b48f-cf1f3842cd24,1,8000
2014,FW,OLE_ID09,AC,65ded593-24d6-484b-9630-c3f6787d783a,1,8000
2014,FW,OLE_ID10,AC,5d6201e4-e4fb-457d-a476-88f2874b4175,1,8000
2014,FW,OLE_ID11,AC,d7374982-52fb-46d2-8d0d-844c98a7ac89,1,8000
2014,FW,OLE_ID12,AC,9e376a4a-f911-4206-b4b2-28ef59c18728,1,8000
2014,FW,OLE_ID13,AC,ab1c3381-e286-476c-b4f8-03eb4a53aaec,1,8000
2014,FW,OLE_ID14,AC,5bd02c64-2329-47c8-82a1-6f1b6ed27194,1,8000
2014,FW,OLE_ID16,AC,477428f7-eff0-4617-aa2d-7a455829a42e,1,8000
2014,FW,OLE_ID19,AC,55b12188-095f-4c5a-80f7-aba4cc5cb8ea,1,8000
2014,FW,OLE_ID22,AC,15490379-33be-4ea8-95b6-96c2c6c4d729,1,8000
2014,FW,OLE_ID23,AC,02fbb094-d933-407d-896e-11a7f28d8cea,1,8000
2014,FW,OLE_ID24,AC,e20d0155-118c-45c0-b4ae-ac192118fd9b,1,8000
2014,FW,OLE_ID25,AC,771a45bf-191d-4799-b157-1bd90e2eb6de,1,8000
2014,FW,OLE_ID29,AC,62bdf7ad-b877-414c-a0ab-23ed8abc076f,1,8000
2014,FW,OLE_ID30,AC,65752a32-44d1-4bbd-a4ab-41e5292a70aa,1,8000
2014,FW,OLE_ID31,AC,3e7dee4a-b519-436e-af80-57d895fdab22,1,8000
2014,FW,OLE_ID32,AC,8225ac2c-d69b-4720-9195-db2b0eb9bdeb,1,8000
2014,FW,OLE_ID33,AC,42352328-7e85-4af5-883f-3604502ab829,1,8000
2014,FW,OLE_ID47,AC,9fbf53a1-28a1-41b1-b741-024906270948,1,8000
2014,FW,OLE_ID53,AC,1f591e8e-fea6-46f4-8494-86ff5d502425,1,8000
2014,FW,OLE_ID56,AC,d99a07fb-a92b-425d-a0ea-6a67d2ebe253,1,8000
2014,FW,OLE_ID58,AC,61ce333b-ecbf-4102-aa92-9f7867d16690,1,8000
2014,FW,OLE_ID59,AC,c11be206-548e-49b1-a242-9dac5e73f967,1,8000
2014,FW,OLE_ID59,IE,c8688934-4fb8-4048-a115-ad801e3059c0,1,9891
2014,FW,OLE_ID60,AC,f0d67134-2de0-416c-bf31-ab0014f7bd91,1,8000
2014,FW,OLE_ID61,AC,e89450ff-ff6c-4c7c-96db-1792dccf62f6,1,8000
2014,FW,OLE_ID63,AC,00e1adea-a441-487c-86a6-167f662330ec,1,8000
2014,FW,OLE_ID64,AC,6b1fd8f8-ed7e-4900-a6c8-ab22794b1b2f,1,8000
2014,FW,OLE_ID66,EX,467718c2-abc8-4a58-a5bb-19ac94a85e53,1,9892
2014,FW,OLE_ID68,AC,0f2bf60f-b802-4e05-8110-4fd46ebcf412,1,8000
2014,FW,OLE_ID69,AC,abefd94d-0c4d-4578-895a-62179c61cb25,1,8000
2014,FW,OLE_ID70,AC,f70ab0a3-6bfc-42bd-bf24-ac1d144e5eac,1,8000
2014,FW,OLE_IDBL,AC,41f16724-80b8-4f37-a31f-53c03480ab05,1,8000
2014,FW,OLE_IINV,AC,58c9825d-fcf1-4572-9d46-303d902cc919,1,8000
2014,FW,OLE_INEN,CE,a17b9612-ce0a-46ef-88df-d3b89038dcae,1,9893
2014,FW,OLE_INEN,IE,4e448289-8029-403b-b11e-d31cb8539e3b,1,9891
2014,FW,OLE_INV,AC,6201b473-a398-4d62-83d3-b32257295227,1,9899
2014,FW,OLE_INVW,AC,3b93d379-d048-4ae0-82e0-dea4e508e7b5,1,9899
2014,FW,OLE_JV,AC,52df78e2-b491-4ade-b472-02c9a14a156f,1,8000
2014,FW,OLE_JVOU,AC,6bd349b0-9e90-4d51-88f5-37cf78929cf8,1,8000
2014,FW,OLE_LADJ,AC,e91486bb-e9c7-41bc-96d0-26d742943e13,1,8000
2014,FW,OLE_LJVA,AC,a1bb44e5-576d-4953-aff1-fd73c00dda67,1,9050
2014,FW,OLE_LJVC,AC,b3e16bf1-d3e7-49ae-b485-bca217b2ddc0,1,8000
2014,FW,OLE_LJVE,IE,3fbc569a-241c-4c5e-85e0-9879318e4a82,1,9891
2014,FW,OLE_LLJV,AC,ec512de3-39e4-4648-b613-bf524a3f24f5,1,8000
2014,FW,OLE_LOCR,AC,743778fd-9dd5-4815-92cb-3fa61a980aa3,1,8000
2014,FW,OLE_ND,AC,86e2a60d-43cc-40f5-9e45-a50feaf0ac2c,1,8000
2014,FW,OLE_OPAY,AC,fb7c936f-b5c5-4b91-bcca-0ebca8137c5f,1,9050
2014,FW,OLE_PAY,AC,409f7ecb-17e8-46fc-8d89-ed06a56aae32,1,9050
2014,FW,OLE_PAYA,AC,e10ec9e7-cfb1-4f84-86ed-f4477add7e0f,1,9050
2014,FW,OLE_PAYC,AC,e6bf4a16-bec4-463b-8e57-b01311c054c2,1,8000
2014,FW,OLE_PAYD,AC,fd2adf93-5d6a-4767-8652-4d13ebc14655,1,8000
2014,FW,OLE_PAYE,CE,46e62198-5147-4821-ac6f-2c88df699981,1,9893
2014,FW,OLE_PAYE,IE,32b0c00e-e904-49ad-84c3-a7fdc281912c,1,9891
2014,FW,OLE_PAYG,AC,b46f84bb-d212-4709-89a8-3857db32a721,1,5004
2014,FW,OLE_PAYN,AC,251d0cc7-d6f8-4c81-8fc7-e6eeb8c92f6f,1,9050
2014,FW,OLE_PAYR,AC,f80051a2-a7b0-4b75-bf5b-fe8449194928,1,9050
2014,FW,OLE_PCDE,AC,7c06562b-cc35-4ffd-843a-c4e57abc019b,1,8000
2014,FW,OLE_PCDO,AC,c3a995ab-eaf4-4af5-ab3a-2a1a95b88678,1,8000
2014,FW,OLE_PE,CE,8ec47281-577c-4362-bbfa-39f874e31b2e,1,9893
2014,FW,OLE_PE,PE,0145f7d9-8b33-45c2-ad83-87ec3b0edd34,1,9890
2014,FW,OLE_PO,CE,7ed4de6c-060a-4155-9e96-3863b486eca4,1,9893
2014,FW,OLE_PO,EX,0261bc8d-a327-4676-97df-3d3bec7c77b4,1,9892
2014,FW,OLE_POA,CE,3f77e47f-465d-46e3-b8f4-ee2b8ed258a4,1,9893
2014,FW,OLE_POA,EX,7e0bdc53-473a-4d03-84ef-3888eccbff17,1,9892
2014,FW,OLE_POC,CE,ab735872-f3b2-443d-bf5c-b9e2c442a355,1,9893
2014,FW,OLE_POC,EX,6e5c68af-81e4-4404-a981-2abd6e0ed4e5,1,9892
2014,FW,OLE_POR,CE,13a0d5c2-34dc-4f2f-bb6e-c84c3750729d,1,9893
2014,FW,OLE_POR,EX,6221b296-84df-461c-9c85-2b5e0e8f38ac,1,9892
2014,FW,OLE_POV,CE,23155aa9-c1c7-4cbe-869b-d027fd3028b3,1,9893
2014,FW,OLE_POV,EX,7b2cc849-ddc9-40e1-a212-d5f9b7d68c38,1,9892
2014,FW,OLE_PREQ,AC,1cd9bd97-4162-40a7-95cf-abebe0de1b50,1,8000
2014,FW,OLE_PREQ,CE,ad12b49f-e058-4c98-9669-e6ea34da140f,1,9893
2014,FW,OLE_PREQ,EX,b07530d2-798b-4af5-bc23-f6f1df03a7ac,1,9892
2014,FW,OLE_RETR,AC,11e20ff1-e3f4-4878-b129-6edcaa753b2c,1,8000
2014,FW,OLE_SB,AC,4576c43d-2814-4946-9f42-71da6e3654cf,1,8000
2014,FW,OLE_ST,AC,4477e335-0b0a-420f-9268-738cca0ffdd8,1,8000
2014,FW,OLE_STLN,AC,025964b4-ee1b-49e2-bd83-8c6b24e8005f,1,8000
2014,FW,OLE_TF,AC,47bebcb3-c254-4a88-bb4e-4fd8f8204a9c,1,8000
2014,FW,OLE_TOPS,AC,d6cae78c-fa20-4607-b8a5-0088d3a0495d,1,8000
2014,FW,OLE_YEBA,AC,d2b7d515-85bf-4125-a72b-e26192954a5a,1,8000
2014,FW,OLE_YEBT,AC,4da977b9-7c0e-4ec2-9e2f-629b631073a8,1,8000
2014,FW,OLE_YEDI,AC,02df8a29-3373-489e-b086-2ceffcc00668,1,8000
2014,FW,OLE_YEGE,AC,5b9fed63-c95c-4dda-86f7-6351c30aef83,1,8000
2014,FW,OLE_YELA,AC,74cf3872-fa3d-44f7-954f-1972c7075dce,1,8000
2014,FW,OLE_YEST,AC,0b22958e-c338-4d07-884e-1c90fb605435,1,8000
2014,FW,OLE_YETF,AC,f82b9b3a-3b85-45e3-80ea-9d5ec111b45a,1,8000
2014,HO,OLE_AD,AC,ca6907b7-d022-43c7-a3da-b943bc6b4879,1,8000
2014,HO,OLE_APP,AC,deb9f206-7816-4118-803b-97248026cefa,1,8000
2014,HO,OLE_BACH,AC,fb4617d5-5c73-4292-8d45-028d1c0fdd75,1,8000
2014,HO,OLE_BARS,AC,11126805-1b86-4e6f-a2bc-9adab2f6e5dc,1,8000
2014,HO,OLE_BRET,AC,93f8870a-436f-4f55-92e6-ae9433c076d5,1,8000
2014,HO,OLE_CCR,AC,f1fe23b0-cacb-4549-a02b-d868b07cde94,1,8000
2014,HO,OLE_CMD,AC,e2aae365-a06d-4017-aaff-a3e539ed6d04,1,8000
2014,HO,OLE_CTRL,AC,dc78b3ac-172c-4b21-be34-51300753dbd3,1,8000
2014,HO,OLE_ET,AC,9df0a426-5259-439c-8438-98081d2a4eda,1,8000
2014,HO,OLE_HDRW,AC,428bb92a-fcf9-4c02-9e60-eb62b0e0c62c,1,9050
2014,HO,OLE_ID70,AC,2badb440-12eb-40f8-957c-95681e289af1,1,8000
2014,HO,OLE_JV,AC,5a306a14-e3bf-410f-80ee-5d36c5d4bed8,1,8000
2014,HO,OLE_JVOU,AC,bb412876-5be1-41f7-a887-030eca0a9b37,1,8000
2014,HO,OLE_LADJ,AC,f1e2c228-d3a0-48c5-9e07-7bbf687264d9,1,8000
2014,HO,OLE_LJVA,AC,50a13374-b568-48bd-9f61-3d9d9469e057,1,9050
2014,HO,OLE_LJVC,AC,7e51cd67-21f0-408e-9f61-d2eba5b94e4c,1,8000
2014,HO,OLE_LJVE,IE,02f4de2d-9ec6-4718-ac3e-998bb670a0db,1,9891
2014,HO,OLE_LLJV,AC,8702055d-9292-4b9e-9c3e-9e31baca6062,1,8000
2014,HO,OLE_OPAY,AC,b11f5e4c-b5c4-459a-ae27-aa85950c6ccf,1,9050
2014,HO,OLE_PAY,AC,58c1097f-0929-4bd0-be74-a8ba6b40c2f3,1,9050
2014,HO,OLE_PAYA,AC,f31f37a7-0f3f-4712-bc3d-0f6d407c656a,1,9050
2014,HO,OLE_PAYC,AC,6aad1f97-62dd-4582-a9ec-b3d5828f6c3e,1,8000
2014,HO,OLE_PAYD,AC,4624967d-18f6-4a84-ba84-a0f7d5c5738e,1,8000
2014,HO,OLE_PAYE,CE,a1683df7-faf6-4a66-a66a-38da2e790687,1,9893
2014,HO,OLE_PAYE,IE,c314b9f5-f96c-46c8-a1be-50c05cf299e2,1,9891
2014,HO,OLE_PAYG,AC,c43bcb17-c462-4b65-bfee-6d73d48f63be,1,5004
2014,HO,OLE_PAYN,AC,b64c8f18-198d-4ac3-9fd6-990c559ec7ed,1,9050
2014,HO,OLE_PAYR,AC,e961a656-4edf-4fae-b4bb-bcbd45c35341,1,9050
2014,HO,OLE_PCDE,AC,732ac558-bbb9-4dc3-aa7b-fc116a8e7d60,1,8000
2014,HO,OLE_PCDO,AC,1635116c-1f03-4126-8607-cfc8a7633b95,1,8000
2014,HO,OLE_PO,EX,3b130d37-87e6-431c-8a61-c547168830e4,1,9892
2014,HO,OLE_POA,EX,bce2c954-f937-4aee-b379-4081abcea8bd,1,9892
2014,HO,OLE_POC,EX,73aae1d5-f254-4a19-b9cf-454298ad3b53,1,9892
2014,HO,OLE_POR,EX,248484b7-c62e-4e07-a0c7-ad3a7c043166,1,9892
2014,HO,OLE_POV,EX,b7296b25-8fe9-4d93-b9f9-12c949976e22,1,9892
2014,HO,OLE_PREQ,EX,c797dfb7-0c27-41af-a904-c584b9039242,1,9892
2014,HO,OLE_RETR,AC,9720def3-68f9-49a4-9d13-de17c068c31e,1,8000
2014,HO,OLE_YELA,AC,dde68ae4-a5dc-4e0c-8820-8ed1d83e8bad,1,8000
2014,IA,OLE_AA,AC,13eb2d2e-a7f4-464f-87fc-b30a101c6696,1,8000
2014,IA,OLE_ACLO,AC,06515ae2-beb7-43a8-ad9a-9fb7b68f63c5,1,9896
2014,IA,OLE_AD,AC,a3a286c9-360f-4973-ab08-f55bc1bf62e2,1,8000
2014,IA,OLE_APP,AC,bc28bf8b-7f38-4807-a14d-2dafeb80008b,1,8000
2014,IA,OLE_ARBL,AC,3a707800-486f-4aaa-a6de-34e6c1812e20,1,8000
2014,IA,OLE_ARCM,AC,a94956a5-7fb9-4ad0-a44a-973fafbd8aab,1,9899
2014,IA,OLE_ARG,AC,61f661b4-7519-438c-a527-f0f6119dc7b2,1,9899
2014,IA,OLE_ARIN,AC,57697c43-8ba2-4146-baa7-79aab13e79c6,1,9899
2014,IA,OLE_ARNI,AC,74dd9919-4b76-4160-bb50-1c950ef290fa,1,9899
2014,IA,OLE_ARPY,AC,782abf02-c635-473c-b62b-518b0fbc9c07,1,9899
2014,IA,OLE_AT,AC,cbdbe0b1-0a76-453d-b8d6-689bb7359c21,1,9899
2014,IA,OLE_AV,AC,b7c65eae-886f-4fb0-857a-166edf5825c8,1,9897
2014,IA,OLE_AVAC,AC,2d1f51f0-ee7b-4531-a977-c649e41fe959,1,9899
2014,IA,OLE_AVAD,AC,cd457769-3ed8-4b30-9728-9500a3e0b9e0,1,9897
2014,IA,OLE_AVAE,AC,7f0cc7c3-a879-4fd3-81c7-7e72353ea3c2,1,9897
2014,IA,OLE_AVRC,AC,cd274b27-472c-4ccc-aaf2-1bec817e239a,1,9897
2014,IA,OLE_BA,AC,280f2912-ea9a-4ced-99c3-c68b6ee480cf,1,8000
2014,IA,OLE_BACH,AC,74671bfc-8079-4254-b656-8cc4f8cc83ba,1,8000
2014,IA,OLE_BARS,AC,7204c5a6-fc7b-4cf8-acbb-9f2e596b53f8,1,8000
2014,IA,OLE_BRET,AC,c4cd9f85-dd0d-42b2-8a77-67bbd7ceff01,1,8000
2014,IA,OLE_BT,AC,0041d20e-e1a3-4895-9b00-9acc733d17b6,1,8000
2014,IA,OLE_CCAD,AC,57070c79-364b-403b-b039-b22f939ccda3,1,8000
2014,IA,OLE_CCCH,AC,4e5b79e3-0c36-4c53-b8cb-075f85f3bd5a,1,8000
2014,IA,OLE_CCR,AC,e555be30-8dbb-4dea-bef0-b5ee72521c3b,1,8000
2014,IA,OLE_CD,AC,6b8e5609-6c5a-4efd-95c2-e3148bcc0476,1,8000
2014,IA,OLE_CM,AC,798094ed-9a18-4992-916b-bc4004175106,1,8000
2014,IA,OLE_CM,CE,226c2f19-3eb9-45ac-a8fe-6af21c15e497,1,9893
2014,IA,OLE_CM,EX,5a5238e3-ff74-48f4-b88e-41812b648ed4,1,9892
2014,IA,OLE_CMD,AC,d9488ce2-9300-4891-8882-b3eb65d91af1,1,8000
2014,IA,OLE_CR,AC,cab6f5bd-c55d-49b7-b3d0-5692ffd1f89e,1,8000
2014,IA,OLE_CRM,AC,592e827b-056a-4804-bd55-2ecd0104ecae,1,8118
2014,IA,OLE_CRV,AC,8eac181b-2469-4dd6-a037-4c9ca6b0e98d,1,8000
2014,IA,OLE_CTRL,AC,19fb8d78-4a26-4767-b6f2-8cb82dd7f5ed,1,8000
2014,IA,OLE_DD,AC,deb3743f-b6cd-4a44-aa90-fa33f0125e37,1,8000
2014,IA,OLE_DEPR,AC,3ae3c175-be24-47fd-b71f-2d1e5be24ad8,1,9899
2014,IA,OLE_DI,AC,3dac9b71-4cb4-462d-96d7-56901282519a,1,8000
2014,IA,OLE_DV,AC,718486df-9c7d-4a5a-851b-5b3926b22c5b,1,8000
2014,IA,OLE_DVCA,AC,760d41ba-d88b-43bf-b233-d28b34b6ef04,1,8000
2014,IA,OLE_DVWF,AC,83844d1d-c838-46bb-b09e-b85d856bc434,1,8000
