PUR_COMM_CD,OBJ_ID,VER_NBR,PUR_COMM_DESC,PUR_SALES_TAX_IND,ITM_RSTRC_IND,SNSTV_DTA_CD,DOBJ_MAINT_CD_ACTV_IND
333912,486D34788DDFC267E0404F8189D8349E,1,Air and Gas Compressor Manufacturing,N,N,null,Y
333913,486D34788DE0C267E0404F8189D8349E,1,Measuring and Dispensing Pump Manufacturing,N,N,null,Y
33392,486D34788A17C267E0404F8189D8349E,1,Material Handling Equipment Manufacturing,Y,N,null,Y
333921,486D34788DE1C267E0404F8189D8349E,1,Elevator and Moving Stairway Manufacturing,N,N,null,Y
333922,486D34788DE2C267E0404F8189D8349E,1,Conveyor and Conveying Equipment Manufacturing,N,N,null,Y
333923,486D34788DE3C267E0404F8189D8349E,1,Overhead Traveling Crane  Hoist  and Monorail System Manufacturing,N,N,null,Y
333924,486D34788DE4C267E0404F8189D8349E,1,Industrial Truck  Tractor  Trailer  and Stacker Machinery Manufacturing,N,N,null,Y
33399,486D34788A18C267E0404F8189D8349E,1,All Other General Purpose Machinery Manufacturing,Y,N,null,Y
333991,486D34788DE5C267E0404F8189D8349E,1,Power-Driven Handtool Manufacturing,N,N,null,Y
333992,486D34788DE6C267E0404F8189D8349E,1,Welding and Soldering Equipment Manufacturing,N,N,null,Y
333993,486D34788DE7C267E0404F8189D8349E,1,Packaging Machinery Manufacturing,N,N,null,Y
333994,486D34788DE8C267E0404F8189D8349E,1,Industrial Process Furnace and Oven Manufacturing,N,N,null,Y
333995,486D34788DE9C267E0404F8189D8349E,1,Fluid Power Cylinder and Actuator Manufacturing,N,N,null,Y
333996,486D34788DEAC267E0404F8189D8349E,1,Fluid Power Pump and Motor Manufacturing,N,N,null,Y
333997,486D34788DEBC267E0404F8189D8349E,1,Scale and Balance Manufacturing,N,N,null,Y
333999,486D34788DECC267E0404F8189D8349E,1,All Other Miscellaneous General Purpose Machinery Manufacturing,N,N,null,Y
334,486D347887B7C267E0404F8189D8349E,1,Computer and Electronic Product Manufacturing,Y,N,null,Y
3341,486D34788863C267E0404F8189D8349E,1,Computer and Peripheral Equipment Manufacturing,Y,N,null,Y
33411,486D34788A19C267E0404F8189D8349E,1,Computer and Peripheral Equipment Manufacturing,Y,N,null,Y
334111,486D34788DEDC267E0404F8189D8349E,1,Electronic Computer Manufacturing,N,N,null,Y
334112,486D34788DEEC267E0404F8189D8349E,1,Computer Storage Device Manufacturing,N,N,null,Y
334113,486D34788DEFC267E0404F8189D8349E,1,Computer Terminal Manufacturing,N,N,null,Y
334119,486D34788DF0C267E0404F8189D8349E,1,Other Computer Peripheral Equipment Manufacturing,N,N,null,Y
3341191,486D3478909DC267E0404F8189D8349E,1,New toner purchases,N,N,null,Y
3341192,486D3478909EC267E0404F8189D8349E,1,Remanufactured toner,N,N,null,Y
3342,486D34788864C267E0404F8189D8349E,1,Communications Equipment Manufacturing,Y,N,null,Y
33421,486D34788A1AC267E0404F8189D8349E,1,Telephone Apparatus Manufacturing,Y,N,null,Y
334210,486D34788DF1C267E0404F8189D8349E,1,Telephone Apparatus Manufacturing,N,N,null,Y
33422,486D34788A1BC267E0404F8189D8349E,1,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Y,N,null,Y
334220,486D34788DF2C267E0404F8189D8349E,1,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,N,N,null,Y
33429,486D34788A1CC267E0404F8189D8349E,1,Other Communications Equipment Manufacturing,Y,N,null,Y
334290,486D34788DF3C267E0404F8189D8349E,1,Other Communications Equipment Manufacturing,N,N,null,Y
3343,486D34788865C267E0404F8189D8349E,1,Audio and Video Equipment Manufacturing,Y,N,null,Y
33431,486D34788A1DC267E0404F8189D8349E,1,Audio and Video Equipment Manufacturing,Y,N,null,Y
334310,486D34788DF4C267E0404F8189D8349E,1,Audio and Video Equipment Manufacturing,N,N,null,Y
3344,486D34788866C267E0404F8189D8349E,1,Semiconductor and Other Electronic Component Manufacturing,Y,N,null,Y
33441,486D34788A1EC267E0404F8189D8349E,1,Semiconductor and Other Electronic Component Manufacturing,Y,N,null,Y
334411,486D34788DF5C267E0404F8189D8349E,1,Electron Tube Manufacturing,N,N,null,Y
334412,486D34788DF6C267E0404F8189D8349E,1,Bare Printed Circuit Board Manufacturing,N,N,null,Y
334413,486D34788DF7C267E0404F8189D8349E,1,Semiconductor and Related Device Manufacturing,N,N,null,Y
334414,486D34788DF8C267E0404F8189D8349E,1,Electronic Capacitor Manufacturing,N,N,null,Y
334415,486D34788DF9C267E0404F8189D8349E,1,Electronic Resistor Manufacturing,N,N,null,Y
334416,486D34788DFAC267E0404F8189D8349E,1,Electronic Coil  Transformer  and Other Inductor Manufacturing,N,N,null,Y
334417,486D34788DFBC267E0404F8189D8349E,1,Electronic Connector Manufacturing,N,N,null,Y
334418,486D34788DFCC267E0404F8189D8349E,1,Printed Circuit Assembly (Electronic Assembly) Manufacturing,N,N,null,Y
334419,486D34788DFDC267E0404F8189D8349E,1,Other Electronic Component Manufacturing,N,N,null,Y
3345,486D34788867C267E0404F8189D8349E,1,Navigational  Measuring  Electromedical  and Control Instruments Manufacturing,Y,N,null,Y
33451,486D34788A1FC267E0404F8189D8349E,1,Navigational  Measuring  Electromedical  and Control Instruments Manufacturing,Y,N,null,Y
334510,486D34788DFEC267E0404F8189D8349E,1,Electromedical and Electrotherapeutic Apparatus Manufacturing,N,N,null,Y
334511,486D34788DFFC267E0404F8189D8349E,1,Search  Detection  Navigation  Guidance  Aeronautical  and Nautical System and Instrument Manufacturing,N,N,null,Y
334512,486D34788E00C267E0404F8189D8349E,1,Automatic Environmental Control Manufacturing for Residential  Commercial  and Appliance Use,N,N,null,Y
334513,486D347890A2C267E0404F8189D8349E,1,Instruments and Related Products Manufacturing for Measuring  Displaying  and Controlling Industrial Process Variables,N,N,null,Y
334514,486D34788E01C267E0404F8189D8349E,1,Totalizing Fluid Meter and Counting Device Manufacturing,N,N,null,Y
334515,486D34788E02C267E0404F8189D8349E,1,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,N,N,null,Y
334516,486D34788E03C267E0404F8189D8349E,1,Analytical Laboratory Instrument Manufacturing,N,N,null,Y
334517,486D34788E04C267E0404F8189D8349E,1,Irradiation Apparatus Manufacturing,N,N,null,Y
334518,486D34788E05C267E0404F8189D8349E,1,Watch  Clock  and Part Manufacturing,N,N,null,Y
334519,486D34788E06C267E0404F8189D8349E,1,Other Measuring and Controlling Device Manufacturing,N,N,null,Y
3346,486D34788868C267E0404F8189D8349E,1,Manufacturing and Reproducing Magnetic and Optical Media,Y,N,null,Y
33461,486D34788A20C267E0404F8189D8349E,1,Manufacturing and Reproducing Magnetic and Optical Media,Y,N,null,Y
334611,486D34788E07C267E0404F8189D8349E,1,Software Reproducing,N,N,null,Y
334612,486D34788E08C267E0404F8189D8349E,1,Prerecorded Compact Disc (except Software)  Tape  and Record Reproducing,N,N,null,Y
334613,486D34788E09C267E0404F8189D8349E,1,Magnetic and Optical Recording Media Manufacturing,N,N,null,Y
335,486D347887B8C267E0404F8189D8349E,1,Electrical Equipment  Appliance  and Component Manufacturing,Y,N,null,Y
3351,486D34788869C267E0404F8189D8349E,1,Electric Lighting Equipment Manufacturing,Y,N,null,Y
33511,486D34788A21C267E0404F8189D8349E,1,Electric Lamp Bulb and Part Manufacturing,Y,N,null,Y
335110,486D34788E0AC267E0404F8189D8349E,1,Electric Lamp Bulb and Part Manufacturing,N,N,null,Y
33512,486D34788A22C267E0404F8189D8349E,1,Lighting Fixture Manufacturing,Y,N,null,Y
335121,486D34788E0BC267E0404F8189D8349E,1,Residential Electric Lighting Fixture Manufacturing,N,N,null,Y
335122,486D34788E0CC267E0404F8189D8349E,1,Commercial  Industrial  and Institutional Electric Lighting Fixture Manufacturing,N,N,null,Y
335129,486D34788E0DC267E0404F8189D8349E,1,Other Lighting Equipment Manufacturing,N,N,null,Y
3352,486D3478886AC267E0404F8189D8349E,1,Household Appliance Manufacturing,Y,N,null,Y
33521,486D34788A23C267E0404F8189D8349E,1,Small Electrical Appliance Manufacturing,Y,N,null,Y
335211,486D34788E0EC267E0404F8189D8349E,1,Electric Housewares and Household Fan Manufacturing,N,N,null,Y
335212,486D34788E0FC267E0404F8189D8349E,1,Household Vacuum Cleaner Manufacturing,N,N,null,Y
33522,486D34788A24C267E0404F8189D8349E,1,Major Appliance Manufacturing,Y,N,null,Y
335221,486D34788E10C267E0404F8189D8349E,1,Household Cooking Appliance Manufacturing,N,N,null,Y
335222,486D34788E11C267E0404F8189D8349E,1,Household Refrigerator and Home Freezer Manufacturing,N,N,null,Y
335224,486D34788E12C267E0404F8189D8349E,1,Household Laundry Equipment Manufacturing,N,N,null,Y
335228,486D34788E13C267E0404F8189D8349E,1,Other Major Household Appliance Manufacturing,N,N,null,Y
3353,486D3478886BC267E0404F8189D8349E,1,Electrical Equipment Manufacturing,Y,N,null,Y
33531,486D34788A25C267E0404F8189D8349E,1,Electrical Equipment Manufacturing,Y,N,null,Y
335311,486D34788E14C267E0404F8189D8349E,1,Power  Distribution  and Specialty Transformer Manufacturing,N,N,null,Y
335312,486D34788E15C267E0404F8189D8349E,1,Motor and Generator Manufacturing,N,N,null,Y
335313,486D34788E16C267E0404F8189D8349E,1,Switchgear and Switchboard Apparatus Manufacturing,N,N,null,Y
335314,486D34788E17C267E0404F8189D8349E,1,Relay and Industrial Control Manufacturing,N,N,null,Y
3359,486D3478886CC267E0404F8189D8349E,1,Other Electrical Equipment and Component Manufacturing,Y,N,null,Y
33591,486D34788A26C267E0404F8189D8349E,1,Battery Manufacturing,Y,N,null,Y
335911,486D34788E18C267E0404F8189D8349E,1,Storage Battery Manufacturing,N,N,null,Y
335912,486D34788E19C267E0404F8189D8349E,1,Primary Battery Manufacturing,N,N,null,Y
33592,486D34788A27C267E0404F8189D8349E,1,Communication and Energy Wire and Cable Manufacturing,Y,N,null,Y
335921,486D34788E1AC267E0404F8189D8349E,1,Fiber Optic Cable Manufacturing,N,N,null,Y
335929,486D34788E1BC267E0404F8189D8349E,1,Other Communication and Energy Wire Manufacturing,N,N,null,Y
33593,486D34788A28C267E0404F8189D8349E,1,Wiring Device Manufacturing,Y,N,null,Y
335931,486D34788E1CC267E0404F8189D8349E,1,Current-Carrying Wiring Device Manufacturing,N,N,null,Y
335932,486D34788E1DC267E0404F8189D8349E,1,Noncurrent-Carrying Wiring Device Manufacturing,N,N,null,Y
33599,486D34788A29C267E0404F8189D8349E,1,All Other Electrical Equipment and Component Manufacturing,Y,N,null,Y
335991,486D34788E1EC267E0404F8189D8349E,1,Carbon and Graphite Product Manufacturing,N,N,null,Y
335999,486D34788E1FC267E0404F8189D8349E,1,All Other Miscellaneous Electrical Equipment and Component Manufacturing,N,N,null,Y
336,486D347887B9C267E0404F8189D8349E,1,Transportation Equipment Manufacturing,Y,N,null,Y
3361,486D3478886DC267E0404F8189D8349E,1,Motor Vehicle Manufacturing,Y,N,null,Y
33611,486D34788A2AC267E0404F8189D8349E,1,Automobile and Light Duty Motor Vehicle Manufacturing,Y,N,null,Y
336111,486D34788E20C267E0404F8189D8349E,1,Automobile Manufacturing,N,N,null,Y
336112,486D34788E21C267E0404F8189D8349E,1,Light Truck and Utility Vehicle Manufacturing,N,N,null,Y
33612,486D34788A2BC267E0404F8189D8349E,1,Heavy Duty Truck Manufacturing,Y,N,null,Y
336120,486D34788E22C267E0404F8189D8349E,1,Heavy Duty Truck Manufacturing,N,N,null,Y
3362,486D3478886EC267E0404F8189D8349E,1,Motor Vehicle Body and Trailer Manufacturing,Y,N,null,Y
33621,486D34788A2CC267E0404F8189D8349E,1,Motor Vehicle Body and Trailer Manufacturing,Y,N,null,Y
336211,486D34788E23C267E0404F8189D8349E,1,Motor Vehicle Body Manufacturing,N,N,null,Y
336212,486D34788E24C267E0404F8189D8349E,1,Truck Trailer Manufacturing,N,N,null,Y
336213,486D34788E25C267E0404F8189D8349E,1,Motor Home Manufacturing,N,N,null,Y
336214,486D34788E26C267E0404F8189D8349E,1,Travel Trailer and Camper Manufacturing,N,N,null,Y
3363,486D3478886FC267E0404F8189D8349E,1,Motor Vehicle Parts Manufacturing,Y,N,null,Y
33631,486D34788A2DC267E0404F8189D8349E,1,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Y,N,null,Y
336311,486D34788E27C267E0404F8189D8349E,1,Carburetor  Piston  Piston Ring  and Valve Manufacturing,N,N,null,Y
336312,486D34788E28C267E0404F8189D8349E,1,Gasoline Engine and Engine Parts Manufacturing,N,N,null,Y
33632,486D34788A2EC267E0404F8189D8349E,1,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Y,N,null,Y
336321,486D34788E29C267E0404F8189D8349E,1,Vehicular Lighting Equipment Manufacturing,N,N,null,Y
336322,486D34788E2AC267E0404F8189D8349E,1,Other Motor Vehicle Electrical and Electronic Equipment Manufacturing,N,N,null,Y
33633,486D34788A2FC267E0404F8189D8349E,1,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Y,N,null,Y
336330,486D34788E2BC267E0404F8189D8349E,1,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,N,N,null,Y
33634,486D34788A30C267E0404F8189D8349E,1,Motor Vehicle Brake System Manufacturing,Y,N,null,Y
336340,486D34788E2CC267E0404F8189D8349E,1,Motor Vehicle Brake System Manufacturing,N,N,null,Y
33635,486D34788A31C267E0404F8189D8349E,1,Motor Vehicle Transmission and Power Train Parts Manufacturing,Y,N,null,Y
336350,486D34788E2DC267E0404F8189D8349E,1,Motor Vehicle Transmission and Power Train Parts Manufacturing,N,N,null,Y
33636,486D34788A32C267E0404F8189D8349E,1,Motor Vehicle Seating and Interior Trim Manufacturing,Y,N,null,Y
336360,486D34788E2EC267E0404F8189D8349E,1,Motor Vehicle Seating and Interior Trim Manufacturing,N,N,null,Y
33637,486D34788A33C267E0404F8189D8349E,1,Motor Vehicle Metal Stamping,Y,N,null,Y
336370,486D34788E2FC267E0404F8189D8349E,1,Motor Vehicle Metal Stamping,N,N,null,Y
33639,486D34788A34C267E0404F8189D8349E,1,Other Motor Vehicle Parts Manufacturing,Y,N,null,Y
336391,486D34788E30C267E0404F8189D8349E,1,Motor Vehicle Air-Conditioning Manufacturing,N,N,null,Y
336399,486D34788E31C267E0404F8189D8349E,1,All Other Motor Vehicle Parts Manufacturing,N,N,null,Y
3364,486D34788870C267E0404F8189D8349E,1,Aerospace Product and Parts Manufacturing,Y,N,null,Y
33641,486D34788A35C267E0404F8189D8349E,1,Aerospace Product and Parts Manufacturing,Y,N,null,Y
336411,486D34788E32C267E0404F8189D8349E,1,Aircraft Manufacturing,N,N,null,Y
336412,486D34788E33C267E0404F8189D8349E,1,Aircraft Engine and Engine Parts Manufacturing,N,N,null,Y
336413,486D34788E34C267E0404F8189D8349E,1,Other Aircraft Parts and Auxiliary Equipment Manufacturing,N,N,null,Y
336414,486D34788E35C267E0404F8189D8349E,1,Guided Missile and Space Vehicle Manufacturing,N,N,null,Y
336415,486D34788E36C267E0404F8189D8349E,1,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,N,N,null,Y
336419,486D34788E37C267E0404F8189D8349E,1,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,N,N,null,Y
3365,486D34788871C267E0404F8189D8349E,1,Railroad Rolling Stock Manufacturing,Y,N,null,Y
33651,486D34788A36C267E0404F8189D8349E,1,Railroad Rolling Stock Manufacturing,Y,N,null,Y
336510,486D34788E38C267E0404F8189D8349E,1,Railroad Rolling Stock Manufacturing,N,N,null,Y
3366,486D34788872C267E0404F8189D8349E,1,Ship and Boat Building,Y,N,null,Y
33661,486D34788A37C267E0404F8189D8349E,1,Ship and Boat Building,Y,N,null,Y
336611,486D34788E39C267E0404F8189D8349E,1,Ship Building and Repairing,N,N,null,Y
336612,486D34788E3AC267E0404F8189D8349E,1,Boat Building,N,N,null,Y
3369,486D34788873C267E0404F8189D8349E,1,Other Transportation Equipment Manufacturing,Y,N,null,Y
33699,486D34788A38C267E0404F8189D8349E,1,Other Transportation Equipment Manufacturing,Y,N,null,Y
336991,486D34788E3BC267E0404F8189D8349E,1,Motorcycle  Bicycle  and Parts Manufacturing,N,N,null,Y
336992,486D34788E3CC267E0404F8189D8349E,1,Military Armored Vehicle  Tank  and Tank Component Manufacturing,N,N,null,Y
336999,486D34788E3DC267E0404F8189D8349E,1,All Other Transportation Equipment Manufacturing,N,N,null,Y
337,486D347887BAC267E0404F8189D8349E,1,Furniture and Related Product Manufacturing,Y,N,null,Y
3371,486D34788874C267E0404F8189D8349E,1,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Y,N,null,Y
33711,486D34788A39C267E0404F8189D8349E,1,Wood Kitchen Cabinet and Countertop Manufacturing,Y,N,null,Y
337110,486D34788E3EC267E0404F8189D8349E,1,Wood Kitchen Cabinet and Countertop Manufacturing,N,N,null,Y
33712,486D34788A3AC267E0404F8189D8349E,1,Household and Institutional Furniture Manufacturing,Y,N,null,Y
337121,486D34788E3FC267E0404F8189D8349E,1,Upholstered Household Furniture Manufacturing,N,N,null,Y
337122,486D34788E40C267E0404F8189D8349E,1,Nonupholstered Wood Household Furniture Manufacturing,N,N,null,Y
337124,486D34788E41C267E0404F8189D8349E,1,Metal Household Furniture Manufacturing,N,N,null,Y
337125,486D34788E42C267E0404F8189D8349E,1,Household Furniture (except Wood and Metal) Manufacturing,N,N,null,Y
337127,486D34788E43C267E0404F8189D8349E,1,Institutional Furniture Manufacturing,N,N,null,Y
337129,486D34788E44C267E0404F8189D8349E,1,Wood Television  Radio  and Sewing Machine Cabinet Manufacturing,N,N,null,Y
3372,486D34788875C267E0404F8189D8349E,1,Office Furniture (including Fixtures) Manufacturing,Y,N,null,Y
33721,486D34788A3BC267E0404F8189D8349E,1,Office Furniture (including Fixtures) Manufacturing,Y,N,null,Y
337211,486D34788E45C267E0404F8189D8349E,1,Wood Office Furniture Manufacturing,N,N,null,Y
337212,486D34788E46C267E0404F8189D8349E,1,Custom Architectural Woodwork and Millwork Manufacturing,N,N,null,Y
337214,486D34788E47C267E0404F8189D8349E,1,Office Furniture (except Wood) Manufacturing,N,N,null,Y
337215,486D34788E48C267E0404F8189D8349E,1,Showcase  Partition  Shelving  and Locker Manufacturing,N,N,null,Y
3379,486D34788876C267E0404F8189D8349E,1,Other Furniture Related Product Manufacturing,Y,N,null,Y
33791,486D34788A3CC267E0404F8189D8349E,1,Mattress Manufacturing,Y,N,null,Y
337910,486D34788E49C267E0404F8189D8349E,1,Mattress Manufacturing,N,N,null,Y
33792,486D34788A3DC267E0404F8189D8349E,1,Blind and Shade Manufacturing,Y,N,null,Y
337920,486D34788E4AC267E0404F8189D8349E,1,Blind and Shade Manufacturing,N,N,null,Y
339,486D347887BBC267E0404F8189D8349E,1,Miscellaneous Manufacturing,Y,N,null,Y
3391,486D34788877C267E0404F8189D8349E,1,Medical Equipment and Supplies Manufacturing,Y,N,null,Y
33911,486D34788A3EC267E0404F8189D8349E,1,Medical Equipment and Supplies Manufacturing,Y,N,null,Y
339112,486D34788E4BC267E0404F8189D8349E,1,Surgical and Medical Instrument Manufacturing,N,N,null,Y
3323,486D34788855C267E0404F8189D8349E,1,Architectural and Structural Metals Manufacturing,Y,N,null,Y
33231,486D34788A00C267E0404F8189D8349E,1,Plate Work and Fabricated Structural Product Manufacturing,Y,N,null,Y
332311,486D34788D9CC267E0404F8189D8349E,1,Prefabricated Metal Building and Component Manufacturing,N,N,null,Y
332312,486D34788D9DC267E0404F8189D8349E,1,Fabricated Structural Metal Manufacturing,N,N,null,Y
332313,486D34788D9EC267E0404F8189D8349E,1,Plate Work Manufacturing,N,N,null,Y
33232,486D34788A01C267E0404F8189D8349E,1,Ornamental and Architectural Metal Products Manufacturing,Y,N,null,Y
332321,486D34788D9FC267E0404F8189D8349E,1,Metal Window and Door Manufacturing,N,N,null,Y
332322,486D34788DA0C267E0404F8189D8349E,1,Sheet Metal Work Manufacturing,N,N,null,Y
332323,486D34788DA1C267E0404F8189D8349E,1,Ornamental and Architectural Metal Work Manufacturing,N,N,null,Y
3324,486D34788856C267E0404F8189D8349E,1,Boiler  Tank  and Shipping Container Manufacturing,Y,N,null,Y
33241,486D34788A02C267E0404F8189D8349E,1,Power Boiler and Heat Exchanger Manufacturing,Y,N,null,Y
332410,486D34788DA2C267E0404F8189D8349E,1,Power Boiler and Heat Exchanger Manufacturing,N,N,null,Y
33242,486D34788A03C267E0404F8189D8349E,1,Metal Tank (Heavy Gauge) Manufacturing,Y,N,null,Y
332420,486D34788DA3C267E0404F8189D8349E,1,Metal Tank (Heavy Gauge) Manufacturing,N,N,null,Y
33243,486D34788A04C267E0404F8189D8349E,1,Metal Can  Box  and Other Metal Container (Light Gauge) Manufacturing,Y,N,null,Y
332431,486D34788DA4C267E0404F8189D8349E,1,Metal Can Manufacturing,N,N,null,Y
332439,486D34788DA5C267E0404F8189D8349E,1,Other Metal Container Manufacturing,N,N,null,Y
3325,486D34788857C267E0404F8189D8349E,1,Hardware Manufacturing,Y,N,null,Y
33251,486D34788A05C267E0404F8189D8349E,1,Hardware Manufacturing,Y,N,null,Y
332510,486D34788DA6C267E0404F8189D8349E,1,Hardware Manufacturing,N,N,null,Y
3326,486D34788858C267E0404F8189D8349E,1,Spring and Wire Product Manufacturing,Y,N,null,Y
33261,486D34788A06C267E0404F8189D8349E,1,Spring and Wire Product Manufacturing,Y,N,null,Y
332611,486D34788DA7C267E0404F8189D8349E,1,Spring (Heavy Gauge) Manufacturing,N,N,null,Y
332612,486D34788DA8C267E0404F8189D8349E,1,Spring (Light Gauge) Manufacturing,N,N,null,Y
332618,486D34788DA9C267E0404F8189D8349E,1,Other Fabricated Wire Product Manufacturing,N,N,null,Y
3327,486D34788859C267E0404F8189D8349E,1,Machine Shops; Turned Product; and Screw  Nut  and Bolt Manufacturing,Y,N,null,Y
33271,486D34788A07C267E0404F8189D8349E,1,Machine Shops,Y,N,null,Y
332710,486D34788DAAC267E0404F8189D8349E,1,Machine Shops,N,N,null,Y
33272,486D34788A08C267E0404F8189D8349E,1,Turned Product and Screw  Nut  and Bolt Manufacturing,Y,N,null,Y
332721,486D34788DABC267E0404F8189D8349E,1,Precision Turned Product Manufacturing,N,N,null,Y
332722,486D34788DACC267E0404F8189D8349E,1,Bolt  Nut  Screw  Rivet  and Washer Manufacturing,N,N,null,Y
3328,486D3478885AC267E0404F8189D8349E,1,Coating  Engraving  Heat Treating  and Allied Activities,Y,N,null,Y
33281,486D34788A09C267E0404F8189D8349E,1,Coating  Engraving  Heat Treating  and Allied Activities,Y,N,null,Y
332811,486D34788DADC267E0404F8189D8349E,1,Metal Heat Treating,N,N,null,Y
332812,486D34788DAEC267E0404F8189D8349E,1,Metal Coating  Engraving (except Jewelry and Silverware)  and Allied Services to Manufacturers,N,N,null,Y
332813,486D34788DAFC267E0404F8189D8349E,1,Electroplating  Plating  Polishing  Anodizing  and Coloring,N,N,null,Y
3329,486D3478885BC267E0404F8189D8349E,1,Other Fabricated Metal Product Manufacturing,Y,N,null,Y
33291,486D34788A0AC267E0404F8189D8349E,1,Metal Valve Manufacturing,Y,N,null,Y
332911,486D34788DB0C267E0404F8189D8349E,1,Industrial Valve Manufacturing,N,N,null,Y
332912,486D34788DB1C267E0404F8189D8349E,1,Fluid Power Valve and Hose Fitting Manufacturing,N,N,null,Y
332913,486D34788DB2C267E0404F8189D8349E,1,Plumbing Fixture Fitting and Trim Manufacturing,N,N,null,Y
332919,486D34788DB3C267E0404F8189D8349E,1,Other Metal Valve and Pipe Fitting Manufacturing,N,N,null,Y
33299,486D34788A0BC267E0404F8189D8349E,1,All Other Fabricated Metal Product Manufacturing,Y,N,null,Y
332991,486D34788DB4C267E0404F8189D8349E,1,Ball and Roller Bearing Manufacturing,N,N,null,Y
332992,486D34788DB5C267E0404F8189D8349E,1,Small Arms Ammunition Manufacturing,N,N,null,Y
332993,486D34788DB6C267E0404F8189D8349E,1,Ammunition (except Small Arms) Manufacturing,N,N,null,Y
332994,486D34788DB7C267E0404F8189D8349E,1,Small Arms Manufacturing,N,N,null,Y
332995,486D34788DB8C267E0404F8189D8349E,1,Other Ordnance and Accessories Manufacturing,N,N,null,Y
332996,486D34788DB9C267E0404F8189D8349E,1,Fabricated Pipe and Pipe Fitting Manufacturing,N,N,null,Y
332997,486D34788DBAC267E0404F8189D8349E,1,Industrial Pattern Manufacturing,N,N,null,Y
332998,486D34788DBBC267E0404F8189D8349E,1,Enameled Iron and Metal Sanitary Ware Manufacturing,N,N,null,Y
332999,486D34788DBCC267E0404F8189D8349E,1,All Other Miscellaneous Fabricated Metal Product Manufacturing,N,N,null,Y
333,486D347887B6C267E0404F8189D8349E,1,Machinery Manufacturing,Y,N,null,Y
3331,486D3478885CC267E0404F8189D8349E,1,Agriculture  Construction  and Mining Machinery Manufacturing,Y,N,null,Y
33311,486D34788A0CC267E0404F8189D8349E,1,Agricultural Implement Manufacturing,Y,N,null,Y
333111,486D34788DBDC267E0404F8189D8349E,1,Farm Machinery and Equipment Manufacturing,N,N,null,Y
333112,486D34788DBEC267E0404F8189D8349E,1,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,N,N,null,Y
33312,486D34788A0DC267E0404F8189D8349E,1,Construction Machinery Manufacturing,Y,N,null,Y
333120,486D34788DBFC267E0404F8189D8349E,1,Construction Machinery Manufacturing,N,N,null,Y
33313,486D34788A0EC267E0404F8189D8349E,1,Mining and Oil and Gas Field Machinery Manufacturing,Y,N,null,Y
333131,486D34788DC0C267E0404F8189D8349E,1,Mining Machinery and Equipment Manufacturing,N,N,null,Y
333132,486D34788DC1C267E0404F8189D8349E,1,Oil and Gas Field Machinery and Equipment Manufacturing,N,N,null,Y
3332,486D3478885DC267E0404F8189D8349E,1,Industrial Machinery Manufacturing,Y,N,null,Y
33321,486D34788A0FC267E0404F8189D8349E,1,Sawmill and Woodworking Machinery Manufacturing,Y,N,null,Y
333210,486D34788DC2C267E0404F8189D8349E,1,Sawmill and Woodworking Machinery Manufacturing,N,N,null,Y
33322,486D34788A10C267E0404F8189D8349E,1,Plastics and Rubber Industry Machinery Manufacturing,Y,N,null,Y
333220,486D34788DC3C267E0404F8189D8349E,1,Plastics and Rubber Industry Machinery Manufacturing,N,N,null,Y
33329,486D34788A11C267E0404F8189D8349E,1,Other Industrial Machinery Manufacturing,Y,N,null,Y
333291,486D34788DC4C267E0404F8189D8349E,1,Paper Industry Machinery Manufacturing,N,N,null,Y
333292,486D34788DC5C267E0404F8189D8349E,1,Textile Machinery Manufacturing,N,N,null,Y
333293,486D34788DC6C267E0404F8189D8349E,1,Printing Machinery and Equipment Manufacturing,N,N,null,Y
333294,486D34788DC7C267E0404F8189D8349E,1,Food Product Machinery Manufacturing,N,N,null,Y
333295,486D34788DC8C267E0404F8189D8349E,1,Semiconductor Machinery Manufacturing,N,N,null,Y
333298,486D34788DC9C267E0404F8189D8349E,1,All Other Industrial Machinery Manufacturing,N,N,null,Y
315222,486D34788CDFC267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Suit  Coat  and Overcoat Manufacturing,N,N,null,Y
315223,486D34788CE0C267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing,N,N,null,Y
315224,486D34788CE1C267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Trouser  Slack  and Jean Manufacturing,N,N,null,Y
315225,486D34788CE2C267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Work Clothing Manufacturing,N,N,null,Y
315228,486D34788CE3C267E0404F8189D8349E,1,Men's and Boys' Cut and Sew Other Outerwear Manufacturing,N,N,null,Y
