FIN_COA_CD,ACCOUNT_NBR,SUB_ACCT_NBR,OBJ_ID,VER_NBR,SUB_ACCT_NM,SUB_ACCT_ACTV_CD,FIN_RPT_CHRT_CD,FIN_RPT_ORG_CD,FIN_RPT_CD
BL,1031400,M4672,30B03A98AFE6A1FAE043814FD881A1FA,1,FINN MATCHING 4631672,Y,null,null,null
BL,1031400,MBK,0395AAE3A2DA9478E043814FD8819478,1,MATT BLANKENSHIP,Y,null,null,null
BL,1031400,MBT,0395AAE3A2DB9478E043814FD8819478,1,MARK BLAIR TEACHING,N,null,null,null
BL,1031400,MCAD,0395AAE3A33C9478E043814FD8819478,1,MARIA CASSAR DEPARTMENTAL,Y,null,null,null
BL,1031400,MCAT,0395AAE3A33B9478E043814FD8819478,1,MARIA CASSAR TEACHING,Y,null,null,null
BL,1031400,MEDIA,0395AAE3A33F9478E043814FD8819478,1,MEDIA COMMUNICATIONS,Y,null,null,null
BL,1031400,MGT,0395AAE3A2DC9478E043814FD8819478,1,MIKE GOLDSTEIN,Y,null,null,null
BL,1031400,MJD,473B191006730BC7E0404F8189D810E7,1,MICHAEL JONES DEPARTMENT,Y,null,null,null
BL,1031400,MMD,0395AAE3A3399478E043814FD8819478,1,MARK MCKELLOP DEPARTMENTAL,Y,null,null,null
BL,1031400,MMT,0395AAE3A2DD9478E043814FD8819478,1,MARK MCKELLOP TEACHING,Y,null,null,null
BL,1031400,MWAD,0395AAE3A37B9478E043814FD8819478,1,MICHAEL WALKER DEPARTMENTAL,Y,null,null,null
BL,1031400,MWD,0395AAE3A2DE9478E043814FD8819478,1,MEREDITH WEST DEPARTMENT,Y,null,null,null
BL,1031400,MWT,0395AAE3A2DF9478E043814FD8819478,1,MEREDITH WEST TEACHING,Y,null,null,null
BL,1031400,NET,0395AAE3A32F9478E043814FD8819478,1,DEPARTMENTAL NETWORKING,Y,null,null,null
BL,1031400,NLD,0395AAE3A2E09478E043814FD8819478,1,NIRA LIBERMAN DEPARTMENT,Y,null,null,null
BL,1031400,NLT,0395AAE3A2E19478E043814FD8819478,1,NIRA LIBERMAN TEACHING,Y,null,null,null
BL,1031400,NSMT,0395AAE3A2E29478E043814FD8819478,1,NATALIE SMUTZLER,Y,null,null,null
BL,1031400,NST,0395AAE3A2E39478E043814FD8819478,1,NORM SLAMECKA,N,null,null,null
BL,1031400,OCT,0395AAE3A2E49478E043814FD8819478,1,O. CEVIK,Y,null,null,null
BL,1031400,OSD,0395AAE3A32D9478E043814FD8819478,1,OLAF SPORNS DEPARTMENTAL,Y,null,null,null
BL,1031400,OST,0395AAE3A32E9478E043814FD8819478,1,OLAF SPORNS TEACHING,Y,null,null,null
BL,1031400,PFD,0395AAE3A2E59478E043814FD8819478,1,PETER FINN DEPARTMENT,Y,null,null,null
BL,1031400,PFT,0395AAE3A2E69478E043814FD8819478,1,PETER FINN TEACHING,Y,null,null,null
BL,1031400,PGD,0395AAE3A2E79478E043814FD8819478,1,PRESTON GARRAGHTY DEPARTMENT,Y,null,null,null
BL,1031400,PGT,0395AAE3A2E89478E043814FD8819478,1,PRESTON GARRAGHTY TEACHING,Y,null,null,null
BL,1031400,PND,0395AAE3A2E99478E043814FD8819478,1,PAULA NIEDENTHAL DEPARTMENT,N,null,null,null
BL,1031400,PNT,0395AAE3A2EA9478E043814FD8819478,1,PAULA NIEDENTHAL TEACHING,N,null,null,null
BL,1031400,PRINT,0395AAE3A2EB9478E043814FD8819478,1,LAN PRINTER SUPPLIES,Y,null,null,null
BL,1031400,PSD,0395AAE3A35D9478E043814FD8819478,1,PHIL SUMMERS DEPARTMENTAL,Y,null,null,null
BL,1031400,PTD,473B191006590BC7E0404F8189D810E7,1,PETER TODD DEPARTMENTAL,Y,null,null,null
BL,1031400,REC,0395AAE3A2EC9478E043814FD8819478,1,FACULTY RECRUITMENT,Y,null,null,null
BL,1031400,RET,0395AAE3A2ED9478E043814FD8819478,1,RETIRED FACULTY,Y,null,null,null
BL,1031400,RFD,0395AAE3A2EE9478E043814FD8819478,1,RUSS FAZIO DEPARTMENT,Y,null,null,null
BL,1031400,RFT,0395AAE3A2EF9478E043814FD8819478,1,RUSS FAZIO TEACHING,Y,null,null,null
BL,1031400,RGD,0395AAE3A2F09478E043814FD8819478,1,ROB GOLDSTONE DEPARTMENT,Y,null,null,null
BL,1031400,RGT,0395AAE3A2F19478E043814FD8819478,1,ROB GOLDSTONE TEACHING,Y,null,null,null
BL,1031400,RMD,0395AAE3A2F29478E043814FD8819478,1,RICHARD MCFALL DEPARTMENT,Y,null,null,null
BL,1031400,RMT,0395AAE3A2F39478E043814FD8819478,1,RICHARD MCFALL TEACHING,Y,null,null,null
BL,1031400,RND,0395AAE3A2F49478E043814FD8819478,1,ROB NOSOFSKY DEPARTMENT,Y,null,null,null
BL,1031400,RNT,0395AAE3A2F59478E043814FD8819478,1,ROB NOSOFSKY TEACHING,Y,null,null,null
BL,1031400,RRD,0395AAE3A2F69478E043814FD8819478,1,Richard Rose Department,Y,null,null,null
BL,1031400,RRT,0395AAE3A2F79478E043814FD8819478,1,Richard Rose Teaching,Y,null,null,null
BL,1031400,RSD,0395AAE3A2F89478E043814FD8819478,1,Richard Shiffrin Department,Y,null,null,null
BL,1031400,RSMT,0395AAE3A2F99478E043814FD8819478,1,RODERICK SMITH,Y,null,null,null
BL,1031400,RST,0395AAE3A2FA9478E043814FD8819478,1,Richard Shiffrin Teaching,Y,null,null,null
BL,1031400,RVD,0395AAE3A2FB9478E043814FD8819478,1,RICHARD VIKEN DEPARTMENT,Y,null,null,null
BL,1031400,RVILT,0395AAE3A2FC9478E043814FD8819478,1,RON VILLARREAL TEACHING,Y,null,null,null
BL,1031400,RVT,0395AAE3A2FD9478E043814FD8819478,1,RICHARD VIKEN TEACHING,Y,null,null,null
BL,1031400,RWT,0395AAE3A2FE9478E043814FD8819478,1,ROBERT WEISKOPF,Y,null,null,null
BL,1031400,SBD,0395AAE3A3609478E043814FD8819478,1,SHARON BREHM DEPARTMENTAL,Y,null,null,null
BL,1031400,SFT,0395AAE3A2FF9478E043814FD8819478,1,STACY FRAZIER,Y,null,null,null
BL,1031400,SJD,0395AAE3A3009478E043814FD8819478,1,SUSAN JONES DEPARTMENT,Y,null,null,null
BL,1031400,SJT,0395AAE3A3019478E043814FD8819478,1,SUSAN JONES TEACHING,Y,null,null,null
BL,1031400,SMT,0395AAE3A3029478E043814FD8819478,1,STEPHEN MCKINLEY,Y,null,null,null
BL,1031400,SND,0395AAE3A37D9478E043814FD8819478,1,SHARLENE NEWMAN DEPARTMENTAL,Y,null,null,null
BL,1031400,SNT,0395AAE3A37C9478E043814FD8819478,1,SHARLENE NEWMAN TEACHING,Y,null,null,null
BL,1031400,SQD,0395AAE3A3039478E043814FD8819478,1,SARAH QUELLER DEPARTMENT,Y,null,null,null
BL,1031400,SQT,0395AAE3A3049478E043814FD8819478,1,SARAH QUELLER TEACHING,Y,null,null,null
BL,1031400,SSD,0395AAE3A3059478E043814FD8819478,1,Jim Sherman Department,Y,null,null,null
BL,1031400,SSHT,0395AAE3A3069478E043814FD8819478,1,SONYA SHEFFERT,Y,null,null,null
BL,1031400,SST,0395AAE3A3079478E043814FD8819478,1,Jim Sherman Teaching,Y,null,null,null
BL,1031400,STD,473B1910065E0BC7E0404F8189D810E7,1,SCOTT THOMPSON DEPARTMENTAL,Y,null,null,null
BL,1031400,STT,0395AAE3A3089478E043814FD8819478,1,SCOTT THOMPSON TEACHING,Y,null,null,null
BL,1031400,SVAD,473B1910068D0BC7E0404F8189D810E7,1,SARI VAN ANDERS DEPARTMENTAL,Y,null,null,null
BL,1031400,SVAT,473B1910068C0BC7E0404F8189D810E7,1,SARI VAN ANDERS TEACHING,Y,null,null,null
BL,1031400,TBD,0395AAE3A3099478E043814FD8819478,1,TOM BUSEY DEPARTMENT,Y,null,null,null
BL,1031400,TBT,0395AAE3A30A9478E043814FD8819478,1,TOM BUSEY TEACHING,Y,null,null,null
BL,1031400,TECH,473B1910065D0BC7E0404F8189D810E7,1,CLASSROOM TECHNOLOGY SUPPORT,Y,null,null,null
BL,1031400,TJD,0395AAE3A3689478E043814FD8819478,1,THOMAS JAMES DEPARTMENTAL,Y,null,null,null
BL,1031400,TJT,0395AAE3A3699478E043814FD8819478,1,THOMAS JAMES TEACHING,Y,null,null,null
BL,1031400,TTT,0395AAE3A30B9478E043814FD8819478,1,TERESA TREAT,Y,null,null,null
BL,1031400,WFT,0395AAE3A30C9478E043814FD8819478,1,BILL FARRELL,Y,null,null,null
BL,1031400,WGT,0395AAE3A30D9478E043814FD8819478,1,WILLIAM GILKEY,Y,null,null,null
BL,1031400,WHD,0395AAE3A30E9478E043814FD8819478,1,WILLIAM HETRICK DEPARTMENT,Y,null,null,null
BL,1031400,WHT,0395AAE3A30F9478E043814FD8819478,1,WILLIAM HETRICK TEACHING,Y,null,null,null
BL,1031400,WTD,0395AAE3A3109478E043814FD8819478,1,BILL TIMBERLAKE DEPARTMENT,Y,null,null,null
BL,1031400,WTT,0395AAE3A3119478E043814FD8819478,1,BILL TIMBERLAKE TEACHING,Y,null,null,null
BL,1031400,WWT,0395AAE3A3129478E043814FD8819478,1,WENDY WADE,Y,null,null,null
BL,1031400,ZTD,0395AAE3A3549478E043814FD8819478,1,ZACH TORMALA DEPARTMENTAL,Y,null,null,null
BL,1031400,ZTT,0395AAE3A3579478E043814FD8819478,1,ZACH TORMALA TEACHING,Y,null,null,null
BL,2231401,FRSP,473B191006550BC7E0404F8189D810E7,1,FACULTY RESEARCH SUPPORT PROGRAM AWARD,Y,null,null,null
BL,2231405,KUL,3A7DD9104FE41150E043814FD8811150,1,KUALI PURAP,Y,null,null,null
BL,2231407,FRSP,30B03A98AFC1A1FAE043814FD881A1FA,1,FACULTY RESEARCH SUPPORT PROGRAM AWARD,Y,null,null,null
BL,2231411,KUL,C7A598B4-A321-9EA7-F713-01914BAD9E2D,1,KUALI PURAP,Y,null,null,null
BL,2231417,CW,473B1910067F0BC7E0404F8189D810E7,1,CARA WELLMAN FRSP,Y,null,null,null
BL,2231417,CWEQ,473B1910067C0BC7E0404F8189D810E7,1,CARA WELLMAN FRSP EQUIPMENT,Y,null,null,null
BL,2231417,CY,473B1910067D0BC7E0404F8189D810E7,1,CHEN YU FRSP,Y,null,null,null
BL,2231417,HC,30B03A98AFE1A1FAE043814FD881A1FA,1,HU CHENG FRSP,Y,null,null,null
BL,2231417,JC,473B1910067E0BC7E0404F8189D810E7,1,JIM CRAIG FRSP,Y,null,null,null
BL,2231417,LP,3AA607227BF18030E043814FD8818030,1,TEST,Y,null,null,null
BL,2231417,PT,473B1910067B0BC7E0404F8189D810E7,1,PETER TODD/MICHAEL JONES FRSP,Y,null,null,null
BL,2231417,SJ,473B191006800BC7E0404F8189D810E7,1,SUSAN JONES FRSP,Y,null,null,null
BL,2231419,KUL,493A368C-4945-21A6-656F-9B24524A7075,1,KUALI PURAP,Y,null,null,null
BL,2231422,FRSP,30B03A98AFC2A1FAE043814FD881A1FA,1,FACULTY RESEARCH SUPPORT PROGRAM AWARD,Y,null,null,null
BL,2231451,KUL,BC24C82E-C681-0758-E57B-08B729822754,1,KUALI PURAP,Y,null,null,null
BL,2231461,KUL,ADB9F277-2B7D-EE31-196E-1B26F8EB5B66,1,KUALI PURAP,Y,null,null,null
BL,2231479,KUL,A4E5C49E-B294-2114-68DB-14D77CD56AEC,1,KUALI PURAP,Y,null,null,null
BL,2231498,FRSP,473B191006570BC7E0404F8189D810E7,1,FACULTY RESEARCH SUPPORT PROGRAM AWARD,Y,null,null,null
BL,2231576,FRSP,473B191006560BC7E0404F8189D810E7,1,FACULTY RESEARCH SUPPORT PROGRAM AWARD,Y,null,null,null
BL,2331460,P211,473B1910066C0BC7E0404F8189D810E7,1,P211 CLINICAL METHODS,Y,null,null,null
BL,2331474,DIR,473B191006630BC7E0404F8189D810E7,1,TSG DIRECTOR,N,null,null,null
BL,2336320,ACTRT,48B88492B3207FBAE0404F8189D8288D,1,ACCOUNTING ROUNDTABLE,Y,null,null,null
BL,2336320,BUSCF,48B88492B31E7FBAE0404F8189D8288D,1,BUSINESS CAREER FAIR,Y,null,null,null
BL,2336320,CONCF,48B88492B3257FBAE0404F8189D8288D,1,CONSULTING CAREER FAIR,Y,null,null,null
BL,2336320,FINCF,48B88492B3227FBAE0404F8189D8288D,1,FINANCE CAREER FAIR,Y,null,null,null
BL,2336320,FINRT,48B88492B31F7FBAE0404F8189D8288D,1,FINANCE ROUNDTABLE,Y,null,null,null
BL,2336320,IBCE,48B88492B3247FBAE0404F8189D8288D,1,INVESTMENT BANKING CAREER EVENT,Y,null,null,null
BL,2336320,ISRT,48B88492B3217FBAE0404F8189D8288D,1,IS/ODT ROUNDTABLE,Y,null,null,null
BL,2336320,MKTRT,48B88492B3237FBAE0404F8189D8288D,1,MARKETING/MANAGEMENT ROUNDTABLE,Y,null,null,null
BL,4031418,CS001,0395AAE3A3139478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4031436,CS001,0395AAE3A35E9478E043814FD8819478,1,COST SHARE (SOURCE 10-314-00),Y,null,null,null
BL,4031436,CS002,30B03A98AFCDA1FAE043814FD881A1FA,1,COST SHARE SALARY CAP 22-314-44,Y,null,null,null
BL,4031446,INST1,30B03A98AFC6A1FAE043814FD881A1FA,1,COST SHARE 10-314-00,Y,null,null,null
BL,4031446,INST2,30B03A98AFD8A1FAE043814FD881A1FA,1,COST SHARE: NIH SAL CAP SOURCE 10-302-00,Y,null,null,null
BL,4131411,CS001,0395AAE3A34A9478E043814FD8819478,1,COST SHARE SUBACCT-CS001-1031400/4131411,N,null,null,null
BL,4231400,CS001,30B03A98AFB9A1FAE043814FD881A1FA,1,COST SHARE 42-314-00/10-314-00,Y,null,null,null
BL,4231400,CS002,30B03A98AFD0A1FAE043814FD881A1FA,1,COST SHARE 42-314-00/10-253-00,Y,null,null,null
BL,4231400,CS003,30B03A98AFD7A1FAE043814FD881A1FA,1,COST SHARE 22-314-75,Y,null,null,null
BL,4331410,CS001,0395AAE3A3519478E043814FD8819478,1,COST SHARE 1031400,Y,null,null,null
BL,4431422,CS001,0395AAE3A3639478E043814FD8819478,1,COST SHARE 1031400,Y,null,null,null
BL,4431423,CS001,0395AAE3A3669478E043814FD8819478,1,COST SHARE 2323214,N,null,null,null
BL,4431426,CS001,473B1910066A0BC7E0404F8189D810E7,1,COST SHARE 44-314-26/10-314-00,N,null,null,null
BL,4431426,CS002,473B1910066B0BC7E0404F8189D810E7,1,COST SHARE 44-314-26/10-302-00,N,null,null,null
BL,4531413,CS001,0395AAE3A34F9478E043814FD8819478,1,COST SHARE 1031400,N,null,null,null
BL,4631301,INST1,30B03A98AFBCA1FAE043814FD881A1FA,1,SALARY CAP 22-314-66,Y,null,null,null
BL,4631301,INST2,473B1910066D0BC7E0404F8189D810E7,1,SALARY CAP 22-314-66,Y,null,null,null
BL,4631304,CS001,30B03A98AFD3A1FAE043814FD881A1FA,1,COST SHARE  10-314-00  30% PI FTE,Y,null,null,null
BL,4631310,CS001,30B03A98AFE2A1FAE043814FD881A1FA,1,COST SHARE 1031400,Y,null,null,null
BL,4631310,CS002,473B191006830BC7E0404F8189D810E7,1,COST SHARE 1035500,Y,null,null,null
BL,4631311,CS001,30B03A98AFE3A1FAE043814FD881A1FA,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631400,CS001,0395AAE3A3369478E043814FD8819478,1,COST SHARE/10-314-00/GOLDSTONE,N,null,null,null
BL,4631452,CS001,0395AAE3A3149478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631452,CS002,0395AAE3A3159478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631455,CS001,0395AAE3A32A9478E043814FD8819478,1,CS001 1031400,N,null,null,null
BL,4631464,CS001,0395AAE3A3169478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631471,CS001,0395AAE3A3179478E043814FD8819478,1,COST SHARE  SOURCE ACCT. 10-314-00,N,null,null,null
BL,4631480,CS001,0395AAE3A3189478E043814FD8819478,1,COST SHARE  10-314-00,N,null,null,null
BL,4631483,CS001,0395AAE3A3199478E043814FD8819478,1,CSOO1 SOURCE 1031400,N,null,null,null
BL,4631485,CS001,0395AAE3A31A9478E043814FD8819478,1,COST SHARE 10-314-00,N,null,null,null
BL,4631489,CS001,0395AAE3A31B9478E043814FD8819478,1,COST SHARE 1031400,N,null,null,null
BL,4631492,CS001,0395AAE3A31C9478E043814FD8819478,1,COST SHARE 1031400,N,null,null,null
BL,4631493,CS001,0395AAE3A31D9478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631494,CS001,0395AAE3A31E9478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631506,CS001,0395AAE3A31F9478E043814FD8819478,1,COST SHARE 10-314-00,N,null,null,null
BL,4631518,CS001,0395AAE3A3209478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631520,CS001,0395AAE3A3219478E043814FD8819478,1,COST SHARE,N,null,null,null
BL,4631526,CS001,0395AAE3A3229478E043814FD8819478,1,COST SHARE (SOURCE ACCT 1031400),N,null,null,null
BL,4631527,CS001,0395AAE3A3339478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631528,CS001,0395AAE3A3359478E043814FD8819478,1,COST SHARE 10-314-00,N,null,null,null
BL,4631534,CS001,0395AAE3A3239478E043814FD8819478,1,COST SHARE  10-314-00,Y,null,null,null
BL,4631556,CS001,0395AAE3A32B9478E043814FD8819478,1,COST SHARE 1031400,N,null,null,null
BL,4631557,INST1,30B03A98AFDBA1FAE043814FD881A1FA,1,SALARY CAP 22-232-71,Y,null,null,null
BL,4631601,CS001,0395AAE3A3249478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631601,INST2,30B03A98AFDDA1FAE043814FD881A1FA,1,COST SHARE 2223271,Y,null,null,null
BL,4631602,CS001,0395AAE3A3259478E043814FD8819478,1,COST SHARE 2331489,N,null,null,null
BL,4631613,CS001,0395AAE3A3309478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631614,CS001,0395AAE3A3319478E043814FD8819478,1,COST SHARE  SHERMAN 20% SALARY 10-314-00,N,null,null,null
BL,4631616,CS001,0395AAE3A3329478E043814FD8819478,1,COST SHARE 10-314-00,N,null,null,null
BL,4631617,CS001,0395AAE3A3429478E043814FD8819478,1,CS001 COST SHARE 10-314-00,Y,null,null,null
BL,4631617,INST1,30B03A98AFBDA1FAE043814FD881A1FA,1,COST SHARE  22-314-79  SUM SAL > CAP,Y,null,null,null
BL,4631617,INST2,30B03A98AFDEA1FAE043814FD881A1FA,1,COST SHARE 2823260,Y,null,null,null
BL,4631618,CS001,0395AAE3A3349478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631624,CS001,0395AAE3A33D9478E043814FD8819478,1,COST SHARE 4631624:  1031400,Y,null,null,null
BL,4631625,CS001,0395AAE3A3449478E043814FD8819478,1,COST SHARE  FINN  10-314-00,Y,null,null,null
BL,4631627,CS001,0395AAE3A3379478E043814FD8819478,1,COST SHARE/10-314-00/J STEINMETZ,Y,null,null,null
BL,4631628,CS001,0395AAE3A3389478E043814FD8819478,1,COST SHARE 1031400,Y,null,null,null
BL,4631629,CS001,0395AAE3A34C9478E043814FD8819478,1,COST SHARE/ 10-314-00/ THELEN,Y,null,null,null
BL,4631630,CS001,0395AAE3A3459478E043814FD8819478,1,COST SHARE 46-316-30/10-314-00-CS001,Y,null,null,null
BL,4631630,INST1,30B03A98AFE9A1FAE043814FD881A1FA,1,COST SHARE 1031400 SHIFFRIN'S SAL>CAP,N,null,null,null
BL,4631630,INST2,30B03A98AFCAA1FAE043814FD881A1FA,1,COST SHARE SAL>CAP SHIFFRIN,Y,null,null,null
BL,4631630,INST3,30B03A98AFCBA1FAE043814FD881A1FA,1,COST SHARE SAL>CAP SHIFFRIN,Y,null,null,null
BL,4631636,CS001,0395AAE3A3469478E043814FD8819478,1,COST SHARE 10-314-00 BINGHAM,Y,null,null,null
BL,4631637,CS001,0395AAE3A3479478E043814FD8819478,1,COST SHARE 10-314-00 SPORNS,Y,null,null,null
BL,4631639,CS001,0395AAE3A34E9478E043814FD8819478,1,COST SHARE/ 10-314-00/ HETRICK,Y,null,null,null
BL,4631640,CS001,0395AAE3A3509478E043814FD8819478,1,COST SHARE/ 10-314-00/ TOWNSEND,Y,null,null,null
BL,4631640,ICR1,FF14F2E9-8F48-C76A-130A-1E6F80B2146B,1,NO ICR,Y,null,null,null
BL,4631640,ICR2,317E3B9F-9270-BAD0-2871-E629ECE9882E,1,TEST ICR 40%,Y,null,null,null
BL,4631640,ICR3,7401D88B-0BD1-B299-B569-D24A833FCFAB,1,TEST ICR TYPE CODE ALL (ALL EXP),Y,null,null,null
BL,4631640,ICR4,CD544A93-F759-DB09-26F6-B6EFF97EC68E,1,ICR TO ACCOUNT (UA-2310050),Y,null,null,null
BL,4631643,CS001,30B03A98AFCFA1FAE043814FD881A1FA,1,COST SHARE  10-314-00  STEINMETZ EFFORT,Y,null,null,null
BL,4631643,CS002,30B03A98AFD5A1FAE043814FD881A1FA,1,COST SHARE  2823260  PI'S FTE,Y,null,null,null
BL,4631643,CS003,30B03A98AFE0A1FAE043814FD881A1FA,1,COST SHARE: 28-232-60,Y,null,null,null
BL,4631643,INST1,30B03A98AFBEA1FAE043814FD881A1FA,1,COST SHARE  22-314-79  SUM SAL > CAP,Y,null,null,null
BL,4631645,CS001,0395AAE3A35B9478E043814FD8819478,1,COST SHARE/ SMITH/ 10-314-00,Y,null,null,null
BL,4631645,INST2,30B03A98AFD4A1FAE043814FD881A1FA,1,COST SHARE  22-314-75  SUM SAL > NIH CAP,Y,null,null,null
BL,4631646,CS001,0395AAE3A3589478E043814FD8819478,1,COST SHARE / 10-314-00 / SHERMAN,Y,null,null,null
BL,4631646,INST1,30B03A98AFCEA1FAE043814FD881A1FA,1,COST SHARE 'SALARY OVER CAP' FOR SHERMAN,Y,null,null,null
BL,4631648,CS001,0395AAE3A3599478E043814FD8819478,1,COST SHARE/ 10-314-00/ NOSOFSKY,Y,null,null,null
BL,4631648,INST1,30B03A98AFE8A1FAE043814FD881A1FA,1,CS  AY > SALARY CAP/ 10-314-00/ NOSOFSKY,Y,null,null,null
BL,4631648,INST2,30B03A98AFC4A1FAE043814FD881A1FA,1,CS  SUMMR SAL > CAP/22-314-58/NOSOFSKY,Y,null,null,null
BL,4631648,INST3,30B03A98AFDFA1FAE043814FD881A1FA,1,COST SHARE 2223271,Y,null,null,null
BL,4631652,CS001,0395AAE3A35C9478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631653,CS001,0395AAE3A3629478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631653,CS004,0395AAE3A3619478E043814FD8819478,1,COST SHARE 10-314-00,N,null,null,null
BL,4631654,CS001,0395AAE3A3649478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631655,CS001,0395AAE3A3659478E043814FD8819478,1,COST SHARE10-314-00,Y,null,null,null
BL,4631660,CS001,0395AAE3A3679478E043814FD8819478,1,COST SHARE 10-314-00,Y,null,null,null
BL,4631663,CS001,0395AAE3A36A9478E043814FD8819478,1,COST SHARE 10-314-00/SHIFFRIN,Y,null,null,null
BL,4631663,INST2,30B03A98AFCCA1FAE043814FD881A1FA,1,COST SHARE SAL>CAP SHIFFRIN,Y,null,null,null
BL,4631666,CS001,0395AAE3A36B9478E043814FD8819478,1,COST SHARE  10-314-00,Y,null,null,null
EA,2367524,BAND,35A5641EB2AC91B6E043814FD88191B6,1,BATTLE OF THE BANDS,Y,null,null,null
EA,2367524,CASIN,35A5641EB1C591B6E043814FD88191B6,1,CASINO NIGHT,Y,null,null,null
EA,2367524,COLTS,35A5641EB29A91B6E043814FD88191B6,1,COLTS TICKETS,Y,null,null,null
EA,2367524,CRAFT,35A5641EB1D491B6E043814FD88191B6,1,CRAFT NIGHT,Y,null,null,null
EA,2367524,DANCE,35A5641EB1C691B6E043814FD88191B6,1,VALENTINE'S DINNER DANCE,Y,null,null,null
EA,2367524,EDUC,35A5641EB1C991B6E043814FD88191B6,1,EDUCATIONAL WORKSHOPS,Y,null,null,null
EA,2367524,EGG,35A5641EB1C891B6E043814FD88191B6,1,EASTER EGG HUNT,Y,null,null,null
EA,2367524,FAMFS,35A5641EB1E091B6E043814FD88191B6,1,FALL FAMILY FESTIVAL,Y,null,null,null
EA,2367524,FBACK,35A5641EB1D891B6E043814FD88191B6,1,FALL WELCOME BACK,N,null,null,null
EA,2367524,FTRIP,35A5641EB1E191B6E043814FD88191B6,1,FALL TRIP,Y,null,null,null
EA,2367524,GAMES,35A5641EB2AE91B6E043814FD88191B6,1,FAMILY ACTIVITY,Y,null,null,null
EA,2367524,HWEEN,35A5641EB1DA91B6E043814FD88191B6,1,HALLOWEEN,Y,null,null,null
EA,2367524,IUFAN,35A5641EB1DB91B6E043814FD88191B6,1,FAN APPRECIATION,Y,null,null,null
EA,2367524,KINGS,35A5641EB1D991B6E043814FD88191B6,1,KINGS ISLAND,Y,null,null,null
EA,2367524,MOVIE,35A5641EB1DE91B6E043814FD88191B6,1,MOVIE NIGHT,Y,null,null,null
EA,2367524,RACE,35A5641EB1D091B6E043814FD88191B6,1,5K RACE,Y,null,null,null
EA,2367524,RECOG,35A5641EB1CA91B6E043814FD88191B6,1,STUDENT RECOGNITION DINNER,Y,null,null,null
EA,2367524,RELAX,35A5641EB1DC91B6E043814FD88191B6,1,RELAXATION DAYS,Y,null,null,null
EA,2367524,SKI,35A5641EB1C791B6E043814FD88191B6,1,SKI TRIP,Y,null,null,null
EA,2367524,STRIP,35A5641EB1DF91B6E043814FD88191B6,1,SPRING TRIP,Y,null,null,null
EA,2367524,TFSIX,35A5641EB1DD91B6E043814FD88191B6,1,TABLE FOR SIX,Y,null,null,null
EA,2367524,WBACK,35A5641EB2AD91B6E043814FD88191B6,1,WELCOME BACK,Y,null,null,null
EA,2367526,CAMP,35A5641EB25A91B6E043814FD88191B6,1,SUMMER CAMP,Y,null,null,null
EA,2367526,MULCH,35A5641EB23591B6E043814FD88191B6,1,MULCH,Y,null,null,null
EA,2367527,EDUC,35A5641EB16C91B6E043814FD88191B6,1,Student Education,Y,null,null,null
EA,2367527,SOAMT,35A5641EB20191B6E043814FD88191B6,1,AMTGARD,Y,null,null,null
EA,2367527,SOAPS,35A5641EB1C491B6E043814FD88191B6,1,ALPHA PHI SIGMA,Y,null,null,null
EA,2367527,SOARC,35A5641EB16D91B6E043814FD88191B6,1,Archeology,Y,null,null,null
EA,2367527,SOART,35A5641EB23D91B6E043814FD88191B6,1,PLACTIC ORGANIZATION ART CLUB,Y,null,null,null
EA,2367527,SOASL,35A5641EB16E91B6E043814FD88191B6,1,Alpha Sigma Lambda,Y,null,null,null
EA,2367527,SOASN,35A5641EB16F91B6E043814FD88191B6,1,Association Student Nurses,Y,null,null,null
EA,2367527,SOBSU,35A5641EB17091B6E043814FD88191B6,1,Baptist Student Union,Y,null,null,null
EA,2367527,SOCHI,35A5641EB19A91B6E043814FD88191B6,1,CHI ALPHA EPSILON,Y,null,null,null
EA,2367527,SOCHR,35A5641EB17191B6E043814FD88191B6,1,CHEERLEADING,Y,EA,SACT,null
EA,2367527,SOCJC,35A5641EB17291B6E043814FD88191B6,1,CRIMINAL JUSTICE,Y,null,null,null
EA,2367527,SOCON,35A5641EB17391B6E043814FD88191B6,1,CONNERSVILLE,Y,EA,SACT,null
EA,2367527,SODAN,35A5641EB17491B6E043814FD88191B6,1,DANIELSON CENTER,Y,null,null,null
