FIN_COA_CD,ORG_CD,ORG_RTNG_MDL_NM,ACCT_DLGT_UNVL_ID,FDOC_TYP_CD,OBJ_ID,VER_NBR,FDOC_APRV_FROM_AMT,FDOC_APRV_TO_AMT,ACCT_DLGT_PRMRT_CD,ACCT_DLGT_START_DT,ROW_ACTV_IND
IN,ACCT,RHEUHERRAN,OLE2862905828,OLE_SACC,11400DC3F506041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE2862905828,OLE_SACD,11400DC3F507041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE2862905828,OLE_SOBJ,11400DC3F508041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE2862905828,OLE_ST,11400DC3F509041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE2862905828,OLE_TF,11400DC3F50A041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE3324503879,OLE_A21,11400DC3F4F3041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,ACCT,RHEUHERRAN,OLE3324503879,OLE_A21C,11400DC3F4F4041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,RHEUHERRAN,OLE3324503879,OLE_A21R,11400DC3F4F5041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,ACCT,UMDA GERKE,OLE3324503879,OLE_A21,11400DC3F50B041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,ACCT,UMDA GERKE,OLE3324503879,OLE_A21C,11400DC3F50C041EE043814FD881041E,1,null,null,Y,990426000000,Y
IN,ACCT,UMDA GERKE,OLE3324503879,OLE_A21R,11400DC3F50D041EE043814FD881041E,1,null,null,Y,990426000000,Y
IN,ACCT,UMDA GERKE,OLE4471904949,OLE,11400DC3F50E041EE043814FD881041E,1,null,null,N,990426000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_A21,11400DC3FFD2041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_A21C,11400DC3FFD3041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_A21R,11400DC3FFD4041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_AR,11400DC3FFD7041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_ARIN,11400DC3FFD8041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_ARNI,11400DC3FFD9041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_AT,11400DC3FFDA041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_CREQ,11400DC3FFE9041EE043814FD881041E,1,0,50000,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_DV,11400DC3FFDE041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_GEC,11400DC3FFE0041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2017509094,OLE_IB,11400DC3FFE1041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_ACCT,11400DC3FFD5041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_ADEL,11400DC3FFD6041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_BA,11400DC3FFDB041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_BT,11400DC3FFDC041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_DI,11400DC3FFDD041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_ICA,11400DC3FFE2041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_ND,11400DC3FFE3041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_PE,11400DC3FFE4041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_SACC,11400DC3FFE5041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_SOBJ,11400DC3FFE6041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_ST,11400DC3FFE7041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2479206997,OLE_TF,11400DC3FFE8041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BIOM,DEPT,OLE2501003115,OLE_ELR,11400DC3FFDF041EE043814FD881041E,1,null,null,Y,030801000000,Y
IN,BUDG,ACCT,OLE3554107164,OLE_AR,11400DC3F50F041EE043814FD881041E,1,null,null,Y,960110000000,Y
IN,BUDG,ACCT,OLE3554107164,OLE_GEC,11400DC3F510041EE043814FD881041E,1,null,null,Y,960110000000,Y
IN,BUDG,VACATION,OLE1516301766,OLE,11400DC3F513041EE043814FD881041E,1,null,null,Y,960821000000,Y
IN,BUDG,VACATION,OLE2845700356,OLE,11400DC3F512041EE043814FD881041E,1,null,null,N,960821000000,Y
IN,BUDG,VACATION,OLE3771303577,OLE,11400DC3F511041EE043814FD881041E,1,null,null,N,960821000000,Y
IN,DENT,DELEGATES,OLE1879003958,OLE,11400DC3FE42041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,DENT,DELEGATES,OLE3882609863,OLE_CREQ,11400DC3FE3F041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,DENT,DELEGATES,OLE3882609863,OLE_DV,11400DC3FE40041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,DENT,DELEGATES,OLE5652205916,OLE_CREQ,11400DC3FE3D041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,DENT,DELEGATES,OLE5652205916,OLE_DV,11400DC3FE3E041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,DENT,DELEGATES,OLE6080308182,OLE,11400DC3FE41041EE043814FD881041E,1,null,null,N,030618000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_AA,11400DC3F514041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_AR,11400DC3F515041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_AT,11400DC3F516041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_CASM,11400DC3F518041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_DV,11400DC3F519041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_ELR,11400DC3F51A041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_PCDO,11400DC3F51B041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1396502519,OLE_PTAG,11400DC3F51C041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_A21,11400DC3F51D041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_A21R,11400DC3F51E041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ACCT,11400DC3F51F041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ADEL,11400DC3F520041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_AV,11400DC3F521041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_AWDY,11400DC3F522041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_AWRD,11400DC3F523041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_BA,11400DC3F524041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_BC,11400DC3F525041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_BT,11400DC3F526041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_CR,11400DC3F527041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_DI,11400DC3F528041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_GACC,11400DC3F529041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_GDLG,11400DC3F52A041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_GEC,11400DC3F52B041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_IB,11400DC3F52C041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ICA,11400DC3F52D041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_JV,11400DC3F52E041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ND,11400DC3F52F041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ORGN,11400DC3F530041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_PE,11400DC3F531041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_PRDY,11400DC3F532041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_PRPL,11400DC3F533041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_SACC,11400DC3F534041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_SACD,11400DC3F535041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_SB,11400DC3F536041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_SOBJ,11400DC3F537041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_ST,11400DC3F538041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL,OLE1963107144,OLE_TF,11400DC3F539041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_AA,11400DC3FB94041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_AR,11400DC3FB95041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_AT,11400DC3FB96041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_CASM,11400DC3FB98041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_DV,11400DC3FB99041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_ELR,11400DC3FB9A041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_PCDO,11400DC3FB9B041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1396502519,OLE_PTAG,11400DC3FB9C041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_A21,11400DC3FB9D041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_A21R,11400DC3FB9E041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ACCT,11400DC3FB9F041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ADEL,11400DC3FBA0041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_AV,11400DC3FBA1041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_AWDY,11400DC3FBA2041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_AWRD,11400DC3FBA3041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_BA,11400DC3FBA4041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_BC,11400DC3FBA5041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_BT,11400DC3FBA6041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_CR,11400DC3FBA7041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_DI,11400DC3FBA8041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_GACC,11400DC3FBA9041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_GDLG,11400DC3FBAA041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_GEC,11400DC3FBAB041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_IB,11400DC3FBAC041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ICA,11400DC3FBAD041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_JV,11400DC3FBAE041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ND,11400DC3FBAF041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ORGN,11400DC3FBB0041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_PE,11400DC3FBB1041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_PRDY,11400DC3FBB2041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_PRPL,11400DC3FBB3041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_SACC,11400DC3FBB4041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_SACD,11400DC3FBB5041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_SB,11400DC3FBB6041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_SOBJ,11400DC3FBB7041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_ST,11400DC3FBB8041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE1963107144,OLE_TF,11400DC3FBB9041EE043814FD881041E,1,null,null,Y,000224000000,Y
IN,ENGT,ETDEL2003,OLE2817408084,OLE_CREQ,11400DC3FBBA041EE043814FD881041E,1,null,null,Y,030430000000,Y
IN,ENGT,ETDEL2003,OLE5505804257,OLE_ERD,11400DC3FBBB041EE043814FD881041E,1,null,null,Y,030430000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ACCT,11400DC3F53D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ADEL,11400DC3F53E041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_AR,11400DC3F53F041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ARIN,11400DC3F540041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ARNI,11400DC3F541041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_AT,11400DC3F542041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_BA,11400DC3F543041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_BT,11400DC3F544041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_DI,11400DC3F545041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_DV,11400DC3F546041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ELR,11400DC3F547041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_GEC,11400DC3F548041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_IB,11400DC3F549041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ICA,11400DC3F54A041EE043814FD881041E,1,null,null,Y,990826000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ND,11400DC3F54B041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_PE,11400DC3F54C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_SACC,11400DC3F54D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_SACD,11400DC3F54E041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_SOBJ,11400DC3F54F041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_ST,11400DC3F550041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE2862905828,OLE_TF,11400DC3F551041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE3324503879,OLE_A21,11400DC3F53A041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,BIOSHERRAN,OLE3324503879,OLE_A21C,11400DC3F53B041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSHERRAN,OLE3324503879,OLE_A21R,11400DC3F53C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSNOE,OLE1565601803,OLE,11400DC3F552041EE043814FD881041E,1,null,null,N,990416000000,Y
IN,MDCO,BIOSNOE,OLE3324503879,OLE_A21,11400DC3F553041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,BIOSNOE,OLE3324503879,OLE_A21C,11400DC3F554041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,BIOSNOE,OLE3324503879,OLE_A21R,11400DC3F555041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARD KARI,OLE3324503879,OLE_A21C,11400DC3F817041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,CARD KARI,OLE3324503879,OLE_A21R,11400DC3F818041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ACCT,11400DC3F559041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ADEL,11400DC3F55A041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_AR,11400DC3F55B041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ARIN,11400DC3F55C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ARNI,11400DC3F55D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_AT,11400DC3F55E041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_BA,11400DC3F55F041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_BT,11400DC3F560041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_DI,11400DC3F561041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_DV,11400DC3F562041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ELR,11400DC3F563041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_GEC,11400DC3F564041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_IB,11400DC3F565041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ICA,11400DC3F566041EE043814FD881041E,1,null,null,Y,990826000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ND,11400DC3F567041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_PE,11400DC3F568041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_SACC,11400DC3F569041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_SACD,11400DC3F56A041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_SOBJ,11400DC3F56B041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_ST,11400DC3F56C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE2007308722,OLE_TF,11400DC3F56D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE3324503879,OLE_A21,11400DC3F556041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,CARDHERRAN,OLE3324503879,OLE_A21C,11400DC3F557041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDHERRAN,OLE3324503879,OLE_A21R,11400DC3F558041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDLUCKEY,OLE2724700273,OLE,11400DC3F56E041EE043814FD881041E,1,null,null,N,990416000000,Y
IN,MDCO,CARDLUCKEY,OLE3324503879,OLE_A21,11400DC3F56F041EE043814FD881041E,1,null,null,Y,990701000000,Y
IN,MDCO,CARDLUCKEY,OLE3324503879,OLE_A21C,11400DC3F570041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CARDLUCKEY,OLE3324503879,OLE_A21R,11400DC3F571041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE1306305885,OLE_A21,11400DC3F81A041EE043814FD881041E,1,null,null,Y,000802000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ACCT,11400DC3F81C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ADEL,11400DC3F81D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_AR,11400DC3F81E041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ARIN,11400DC3F81F041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ARNI,11400DC3F820041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_AT,11400DC3F821041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_BA,11400DC3F822041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_BT,11400DC3F823041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_DI,11400DC3F824041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_DV,11400DC3F825041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ELR,11400DC3F826041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_GEC,11400DC3F827041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_IB,11400DC3F828041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ICA,11400DC3F829041EE043814FD881041E,1,null,null,Y,990826000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ND,11400DC3F82A041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_PE,11400DC3F82B041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_SACC,11400DC3F82C041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_SACD,11400DC3F82D041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_SOBJ,11400DC3F82E041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_ST,11400DC3F82F041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE2862905828,OLE_TF,11400DC3F830041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE3324503879,OLE_A21C,11400DC3F819041EE043814FD881041E,1,null,null,Y,990416000000,Y
IN,MDCO,CPHRHERRAN,OLE3324503879,OLE_A21R,11400DC3F81B041EE043814FD881041E,1,null,null,Y,990416000000,Y
