CG_CFDA_NBR,OBJ_ID,VER_NBR,CG_CFDA_PGM_TTL_NM,CG_CFDA_MAINT_TYP_ID,ROW_ACTV_IND
10.914,237D10FAA5A7C0B0E043814FD881C0B0,1,Wildlife Habitat Incentive Program,AUTOMATIC,Y
10.916,237D10FAA5A8C0B0E043814FD881C0B0,1,Watershed Rehabilitation Program,AUTOMATIC,Y
10.917,237D10FAAB5AC0B0E043814FD881C0B0,1,Agricultural Management Assistance,AUTOMATIC,Y
10.918,237D10FAAB5BC0B0E043814FD881C0B0,1,Ground and Surface Water Conservation_ Environmental Quality Incentives Program,AUTOMATIC,Y
10.919,237D10FAAB5CC0B0E043814FD881C0B0,1,Klamath Basin _ Environmental Quality Incentives Program,AUTOMATIC,Y
10.92,237D10FAAB5DC0B0E043814FD881C0B0,1,Grassland Reserve Program,AUTOMATIC,Y
10.921,237D10FAAB5EC0B0E043814FD881C0B0,1,Conservation Security Program,AUTOMATIC,Y
10.95,237D10FAA5A9C0B0E043814FD881C0B0,1,Agricultural Statistics Reports,AUTOMATIC,Y
10.96,237D10FAA5AAC0B0E043814FD881C0B0,1,Technical Agricultural Assistance,AUTOMATIC,Y
10.961,237D10FAA5ABC0B0E043814FD881C0B0,1,Scientific Cooperation and Research,AUTOMATIC,Y
10.962,237D10FAA5ACC0B0E043814FD881C0B0,1,International Training_Foreign Participant,AUTOMATIC,Y
11,237D10FAAB19C0B0E043814FD881C0B0,1,null,MANUAL,Y
11.001,237D10FAA5ADC0B0E043814FD881C0B0,1,Census Bureau Data Products,AUTOMATIC,Y
11.002,237D10FAA5AEC0B0E043814FD881C0B0,1,Census Customer Services,AUTOMATIC,Y
11.003,237D10FAA5AFC0B0E043814FD881C0B0,1,Census Geography,AUTOMATIC,Y
11.004,237D10FAA5B0C0B0E043814FD881C0B0,1,Census Intergovernmental Services,AUTOMATIC,Y
11.005,237D10FAA5B1C0B0E043814FD881C0B0,1,Census Special Tabulations and Services,AUTOMATIC,Y
11.006,237D10FAA5B2C0B0E043814FD881C0B0,1,Personal Census Search,AUTOMATIC,Y
11.025,237D10FAA5B3C0B0E043814FD881C0B0,1,Measures and Analyses of the U.S. Economy,AUTOMATIC,Y
11.026,237D10FAA5B4C0B0E043814FD881C0B0,1,National Trade Data Bank (NTDB),AUTOMATIC,Y
11.027,237D10FAA5B5C0B0E043814FD881C0B0,1,State of the Nation,AUTOMATIC,Y
11.106,237D10FAA5B6C0B0E043814FD881C0B0,1,Remedies for Unfair Foreign Trade Practices_Antidumping and Countervailing Duty Investigations,AUTOMATIC,Y
11.108,237D10FAA5B7C0B0E043814FD881C0B0,1,Commercial Service,AUTOMATIC,Y
11.11,237D10FAA5B8C0B0E043814FD881C0B0,1,Trade Development,AUTOMATIC,Y
11.111,237D10FAA5B9C0B0E043814FD881C0B0,1,Foreign-Trade Zones in the United States,AUTOMATIC,Y
11.112,237D10FAA5BAC0B0E043814FD881C0B0,1,Export Promotion Market Development Cooperation,AUTOMATIC,Y
11.113,237D10FAA5BBC0B0E043814FD881C0B0,1,ITA Special Projects,AUTOMATIC,Y
11.114,237D10FAA5BCC0B0E043814FD881C0B0,1,Special American Business Internship Training Program,AUTOMATIC,Y
11.15,237D10FAA5BDC0B0E043814FD881C0B0,1,Export Licensing Service and Information,AUTOMATIC,Y
11.3,237D10FAA5BEC0B0E043814FD881C0B0,1,Grants for Public Works and Economic Development Facilities,AUTOMATIC,Y
11.302,237D10FAA5BFC0B0E043814FD881C0B0,1,Economic Development_Support for Planning Organizations,AUTOMATIC,Y
11.303,237D10FAA5C0C0B0E043814FD881C0B0,1,Economic Development_Technical Assistance,AUTOMATIC,Y
11.307,237D10FAA5C1C0B0E043814FD881C0B0,1,Economic Adjustment Assistance,AUTOMATIC,Y
11.312,237D10FAA5C2C0B0E043814FD881C0B0,1,Research and Evaluation Program,AUTOMATIC,Y
11.313,237D10FAA5C3C0B0E043814FD881C0B0,1,Trade Adjustment Assistance,AUTOMATIC,Y
11.4,237D10FAA5C4C0B0E043814FD881C0B0,1,Geodetic Surveys and Services (Geodesy and Applications of the National Geodetic Reference System),AUTOMATIC,Y
11.405,237D10FAA5C5C0B0E043814FD881C0B0,1,Anadromous Fish Conservation Act Program,AUTOMATIC,Y
11.407,237D10FAA5C6C0B0E043814FD881C0B0,1,Interjurisdictional Fisheries Act of 1986,AUTOMATIC,Y
11.408,237D10FAA5C7C0B0E043814FD881C0B0,1,Fishermen's Contingency Fund,AUTOMATIC,Y
11.413,237D10FAA5C8C0B0E043814FD881C0B0,1,Fishery Products Inspection and Certification,AUTOMATIC,Y
11.415,237D10FAA5C9C0B0E043814FD881C0B0,1,Fisheries Finance Program,AUTOMATIC,Y
11.417,237D10FAA5CAC0B0E043814FD881C0B0,1,Sea Grant Support,AUTOMATIC,Y
11.419,237D10FAA5CBC0B0E043814FD881C0B0,1,Coastal Zone Management Administration Awards,AUTOMATIC,Y
11.42,237D10FAA5CCC0B0E043814FD881C0B0,1,Coastal Zone Management Estuarine Research Reserves,AUTOMATIC,Y
11.426,237D10FAA5CDC0B0E043814FD881C0B0,1,Financial Assistance for National Centers for Coastal Ocean Science,AUTOMATIC,Y
11.427,237D10FAA5CEC0B0E043814FD881C0B0,1,Fisheries Development and Utilization Research and Development Grants and Cooperative Agreements Program,AUTOMATIC,Y
11.428,237D10FAA5CFC0B0E043814FD881C0B0,1,Intergovernmental Climate_Program (NESDIS),AUTOMATIC,Y
11.429,237D10FAA5D0C0B0E043814FD881C0B0,1,Marine Sanctuary Program,AUTOMATIC,Y
11.43,237D10FAA5D1C0B0E043814FD881C0B0,1,Undersea Research,AUTOMATIC,Y
11.431,237D10FAA5D2C0B0E043814FD881C0B0,1,Climate and Atmospheric Research,AUTOMATIC,Y
11.432,237D10FAA5D3C0B0E043814FD881C0B0,1,Office of Oceanic and Atmospheric Research (OAR) Joint and Cooperative Institutes,AUTOMATIC,Y
11.433,237D10FAA5D4C0B0E043814FD881C0B0,1,Marine Fisheries Initiative,AUTOMATIC,Y
11.434,237D10FAA5D5C0B0E043814FD881C0B0,1,Cooperative Fishery Statistics,AUTOMATIC,Y
11.435,237D10FAA5D6C0B0E043814FD881C0B0,1,Southeast Area Monitoring and Assessment Program,AUTOMATIC,Y
11.436,237D10FAA5D7C0B0E043814FD881C0B0,1,Columbia River Fisheries Development Program,AUTOMATIC,Y
11.437,237D10FAA5D8C0B0E043814FD881C0B0,1,Pacific Fisheries Data Program,AUTOMATIC,Y
11.438,237D10FAA5D9C0B0E043814FD881C0B0,1,Pacific Coast Salmon Recovery_Pacific Salmon Treaty Program,AUTOMATIC,Y
11.439,237D10FAA5DAC0B0E043814FD881C0B0,1,Marine Mammal Data Program,AUTOMATIC,Y
11.44,237D10FAA5DBC0B0E043814FD881C0B0,1,Environmental Sciences  Applications  Data  and Education,AUTOMATIC,Y
11.441,237D10FAA5DCC0B0E043814FD881C0B0,1,Regional Fishery Management Councils,AUTOMATIC,Y
11.443,237D10FAA5DDC0B0E043814FD881C0B0,1,Short Term Climate Fluctuations,AUTOMATIC,Y
11.444,237D10FAA5DEC0B0E043814FD881C0B0,1,Hawaii Sustainable Fisheries Development (Aquaculture Program),AUTOMATIC,Y
11.445,237D10FAA5DFC0B0E043814FD881C0B0,1,Hawaii Stock Management Program,AUTOMATIC,Y
11.449,237D10FAA5E0C0B0E043814FD881C0B0,1,Independent Education and Science Projects and Programs,AUTOMATIC,Y
11.45,237D10FAA5E1C0B0E043814FD881C0B0,1,Automated Flood Warning Systems (AFWS),AUTOMATIC,Y
11.452,237D10FAA5E2C0B0E043814FD881C0B0,1,Unallied Industry Projects,AUTOMATIC,Y
11.454,237D10FAA5E3C0B0E043814FD881C0B0,1,Unallied Management Projects,AUTOMATIC,Y
11.455,237D10FAA5E4C0B0E043814FD881C0B0,1,Cooperative Science and Education Program,AUTOMATIC,Y
11.457,237D10FAA5E5C0B0E043814FD881C0B0,1,Chesapeake Bay Studies,AUTOMATIC,Y
11.458,237D10FAA5E6C0B0E043814FD881C0B0,1,Alaska Salmon Enhancement,AUTOMATIC,Y
11.459,237D10FAA5E7C0B0E043814FD881C0B0,1,Weather and Air Quality Research,AUTOMATIC,Y
11.46,237D10FAA5E8C0B0E043814FD881C0B0,1,Special Oceanic and Atmospheric Projects,AUTOMATIC,Y
11.462,237D10FAA5E9C0B0E043814FD881C0B0,1,Hydrologic Research,AUTOMATIC,Y
11.463,237D10FAA5EAC0B0E043814FD881C0B0,1,Habitat Conservation,AUTOMATIC,Y
11.467,237D10FAA5EBC0B0E043814FD881C0B0,1,Meteorologic and Hydrologic Modernization Development,AUTOMATIC,Y
11.468,237D10FAA5ECC0B0E043814FD881C0B0,1,Applied Meteorological Research,AUTOMATIC,Y
11.469,237D10FAA5EDC0B0E043814FD881C0B0,1,Congressionally Identified Awards and  Projects,AUTOMATIC,Y
11.47,237D10FAA5EEC0B0E043814FD881C0B0,1,Office of Administration Special Programs,AUTOMATIC,Y
11.472,237D10FAA5EFC0B0E043814FD881C0B0,1,Unallied Science Program,AUTOMATIC,Y
11.473,237D10FAA5F0C0B0E043814FD881C0B0,1,Coastal Services Center,AUTOMATIC,Y
11.474,237D10FAA5F1C0B0E043814FD881C0B0,1,Atlantic Coastal Fisheries Cooperative Management Act,AUTOMATIC,Y
11.477,237D10FAA5F2C0B0E043814FD881C0B0,1,Fisheries Disaster Relief,AUTOMATIC,Y
11.478,237D10FAA5F3C0B0E043814FD881C0B0,1,Center for Sponsored Coastal Ocean Research_Coastal Ocean Program,AUTOMATIC,Y
11.48,237D10FAA5F4C0B0E043814FD881C0B0,1,National Ocean Service Intern Program,AUTOMATIC,Y
11.481,237D10FAA5F5C0B0E043814FD881C0B0,1,Educational Partnership Program,AUTOMATIC,Y
11.55,237D10FAA5F6C0B0E043814FD881C0B0,1,Public Telecommunications Facilities Planning and Construction,AUTOMATIC,Y
11.552,237D10FAA5F7C0B0E043814FD881C0B0,1,Technology Opportunities Program,AUTOMATIC,Y
11.601,237D10FAA5F8C0B0E043814FD881C0B0,1,Calibration Program,AUTOMATIC,Y
11.603,237D10FAA5F9C0B0E043814FD881C0B0,1,National Standard Reference Data System,AUTOMATIC,Y
11.604,237D10FAA5FAC0B0E043814FD881C0B0,1,Standard Reference Materials,AUTOMATIC,Y
11.606,237D10FAA5FBC0B0E043814FD881C0B0,1,Weights and Measures Service,AUTOMATIC,Y
11.609,237D10FAA5FCC0B0E043814FD881C0B0,1,Measurement and Engineering Research and Standards,AUTOMATIC,Y
11.61,237D10FAA5FDC0B0E043814FD881C0B0,1,National Center for Standards and Certification Information,AUTOMATIC,Y
11.611,237D10FAA5FEC0B0E043814FD881C0B0,1,Manufacturing Extension Partnership,AUTOMATIC,Y
11.612,237D10FAA5FFC0B0E043814FD881C0B0,1,Advanced Technology Program,AUTOMATIC,Y
11.617,237D10FAA600C0B0E043814FD881C0B0,1,Congressionally-Identified Projects,AUTOMATIC,Y
11.65,237D10FAA601C0B0E043814FD881C0B0,1,National Technical Information Service,AUTOMATIC,Y
11.702,237D10FAA602C0B0E043814FD881C0B0,1,Internship Program for Postsecondary Students,AUTOMATIC,Y
11.8,237D10FAA603C0B0E043814FD881C0B0,1,Minority Business Development Centers,AUTOMATIC,Y
11.801,237D10FAA604C0B0E043814FD881C0B0,1,Native American Business Development Centers,AUTOMATIC,Y
11.802,237D10FAA605C0B0E043814FD881C0B0,1,Minority Business Development,AUTOMATIC,Y
11.803,237D10FAA606C0B0E043814FD881C0B0,1,Minority Business Opportunity Committee (MBOC),AUTOMATIC,Y
11.9,237D10FAA607C0B0E043814FD881C0B0,1,Patent and Trademark Technical Information Dissemination,AUTOMATIC,Y
12,237D10FAAB1AC0B0E043814FD881C0B0,1,null,MANUAL,Y
12.002,237D10FAA608C0B0E043814FD881C0B0,1,Procurement Technical Assistance For Business Firms,AUTOMATIC,Y
12.1,237D10FAA609C0B0E043814FD881C0B0,1,Aquatic Plant Control,AUTOMATIC,Y
12.101,237D10FAA60AC0B0E043814FD881C0B0,1,Beach Erosion Control Projects,AUTOMATIC,Y
12.102,237D10FAA60BC0B0E043814FD881C0B0,1,Emergency Rehabilitation of Flood Control Works or Federally Authorized Coastal Protection Works,AUTOMATIC,Y
12.103,237D10FAA60CC0B0E043814FD881C0B0,1,Emergency Operations Flood Response and Post Flood Response,AUTOMATIC,Y
12.104,237D10FAA60DC0B0E043814FD881C0B0,1,Flood Plain Management Services,AUTOMATIC,Y
12.105,237D10FAA60EC0B0E043814FD881C0B0,1,Protection of Essential Highways  Highway Bridge Approaches  and Public Works,AUTOMATIC,Y
12.106,237D10FAA60FC0B0E043814FD881C0B0,1,Flood Control Projects,AUTOMATIC,Y
12.107,237D10FAA610C0B0E043814FD881C0B0,1,Navigation Projects,AUTOMATIC,Y
12.108,237D10FAA611C0B0E043814FD881C0B0,1,Snagging and Clearing for Flood Control,AUTOMATIC,Y
12.109,237D10FAA612C0B0E043814FD881C0B0,1,Protection  Clearing and Straightening Channels,AUTOMATIC,Y
12.11,237D10FAA613C0B0E043814FD881C0B0,1,Planning Assistance to States,AUTOMATIC,Y
42.003,237D10FAA815C0B0E043814FD881C0B0,1,Distribution of Library of Congress Cataloging,AUTOMATIC,Y
42.005,237D10FAA816C0B0E043814FD881C0B0,1,Library of Congress Publications,AUTOMATIC,Y
42.006,237D10FAA817C0B0E043814FD881C0B0,1,Library of Congress_Library Services,AUTOMATIC,Y
42.007,237D10FAA818C0B0E043814FD881C0B0,1,Reference Services in Science  Technology and Business,AUTOMATIC,Y
42.008,237D10FAA819C0B0E043814FD881C0B0,1,Semiconductor Chip Protection Service,AUTOMATIC,Y
42.009,237D10FAAB76C0B0E043814FD881C0B0,1,Vessel Hull Design Protection Service,AUTOMATIC,Y
43,237D10FAAB2DC0B0E043814FD881C0B0,1,null,MANUAL,Y
43.001,237D10FAA81AC0B0E043814FD881C0B0,1,Aerospace Education Services Program,AUTOMATIC,Y
43.002,237D10FAA81BC0B0E043814FD881C0B0,1,Technology Transfer,AUTOMATIC,Y
44,237D10FAAB2EC0B0E043814FD881C0B0,1,null,MANUAL,Y
44.001,237D10FAA81CC0B0E043814FD881C0B0,1,Credit Union Charter  Examination  Supervision  and Insurance,AUTOMATIC,Y
44.002,237D10FAA81DC0B0E043814FD881C0B0,1,Community Development Revolving Loan Program for Credit Unions,AUTOMATIC,Y
45,237D10FAAB2FC0B0E043814FD881C0B0,1,null,MANUAL,Y
45.024,237D10FAA81EC0B0E043814FD881C0B0,1,Promotion of the Arts_Grants to Organizations and Individuals,AUTOMATIC,Y
45.025,237D10FAA81FC0B0E043814FD881C0B0,1,Promotion of the Arts_Partnership Agreements,AUTOMATIC,Y
45.026,237D10FAA820C0B0E043814FD881C0B0,1,Promotion of the Arts_Leadership Initiatives,AUTOMATIC,Y
45.129,237D10FAA821C0B0E043814FD881C0B0,1,Promotion of the Humanities_Federal/State Partnership,AUTOMATIC,Y
45.13,237D10FAA822C0B0E043814FD881C0B0,1,Promotion of the Humanities_Challenge Grants,AUTOMATIC,Y
45.149,237D10FAA823C0B0E043814FD881C0B0,1,Promotion of the Humanities_Division of Preservation and Access,AUTOMATIC,Y
45.16,237D10FAA824C0B0E043814FD881C0B0,1,Promotion of the Humanities_Fellowships and Stipends,AUTOMATIC,Y
45.161,237D10FAA825C0B0E043814FD881C0B0,1,Promotion of the Humanities_Research,AUTOMATIC,Y
45.162,237D10FAA826C0B0E043814FD881C0B0,1,Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development,AUTOMATIC,Y
45.163,237D10FAA827C0B0E043814FD881C0B0,1,Promotion of the Humanities_Professional Development,AUTOMATIC,Y
45.164,237D10FAA828C0B0E043814FD881C0B0,1,Promotion of the Humanities_Public Programs,AUTOMATIC,Y
45.167,237D10FAA829C0B0E043814FD881C0B0,1,Promotion of the Humanities_Extending the Reach Grants to Presidentially-Designated Minority Institutions,AUTOMATIC,Y
45.168,237D10FAAB77C0B0E043814FD881C0B0,1,Promotion of the Humanities_We the People,AUTOMATIC,Y
45.201,237D10FAA82AC0B0E043814FD881C0B0,1,Arts and Artifacts Indemnity,AUTOMATIC,Y
45.301,237D10FAA82BC0B0E043814FD881C0B0,1,Museum for America Grants,AUTOMATIC,Y
45.302,237D10FAA82CC0B0E043814FD881C0B0,1,Museum Assessment Program,AUTOMATIC,Y
45.303,237D10FAA82DC0B0E043814FD881C0B0,1,Conservation Project Support,AUTOMATIC,Y
45.304,237D10FAA82EC0B0E043814FD881C0B0,1,Conservation Assessment Program,AUTOMATIC,Y
45.31,237D10FAA82FC0B0E043814FD881C0B0,1,State Library Program,AUTOMATIC,Y
45.311,237D10FAA830C0B0E043814FD881C0B0,1,Native American and Native Hawaiian Library Services,AUTOMATIC,Y
45.312,237D10FAA831C0B0E043814FD881C0B0,1,National Leadership Grants,AUTOMATIC,Y
45.313,237D10FAA832C0B0E043814FD881C0B0,1,Librarians for the 21st Century,AUTOMATIC,Y
46,237D10FAAB30C0B0E043814FD881C0B0,1,null,MANUAL,Y
46.001,237D10FAA833C0B0E043814FD881C0B0,1,Labor-Management Relations,AUTOMATIC,Y
47,237D10FAAB31C0B0E043814FD881C0B0,1,null,MANUAL,Y
47.041,237D10FAA834C0B0E043814FD881C0B0,1,Engineering Grants,AUTOMATIC,Y
47.049,237D10FAA835C0B0E043814FD881C0B0,1,Mathematical and Physical Sciences,AUTOMATIC,Y
47.05,237D10FAA836C0B0E043814FD881C0B0,1,Geosciences,AUTOMATIC,Y
47.07,237D10FAA837C0B0E043814FD881C0B0,1,Computer and Information Science and Engineering,AUTOMATIC,Y
47.074,237D10FAA838C0B0E043814FD881C0B0,1,Biological Sciences,AUTOMATIC,Y
47.075,237D10FAA839C0B0E043814FD881C0B0,1,Social  Behavioral  and Economic Sciences,AUTOMATIC,Y
47.076,237D10FAA83AC0B0E043814FD881C0B0,1,Education and Human Resources,AUTOMATIC,Y
47.078,237D10FAA83BC0B0E043814FD881C0B0,1,Polar Programs,AUTOMATIC,Y
57,237D10FAAB32C0B0E043814FD881C0B0,1,null,MANUAL,Y
57.001,237D10FAA83CC0B0E043814FD881C0B0,1,Social Insurance for Railroad Workers,AUTOMATIC,Y
58,237D10FAAB33C0B0E043814FD881C0B0,1,null,MANUAL,Y
58.001,237D10FAA83DC0B0E043814FD881C0B0,1,Securities_Investigation of Complaints and SEC Information,AUTOMATIC,Y
59,237D10FAAB34C0B0E043814FD881C0B0,1,null,MANUAL,Y
59.002,237D10FAA83EC0B0E043814FD881C0B0,1,Economic Injury Disaster Loans,AUTOMATIC,Y
59.005,237D10FAA83FC0B0E043814FD881C0B0,1,Business Development Assistance to Small Business,AUTOMATIC,Y
59.006,237D10FAA840C0B0E043814FD881C0B0,1,8(a) Business Development,AUTOMATIC,Y
59.007,237D10FAA841C0B0E043814FD881C0B0,1,7(i)  Technical Assistance,AUTOMATIC,Y
59.008,237D10FAA842C0B0E043814FD881C0B0,1,Physical Disaster Loans,AUTOMATIC,Y
59.009,237D10FAA843C0B0E043814FD881C0B0,1,Procurement Assistance to Small Businesses,AUTOMATIC,Y
59.011,237D10FAA844C0B0E043814FD881C0B0,1,Small Business Investment Companies,AUTOMATIC,Y
59.012,237D10FAA845C0B0E043814FD881C0B0,1,Small Business Loans,AUTOMATIC,Y
59.016,237D10FAA846C0B0E043814FD881C0B0,1,Bond Guarantees for Surety Companies,AUTOMATIC,Y
59.026,237D10FAA847C0B0E043814FD881C0B0,1,Service Corps of Retired Executives Association,AUTOMATIC,Y
59.037,237D10FAA848C0B0E043814FD881C0B0,1,Small Business Development Center,AUTOMATIC,Y
59.041,237D10FAA849C0B0E043814FD881C0B0,1,Certified Development Company Loans (504 Loans),AUTOMATIC,Y
59.043,237D10FAA84AC0B0E043814FD881C0B0,1,Women's Business Ownership Assistance,AUTOMATIC,Y
59.044,237D10FAA84BC0B0E043814FD881C0B0,1,Veterans Entrepreneurial Training and Counseling,AUTOMATIC,Y
59.046,237D10FAA84CC0B0E043814FD881C0B0,1,Microloan Program,AUTOMATIC,Y
59.049,237D10FAA84DC0B0E043814FD881C0B0,1,Office of Small Disadvantaged Business Certification and Eligibility,AUTOMATIC,Y
59.05,237D10FAA84EC0B0E043814FD881C0B0,1,Microenterprise Development Grants,AUTOMATIC,Y
59.051,237D10FAA84FC0B0E043814FD881C0B0,1,New Markets Venture Capital,AUTOMATIC,Y
64,237D10FAAB35C0B0E043814FD881C0B0,1,null,MANUAL,Y
64.005,237D10FAA850C0B0E043814FD881C0B0,1,Grants to States for Construction of State Home Facilities,AUTOMATIC,Y
64.007,237D10FAA851C0B0E043814FD881C0B0,1,Blind Rehabilitation Centers,AUTOMATIC,Y
64.008,237D10FAA852C0B0E043814FD881C0B0,1,Veterans Domiciliary Care,AUTOMATIC,Y
64.009,237D10FAA853C0B0E043814FD881C0B0,1,Veterans Medical Care Benefits,AUTOMATIC,Y
64.01,237D10FAA854C0B0E043814FD881C0B0,1,Veterans Nursing Home Care,AUTOMATIC,Y
64.011,237D10FAA855C0B0E043814FD881C0B0,1,Veterans Dental Care,AUTOMATIC,Y
64.012,237D10FAA856C0B0E043814FD881C0B0,1,Veterans Prescription Service,AUTOMATIC,Y
14.184,237D10FAA653C0B0E043814FD881C0B0,1,Mortgages Insurance for Single Room Occupancy (SRO) Projects,AUTOMATIC,Y
14.188,237D10FAA654C0B0E043814FD881C0B0,1,Housing Finance Agencies (HFA) Risk Sharing,AUTOMATIC,Y
14.189,237D10FAA655C0B0E043814FD881C0B0,1,Qualified Participating Entities (QPE) Risk Sharing,AUTOMATIC,Y
14.191,237D10FAA656C0B0E043814FD881C0B0,1,Multifamily Housing Service Coordinators,AUTOMATIC,Y
14.195,237D10FAA657C0B0E043814FD881C0B0,1,Section 8 Housing Assistance Payments Program_Special Allocations,AUTOMATIC,Y
14.197,237D10FAA658C0B0E043814FD881C0B0,1,Multifamily Assisted Housing Reform and Affordability Act,AUTOMATIC,Y
14.198,237D10FAA659C0B0E043814FD881C0B0,1,Officer Next Door Sales Program,AUTOMATIC,Y
14.199,237D10FAA65AC0B0E043814FD881C0B0,1,Multifamily Property Disposition,AUTOMATIC,Y
14.218,237D10FAA65BC0B0E043814FD881C0B0,1,Community Development Block Grants/Entitlement Grants,AUTOMATIC,Y
14.219,237D10FAA65CC0B0E043814FD881C0B0,1,Community Development Block Grants/Small Cities Program,AUTOMATIC,Y
14.225,237D10FAA65DC0B0E043814FD881C0B0,1,Community Development Block Grants/Special Purpose Grants/Insular Areas,AUTOMATIC,Y
14.227,237D10FAAB60C0B0E043814FD881C0B0,1,Community Development Block Grants/Technical Assistance Program,AUTOMATIC,Y
14.228,237D10FAA65EC0B0E043814FD881C0B0,1,Community Development Block Grants/State's Program,AUTOMATIC,Y
14.231,237D10FAA65FC0B0E043814FD881C0B0,1,Emergency Shelter Grants Program,AUTOMATIC,Y
14.235,237D10FAA660C0B0E043814FD881C0B0,1,Supportive Housing Program,AUTOMATIC,Y
14.238,237D10FAA661C0B0E043814FD881C0B0,1,Shelter Plus Care,AUTOMATIC,Y
14.239,237D10FAA662C0B0E043814FD881C0B0,1,HOME Investment Partnerships Program,AUTOMATIC,Y
14.241,237D10FAA663C0B0E043814FD881C0B0,1,Housing Opportunities for Persons with AIDS,AUTOMATIC,Y
14.243,237D10FAA664C0B0E043814FD881C0B0,1,Opportunities for Youth_Youthbuild Program,AUTOMATIC,Y
14.244,237D10FAA665C0B0E043814FD881C0B0,1,Empowerment Zones Program,AUTOMATIC,Y
14.246,237D10FAA666C0B0E043814FD881C0B0,1,Community Development Block Grants/Brownfields Economic Development Initiative,AUTOMATIC,Y
14.247,237D10FAA667C0B0E043814FD881C0B0,1,Self-Help Homeownership Opportunity Program,AUTOMATIC,Y
14.248,237D10FAA668C0B0E043814FD881C0B0,1,Community Development Block Grants_Section 108 Loan Guarantees,AUTOMATIC,Y
14.249,237D10FAA669C0B0E043814FD881C0B0,1,Section 8 Moderate Rehabilitation Single Room Occupancy,AUTOMATIC,Y
14.25,237D10FAA66AC0B0E043814FD881C0B0,1,Rural Housing and Economic Development,AUTOMATIC,Y
14.31,237D10FAA66BC0B0E043814FD881C0B0,1,Teacher Next Door Initiative,AUTOMATIC,Y
14.311,237D10FAA66CC0B0E043814FD881C0B0,1,Single Family Property Disposition,AUTOMATIC,Y
14.313,237D10FAA66DC0B0E043814FD881C0B0,1,Dollar Home Sales,AUTOMATIC,Y
14.314,237D10FAA66EC0B0E043814FD881C0B0,1,Assisted Living Conversion for Eligible Multifamily Housing Projects,AUTOMATIC,Y
14.4,237D10FAA66FC0B0E043814FD881C0B0,1,Equal Opportunity in Housing,AUTOMATIC,Y
14.401,237D10FAA670C0B0E043814FD881C0B0,1,Fair Housing Assistance Program_State and Local,AUTOMATIC,Y
14.402,237D10FAA671C0B0E043814FD881C0B0,1,Non-Discrimination in Federally-Assisted Programs (On the Basis of Age),AUTOMATIC,Y
14.404,237D10FAA672C0B0E043814FD881C0B0,1,Non-Discrimination in Federally Assisted and Conducted Programs (On the Basis of Disability),AUTOMATIC,Y
14.405,237D10FAA673C0B0E043814FD881C0B0,1,Non-Discrimination in Federally Assisted Programs (On the Basis of Race  Color  or National Origin),AUTOMATIC,Y
14.406,237D10FAA674C0B0E043814FD881C0B0,1,Non-Discrimination in the Community Development Block Grant Program (On the Basis of Race  Color  National Origin  Religion  or Sex),AUTOMATIC,Y
14.407,237D10FAA675C0B0E043814FD881C0B0,1,Architectural Barriers Act Enforcement,AUTOMATIC,Y
14.408,237D10FAA676C0B0E043814FD881C0B0,1,Fair Housing Initiatives Program,AUTOMATIC,Y
14.412,237D10FAA677C0B0E043814FD881C0B0,1,Employment Opportunities for Lower Income Persons and Businesses,AUTOMATIC,Y
14.414,237D10FAA678C0B0E043814FD881C0B0,1,Non-Discrimination on the Basis of Disability by Public Entities,AUTOMATIC,Y
14.415,237D10FAA679C0B0E043814FD881C0B0,1,Non-Discrimination on the Basis of Sex in Education Programs and Activities Receiving Federal Financial Assistance,AUTOMATIC,Y
14.506,237D10FAA67AC0B0E043814FD881C0B0,1,General Research and Technology Activity,AUTOMATIC,Y
14.511,237D10FAA67BC0B0E043814FD881C0B0,1,Community Outreach Partnership Center Program,AUTOMATIC,Y
14.512,237D10FAA67CC0B0E043814FD881C0B0,1,Community Development Work-Study Program,AUTOMATIC,Y
14.514,237D10FAA67DC0B0E043814FD881C0B0,1,Hispanic-Serving Institutions Assisting Communities,AUTOMATIC,Y
14.515,237D10FAA67EC0B0E043814FD881C0B0,1,Alaska Native/Native Hawaiian Institutions Assisting Communities,AUTOMATIC,Y
14.516,237D10FAA67FC0B0E043814FD881C0B0,1,Doctoral Dissertation Research Grants,AUTOMATIC,Y
14.517,237D10FAA680C0B0E043814FD881C0B0,1,Early Doctoral Student Research Grants,AUTOMATIC,Y
14.518,237D10FAA681C0B0E043814FD881C0B0,1,HUD Urban Scholars Fellowship Grants,AUTOMATIC,Y
14.519,237D10FAA682C0B0E043814FD881C0B0,1,Tribal Colleges and Universities Program,AUTOMATIC,Y
14.52,237D10FAA683C0B0E043814FD881C0B0,1,Historically Black Colleges and Universities Program,AUTOMATIC,Y
14.85,237D10FAA684C0B0E043814FD881C0B0,1,Public and Indian Housing,AUTOMATIC,Y
14.856,237D10FAA685C0B0E043814FD881C0B0,1,Lower Income Housing Assistance Program_Section 8 Moderate Rehabilitation,AUTOMATIC,Y
14.862,237D10FAA686C0B0E043814FD881C0B0,1,Indian Community Development Block Grant Program,AUTOMATIC,Y
14.865,237D10FAA687C0B0E043814FD881C0B0,1,Public and Indian Housing_Indian Loan Guarantee Program,AUTOMATIC,Y
