FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,ORG_MGR_UNVL_ID,ORG_NM,RC_CD,ORG_PHYS_CMP_CD,ORG_TYP_CD,ORG_DFLT_ACCT_NBR,ORG_LN1_ADDR,ORG_LN2_ADDR,ORG_CITY_NM,ORG_STATE_CD,ORG_ZIP_CD,ORG_CNTRY_CD,ORG_BEGIN_DT,ORG_END_DT,RPTS_TO_FIN_COA_CD,RPTS_TO_ORG_CD,ORG_ACTIVE_CD,ORG_IN_FP_CD,ORG_PLNT_ACCT_NBR,CMP_PLNT_ACCT_NBR,ORG_PLNT_COA_CD,CMP_PLNT_COA_CD
BL,HGRO,014F3DAF7770A448E043814FD28EA448,1,OLE1739701101,CENTER FOR HUMAN GROWTH,26,BL,H,1041400,EDUCATION  4145,(null),BLOOMINGTON,IN,47405,US,[980330000000-0400],[980401000000-0400],BL,CEDP,N,N,(null),(null),(null),(null)
BL,HHFF,014F3DAF7771A448E043814FD28EA448,1,OLE4321004623,HENRY R. HOPE-SCH OF FINE ARTS,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980317000000-0400],[980401000000-0400],BL,FINA,N,N,(null),(null),(null),(null)
BL,HIST,014F3DAF7772A448E043814FD28EA448,1,OLE2362105752,HISTORY,4,BL,O,1028100,BALLANTINE 742,(null),BLOOMINGTON,IN,47405-6601,US,[930701000000-0400],(null),BL,ARSC,Y,N,9520004,9520000,BL,BL
BL,HLAW,014F3DAF81BBA448E043814FD28EA448,1,OLE1872708343,LAW SCHOOL -- HUMAN BIOLOGY,52,BL,O,1047246,BRYAN HALL 100,(null),BLOOMINGTON,IN,47405,US,[050303000000-0500],(null),BL,HUBI,Y,N,9520052,9520000,BL,BL
BL,HLIB,014F3DAF7773A448E043814FD28EA448,1,OLE4279703397,LIBRARY  HPER,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,HMAN,014F3DAF7774A448E043814FD28EA448,1,OLE4186602347,ORPHAN,74,BL,H,1020000,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980404000000-0400],BL,BL,N,N,(null),(null),(null),(null)
BL,HMEC,014F3DAF7775A448E043814FD28EA448,1,OLE4321004623,HOME ECONOMICS,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980317000000-0400],[980401000000-0400],BL,AMID,N,N,(null),(null),(null),(null)
BL,SPHS,014F3DAF78F1A448E043814FD28EA448,1,OLE4656208921,SPEECH ~ HEARING SCIENCES,4,BL,A,1033572,SP ~ HR 100,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BL,ARSC,Y,N,9520004,9520000,BL,BL
BL,SPMG,014F3DAF78F2A448E043814FD28EA448,1,OLE3103108378,SPACE MANAGEMENT,80,BL,O,1022201,BRYAN 008,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,BUDG,Y,Y,9520080,9520000,BL,BL
BL,SPSH,014F3DAF78F3A448E043814FD28EA448,1,OLE4321004623,SPANISH,4,BL,H,1023300,BALLANTINE,(null),BLOOMINGTON,IN,47405,US,[980324000000-0400],[980401000000-0400],BL,SPAN,N,N,(null),(null),(null),(null)
BL,SPTH,014F3DAF78F4A448E043814FD28EA448,1,OLE4321004623,SPEECH ~ THEATRE,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980324000000-0400],[980401000000-0400],BL,SPCM,N,N,(null),(null),(null),(null)
BL,SRES,014F3DAF78F5A448E043814FD28EA448,1,OLE4813308951,INSTITUTE OF SOCIAL RESEARCH,4,BL,O,1032942,1022 E 3RD RM 101,(null),BLOOMINGTON,IN,47405,US,[930701000000-0400],(null),BL,SOC,Y,N,9520004,9520000,BL,BL
BL,SRS,014F3DAF8152A448E043814FD28EA448,1,OLE4052406505,SPONSORED RESEARCH SERVICES,64,BL,O,1042900,BRYAN HALL 104,(null),BLOOMINGTON,IN,47405,US,[030721000000-0400],(null),BL,RUAD,Y,N,9520064,9520064,BL,BL
BL,SSAL,014F3DAF8043A448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES (ACADEMIC),60,BL,O,1023200,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[010518000000-0400],(null),BL,SUMS,Y,N,9520060,9520000,BL,BL
BL,SSCI,014F3DAF78F6A448E043814FD28EA448,1,OLE4321004623,SCIENCE  SCHOOL OF,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980324000000-0400],[980401000000-0400],BL,SOC,N,N,(null),(null),(null),(null)
BL,SSDC,014F3DAF78F7A448E043814FD28EA448,1,OLE1739701101,SOCIAL STUDIES DEVELOPMENT CENTER,26,BL,H,1041700,EDUCATION  4145,(null),BLOOMINGTON,IN,47405,US,[980330000000-0400],[980401000000-0400],BL,CRIN,N,N,(null),(null),(null),(null)
BL,SSED,014F3DAF813BA448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES--EDUCATION,60,BL,O,1040278,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,9520060,9520000,BL,BL
BL,SSER,014F3DAF78F8A448E043814FD28EA448,1,OLE3432106365,DIVISION OF STUDENT AFFAIRS,70,BL,R,1021200,FRANKLIN 108,(null),BLOOMINGTON,IN,47405-2801,US,[930701000000-0400],(null),BL,BL,Y,N,9520070,9520000,BL,BL
BL,SSHP,014F3DAF813DA448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES-HPER,60,BL,O,1045078,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSJO,014F3DAF8137A448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES-JOURNALISM,60,BL,O,1029078,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSLA,014F3DAF813EA448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES-LAW SCHOOL,60,BL,O,1047278,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSMU,014F3DAF813CA448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES--MUSIC,60,BL,O,1042678,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSOB,014F3DAF813AA448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES--BUSINESS,60,BL,O,1036278,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSOP,014F3DAF8139A448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES - OPTOMETRY,60,BL,O,1035578,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,SSRV,014F3DAF78F9A448E043814FD28EA448,1,OLE1896903531,STUDENT SERVICES ORG,32,BL,O,1047200,211 S. INDIANA,(null),BLOOMINGTON,IN,47405-1001,US,[970424000000-0400],(null),BL,LAWS,Y,N,9520032,9520000,BL,BL
BL,SSRW,014F3DAF78FAA448E043814FD28EA448,1,OLE4186602347,SOCIAL WORK  SCHOOL OF,52,BL,H,1020000,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[980331000000-0400],[980401000000-0400],BL,OACA,N,N,(null),(null),(null),(null)
BL,SSSL,014F3DAF8138A448E043814FD28EA448,1,OLE5183806303,SUMMER SESSION SALARIES SLIS,60,BL,O,1035378,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[030309000000-0500],(null),BL,SSAL,Y,N,(null),(null),(null),(null)
BL,STAT,014F3DAF78FBA448E043814FD28EA448,1,OLE2620008671,INTERDISCIPL CONSORTIUM FOR STAT APPLIC,64,BL,O,1042973,BRYAN 104,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,RUGS,Y,N,9520064,9520000,BL,BL
BL,STF,014F3DAF78FCA448E043814FD28EA448,1,OLE4052406505,STUDENT TECHNOLOGY FEE,66,BL,O,1047105,2711 E. 10TH,(null),BLOOMINGTON,IN,47405,US,[980409000000-0400],(null),BL,CSER,Y,N,9520066,9520000,BL,BL
BL,STGD,014F3DAF80F6A448E043814FD28EA448,1,OLE2422606713,DGTS STAGECRAFT,42,BL,H,1042600,MUSIC,(null),BLOOMINGTON,IN,47405,US,[021117000000-0500],[021118000000-0500],BL,MUS,N,N,(null),(null),(null),(null)
BL,STMT,014F3DAF78FDA448E043814FD28EA448,1,OLE4988506457,STRATEGIC MANAGEMENT,24,BL,H,1036200,BUSINESS  333,(null),BLOOMINGTON,IN,47405,US,[980330000000-0400],[980401000000-0400],BL,MGMT,N,N,(null),(null),(null),(null)
BL,STNG,014F3DAF78FEA448E043814FD28EA448,1,OLE1407101459,STRINGS,42,BL,H,1042600,MUSIC SCHOOL,(null),BLOOMINGTON,IN,47405,US,[980331000000-0400],[980401000000-0400],BL,MUIN,N,N,(null),(null),(null),(null)
BL,STRA,014F3DAF78FFA448E043814FD28EA448,1,OLE5815402801,STRATEGIC HIRING ~ SUPPORT,86,BL,O,1021160,BRYAN HALL 115,(null),BLOOMINGTON,IN,47405,US,[990504000000-0400],(null),BL,ASDV,Y,N,9520086,9520000,BL,BL
BL,SUMS,014F3DAF7900A448E043814FD28EA448,1,OLE5183806303,SUMMER SESSIONS,60,BL,O,1044500,BRYAN 109,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,DFAC,Y,Y,9520060,9520000,BL,BL
BL,SURG,014F3DAF80F7A448E043814FD28EA448,1,OLE1893804727,SURGERY,10,BL,H,1035600,JORDAN HALL,(null),BLOOMINGTON,IN,47405,US,[021117000000-0500],[021118000000-0500],BL,MED,N,N,(null),(null),(null),(null)
BL,SURV,014F3DAF7901A448E043814FD28EA448,1,OLE4052406505,CENTER FOR SURVEY RESEARCH,64,BL,O,2143040,1900 E 10TH ST EIGENMANN 2 SO,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,RUGS,Y,N,9520064,9520000,BL,BL
BL,SWC,014F3DAF7902A448E043814FD28EA448,1,OLE4321004623,SCIENTIFIC WRITING CTR,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980324000000-0400],[980401000000-0400],BL,ENG,N,N,(null),(null),(null),(null)
BL,SWHL,014F3DAF7903A448E043814FD28EA448,1,OLE4279703397,LIBRARY - SWAIN HALL,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,SWNL,014F3DAF7904A448E043814FD28EA448,1,OLE1896903531,SWAIN HALL LIBRARY,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LCL,Y,N,9520068,9520000,BL,BL
BL,SYSC,014F3DAF7905A448E043814FD28EA448,1,OLE4186602347,UNIVERSITY TAX,84,BL,R,1022000,BRYAN 100,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,BL,Y,N,9520084,9520000,BL,BL
BL,TAAL,014F3DAF7906A448E043814FD28EA448,1,OLE4796508053,TESOL ~ APPLIED LINGUISTICS,4,BL,O,1029400,MEMORIAL HALL 313,(null),BLOOMINGTON,IN,47405-2201,US,[930701000000-0400],(null),BL,ARSC,Y,N,9520004,9520000,BL,BL
BL,TAPP,014F3DAF80F8A448E043814FD28EA448,1,OLE1777902237,TECHNOLOGY APPLICATIONS DIVISION,24,BL,H,1036200,BUSINESS,(null),BLOOMINGTON,IN,47405,US,[021117000000-0500],[021118000000-0500],BL,BUS,N,N,(null),(null),(null),(null)
BL,TBI,014F3DAF81A3A448E043814FD28EA448,1,OLE1872708343,BIOLOGY - 21ST CENTURY INTERDI,52,BL,O,1023432,BRYAN HALL 100,(null),BLOOMINGTON,IN,47405,US,[050303000000-0500],(null),BL,TCIS,Y,N,9520052,9520000,BL,BL
BL,TCBD,014F3DAF7907A448E043814FD28EA448,1,OLE5388101202,TETER BONDS,80,BL,O,9120825,801 NORTH JORDAN,(null),BLOOMINGTON,IN,47405,US,[940701000000-0400],[000310000000-0500],BL,HALL,N,N,9520080,9520000,BL,BL
BL,TCHE,014F3DAF81AAA448E043814FD28EA448,1,OLE1872708343,CHEMISTRY-21ST CENTURY INTERDI,52,BL,O,1023432,BRYAN HALL 100,(null),BLOOMINGTON,IN,47405,US,[050303000000-0500],(null),BL,TCIS,Y,N,9520052,9520000,BL,BL
BL,TCHS,014F3DAF7908A448E043814FD28EA448,1,OLE4279703397,LIBRARY TECHNICAL SERVICES,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,TCIS,014F3DAF8159A448E043814FD28EA448,1,OLE1872708343,21ST CENTURY INTERDISCIPLINARY,52,BL,O,1021903,BRYAN HALL 100,(null),BLOOMINGTON,IN,47405,US,[030915000000-0400],(null),BL,CTE,Y,N,9520081,9520000,BL,BL
BL,LMMT,014F3DAF77F3A448E043814FD28EA448,1,OLE5183806303,FASE MENTORING PROGRAM,60,BL,H,1020700,BRYAN 109,(null),BLOOMINGTON,IN,47405,US,[980401000000-0400],[980402000000-0400],BL,UGCD,N,N,(null),(null),(null),(null)
BL,LMON,014F3DAF77F4A448E043814FD28EA448,1,OLE1896903531,LIBRARY MONOGRAPHS,68,BL,O,1047410,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],[020125000000-0500],BL,LMAT,N,N,9520068,9520000,BL,BL
BL,LMRS,014F3DAF77F5A448E043814FD28EA448,1,OLE1896903531,MEDIA ~ RESERVES SERVICES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],[020125000000-0500],BL,LACS,N,N,9520068,9520000,BL,BL
BL,LNEH,014F3DAF77F6A448E043814FD28EA448,1,OLE1896903531,NEH MATERIALS,68,BL,O,2347455,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],[020125000000-0500],BL,LMAT,N,N,9520068,9520000,BL,BL
BL,LOAN,014F3DAF77F7A448E043814FD28EA448,1,OLE2802202597,LOAN FUNDS,80,BL,N,1049901,BRYAN 100,(null),BLOOMINGTON,IN,47405-1201,US,[020909000000-0400],(null),BL,BL,Y,N,9520080,9520000,BL,BL
BL,LPL,014F3DAF81C7A448E043814FD28EA448,1,OLE1872708343,PHILOSOPHY-LEADERSHIP,52,BL,O,1021933,BRYAN HALL 100,(null),BLOOMINGTON,IN,47405,US,[050321000000-0500],(null),BL,CTE,Y,N,9520052,9520000,BL,BL
BL,LPRV,014F3DAF77F8A448E043814FD28EA448,1,OLE1896903531,PRESERVATION,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LRCS,Y,N,9520068,9520000,BL,BL
BL,LRCN,014F3DAF77F9A448E043814FD28EA448,1,OLE1896903531,LIBRARIES RETROCONVERSION,68,BL,O,2347425,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],[020125000000-0500],BL,LTS,N,N,9520068,9520000,BL,BL
BL,LRCS,014F3DAF77FAA448E043814FD28EA448,1,OLE1896903531,RESEARCH ~ COLLECTION SERVICES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LIBR,Y,N,9520068,9520000,BL,BL
BL,LREF,014F3DAF77FBA448E043814FD28EA448,1,OLE1896903531,REFERENCE - LIBRARIES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LRCS,Y,N,9520068,9520000,BL,BL
BL,LRES,014F3DAF77FCA448E043814FD28EA448,1,OLE5183806303,LEARNING RESOURCES,60,BL,H,1020700,BRYAN 109,(null),BLOOMINGTON,IN,47405,US,[980401000000-0400],[980402000000-0400],BL,LSRT,N,N,(null),(null),(null),(null)
BL,LRI,014F3DAF77FDA448E043814FD28EA448,1,OLE4988506457,LEADERSHIP RESEARCH INSTITUTE/BUS,24,BL,O,1036200,BUSINESS 333,(null),BLOOMINGTON,IN,47405,US,[980929000000-0400],[000918000000-0400],BL,BUS,N,N,9520024,9520000,BL,BL
BL,LRNS,014F3DAF80EEA448E043814FD28EA448,1,OLE5183806303,STUDENT FOR ACADEMIC CENTER,60,BL,H,1020731,316 N JORDAN,(null),BLOOMINGTON,IN,47405,US,[021117000000-0500],[021118000000-0500],BL,SACR,N,N,(null),(null),(null),(null)
BL,LSDE,014F3DAF77FEA448E043814FD28EA448,1,OLE4279703397,LIBRRAY SUPPORT FOR DISTANCE EDUCATION,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,LSER,014F3DAF77FFA448E043814FD28EA448,1,OLE1896903531,LIBRARY SERIALS,68,BL,O,1047415,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],[020125000000-0500],BL,LMAT,N,N,9520068,9520000,BL,BL
BL,LSL,014F3DAF7800A448E043814FD28EA448,1,OLE1896903531,LIFE SCIENCES LIBRARY,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LCL,Y,N,9520068,9520000,BL,BL
BL,LSLS,014F3DAF7801A448E043814FD28EA448,1,OLE1896903531,SLIS LIBRARY,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LCL,Y,N,9520068,9520000,BL,BL
BL,LSOC,014F3DAF7802A448E043814FD28EA448,1,OLE5393601315,CTR FOR THE STUDY OF LAW ~ SOCIETY,64,BL,O,1043800,BRYAN 104,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],[010630000000-0400],BL,RUGS,N,N,9520064,9520000,BL,BL
BL,LSRT,014F3DAF7803A448E043814FD28EA448,1,OLE5183806303,LEARNING SUPPORT SERVICES,60,BL,O,1020731,BRYAN 109,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,DFAC,Y,N,9520060,9520000,BL,BL
BL,LSSM,014F3DAF7804A448E043814FD28EA448,1,OLE4321004623,LIBRARY SCIENCE AND SCHOOL MEDIA,40,BL,H,1023200,LIBRARY  CT15,(null),BLOOMINGTON,IN,47405,US,[980331000000-0400],[980401000000-0400],BL,SLIS,N,N,(null),(null),(null),(null)
BL,LTAM,014F3DAF7805A448E043814FD28EA448,1,OLE4321004623,LATIN AMERICAN STUDIES,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980318000000-0400],[980401000000-0400],BL,CLAC,N,N,(null),(null),(null),(null)
BL,LTRS,014F3DAF7806A448E043814FD28EA448,1,OLE1601505971,LIBRARY ELECTRONIC TEXT RESOURCE SERVICE,68,BL,O,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[970430000000-0400],[020125000000-0500],BL,LIBR,N,N,9520068,9520000,BL,BL
BL,LTS,014F3DAF7807A448E043814FD28EA448,1,OLE1896903531,LIBRARIES TECHNICAL SERVICES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LIBR,Y,N,9520068,9520000,BL,BL
BL,LUGL,014F3DAF7808A448E043814FD28EA448,1,OLE1896903531,LIBRARIES UNDERGRADUATE LIBRARY SERVICES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LACS,Y,N,9520068,9520000,BL,BL
BL,LWAD,014F3DAF7809A448E043814FD28EA448,1,OLE1896903531,LAW ADMINISTRATION ORG,32,BL,O,1047200,211 S. INDIANA,(null),BLOOMINGTON,IN,47405-1001,US,[970520000000-0400],(null),BL,LAWS,Y,N,9520032,9520000,BL,BL
BL,LWAS,014F3DAF780AA448E043814FD28EA448,1,OLE4496100083,LAW SCHOOL ADMISSIONS,32,BL,O,1047200,LAW 258, 211 S. INDIANA,(null),BLOOMINGTON,IN,47405,US,[970508000000-0400],(null),BL,LAWS,Y,N,9520032,9520000,BL,BL
BL,LWBD,014F3DAF780BA448E043814FD28EA448,1,OLE4496100083,BUILDING MAINTENANCE ORG,32,BL,O,1047200,LAW 258, 211 S. INDIANA,(null),BLOOMINGTON,IN,47405-1001,US,[970424000000-0400],(null),BL,LAWS,Y,N,9520032,9520000,BL,BL
BL,LWBS,014F3DAF780CA448E043814FD28EA448,1,OLE1896903531,LAW BUSINESS OFFICE,32,BL,O,1047200,LAW SCHOOL,(null),BLOOMINGTON,IN,47405,US,[970508000000-0400],(null),BL,LAWS,Y,N,9520032,9520000,BL,BL
BL,LWHM,014F3DAF780DA448E043814FD28EA448,1,OLE1896903531,WYLIE HOUSE MUSEUM/LIBRARIES,68,BL,O,1047400,1320 E. 10TH ST.,(null),BLOOMINGTON,IN,47405,US,[990507000000-0400],(null),BL,LCL,Y,N,9520068,9520000,BL,BL
BL,MAFH,014F3DAF780EA448E043814FD28EA448,1,OLE5393601315,MUSEUM FOR ANTH FOLK AND HIST,64,BL,H,1042900,BRYAN 104,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,ACTR,N,N,(null),(null),(null),(null)
BL,MAIL,014F3DAF780FA448E043814FD28EA448,1,OLE3103108378,MAIL SERVICES,80,BL,O,1022600,BRYAN 008,(null),BLOOMINGTON,IN,47405-1201,US,[930701000000-0400],(null),BL,SPMG,Y,N,9520080,9520000,BL,BL
BL,MALY,014F3DAF80EFA448E043814FD28EA448,1,OLE4425301537,COOPERATIVE PROGRAM IN MALAYSIA,75,BL,H,1020180,BRYAN HALL,(null),BLOOMINGTON,IN,47405,US,[021117000000-0500],[021118000000-0500],BL,INTP,N,N,(null),(null),(null),(null)
BL,MAP,014F3DAF7810A448E043814FD28EA448,1,OLE5965907037,HUDSON ~ HOLLAND SCHOLARS,86,BL,O,1021150,FRANKLIN HALL,(null),BLOOMINGTON,IN,47405,US,[990504000000-0400],(null),BL,ASDV,Y,N,9520086,9520000,BL,BL
BL,MART,014F3DAF7811A448E043814FD28EA448,1,OLE2422606713,MUSIC-ARTS ADMINISTRATION,42,BL,O,1042600,MUSIC,(null),BLOOMINGTON,IN,47405,US,[990513000000-0400],(null),BL,MUS,Y,N,9520042,9520000,BL,BL
BL,MASS,014F3DAF7812A448E043814FD28EA448,1,OLE5089905442,MASS COMMUNICATION,50,BL,H,1029000,ERNIE PYLE  200,(null),BLOOMINGTON,IN,47405,US,[980331000000-0400],[980401000000-0400],BL,JOUR,N,N,(null),(null),(null),(null)
BL,MATH,014F3DAF7813A448E043814FD28EA448,1,OLE2362105752,MATHEMATICS,4,BL,O,1029600,RAWLES HALL 115,(null),BLOOMINGTON,IN,47405-5701,US,[930701000000-0400],(null),BL,ARSC,Y,N,9520004,9520000,BL,BL
BL,MBA,014F3DAF7814A448E043814FD28EA448,1,OLE1777902237,SCHOOL OF BUSINESS MBA PROGRAM,24,BL,O,1036500,BUSINESS 333,(null),BLOOMINGTON,IN,47405,US,[960916000000-0400],(null),BL,BUS,Y,N,9520024,9520000,BL,BL
BL,MBAL,014F3DAF7815A448E043814FD28EA448,1,OLE2422606713,MUSIC SCHOOL-BALLET,42,BL,O,1042600,MUSIC,(null),BLOOMINGTON,IN,47405,US,[980406000000-0400],(null),BL,MUS,Y,N,(null),(null),(null),(null)
BL,MCBD,014F3DAF7816A448E043814FD28EA448,1,OLE5388101202,MCNUTT BONDS,80,BL,O,9120167,801 NORTH JORDAN,(null),BLOOMINGTON,IN,47405,US,[940701000000-0400],[000310000000-0500],BL,HALL,N,N,9520080,9520000,BL,BL
BL,MCOM,014F3DAF7817A448E043814FD28EA448,1,OLE2422606713,MUSIC SCHOOL-COMPOSITION,42,BL,O,1042600,MUSIC,(null),BLOOMINGTON,IN,47405,US,[980406000000-0400],(null),BL,MUS,Y,N,(null),(null),(null),(null)
BL,MCSI,014F3DAF7818A448E043814FD28EA448,1,OLE4321004623,MATHEMATICS ~ COMPUTER SCIENCE,4,BL,H,1023200,KIRKWOOD HALL,(null),BLOOMINGTON,IN,47405,US,[980318000000-0400],[980401000000-0400],BL,MATH,N,N,(null),(null),(null),(null)
BL,MDEP,014F3DAF7819A448E043814FD28EA448,1,OLE2553405475,MEDICINE  DEPT OF,10,BL,H,1035600,JORDAN HALL 104,(null),BLOOMINGTON,IN,47405,US,[980325000000-0400],[980401000000-0400],BL,MED,N,N,(null),(null),(null),(null)
BL,MDSV,014F3DAF781AA448E043814FD28EA448,1,OLE4279703397,MEDIA SERVICES,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,MED,014F3DAF781BA448E043814FD28EA448,1,OLE2553405475,HEALTH SCIENCES,10,BL,R,1035600,MYERS 203,(null),BLOOMINGTON,IN,47405-4401,US,[930701000000-0400],(null),BL,BL,Y,N,9520010,9520000,BL,BL
BL,MELL,014F3DAF781CA448E043814FD28EA448,1,OLE4279703397,MODERN EUROPEAN LINGS  LINGS ~ W.EURP ST,68,BL,H,1047400,LIBRARY,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LIBR,N,N,(null),(null),(null),(null)
BL,MEMI,014F3DAF781DA448E043814FD28EA448,1,OLE2422606713,MUSIC-EARLY MUSIC INSTITUTE,42,BL,O,1042600,MUSIC,(null),BLOOMINGTON,IN,47405,US,[980406000000-0400],(null),BL,MUS,Y,N,(null),(null),(null),(null)
BL,MESP,014F3DAF781EA448E043814FD28EA448,1,OLE4135906990,MIDDLE EASTERN STUDIES,4,BL,O,1023268,GOODBODY 313,(null),BLOOMINGTON,IN,47405-2401,US,[930701000000-0400],[010630000000-0400],BL,ARSC,N,N,9520004,9520000,BL,BL
BL,MEST,014F3DAF781FA448E043814FD28EA448,1,OLE2362105752,MEDIEVAL STUDIES,4,BL,O,1023265,BALLANTINE 650,(null),BLOOMINGTON,IN,47405-6601,US,[930701000000-0400],(null),BL,ARSC,Y,N,9520004,9520000,BL,BL
BL,MFPN,014F3DAF7820A448E043814FD28EA448,1,OLE4186602347,MINORITY FELLOWSHIP PROG,75,BL,H,1020000,BRYAN 100,(null),BLOOMINGTON,IN,47405,US,[980402000000-0400],[980403000000-0400],BL,LAAF,N,N,(null),(null),(null),(null)
BL,MGMT,014F3DAF7821A448E043814FD28EA448,1,OLE1777902237,SCHOOL OF BUSINESS MANAGEMENT DEPARTMENT,24,BL,O,1036270,SCHOOL OF BUSINESS, 333,(null),BLOOMINGTON,IN,47405,US,[960930000000-0400],(null),BL,BUS,Y,N,9520024,9520000,BL,BL
BL,MGTC,014F3DAF7822A448E043814FD28EA448,1,OLE4988506457,MANAGERIAL COMMUNICATIONS,24,BL,H,1036200,BUSINESS  333,(null),BLOOMINGTON,IN,47405,US,[980330000000-0400],[980401000000-0400],BL,MGMT,N,N,(null),(null),(null),(null)
