FIN_COA_CD,ACCOUNT_NBR,OBJ_ID,VER_NBR,ACCOUNT_NM,ACCT_FSC_OFC_UID,ACCT_SPVSR_UNVL_ID,ACCT_MGR_UNVL_ID,ORG_CD,ACCT_TYP_CD,ACCT_PHYS_CMP_CD,SUB_FUND_GRP_CD,ACCT_FRNG_BNFT_CD,FIN_HGH_ED_FUNC_CD,ACCT_RSTRC_STAT_CD,ACCT_RSTRC_STAT_DT,ACCT_CITY_NM,ACCT_STATE_CD,ACCT_STREET_ADDR,ACCT_ZIP_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_ACCT_NBR,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,CONT_FIN_COA_CD,CONT_ACCOUNT_NBR,ENDOW_FIN_COA_CD,ENDOW_ACCOUNT_NBR,CONTR_CTRL_FCOA_CD,CONTR_CTRLACCT_NBR,INCOME_FIN_COA_CD,INCOME_ACCOUNT_NBR,ACCT_ICR_TYP_CD,AC_CSTM_ICREXCL_CD,FIN_SERIES_ID,ICR_FIN_COA_CD,ICR_ACCOUNT_NBR,ACCT_IN_FP_CD,BDGT_REC_LVL_CD,ACCT_SF_CD,ACCT_PND_SF_CD,FIN_EXT_ENC_SF_CD,FIN_INT_ENC_SF_CD,FIN_PRE_ENC_SF_CD,FIN_OBJ_PRSCTRL_CD,CG_CFDA_NBR,ACCT_OFF_CMP_IND,ACCT_CLOSED_IND,CG_ACCT_RESP_ID,OLE_UNIV_ACCT_NBR,LBR_BEN_RT_CAT_CD,VNDR_HDR_GNRTD_ID,VNDR_DTL_ASND_ID
"BL","2924706","451F07780DE3B1C6E043814FD881B1C6",2,"BIOGEOCHEM SEMINAR SUPPORT","OLE2599004561","OLE6276904397","OLE2599004561","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","GEOLOGY 125","47405-4001",null,null,840831000000,840831000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"N","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924707","451F07780DE4B1C6E043814FD881B1C6",2,"BRISCOE PROFESSORSHIP","OLE2599004561","OLE6276904397","OLE3687005124","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,760701000000,760701000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924708","451F07780DE5B1C6E043814FD881B1C6",2,"BUSCH RESEARCH","OLE1881700254","OLE6276904397","OLE4478701305","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,871112000000,871112000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924709","451F07780DE6B1C6E043814FD881B1C6",2,"BUSCH RESEARCH","OLE1883506229","OLE5004807794","OLE4480500230","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,880822000000,880822000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924710","451F07780DE7B1C6E043814FD881B1C6",2,"CAULTON-RESEARCH","OLE1889703908","OLE5004802845","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,930215000000,930215000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924711","451F07780DE8B1C6E043814FD881B1C6",2,"CHEMICAL INFORMATICS","OLE2599004561","OLE5003409252","OLE3687302674","CHEM","NA","BL","ROFDS","Y","IN","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405-4001",null,null,000505111914,000505000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924713","451F07780DE9B1C6E043814FD881B1C6",2,"POLYHEDRON-CHRISTOU","OLE1890604607","OLE1224705693","OLE4483606887","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405-4001",null,null,870122000000,870122000000,020131000000,"BL","2324789",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924714","451F07780DEAB1C6E043814FD881B1C6",2,"DREYFUS-YOUNG FAC SCHOLAR","OLE1890805655","OLE5002501009","OLE1781003865","CHEM","NA","BL","ROFDS","Y","S&F","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,840320000000,840320000000,970331000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924715","451F07780DEBB1C6E043814FD881B1C6",2,"CHEM COMM - CHISHOLM","OLE2599004561","OLE5001606818","OLE2599004561","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,951004150151,951004000000,001130000000,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924716","451F07780DECB1C6E043814FD881B1C6",2,"HARRY G. DAY CHAIR","OLE2599004561","OLE4999002723","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405",null,null,961119144923,961119000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","N","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924717","451F07780DEDB1C6E043814FD881B1C6",2,"DOW CHEMICAL CO","OLE2599004561","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,760701000000,760701000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924719","451F07780DEEB1C6E043814FD881B1C6",2,"DUPONT COMPANY-SCHAEFFER","OLE2599004561","OLE6276904397","OLE3691001925","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,760701000000,760701000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924720","451F07780DEFB1C6E043814FD881B1C6",2,"CHESTER DAVIS VISIT SCHOLAR","OLE2599004561","OLE4995109185","OLE3691201748","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,850419000000,850419000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924722","451F07780DF0B1C6E043814FD881B1C6",2,"E CAMPAIGNE RESEARCH","OLE1893206735","OLE6276904397","OLE4491205463","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,790101000000,790101000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924723","451F07780FFDB1C6E043814FD881B1C6",2,"CLEMMER RESEARCH","OLE2599004561","OLE6276904397","OLE3882609863","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","800 E. KIRKWOOD AVENUE","47405",null,null,030829125553,030829000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","N","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924725","451F07780DF1B1C6E043814FD881B1C6",2,"DALTON TRANSACTIONS - CHISHOLM","OLE4763403483","OLE1224705693","OLE5691404828","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,970930095059,970930000000,020131000000,"BL","2324789",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924728","451F07780DF2B1C6E043814FD881B1C6",2,"FRIENDS OF CHEMISTRY","OLE2599004561","OLE6276904397","OLE3695405816","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,760701000000,760701000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924729","451F07780DF3B1C6E043814FD881B1C6",2,"FRIENDS OF BIOGEOCHEMISTRY","OLE1893509209","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,860603000000,860603000000,970531000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924733","451F07780DF4B1C6E043814FD881B1C6",2,"P GRIECO RESEARCH","OLE1893804727","OLE3792801722","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,810109000000,810109000000,980331000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","H","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924737","451F07780DF5B1C6E043814FD881B1C6",2,"HOLLINGSWORTH-MCLC-EDITOR","OLE1896704562","OLE4988707000","OLE4495804544","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,910920000000,910920000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924740","451F07780FC2B1C6E043814FD881B1C6",2,"INGEN FUND FOR CHEMISTRY","OLE2599004561","OLE4321004623","OLE2599004561","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY #115","47405",null,null,010628145908,010628000000,010730000000,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924741","451F07780DF6B1C6E043814FD881B1C6",2,"INORG DIV OF AMER CHEM SOC","OLE4763403483","OLE4988506457","OLE4496100083","CHEM","NA","BL","ROFDS","Y","ISOI","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,870312000000,870312000000,970228000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924742","451F07780DF7B1C6E043814FD881B1C6",2,"INDIANA ACADEMY OF SCIENCE","OLE1896903531","OLE4987604807","OLE5691404828","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,890209000000,890209000000,961217000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924745","451F07780DF8B1C6E043814FD881B1C6",2,"ELI LILLY/CHEM","OLE2599004561","OLE4986309372","OLE3696203424","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405",null,null,960624171707,960624000000,null,"BL","2324789",null,null,null,null,"BL","1024700","10",null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924750","451F07780DF9B1C6E043814FD881B1C6",2,"JOURNAL OF CHEMICAL PHYSICS/DAVIDSON","OLE2599004561","OLE4984801399","OLE2599004561","CHEM","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,971022121740,971022000000,030630000000,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924753","451F07780DFAB1C6E043814FD881B1C6",2,"MONSANTO RESEARCH FUNDS","OLE1897001124","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,881212000000,881212000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924755","451F07780DFBB1C6E043814FD881B1C6",2,"MISC GIFTS AND GRANTS-CHEM","OLE2599004561","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,800130000000,800130000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924759","451F07780DFCB1C6E043814FD881B1C6",2,"NATO SUPPORT-CHISHOLM","OLE4763403483","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,860912000000,860912000000,970228000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924760","451F07780FA8B1C6E043814FD881B1C6",2,"RUSTBELT RNA MEETING - BURKE","OLE2599004561","OLE6276904397","OLE2599004561","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY DEPARTMENT","47405",null,null,000906093126,000906000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924763","451F07780DFDB1C6E043814FD881B1C6",2,"ORG DIV OF AMER CHEM SOC","OLE1897300774","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,850503000000,850503000000,970228000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924764","451F07780DFEB1C6E043814FD881B1C6",2,"ORGANIC DIVISION CHEMISTRY","OLE2599004561","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,900904000000,900904000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924766","451F07780DFFB1C6E043814FD881B1C6",2,"ELECTRO-CHEMICAL RESEARCH","OLE2599004561","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405-4001",null,null,760701000000,760701000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","N","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924771","451F07780E00B1C6E043814FD881B1C6",2,"REACTION TRANSPORT MODELING","OLE2599004561","OLE4971403958","OLE3701402014","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,870122000000,870122000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924773","451F07780E01B1C6E043814FD881B1C6",2,"ROUSH-ORGANIC SYNTHESES","OLE1897800967","OLE6276904397","OLE4502901718","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,940411000000,940411000000,980331000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,"004",null,null,null,"O","C","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924775","451F07780E02B1C6E043814FD881B1C6",2,"SPECTROCHEMICAL RESEARCH","OLE2599004561","OLE6276904397","OLE3705304927","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405-4001",null,null,940303000000,940215000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924776","451F07780E03B1C6E043814FD881B1C6",2,"SOC ANALYT CHEM PITTSBURGH","OLE1902407357","OLE4968607063","OLE4505504841","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,850611000000,850611000000,970228000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924778","451F07780E04B1C6E043814FD881B1C6",2,"STRYKER RESEARCH","OLE1904003755","OLE6276904397","OLE4507204997","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,870122000000,870122000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924779","451F07780E05B1C6E043814FD881B1C6",2,"SHINER RESEARCH","OLE2599004561","OLE4965407189","OLE2599004561","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,900118000000,900118000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","N","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924785","451F07780E06B1C6E043814FD881B1C6",2,"UNION CARBIDE-RESEARCH","OLE1904309094","OLE6276904397","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,890316000000,890316000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924787","451F07780E07B1C6E043814FD881B1C6",2,"UPJOHN-HIEFTJE RESEARCH","OLE1908406888","OLE4965200876","OLE4511501672","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,840813000000,840813000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924788","451F07780E08B1C6E043814FD881B1C6",2,"UNILEVER RESEARCH","OLE1908806212","OLE6276904397","OLE4512803108","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,880201000000,880201000000,961115000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924790","451F07780E09B1C6E043814FD881B1C6",2,"F. POPOFF FACULTY MATCH ENDOWM/CHEM-COAS","OLE2599004561","OLE6276904397","OLE2599004561","CHEM","NA","BL","ROFDS","Y","IN","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,960924135221,960924000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924791","451F07780E0AB1C6E043814FD881B1C6",2,"CHEMICAL CONSULTING SERVICES-WILLIAMS","OLE2599004561","OLE6276904397","OLE3709601315","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,940607000000,940607000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924792","451F07780E0BB1C6E043814FD881B1C6",2,"LILLY RES-WIGHTMAN","OLE1911203664","OLE4959604187","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY 115","47405-4001",null,null,861222000000,861222000000,970228000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"N","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924795","451F07780E0CB1C6E043814FD881B1C6",2,"C. CULBERTSON FACULTY ENDOW MATCH/CHEMIS","OLE1912407016","OLE4186602347","OLE1781003865","CHEM","NA","BL","ROFDS","Y","IN","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,961008103418,961008000000,971110000000,"BL","5431400",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","N","N","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2924797","451F07780E0DB1C6E043814FD881B1C6",2,"SURPLUS EQUIPMENT","OLE2599004561","OLE4958502875","OLE2599004561","CHEM","NA","BL","ROFDS","Y","AA","R",null,"BLOOMINGTON","IN","CHEMISTRY","47405",null,null,970121164921,970121000000,null,"BL","2324789",null,null,null,null,"BL","1024700",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2924799","451F07780E0EB1C6E043814FD881B1C6",2,"ELI LILLY & CO","OLE2599004561","OLE6054406226","OLE3712704766","CHEM","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","CHEMISTRY #115","47405",null,null,000103114903,000103000000,030619000000,"BL","2324789",null,null,null,null,"BL","1023287",null,null,null,null,null,null,"O","A","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2928743","BL2928743",1,"RANSEL-MELLON FOUNDATION","OLE1000220136","OLE1000198368","OLE1000078175","REEI","NA","BL","ROFDS","Y","DR","R",null,"BLOOMINGTON","IN","BALLANTINE HALL 565","47405-6601",null,null,110620212204,930608000000,null,null,null,null,null," "," ",null,null,null,"N",null,null,null,"N","O","A","N","N","N","N","N"," ",null,"N",null,"1047410","--",null,null
"BL","2931401","014C92B06A57A16EE043814FD881A16E",2,"XXXXX RESEARCH - PSYCH","OLE4318506633","OLE3889504703","OLE4318506633","PSY","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","PSYCHOLOGY BUILDING","47405",null,null,951214000000,951214000000,null,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2931402","014C92B06A58A16EE043814FD881A16E",2,"XXXXX - YYYYY-ZZZZZ","OLE3889504703","OLE6207703270","OLE6110703327","PSY","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","PSYCHOLOGY","47405",null,null,961122000000,961122000000,020327000000,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2931406","014C92B06A59A16EE043814FD881A16E",2,"BEHAVIOR RESEARCH METHODS","OLE1689406108","OLE3889504703","OLE1781003865","PSY","NA","BL","ROFDS","Y","IPR","R",null,"BLOOMINGTON","IN","PSYCHOLOGY 122","47405-1301",null,null,890701000000,890701000000,980630000000,"BL","1031499",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","N","C","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2931407","014C92B06A5AA16EE043814FD881A16E",2,"XXXXX-JOURNAL OF EXPERIMENTAL SOCIAL PSY","OLE4318506633","OLE3889504703","OLE4318506633","PSY","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","PSYCHOLOGY","47405",null,null,971126000000,971201000000,040521000000,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2931408","014C92B06A5BA16EE043814FD881A16E",2,"XXXXX CLIENT ACCOUNT","OLE4318506633","OLE3889504703","OLE4318506633","PSY","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","Psychology","47405",null,null,971203000000,971203000000,null,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","N","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2931409","014C92B06A5CA16EE043814FD881A16E",2,"WEB BOOK DEVELOPMENT - XXXXX","OLE2659604340","OLE3889504703","OLE6110703327","PSY","NA","BL","ROFDS","Y","IN","R",null,"BLOOMINGTON","IN","PSYCHOLOGY 120","47405",null,null,980416000000,980416000000,020206000000,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","N","H","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2931410","014C92B06A5DA16EE043814FD881A16E",2,"XXXX - JOURNAL OF COMPARATIVE PSYCHOLOGY","OLE5778107441","OLE3889504703","OLE5778107441","PSY","NA","BL","ROFDS","Y","AAOI","R",null,"BLOOMINGTON","IN","PSYCHOLOGY","47405",null,null,991101000000,991101000000,null,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2931411","014C92B06A5EA16EE043814FD881A16E",2,"XXXXX CONSULTING & CLINICAL PSYCH","OLE4318506633","OLE3889504703","OLE4318506633","PSY","NA","BL","ROFDS","Y","IN","R",null,"BLOOMINGTON","IN","PSYCHOLOGY 120","47405",null,null,991220000000,991220000000,050121000000,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
"BL","2931413","014C92B06BBCA16EE043814FD881A16E",2,"COGNITIVE SCIENCE SOCIETY JOURNAL","OLE4818506871","OLE3889504703","OLE4318506633","ARSD","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","PSYCHOLOGY 120","47404",null,null,001107000000,001107000000,null,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2931417","014C92B06BC3A16EE043814FD881A16E",2,"JOURNAL OF PERSONALITY & SOCIAL PSYCH.","OLE4318506633","OLE3889504703","OLE4318506633","PSY","NA","BL","ROFDS","Y","CS","R",null,"BLOOMINGTON","IN","PSYCHOLOGY 120","47405",null,null,010126000000,010126000000,null,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","O","H","Y","N","N","N","N",null,"N","N",null,"1047410","--",null,null
"BL","2931422","014C92B06A5FA16EE043814FD881A16E",2,"XXXXX-ADVS IN PSYCHOLOGY","OLE3889504703","OLE6207703270","OLE1781003865","PSY","NA","BL","ROFDS","Y","ISOI","R",null,"BLOOMINGTON","IN","PSYCHOLOGY","47405-1301",null,null,920429000000,920429000000,010227000000,"BL","2331489",null,null,null,null,"BL","1023287",null,null,null,null,null,"N","N","C","Y","N","N","N","N",null,"N","Y",null,"1047410","--",null,null
