FIN_COA_CD,ACCOUNT_NBR,OBJ_ID,VER_NBR,ACCOUNT_NM,ACCT_FSC_OFC_UID,ACCT_SPVSR_UNVL_ID,ACCT_MGR_UNVL_ID,ORG_CD,ACCT_TYP_CD,ACCT_PHYS_CMP_CD,SUB_FUND_GRP_CD,ACCT_FRNG_BNFT_CD,FIN_HGH_ED_FUNC_CD,ACCT_RSTRC_STAT_CD,ACCT_RSTRC_STAT_DT,ACCT_CITY_NM,ACCT_STATE_CD,ACCT_STREET_ADDR,ACCT_ZIP_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_ACCT_NBR,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,CONT_FIN_COA_CD,CONT_ACCOUNT_NBR,ENDOW_FIN_COA_CD,ENDOW_ACCOUNT_NBR,CONTR_CTRL_FCOA_CD,CONTR_CTRLACCT_NBR,INCOME_FIN_COA_CD,INCOME_ACCOUNT_NBR,ACCT_ICR_TYP_CD,AC_CSTM_ICREXCL_CD,FIN_SERIES_ID,ICR_FIN_COA_CD,ICR_ACCOUNT_NBR,ACCT_IN_FP_CD,BDGT_REC_LVL_CD,ACCT_SF_CD,ACCT_PND_SF_CD,FIN_EXT_ENC_SF_CD,FIN_INT_ENC_SF_CD,FIN_PRE_ENC_SF_CD,FIN_OBJ_PRSCTRL_CD,CG_CFDA_NBR,ACCT_OFF_CMP_IND,ACCT_CLOSED_IND
BL,4031403,014C92B06A6BA16EE043814FD881A16E,1,UNIV WASHINGTON H-MUNROE,OLE2691706557,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910101000000-0500],[910101000000-0500],[910331000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031403,20,(null),92,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031404,014C92B06A6CA16EE043814FD881A16E,1,VANDERBILT UNIV-BATES,OLE4446301330,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910201000000-0500],[910201000000-0500],[921231000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031404,22,N,88,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031405,014C92B06A6DA16EE043814FD881A16E,1,UNIV WASHINGTON H-MUNROE,OLE2691706557,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910401000000-0500],[910401000000-0500],[920331000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031405,12,(null),125,BL,1023287,N,L,N,N,Y,Y,Y,N,0.001,N,Y
BL,4031406,014C92B06A6EA16EE043814FD881A16E,1,JOHNS HOPKINS UNIV-CRAIG,OLE3334505644,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910815000000-0400],[910815000000-0400],[920731000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031406,11,N,92,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031407,014C92B06A6FA16EE043814FD881A16E,1,UNIV TENNESSEE-GARRAGHTY,OLE2580507812,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[920401000000-0500],[920401000000-0500],[930331000000-0500],BL,4031412,(null),(null),(null),(null),BL,4031407,22,N,97,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031408,014C92B06A70A16EE043814FD881A16E,1,JOHNS HOPKINS UN-NIEDENTHAL,OLE5790902739,OLE5166508090,(null),PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[920615000000-0400],[920615000000-0400],[930830000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031408,11,N,18,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031409,014C92B06A71A16EE043814FD881A16E,1,JOHNS HOPKINS UNIV-CRAIG,OLE3334505644,OLE5166508090,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[920801000000-0400],[920801000000-0400],[940731000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031409,22,N,96,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031410,014C92B06A72A16EE043814FD881A16E,1,GALLAUDET UNIVERSITY-CRAIG,OLE3334505644,OLE3889504703,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[920701000000-0400],[920701000000-0400],[960630000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031410,22,N,96,BL,1023287,N,L,N,N,Y,Y,Y,N,93.173,N,Y
BL,4031411,014C92B06A73A16EE043814FD881A16E,1,AUBURN UNIVERSITY - BATES,OLE4446301330,OLE5166508090,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[930501000000-0400],[930501000000-0400],[990430000000-0400],BL,1023200,(null),(null),(null),(null),BL,4031411,22,(null),118,BL,1023287,N,L,N,N,Y,Y,Y,N,93.865,N,Y
BL,4031412,014C92B06A74A16EE043814FD881A16E,1,UNIV TENNESSEE-GARRAGHTY,OLE2580507812,OLE5166508090,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[930401000000-0500],[930401000000-0500],[940331000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031412,22,N,96,BL,1023287,N,L,N,N,Y,Y,Y,N,93.867,N,Y
BL,4031413,014C92B06A75A16EE043814FD881A16E,1,UNIV OF CALIF - SHERMAN,OLE4189500212,OLE3889504703,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[920701000000-0400],[920701000000-0400],[990430000000-0400],BL,4031426,(null),(null),(null),(null),BL,4031413,22,(null),110,BL,1023287,N,L,N,N,Y,Y,Y,N,93.242,N,Y
BL,4031414,014C92B06A76A16EE043814FD881A16E,1,UNIV OF TENNESSEE,OLE2580507812,OLE5166508090,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[940517000000-0400],[940401000000-0500],[950331000000-0500],BL,4031415,(null),(null),(null),(null),BL,4031414,11,(null),115,BL,1023287,N,L,N,N,Y,Y,Y,N,93.867,N,Y
BL,4031415,014C92B06A77A16EE043814FD881A16E,1,UNIV OF TENNESSEE - GARRAGHTY,OLE2580507812,OLE3889504703,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[940520000000-0400],[951215000000-0500],[961130000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031415,11,(null),93,BL,1023287,N,L,N,N,Y,Y,Y,N,93.867,N,Y
BL,4031416,014C92B06A78A16EE043814FD881A16E,1,UNIV OF CALIFORNIA-GRAHAM,OLE2090102017,OLE3889504703,(null),PSY,NA,BL,HIEDUD,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[970102000000-0500],[960801000000-0400],[971230000000-0500],BL,1031499,(null),(null),(null),(null),BL,4031416,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,Y,(null),N,Y
BL,4031417,014C92B06A79A16EE043814FD881A16E,1,RHODE ISLAND HOSP/BROWN UNIV/QUTTNER,OLE5053009758,OLE4321004623,(null),PSY,NA,BL,HIEDUM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[970502000000-0400],[960601000000-0400],[980131000000-0500],BL,4031422,(null),(null),BL,4031402,BL,4031417,21,(null),99,BL,1023287,N,O,N,N,Y,Y,Y,N,93.847,N,Y
BL,4031418,014C92B06A7AA16EE043814FD881A16E,1,PURDUE UNIVERSITY/ALBERTS  JEFFREY,OLE1308508136,OLE4321004623,(null),PSY,NA,BL,HIEDUM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[970728000000-0400],[970301000000-0500],[990531000000-0400],BL,4031424,(null),(null),(null),(null),BL,4031418,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,N,43.001,N,Y
BL,4031419,014C92B06A7BA16EE043814FD881A16E,1,UNIV OF TENNESSEE-REBEC,OLE4146202628,OLE3889504703,(null),PSY,NA,BL,HIEDUD,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 122,47405-1301,(null),(null),[971105000000-0500],[970808000000-0400],[000430000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031419,11,(null),93,BL,1023287,N,O,N,N,Y,Y,Y,N,93.867,N,Y
BL,4031420,014C92B06A7CA16EE043814FD881A16E,1,UNIV OF DELAWARE - S JONES,OLE6126708165,OLE3889504703,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[980114000000-0500],[970601000000-0400],[000531000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031420,21,(null),110,BL,1023287,N,O,N,N,Y,Y,Y,N,93.242,N,Y
BL,4031421,014C92B06A7DA16EE043814FD881A16E,1,CHILDRENS HOSPITAL MEDICAL CTR  QUITTNER,OLE3889504703,OLE4321004623,(null),PSY,NA,BL,NONPRM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[980520000000-0400],[980210000000-0500],[990531000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031421,21,(null),99,BL,1023287,N,O,N,N,Y,Y,Y,N,93.847,N,Y
BL,4031422,014C92B06A7EA16EE043814FD881A16E,1,CHILDRENS HOSP MED CTR /MINORITY SUPPL,OLE3889504703,OLE4321004623,(null),PSY,NA,BL,NONPRM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[980520000000-0400],[980210000000-0500],[990531000000-0400],BL,1031499,(null),(null),BL,4031421,BL,4031422,21,(null),99,BL,1023287,N,O,N,N,Y,Y,Y,N,93.847,N,Y
BL,4031423,014C92B06A7FA16EE043814FD881A16E,1,UNIV OF FLORIDA-STEINMETZ,OLE3889504703,OLE4321004623,OLE6110703327,PSY,NA,BL,HIEDUD,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[980924000000-0400],[980901000000-0400],[990831000000-0400],BL,1031499,(null),(null),(null),(null),BL,4031423,21,(null),110,BL,1023287,N,O,N,N,Y,Y,Y,N,93.838,N,Y
BL,4031425,014C92B06A80A16EE043814FD881A16E,1,TERMINATED / UNIV OF CALIF - SHERMAN,OLE4189500212,OLE3889504703,(null),PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[990520000000-0400],[990501000000-0400],[990501000000-0400],BL,4031413,BL,1023200,(null),(null),BL,4031413,22,(null),110,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4031426,014C92B06A81A16EE043814FD881A16E,1,UNIV OF CALIF KK0001^M7-SHERMAN,OLE4318506633,OLE3889504703,OLE4189500212,PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[990921000000-0400],[990501000000-0400],[050131000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031426,22,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,93.242,N,N
BL,4031427,014C92B06A82A16EE043814FD881A16E,1,UNIV OF FLORIDA-STEINMETZ,OLE3889504703,OLE4321004623,OLE6110703327,PSY,NA,BL,HIEDUD,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[991020000000-0400],[990901000000-0400],[000818000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031427,21,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,93.838,N,Y
BL,4031428,014C92B06BB8A16EE043814FD881A16E,1,UNIV OF SOUTHERN CALIF /057791/-HELLER,OLE4318506633,OLE3889504703,OLE4318506633,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[001012000000-0400],[000901000000-0400],[030831000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031428,21,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,93.866,N,Y
BL,4031429,014C92B06BCCA16EE043814FD881A16E,1,SWEDISH NAT'L DEFENSE COLLEGE/G.BINGHAM,OLE3736906932,OLE4321004623,(null),PSY,NA,BL,OTGOVC,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[010606000000-0400],[010514000000-0400],[011201000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031429,15,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,(null),N,Y
BL,4031430,014C92B06BD3A16EE043814FD881A16E,1,PURDUE UNIVERSITY/651-0894-1/BUSEMEYER,OLE4318506633,OLE3889504703,OLE1659405606,PSY,NA,BL,HIEDUD,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[010716000000-0400],[010305000000-0500],[030305000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031430,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,N,NF,N,Y
BL,4031431,014C92B06BDCA16EE043814FD881A16E,1,UNIV OF IOWA/2 11775 00^A3,OLE4318506633,OLE3889504703,OLE5184906417,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405-1301,(null),(null),[011015000000-0400],[010901000000-0400],[040831000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031431,21,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,93.853,N,N
BL,4031433,014C92B06BF0A16EE043814FD881A16E,1,ILL STATE U./RSP02A055.01/REBEC G,OLE1860703812,OLE3889504703,OLE4146202628,PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 122,47405-1301,(null),(null),[020725000000-0400],[020501000000-0400],[050430000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031433,21,(null),92,BL,1023287,N,O,N,N,Y,Y,Y,N,47.074,N,N
BL,4031434,014C92B06C11A16EE043814FD881A16E,1,UNIV OF ILLINOIS;MIX KELLY 04-216^A1,OLE4318506633,OLE3889504703,OLE5366808694,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405-1301,(null),(null),[030822000000-0400],[030701000000-0400],[050630000000-0400],BL,2331489,(null),(null),(null),(null),BL,4031434,11,(null),31,BL,1023287,N,O,N,N,Y,Y,Y,N,NF,N,N
BL,4031435,014C92B06C19A16EE043814FD881A16E,1,DUKE UNIV 04-SC-NIH-1017^M01 BATES,OLE4318506633,OLE3889504703,OLE4446301330,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405-1301,(null),(null),[031209000000-0500],[030920000000-0400],[070831000000-0400],BL,4031440,(null),(null),(null),(null),BL,4031435,21,(null),166,BL,1023287,N,O,N,N,Y,Y,Y,N,93.279,N,N
BL,4031436,014C92B06C1AA16EE043814FD881A16E,1,UNIV OF CALIF SANTA BARBARA/KK4108/SMITH,OLE4318506633,OLE3889504703,OLE4521601311,PSY,NA,BL,HIEDUM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 120,47405-1301,(null),(null),[031211000000-0500],[030701000000-0400],[050331000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031436,21,(null),166,BL,1023287,N,O,N,N,Y,Y,Y,N,93.242,N,N
BL,4031437,014C92B06C1FA16EE043814FD881A16E,1,UNIV OF MINNESOTA/K641601401/HOLT  R,OLE4318506633,OLE3889504703,OLE5778107441,PSY,NA,BL,HIEDUM,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[040123000000-0500],[030901000000-0400],[041110000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031437,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,N,NF,N,Y
BL,4031438,014C92B06C28A16EE043814FD881A16E,1,UNIV. OF IOWA/4000509068/STOUT JULIE,OLE4318506633,OLE3889504703,OLE5184906417,PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCOLOGY 120,47405,(null),(null),[040409000000-0400],[030901000000-0400],[040831000000-0400],BL,4031439,(null),(null),(null),(null),BL,4031438,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,N,NF,N,N
BL,4031439,014C92B06C37A16EE043814FD881A16E,1,U/UNIV OF IOWA/STOUT JULIE C.,OLE4318506633,OLE3889504703,OLE5184906417,PSY,NA,BL,HIEDUP,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCOLOGY 120,47405,(null),(null),[040903000000-0400],[040901000000-0400],[050401000000-0500],BL,2331489,BL,1023200,(null),(null),BL,4031439,10,(null),0,BL,1023287,N,O,N,N,Y,Y,Y,N,U,N,N
BL,4031440,014C92B06C39A16EE043814FD881A16E,1,AVAILABLE FOR USE/U/WRITE/DUKE UNIV/BATE,OLE4318506633,OLE3889504703,OLE4446301330,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCOLOGY 120,47405,(null),(null),[040916000000-0400],[040901000000-0400],[040901000000-0400],BL,2331489,BL,1023200,(null),(null),BL,4031440,21,(null),166,BL,1023287,N,O,N,N,Y,Y,Y,N,U,N,Y
BL,4031441,014C92B06C3EA16EE043814FD881A16E,1,PURDUE U/501-1138-01/BUSEMEYER J,OLE4318506633,OLE3889504703,OLE1659405606,PSY,NA,BL,HIEDUA,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCOLOGY 120,47405,(null),(null),[041129000000-0500],[040101000000-0500],[051231000000-0500],BL,2331489,(null),(null),(null),(null),BL,4031441,21,(null),166,BL,1023287,N,O,N,N,Y,Y,Y,N,47.07,N,N
BL,4131401,014C92B06A83A16EE043814FD881A16E,1,ASN ADV MNTL HLTH-STEINMETZ,OLE5848001835,OLE5166508090,(null),PSY,NA,BL,NONPRG,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910304000000-0500],[910304000000-0500],[920229000000-0500],BL,1031499,(null),(null),(null),(null),BL,4131401,10,N,0,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4131402,014C92B06A84A16EE043814FD881A16E,1,ANIMAL BEHAVIOR SOC-WEST,OLE1959008511,OLE5166508090,(null),PSY,NA,BL,NONPRG,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[910701000000-0400],[910701000000-0400],[950831000000-0400],BL,1031499,(null),(null),(null),(null),BL,4131402,10,N,0,BL,1020087,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4131403,014C92B06A85A16EE043814FD881A16E,1,SE CNTR ELEC ENG-TOWNSEND,OLE4667608469,OLE5166508090,(null),PSY,NA,BL,NONPRG,Y,S&F,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[910901000000-0400],[910901000000-0400],[940831000000-0400],BL,1031499,(null),(null),(null),(null),BL,4131403,10,N,0,BL,1023287,N,L,N,N,Y,Y,Y,N,(null),N,Y
BL,4631445,014C92B06AD7A16EE043814FD881A16E,1,R01 MH46485-06 RONCA,OLE1308508136,OLE3889504703,(null),PSY,NA,BL,FEDERB,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,IU,(null),[940825000000-0400],[940801000000-0400],[970731000000-0400],BL,4631481,(null),(null),(null),(null),UA,6812756,21,(null),99,BL,1023287,N,L,N,N,Y,Y,Y,N,93.242,N,Y
BL,4631446,014C92B06AD8A16EE043814FD881A16E,1,PHS K02 MH 00452-08 FAZIO,OLE6012204256,OLE5166508090,(null),PSY,NA,BL,FEDERB,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405-1301,(null),(null),[940914000000-0400],[940901000000-0400],[950831000000-0400],BL,4631458,(null),(null),(null),(null),UA,6812756,23,(null),14,BL,1023287,N,L,N,N,Y,Y,Y,N,93.281,N,Y
BL,4631447,014C92B06AD9A16EE043814FD881A16E,1,PHS R03 AG12790-01 HELLER,OLE5631302174,OLE3889504703,(null),PSY,NA,BL,FEDERE,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 290A         05,47401,IU,(null),[941003000000-0400],[940901000000-0400],[960831000000-0400],BL,1031499,(null),(null),(null),(null),UA,6812756,13,N,14,BL,1023287,N,L,N,N,Y,Y,Y,N,93.866,N,Y
BL,4631448,014C92B06ADAA16EE043814FD881A16E,1,NIH-NIAAA R01AA09203-05 ROSE,OLE5334003983,OLE3889504703,(null),PSY,NA,BL,FEDERJ,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY,47405,IU,(null),[940922000000-0400],[950901000000-0400],[000531000000-0400],BL,2331489,(null),(null),(null),(null),UA,6812756,20,(null),119,BL,1023287,N,C,N,N,Y,Y,Y,N,93.273,N,Y
BL,4631449,014C92B06ADBA16EE043814FD881A16E,1,PHS F31 MH10730-01A1 SMITH,OLE3098006714,OLE5166508090,(null),PSY,NA,BL,FEDERE,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 290A         02,47405,IU,(null),[940929000000-0400],[940916000000-0400],[950915000000-0400],BL,1031499,(null),(null),(null),(null),UA,6812756,10,N,0,BL,1023287,N,L,N,N,Y,Y,Y,N,93.282,N,Y
BL,4631450,014C92B06ADCA16EE043814FD881A16E,1,TERMINATED ACCT / PHS R29 NEAL-BELIVEAU,OLE3551603383,OLE5166508090,(null),PSY,NA,BL,FEDERP,Y,IPR,R,(null),INDIANAPOLIS,IN,LD 3124,46202,(null),(null),[941026000000-0400],[940901000000-0400],[940902000000-0400],BL,1031400,(null),(null),(null),(null),UA,6812756,15,N,93,BL,1023287,N,L,N,N,Y,Y,Y,Y,93.242,N,Y
BL,4631451,014C92B06ADDA16EE043814FD881A16E,1,NIH K04 HL02892-04 QUITTNER,OLE5053009758,OLE3889504703,(null),PSY,NA,BL,FEDERC,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405,(null),(null),[950214000000-0500],[950105000000-0500],[981231000000-0500],BL,1031499,(null),(null),(null),(null),UA,6812756,21,(null),14,BL,1023287,N,L,N,N,Y,Y,Y,Y,93.838,Y,Y
BL,4631452,014C92B06ADEA16EE043814FD881A16E,1,NIH R01AA10120-04 FINN,OLE4684100678,OLE3889504703,(null),PSY,NA,BL,FEDERJ,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 122,47401,(null),(null),[950328000000-0500],[950401000000-0500],[000630000000-0400],BL,2331489,(null),(null),(null),(null),UA,6812756,21,(null),99,BL,1023287,N,C,N,N,Y,Y,Y,N,93.273,N,Y
BL,4631453,014C92B06ADFA16EE043814FD881A16E,1,NIH T32 HD 07475-01 THELEN,OLE4965407189,OLE3889504703,(null),PSY,NA,BL,FEDERC,Y,IN,R,(null),BLOOMINGTON,IN,PSYCH 122,47401,(null),(null),[950428000000-0400],[950701000000-0400],[960630000000-0400],BL,4631470,(null),(null),(null),(null),UA,6812756,13,(null),14,BL,1023287,N,L,N,N,Y,Y,Y,Y,93.865,N,Y
BL,4631454,014C92B06AE0A16EE043814FD881A16E,1,PHS T32DC00012-17 PISONI,OLE5335901264,OLE3889504703,(null),PSY,NA,BL,FEDERH,N,IN,R,(null),BLOOMINGTON,IN,PSYCH 290A,47405,UA,6612160,[950609000000-0400],[950701000000-0400],[960630000000-0400],BL,4631467,(null),(null),(null),(null),UA,6812756,11,(null),14,BL,1023287,N,O,N,N,Y,Y,Y,N,93.173,N,Y
BL,4631455,014C92B06AE1A16EE043814FD881A16E,1,NIH-NIMH R01MH38832-17 R.FAZIO,OLE6012204256,OLE3889504703,(null),PSY,NA,BL,FEDERJ,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122,47405,(null),(null),[950613000000-0400],[950701000000-0400],[010630000000-0400],BL,2331489,(null),(null),(null),(null),UA,6812756,21,(null),92,BL,1023287,N,C,N,N,Y,Y,Y,N,93.242,N,Y
BL,4631456,014C92B06AE2A16EE043814FD881A16E,1,T32 MH17146-12 MCFALL,OLE1335003222,OLE3889504703,(null),PSY,NA,BL,FEDERB,Y,IN,R,(null),BLOOMINGTON,IN,PSY 122,47405,(null),(null),[950614000000-0400],[950701000000-0400],[960630000000-0400],BL,4631469,(null),(null),(null),(null),UA,6812756,13,(null),14,BL,1023287,N,L,N,N,Y,Y,Y,N,93.282,N,Y
BL,4631457,014C92B06AE3A16EE043814FD881A16E,1,PHS T32 MH19879-03 SHIFFRIN,OLE5430509566,OLE3889504703,(null),PSY,NA,BL,FEDERB,Y,CSSR,R,(null),BLOOMINGTON,IN,PSY 122,47405,(null),(null),[950614000000-0400],[950915000000-0400],[960630000000-0400],BL,4631468,(null),(null),(null),(null),UA,6812756,13,(null),14,BL,1023287,N,A,N,N,Y,Y,Y,N,93.282,N,Y
BL,4631458,014C92B06AE4A16EE043814FD881A16E,1,PHS K02MH00452-09 FAZIO,OLE6012204256,OLE3889504703,(null),PSY,NA,BL,FEDERB,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCHOLOGY 122   10,47405,(null),(null),[950828000000-0400],[950901000000-0400],[960831000000-0400],BL,4631474,(null),(null),(null),(null),UA,6812756,21,(null),14,BL,1023287,N,L,N,N,Y,Y,Y,N,93.281,N,Y
BL,4631459,014C92B06AE5A16EE043814FD881A16E,1,NIH RO1MH48494-08 NOSOFSKY,OLE2341000360,OLE3889504703,(null),PSY,NA,BL,FEDERJ,Y,IPR,R,(null),BLOOMINGTON,IN,PSYC 342,47405,(null),(null),[950911000000-0400],[950901000000-0400],[990831000000-0400],BL,4631556,(null),(null),(null),(null),UA,6812756,21,(null),125,BL,1023287,N,C,N,N,Y,Y,Y,N,93.242,N,Y
BL,4631460,014C92B06AE6A16EE043814FD881A16E,1,PHS F31 MH10730-02 SMITH,OLE3098006714,OLE3889504703,(null),PSY,NA,BL,FEDERE,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 290A         02,47405,IU,(null),[950913000000-0400],[950916000000-0400],[960915000000-0400],BL,1031499,(null),(null),(null),(null),UA,6812756,10,(null),0,BL,1023287,N,L,N,N,Y,Y,Y,N,93.282,N,Y
BL,4631461,014C92B06AE7A16EE043814FD881A16E,1,PHS F31 MH11329-01,OLE3889504703,OLE3792801722,(null),PSY,NA,BL,FEDERC,Y,IPR,R,(null),BLOOMINGTON,IN,PSYCH 290A         02,47405,IU,(null),[950913000000-0400],[950901000000-0400],[960831000000-0400],BL,4631472,(null),(null),(null),(null),UA,6812756,10,(null),0,BL,1023287,N,L,N,N,Y,Y,Y,N,93.282,N,Y
