UNIV_FISCAL_YR,FIN_COA_CD,ORG_CD,ORG_RVRSN_CTGRY_CD,OBJ_ID,VER_NBR,ORG_RVRSN_CD,ORG_RVRSN_OBJ_CD,ACTV_IND
2009,EA,MULT,C05,9BA2FE3D-36C6-1171-B8E6-3710FA884E88,2,R2,7900,Y
2009,EA,MULT,C06,41D19238-D5EC-CA5D-3712-6CD166160165,2,R2,9900,Y
2009,EA,MULT,C07,F309295E-2877-C316-29DC-B2A7CC1EAC2D,2,R2,9915,Y
2009,EA,MULT,C08,B8C91A50-41D0-0643-110E-E4357327F596,2,R1,6000,Y
2009,EA,MULT,C09,232A35AE-A0C7-2444-C1AC-809454D126D9,2,R1,5000,Y
2009,EA,MULT,C10,A8CD05CF-13B3-FFDD-AE79-35A572CA7C57,2,R2,7900,Y
2009,EA,MULT,C11,FBF0ED8F-8B53-5866-AD2A-96A214B65854,2,R2,1800,Y
2009,EA,NURS,C01,5429263A-D444-F1D9-52C4-41DCC4036072,2,R2,3000,Y
2009,EA,NURS,C03,9AB0BB06-2730-0A7E-1EE7-691E4E6BA97C,2,R2,5880,Y
2009,EA,NURS,C04,9E4894F9-9A4B-1118-B0AF-1C3D755D88F5,2,R1,7000,Y
2009,EA,NURS,C05,52302088-85CB-CA30-9D36-6DA9825C4EE7,2,R2,7900,Y
2009,EA,NURS,C06,E6219AA1-B2BF-F802-20EF-28B12E65B958,2,R2,9900,Y
2009,EA,NURS,C07,1B063EE2-A3F6-7E76-EEE9-4B2B7998AEAE,2,R2,9915,Y
2009,EA,NURS,C08,D836F4FF-5BC3-A406-5C34-6509A61B2C25,2,R1,6000,Y
2009,EA,NURS,C09,D0DC56E5-FFDF-2E9D-62E6-B00DDAA11F37,2,R1,5000,Y
2009,EA,NURS,C10,935930A6-8A63-3AC4-87F2-B2F6D9FD5F86,2,R2,5000,Y
2009,EA,NURS,C11,A3D4F4D1-8ECF-0D9A-CEC6-16B19D535BB7,2,R2,1800,Y
2009,EA,PERC,C01,558BC294-0C3B-9B2C-7A60-9048A71FD3FD,2,R2,3000,Y
2009,EA,PERC,C03,E3858CBF-82D2-51BC-403B-A1C1F90E1491,2,R2,5880,Y
2009,EA,PERC,C04,66CA5789-437F-D7C1-2CCD-69F48CDA6546,2,R1,7000,Y
2009,EA,PERC,C05,A0893BE3-3906-4738-DE3C-A492ADDA1681,2,R2,7900,Y
2009,EA,PERC,C06,E9966038-81C5-4ECD-0DB0-9B262F4A364D,2,R2,9900,Y
2009,EA,PERC,C07,E42B10E6-E84D-9769-38AE-9C8ECED8024E,2,R2,9915,Y
2009,EA,PERC,C08,E1970B2F-BAE9-3C27-8B42-C56EA4567755,2,R1,6000,Y
2009,EA,PERC,C09,69182E3E-0D55-AB1D-4686-52D8976C0CE3,2,R1,5000,Y
2009,EA,PERC,C10,41E261D6-E6E5-3B93-F214-94A30909AC21,2,R2,5000,Y
2009,EA,PERC,C11,C3D815D4-D740-8D30-50BE-4D75A6286AC5,2,R2,1800,Y
2009,EA,PERS,C01,60D89E30-56F1-C1AF-D3A2-74966C356C31,2,R2,3000,Y
2009,EA,PERS,C03,33A4F59A-C030-DDF5-9DEE-95C738F11ECF,2,R2,5880,Y
2009,EA,PERS,C04,F0EE951B-3A90-49D2-12E0-FA87E7DBE97F,2,R1,7000,Y
2009,EA,PERS,C05,0AF10B99-759E-B288-30AF-E72D26A945FF,2,R2,7900,Y
2009,EA,PERS,C06,617839D9-7F32-961F-C4F0-998D9D72A40B,2,R2,9900,Y
2009,EA,PERS,C07,18E19ABD-DECD-4441-4CA6-AAB08180D48E,2,R2,9915,Y
2009,EA,PERS,C08,9D4C62D8-AFE5-E9A9-01A5-09EDAFD72167,2,R1,6000,Y
2009,EA,PERS,C09,D2C2B070-FECF-4602-AB06-CBC7B7C6E24F,2,R1,5000,Y
2009,EA,PERS,C10,960CF008-1F66-4A19-8E85-B2382BF6D681,2,R2,5000,Y
2009,EA,PERS,C11,65363381-A507-9ECF-823F-4775A4D0B3B1,2,R2,1800,Y
2009,EA,PHYP,C01,109C1C29-4934-98E8-BD86-FF4C7598F24C,2,R2,3000,Y
2009,EA,PHYP,C03,B235188E-60F2-0693-49BB-C1B30BB33601,2,R2,5880,Y
2009,EA,PHYP,C04,A7335FD0-8969-F20A-6F22-0D9D0228C0F6,2,R1,7000,Y
2009,EA,PHYP,C05,1418ADF9-E122-2797-37B9-25F979EE9DE1,2,R2,7900,Y
2009,EA,PHYP,C06,0C2497F9-6F02-FA80-4318-6C957A57AF1F,2,R2,9900,Y
2009,EA,PHYP,C07,0F098DFB-67FC-1940-EF0F-1BCA600A5404,2,R2,9915,Y
2009,EA,PHYP,C08,81E73DA2-52CC-AAA8-0FCB-52BEB06F0195,2,R1,6000,Y
2009,EA,PHYP,C09,17A084AB-A564-EAE9-4869-A4CC92DCB35A,2,R1,5000,Y
2009,EA,PHYP,C10,E4626C06-3D47-D627-21A9-1E93D649BDDA,2,R2,5000,Y
2009,EA,PHYP,C11,9E18015B-98A2-D6B5-386A-184BD9D2AF7D,2,R2,1800,Y
2009,EA,REGR,C01,EFFC8A01-D1B4-786C-535A-BD41E96C48CD,2,R2,3000,Y
2009,EA,REGR,C03,CCEB4434-591D-8A36-E2BA-51FB0FC7F766,2,R2,5880,Y
2009,EA,REGR,C04,C1BAB81B-ED3B-DE76-82C0-2FF029DFE240,2,R1,7000,Y
2009,EA,REGR,C05,B9A744BB-E0D0-12A0-3F61-A029A6958D73,2,R2,7900,Y
2009,EA,REGR,C06,808CBB32-065F-75D3-7D37-8ABA2D742987,2,R2,9900,Y
2009,EA,REGR,C07,9B17924B-26C5-66D9-8D33-ED2638B611DE,2,R2,9915,Y
2009,EA,REGR,C08,2A14845B-7682-4DAE-23A9-208426BC6FA6,2,R1,6000,Y
2009,EA,REGR,C09,07AA9B91-24E9-1B37-0935-18BBF52F45A4,2,R1,5000,Y
2009,EA,REGR,C10,12254652-E204-BA03-A735-9DE25C831EDB,2,R2,5000,Y
2009,EA,REGR,C11,81B2E049-5CAB-96FA-3BA3-6128FBA8C656,2,R2,1800,Y
2009,EA,SACT,C01,18C1182C-ADA7-0903-C845-2B8AD3AC19AD,2,R2,3000,Y
2009,EA,SACT,C03,0B0ADB11-9D1D-F4EC-FCED-3B0335144BC5,2,R2,5880,Y
2009,EA,SACT,C04,F923BF35-153F-027A-C639-554999E57B48,2,R1,7000,Y
2009,EA,SACT,C05,F9AF8089-3DAC-F8E5-228D-0C805E2BA297,2,R2,7900,Y
2009,EA,SACT,C06,7CF4B6FF-E2EA-9E55-98AC-7DF474EFD6AA,2,R2,9900,Y
2009,EA,SACT,C07,2D84F0D9-B5BD-3524-B8A4-CF763C4ACD20,2,R2,9915,Y
2009,EA,SACT,C08,EA9B7B96-33EA-24E4-EAFE-AA7469D22136,2,R1,6000,Y
2009,EA,SACT,C09,9B309031-2A1E-C6E5-A752-0C6F7ED568C1,2,R1,5000,Y
2009,EA,SACT,C10,8934836D-9734-9DD6-6F2A-2C804116D771,2,R2,5000,Y
2009,EA,SACT,C11,3E8A4909-F5CD-DBF9-D511-46206CB1DB3E,2,R2,1800,Y
2009,EA,SAID,C01,127593FE-0642-6FA8-BCBF-8B8FD5B94957,2,R2,3000,Y
2009,EA,SAID,C03,0B0D50FD-5BE2-C63A-8B55-384EDFCE8B9F,2,R2,5880,Y
2009,EA,SAID,C04,615D4E97-F1FE-2101-995F-9316D0C10F41,2,R1,7000,Y
2009,EA,SAID,C05,11ABA8D5-2D5B-5DAA-5C2D-7739D7690F8F,2,R2,7900,Y
2009,EA,SAID,C06,7E96EBF2-6B97-8DFA-B618-AAF91FAB4E4A,2,R2,9900,Y
2009,EA,SAID,C07,3295146D-8F00-3E92-825D-194990B96446,2,R2,9915,Y
2009,EA,SAID,C08,D00A5E1B-2812-0EAD-9E3B-9CDAD581CA11,2,R1,6000,Y
2009,EA,SAID,C09,69EB9A49-3BA4-9F35-A759-48DA3D6B1821,2,R1,5000,Y
2009,EA,SAID,C10,3D09D4CF-5C2C-A239-A824-AEDB348C334C,2,R2,7900,Y
2009,EA,SAID,C11,293EA540-A9AA-A122-2228-26B532F68DF8,2,R2,1800,Y
2009,EA,SMD,C01,70B72B38-3B66-A0A3-9074-B40FA54E5D12,2,R2,3000,Y
2009,EA,SMD,C03,7BFBFDAA-DFD2-EF89-548A-F0D2C4A85FFA,2,R2,5880,Y
2009,EA,SMD,C04,9910EDD1-B096-0320-FFCA-6B8D21029E90,2,R1,7000,Y
2009,EA,SMD,C05,7758D087-65FE-3CA8-0ED9-CE1CF14007EA,2,R2,7900,Y
2009,EA,SMD,C06,8DF11850-5DD3-B599-82AD-F0596A28622E,2,R2,9900,Y
2009,EA,SMD,C07,440D648E-9040-54FE-70DA-1ABE7B612066,2,R2,9915,Y
2009,EA,SMD,C08,216AEDFC-A378-69FC-9CD8-AAE1F986D2CE,2,R1,6000,Y
2009,EA,SMD,C09,A28D975F-FE14-E550-63CE-A6D0BD7B64EB,2,R1,5000,Y
2009,EA,SMD,C10,F8DA6736-5930-66BB-9960-B96BDDE294CB,2,R2,5000,Y
2009,EA,SMD,C11,7E7A9AF7-D918-8A34-5E9E-2CD7BB96438A,2,R2,1800,Y
2009,EA,SSER,C01,1EF1F05D-7DDE-5FA7-DC24-E2D65225A8F0,2,R2,3000,Y
2009,EA,SSER,C03,28393A58-2C14-F129-0BA7-C0E1DC1C862E,2,R2,5880,Y
2009,EA,SSER,C04,DBDB273B-3E38-0D3B-A629-69E081CB4F07,2,R1,7000,Y
2009,EA,SSER,C05,1261DABA-1DB4-D742-7009-FFD88569677B,2,R2,7900,Y
2009,EA,SSER,C06,4E319EE7-A6AF-D8E7-B3CA-1313DD89882D,2,R2,9900,Y
2009,EA,SSER,C07,CF7DBE5D-09DB-5A2F-6E68-8A21F94E0E04,2,R2,9915,Y
2009,EA,SSER,C08,0C33D2EE-8ABB-17A8-A9C5-EBB7B9FC7042,2,R1,6000,Y
2009,EA,SSER,C09,286B21E1-D31A-17D0-4648-52C5DAEB0B50,2,R1,5000,Y
2009,EA,SSER,C10,7CF9275D-5055-B7A7-8341-F54E72D1B00A,2,R2,5000,Y
2009,EA,SSER,C11,25EEB422-A7D4-B541-6A28-2FB8EE2C92A2,2,R2,1800,Y
2009,EA,STSC,C01,63D9A465-039F-D78A-FAEC-E1A4D1260DC8,2,R2,3000,Y
2009,EA,STSC,C03,027B497B-500F-85E4-B92D-E4DE5A44E3A7,2,R2,5880,Y
2009,EA,STSC,C04,F4BEF066-A434-CC34-3212-7F42E431BD86,2,R1,7000,Y
2009,EA,STSC,C05,CA5474DD-D4B7-3A4E-8A8A-F383B99D2705,2,R2,7900,Y
2009,EA,STSC,C06,80A96C1F-67B5-6458-086B-A817C5C1341A,2,R2,9900,Y
2009,EA,STSC,C07,E4ECAABD-B711-FD48-6B53-A0D33042967C,2,R2,9915,Y
2009,EA,STSC,C08,EE8115D3-4EE7-C586-DB8D-A3998CB46CB9,2,R1,6000,Y
2009,EA,STSC,C09,F71CB84D-94F3-4A7A-7A22-37ACFC14CFBE,2,R1,5000,Y
2009,EA,STSC,C10,34988C14-E92D-2095-1E95-7865263AA09A,2,R2,7900,Y
2009,EA,STSC,C11,C40FC193-CB2E-680C-D524-2116D9C1CFDE,2,R2,1800,Y
2009,EA,SWTE,C01,F993DDD9-3B55-EF88-33FE-7DEB50A10236,2,R2,3000,Y
2009,EA,SWTE,C03,FAE0AC69-D41A-D8EF-892B-5077AB1E7295,2,R2,5880,Y
2009,EA,SWTE,C04,5C68F83C-C2B7-3316-F58C-2CF0F88E0291,2,R1,7000,Y
2009,EA,SWTE,C05,9A77F3A5-52CE-C833-9B81-6E67BC2CA354,2,R2,7900,Y
2009,EA,SWTE,C06,E01E467F-DC59-DE6B-71A7-E5BC73A1A336,2,R2,9900,Y
2009,EA,SWTE,C07,0585CF4B-4063-E058-AE45-9BBB6A9819C1,2,R2,9915,Y
2009,EA,SWTE,C08,87E4058A-B38D-4FE1-9CFE-3EA4E4F145FF,2,R1,6000,Y
2009,EA,SWTE,C09,382C8F08-4247-0D0F-D21E-BAD1D6348F39,2,R1,5000,Y
2009,EA,SWTE,C10,71A7DCD6-3AD2-E16C-4F39-5877AD480047,2,R2,5000,Y
2009,EA,SWTE,C11,F047A36A-DFA3-3806-761C-7665CF2974FF,2,R2,1800,Y
2009,EA,SYSC,C01,794D6C61-A163-FB5D-3628-EDB77A46447A,2,R2,3000,Y
2009,EA,SYSC,C03,6DAFDDC2-62C7-2457-4F81-1FE0662D5C19,2,R2,5880,Y
2009,EA,SYSC,C04,481C70BF-3224-52DD-4F64-EBAD42853DC1,2,R1,7000,Y
2009,EA,SYSC,C05,AF86D1A3-974F-E15E-44F7-A700854276AE,2,R2,7900,Y
2009,EA,SYSC,C06,663B9863-0C6D-DB5A-177A-AE3C464D3A6C,2,R2,9900,Y
2009,EA,SYSC,C07,68B3F1A5-8D63-EDC1-266B-5EDD0C2BFD5C,2,R2,9915,Y
2009,EA,SYSC,C08,3B60704A-4B78-2427-17A5-65FCDB1E5FFE,2,R1,6000,Y
2009,EA,SYSC,C09,058579BE-71EC-D58D-7697-5BD66732618C,2,R1,5000,Y
2009,EA,SYSC,C10,E07291E8-22FF-2E5C-0EB0-9A7F32EF81E8,2,R2,5000,Y
2009,EA,SYSC,C11,55CCFE1D-4A89-8ED4-C186-6DA1BFA12521,2,R2,1800,Y
2009,EA,TUSP,C01,EE3C845F-E685-8E67-4AA3-207EF38F66D6,2,R2,3000,Y
2009,EA,TUSP,C03,4D6649B5-2EC4-7C9B-C895-E94511100370,2,R2,5880,Y
2009,EA,TUSP,C04,12C05F8D-F4CD-A770-7B5E-AC5A094E71A8,2,R1,7000,Y
2009,EA,TUSP,C05,104338E9-0F94-3215-14CA-A022F4C87897,2,R2,7900,Y
2009,EA,TUSP,C06,AC3ECD58-D27C-0E7C-CA9B-E73A722AE390,2,R2,9900,Y
2009,EA,TUSP,C07,EB150375-A93E-7E12-4C5D-33E3E9D07C00,2,R2,9915,Y
2009,EA,TUSP,C08,BA2AE4D1-D172-A48C-70D7-F4DC456950CB,2,R1,6000,Y
2009,EA,TUSP,C09,718DC90E-CDDB-139C-39C7-6EB92BD9E007,2,R1,5000,Y
2009,EA,TUSP,C10,C4865917-4408-03E2-3F69-D828BAD0F9CA,2,R2,5000,Y
2009,EA,TUSP,C11,6B6D8898-7F73-ADF7-9D65-C615C5F25401,2,R2,1800,Y
2009,EA,UDIV,C01,2DC0A716-2557-79D5-00BA-2310800AE49B,2,R2,3000,Y
2009,EA,UDIV,C03,6FCD1CE2-51E4-BD26-1252-626C6DB84F50,2,R2,5880,Y
2009,EA,UDIV,C04,215C639F-C6A2-1E5B-8EF2-1C4C297864CD,2,R1,7000,Y
2009,EA,UDIV,C05,93A443A2-3B72-AC8A-ADAC-03DD78978EBF,2,R2,7900,Y
2009,EA,UDIV,C06,AC974CEE-FFF7-2029-B438-DC36CCFF1807,2,R2,9900,Y
2009,EA,UDIV,C07,CA005E5B-BEFA-D128-6C91-8173FD70A831,2,R2,9915,Y
2009,EA,UDIV,C08,25038878-91A2-769F-2EDD-AD69004191B8,2,R1,6000,Y
2009,EA,UDIV,C09,6B6BF9B4-7F81-017C-A35A-10146FD006AE,2,R1,5000,Y
2009,EA,UDIV,C10,B5F9649D-0A28-DF82-51EE-04B5D0C45CF6,2,R2,5000,Y
2009,EA,UDIV,C11,52C4047A-062A-7B7F-7D8F-65D702923C49,2,R2,1800,Y
2009,EA,CSER,C07,AFBA8A74-6DD5-0622-0AA3-215C080D9DE9,2,R2,9915,Y
2009,EA,CSER,C08,1DA05CDB-5D53-97E2-08B6-CB6CE7459A06,2,R1,6000,Y
2009,EA,CSER,C09,D7F9AED0-4F99-7AB6-6BFC-61E99871C8E4,2,R1,5000,Y
2009,EA,CSER,C10,153540FB-6522-B05A-4DAB-9A2CB7B1F9CB,2,R2,5000,Y
2009,EA,CSER,C11,F082718C-30D5-617E-9F76-1618C8B24E02,2,R2,1800,Y
2009,EA,CSP,C01,63B5963C-F7E1-55D0-842B-C9494F12194A,2,R2,3000,Y
2009,EA,CSP,C03,4AB31D69-47EB-F105-F058-C9C76AF6F7E2,2,R2,5880,Y
2009,EA,CSP,C04,0C1BB61A-9F99-68A7-4DA9-97B9C0DDEE1D,2,R1,7000,Y
2009,EA,CSP,C05,D453963E-4623-35D8-0668-205E457C3373,2,R2,7900,Y
2009,EA,CSP,C06,01EFB11E-3E85-4C4C-BEBF-0D00DDC742AB,2,R2,9900,Y
2009,EA,CSP,C07,7B417FBF-314D-639D-5F3C-A5218DA87BD8,2,R2,9915,Y
2009,EA,CSP,C08,41E3C77B-C897-1CF0-A5AD-FE66235F151A,2,R1,6000,Y
2009,EA,CSP,C09,C0300506-A0D1-EC00-04B7-E007D309C8DA,2,R1,5000,Y
2009,EA,CSP,C10,30664CE6-CAAC-F977-7658-DB757A66ED7F,2,R2,5000,Y
2009,EA,CSP,C11,BC194AF5-D261-E8CA-DD91-BCB885636DB0,2,R2,1800,Y
2009,EA,CTSD,C01,3920049E-123B-ECF7-45CB-BE5A89432558,2,R2,3000,Y
2009,EA,CTSD,C03,0CDB1FB4-7B68-8500-B519-4CDBDE56D5E5,2,R2,5880,Y
2009,EA,CTSD,C04,EAD7F9C1-8437-DBBF-2C5F-79DC13313FC4,2,R1,7000,Y
2009,EA,CTSD,C05,747C954C-17C9-96D3-B6FD-18C61D8DD77A,2,R2,7900,Y
2009,EA,CTSD,C06,774E3F72-93D2-9EDB-4EFF-7E7578A201B0,2,R2,9900,Y
2009,EA,CTSD,C07,0797A877-5150-3011-404E-A8D2E335A39A,2,R2,9915,Y
2009,EA,CTSD,C08,F15287C7-3E29-8C3F-A580-F1E9D063F3EC,2,R1,6000,Y
2009,EA,CTSD,C09,710B5517-18E2-B692-E658-47440D770558,2,R1,5000,Y
2009,EA,CTSD,C10,BA587450-F194-00FF-7371-7CBD73691BB7,2,R2,5000,Y
2009,EA,CTSD,C11,A09478AE-D0B4-B08E-BFBF-DF9EAEFA635B,2,R2,1800,Y
2009,EA,DEBT,C01,046841DD-3F53-5D34-B96C-F48A684E86CC,2,R2,3000,Y
2009,EA,DEBT,C03,6CFA1C76-7479-BEB4-0BEE-42A59FF5482C,2,R2,5880,Y
2009,EA,DEBT,C04,FB29651C-66B8-4008-0ADB-2B3D167BCE52,2,R1,7000,Y
2009,EA,DEBT,C05,6A8C7E83-D5EC-829B-5FF6-F509834BB22C,2,R2,7900,Y
2009,EA,DEBT,C06,07318FB1-08C2-C98C-927B-71EF3FDB88E6,2,R2,9900,Y
2009,EA,DEBT,C07,357D2934-C19F-A492-C804-8CA0919A45EC,2,R2,9915,Y
2009,EA,DEBT,C08,F0C54392-DC28-C6D4-7CF1-BAA59FD6E212,2,R1,6000,Y
2009,EA,DEBT,C09,55E1EE30-C647-ADF7-B8BF-F9DBBB1D1D01,2,R1,5000,Y
2009,EA,DEBT,C10,167A3B73-EAAD-7684-275A-C4DC32F9BE7D,2,R2,5000,Y
2009,EA,DEBT,C11,E2592E56-150C-4745-F37F-F4613F4A158F,2,R2,1800,Y
2009,EA,ECTR,C01,1B73A69C-049F-AFD1-B448-BDAF793F48A6,2,R2,3000,Y
2009,EA,ECTR,C03,B6A80D5A-DBF8-EF3B-07C8-8F0E3ADBE3CC,2,R2,5880,Y
2009,EA,ECTR,C04,B802F6F1-0C2F-394B-3821-DAA3E1AC9ED9,2,R1,7000,Y
2009,EA,ECTR,C05,FD4DF139-9775-B5DC-1D41-0384AA7FB1F0,2,R2,7900,Y
2009,EA,ECTR,C06,CA19168A-45DE-875F-6552-6C63C79E1AE2,2,R2,9900,Y
2009,EA,ECTR,C07,E54D87E8-F5E7-282D-FA7D-1B5112682FB8,2,R2,9915,Y
2009,EA,ECTR,C08,94C9160E-2B8B-6EA5-800C-C19D14F5B3A3,2,R1,6000,Y
2009,EA,ECTR,C09,26240CA7-585B-C8DF-6B50-B4F6717F4DFA,2,R1,5000,Y
2009,EA,ECTR,C10,2B98203D-243D-742B-ADAD-610DF1AC1ACB,2,R2,5000,Y
2009,EA,ECTR,C11,335624ED-B6B6-AAEC-3EB6-AF0294F4F597,2,R2,1800,Y
2009,EA,EDUC,C01,0C36A204-94EA-0332-44F3-B3483529DBDA,2,R2,3000,Y
2009,EA,EDUC,C03,F5CF171F-4E08-0EBD-31B9-FC4EDCFC09DC,2,R2,5880,Y
2009,EA,EDUC,C04,A2FF3573-5545-13A0-0DC1-8D8509EABB84,2,R1,7000,Y
2009,EA,EDUC,C05,CEA2F735-E5A3-F7AF-C2CE-C4953D7AB92A,2,R2,7900,Y
2009,EA,EDUC,C06,57645EA4-AFB3-987F-9019-753AFCF31B5B,2,R2,9900,Y
2009,EA,EDUC,C07,972BD3D1-8E47-B1A7-5599-E975EA817AD8,2,R2,9915,Y
2009,EA,EDUC,C08,7C105DD4-5A55-ADE3-9069-684885F6B2AB,2,R1,6000,Y
2009,EA,EDUC,C09,531F3AE5-0CC1-E7AD-AEE5-9883DE009251,2,R1,5000,Y
2009,EA,EDUC,C10,E1939297-C930-32C8-B8D9-AF556B844070,2,R2,5000,Y
2009,EA,EDUC,C11,24CB1B39-D5F2-F383-4925-CDA85541A881,2,R2,1800,Y
2009,EA,ENSV,C01,24FCAADF-DE04-8FBD-9DBF-03472D4FEEDC,2,R2,3000,Y
2009,EA,ENSV,C03,88B5BEB6-2C1E-BF5A-070E-B0230189F188,2,R2,5880,Y
2009,EA,ENSV,C04,AEBA23AC-2A99-E5BC-691C-10341E36C7D6,2,R1,7000,Y
2009,EA,ENSV,C05,66A967A7-E569-57DA-51A5-C303F2437378,2,R2,7900,Y
2009,EA,ENSV,C06,7EE1DE12-E864-61DC-3451-567C54050C70,2,R2,9900,Y
2009,EA,ENSV,C07,2AAB6445-6A56-CFED-6835-93287D0017B7,2,R2,9915,Y
2009,EA,ENSV,C08,8A526D76-B992-C6B1-D3B0-47B7DEC99168,2,R1,6000,Y
2009,EA,ENSV,C09,725A5C44-96F0-CC28-7A83-8BB91E39AE2D,2,R1,5000,Y
2009,EA,ENSV,C10,D07B4D44-737C-A2A8-6449-50423E7E94C4,2,R2,7900,Y
2009,EA,ENSV,C11,B630C130-3805-94DE-950C-9100064E468D,2,R2,1800,Y
2009,EA,EXAF,C01,14E4CEA2-E171-03BF-F5B6-EFC13E20B474,2,R2,3000,Y
2009,EA,EXAF,C03,6BC6470C-CB87-C6DB-4115-0D91529D46E1,2,R2,5880,Y
2009,EA,EXAF,C04,06F4F550-519E-DE2E-C4C2-9606C2A50FC0,2,R1,7000,Y
2009,EA,EXAF,C05,D07C285B-A5E9-7E0B-AB47-C42854964CF0,2,R2,7900,Y
2009,EA,EXAF,C06,B3B9E3D9-4041-C49A-A2C2-2D04FDA1AF23,2,R2,9900,Y
2009,EA,EXAF,C07,B14281C5-1A3C-3293-1C80-E240703DD89A,2,R2,9915,Y
2009,EA,EXAF,C08,F4F1B104-0823-3F13-9442-B6172CDDEB47,2,R1,6000,Y
2009,EA,EXAF,C09,7D26BC94-5E98-B636-42A0-CE39C167FAB3,2,R1,5000,Y
2009,EA,EXAF,C10,A46944C6-26FD-9F6A-4DA2-104736FC7B78,2,R2,5000,Y
2009,EA,EXAF,C11,70E90499-38BA-5B91-8F41-96952F66DC2F,2,R2,1800,Y
2009,EA,EXTL,C01,964B1543-E395-412C-F97D-0C9509965974,2,R2,3000,Y
2009,EA,EXTL,C03,B8D39A29-B0FE-7FAB-C159-E1791D872EDF,2,R2,5880,Y
2009,EA,EXTL,C04,158D1611-6C7D-21AE-880A-9611F797179B,2,R1,7000,Y
2009,EA,EXTL,C05,296050D1-D685-2106-A188-B9AA1471339B,2,R2,7900,Y
2009,EA,EXTL,C06,D84A0238-D11E-7813-E60B-6F91240D795A,2,R2,9900,Y
2009,EA,EXTL,C07,E05CF471-94E4-95CB-5D9F-A096CC34C3F2,2,R2,9915,Y
2009,EA,EXTL,C08,9644CE6A-4B0A-9116-8660-5960FDDC7A86,2,R1,6000,Y
2009,EA,EXTL,C09,40FAAA47-E58F-0B6F-5D37-56B8114699C5,2,R1,5000,Y
2009,EA,EXTL,C10,F5AB1178-4704-868B-9F87-030F41B79BE8,2,R2,7900,Y
2009,EA,EXTL,C11,634B6426-C531-4F4C-B505-CB9FE0CA91C4,2,R2,1800,Y
2009,EA,GENA,C01,996673C0-E1CC-CB65-4C5D-5E8201111A58,2,R2,3000,Y
2009,EA,GENA,C03,30F5EA93-562A-4EC5-225C-E914442577FC,2,R2,5880,Y
2009,EA,GENA,C04,7200111B-BE75-49C0-F311-E7189237243F,2,R1,7000,Y
2009,EA,GENA,C05,DCEE58BA-55DC-9061-6C79-81B17897F181,2,R2,7900,Y
2009,EA,GENA,C06,9163436F-ED28-5C8F-28F4-324593856C41,2,R2,9900,Y
2009,EA,GENA,C07,3FC049AF-9C48-69E6-71C6-2E46CBC811E0,2,R2,9915,Y
2009,EA,GENA,C08,C3591DF6-B86C-B790-E7CF-734CAA8E3A1C,2,R1,6000,Y
2009,EA,GENA,C09,D3645756-56F8-89E4-99AA-5E55CAE3C135,2,R1,5000,Y
2009,EA,GENA,C10,16A81833-28FD-B373-CE75-483ED432FDE8,2,R2,5000,Y
2009,EA,GENA,C11,AC72AEF1-41E2-D83D-4422-2BCA887F11C2,2,R2,1800,Y
2009,EA,GENS,C01,349657EC-4B39-A72B-DF84-FDF04B3FE0AF,2,R2,3000,Y
2009,EA,GENS,C03,99DD2FD6-2086-B743-D9F9-3ACEA3CC8D74,2,R2,5880,Y
2009,EA,GENS,C04,F1CBB037-4EC2-A8FA-A8B8-C92CD5868FD4,2,R1,7000,Y
2009,EA,GENS,C05,A969A176-A3C6-DD4F-3547-072594ACDF1A,2,R2,7900,Y
2009,EA,GENS,C06,AED1E8DF-270E-4EFF-20A4-E5831B4BE56D,2,R2,9900,Y
2009,EA,GENS,C07,995A4FD6-3B61-C4E7-7E76-DF87D607AF27,2,R2,9915,Y
2009,EA,GENS,C08,4CFAC23B-A120-A705-E885-AC72996F6CA9,2,R1,6000,Y
2010,BL,BUDG,C01,02C7D2C6-CC64-CD2A-FE90-39F329B7402B,2,R2,7277,Y
2010,BL,BUDG,C02,4DBDC59E-F74C-41B8-86AF-0A593C57C979,2,R2,7277,Y
2010,BL,BUDG,C03,81166A55-689A-CA62-6FAC-591616C32E86,2,R2,7277,Y
2010,BL,BUDG,C04,7158D704-FCDF-154B-D1F0-F3154ED0F67A,2,R2,7277,Y
2010,BL,BUDG,C05,4BAB6903-844B-99B6-9ED0-CE1639AD906A,2,R2,7277,Y
2010,BL,BUDG,C06,EE45C2F6-C771-AA2B-1FDA-D1942A1B7497,2,R2,7277,Y
2010,BL,BUDG,C07,A3877600-9DE4-C311-5547-7449A4F188FB,2,R2,7277,Y
2010,BL,BUDG,C08,B65050BA-A4CF-ABBD-0F64-E2CDC9E4B587,2,R2,7277,Y
2010,BL,BUDG,C09,9949861E-5D59-1693-AF27-091E393EF079,2,R2,7277,Y
2010,BL,BUDG,C10,D65C0C15-1640-7225-BE01-801563ABBAD1,2,R2,7277,Y
2010,BL,BUDG,C11,C01E3D27-6296-415D-A72A-95A7AC261D00,2,R2,7277,Y
2010,BL,PSY,C01,A17DE458-BC63-866E-CBC1-8386D8B2484C,2,N2,3000,Y
2010,BL,PSY,C02,AA637E37-7E3F-D0EE-A8B5-5E95C5AE9D95,2,R2,7277,Y
2010,BL,PSY,C03,ECB15081-F7FC-45F5-4DBF-E0EB19DDB045,2,N1,5800,Y
2010,BL,PSY,C04,546E70B4-D8E7-F68A-D6CC-D83FA238C664,2,N1,7000,Y
