CA_ICR_ACCT_GNRTD_ID,OBJ_ID,VER_NBR,FIN_COA_CD,ACCOUNT_NBR,ICR_FIN_COA_CD,ICR_FIN_ACCT_NBR,ACLN_PCT,DOBJ_MAINT_CD_ACTV_IND
10237,C4725010711F5765E040220A4C16066C,1,BL,4124744,BL,1023287,100,Y
10238,C472501071205765E040220A4C16066C,1,BL,4124745,BL,1023287,100,Y
10239,C472501071215765E040220A4C16066C,1,BL,4124746,BL,1023287,100,Y
10240,C472501071225765E040220A4C16066C,1,BL,4124747,BL,1023287,100,Y
10241,C472501071235765E040220A4C16066C,1,BL,4124748,BL,1023287,100,Y
10242,C472501071245765E040220A4C16066C,1,BL,4124749,BL,1023287,100,Y
10243,C472501071255765E040220A4C16066C,1,BL,4124750,BL,1023287,100,Y
10244,C472501071265765E040220A4C16066C,1,BL,4124751,BL,1023287,100,Y
10245,C472501071275765E040220A4C16066C,1,BL,4124752,BL,1023287,100,Y
10246,C472501071285765E040220A4C16066C,1,BL,4124753,BL,1023287,100,Y
10247,C472501071295765E040220A4C16066C,1,BL,4124754,BL,1023287,100,Y
10248,C4725010712A5765E040220A4C16066C,1,BL,4124755,BL,1023287,100,Y
10249,C4725010712B5765E040220A4C16066C,1,BL,4124756,BL,1023287,100,Y
10250,C4725010712C5765E040220A4C16066C,1,BL,4124757,BL,1023287,100,Y
10251,C4725010712D5765E040220A4C16066C,1,BL,4124758,BL,1023287,100,Y
10252,C4725010712E5765E040220A4C16066C,1,BL,4124759,BL,1023287,100,Y
10253,C4725010712F5765E040220A4C16066C,1,BL,4124760,BL,1023287,100,Y
10254,C472501071305765E040220A4C16066C,1,BL,4124761,BL,1023287,100,Y
10255,C472501071315765E040220A4C16066C,1,BL,4124762,BL,1023287,100,Y
10256,C472501071325765E040220A4C16066C,1,BL,4124763,BL,1023287,100,Y
10257,C472501071335765E040220A4C16066C,1,BL,4124764,BL,1023287,100,Y
10258,C472501071345765E040220A4C16066C,1,BL,4124765,BL,1023287,100,Y
10259,C472501071355765E040220A4C16066C,1,BL,4124766,BL,1023287,100,Y
10260,C472501071365765E040220A4C16066C,1,BL,4124767,BL,1023287,100,Y
10261,C472501071375765E040220A4C16066C,1,BL,4124768,BL,1023287,100,Y
10262,C472501071385765E040220A4C16066C,1,BL,4124769,BL,1023287,100,Y
10263,C472501071395765E040220A4C16066C,1,BL,4124770,BL,1023287,100,Y
10264,C4725010713A5765E040220A4C16066C,1,BL,4124771,BL,1023287,100,Y
10265,C4725010713B5765E040220A4C16066C,1,BL,4124772,BL,1023287,100,Y
10266,C4725010713C5765E040220A4C16066C,1,BL,4124773,BL,1023287,100,Y
10267,C4725010713D5765E040220A4C16066C,1,BL,4124774,BL,1023287,100,Y
10268,C4725010713E5765E040220A4C16066C,1,BL,4124776,BL,1023287,100,Y
10269,C4725010713F5765E040220A4C16066C,1,BL,4124777,BL,1023287,100,Y
10270,C472501071405765E040220A4C16066C,1,BL,4131401,BL,1023287,100,Y
10271,C472501071415765E040220A4C16066C,1,BL,4131402,BL,1020087,100,Y
10272,C472501071425765E040220A4C16066C,1,BL,4131403,BL,1023287,100,Y
10273,C472501071435765E040220A4C16066C,1,BL,4131404,BL,1023287,100,Y
10274,C472501071445765E040220A4C16066C,1,BL,4131405,BL,1023287,100,Y
10275,C472501071455765E040220A4C16066C,1,BL,4131406,BL,1023287,100,Y
10276,C472501071465765E040220A4C16066C,1,BL,4131407,BL,1023287,100,Y
10277,C472501071475765E040220A4C16066C,1,BL,4131408,BL,1023287,100,Y
10278,C472501071485765E040220A4C16066C,1,BL,4131409,BL,1023287,100,Y
10279,C472501071495765E040220A4C16066C,1,BL,4324716,BL,1023287,100,Y
10280,C4725010714A5765E040220A4C16066C,1,BL,4324717,BL,1023287,100,Y
10281,C4725010714B5765E040220A4C16066C,1,BL,4324718,BL,1023287,100,Y
10282,C4725010714C5765E040220A4C16066C,1,BL,4324719,BL,1023287,100,Y
10283,C4725010714D5765E040220A4C16066C,1,BL,4324720,BL,1023287,100,Y
10284,C4725010714E5765E040220A4C16066C,1,BL,4324721,BL,1023287,100,Y
10285,C4725010714F5765E040220A4C16066C,1,BL,4324722,BL,1023287,100,Y
10286,C472501071505765E040220A4C16066C,1,BL,4324723,BL,1023287,100,Y
10287,C472501071515765E040220A4C16066C,1,BL,4324724,BL,1023287,100,Y
10288,C472501071525765E040220A4C16066C,1,BL,4324725,BL,1023287,100,Y
10289,C472501071535765E040220A4C16066C,1,BL,4324726,BL,1023287,100,Y
10290,C472501071545765E040220A4C16066C,1,BL,4324727,BL,1023287,100,Y
10291,C472501071555765E040220A4C16066C,1,BL,4324728,BL,1023287,100,Y
10292,C472501071565765E040220A4C16066C,1,BL,4324730,BL,1023287,100,Y
10293,C472501071575765E040220A4C16066C,1,BL,4324731,BL,1023287,100,Y
10294,C472501071585765E040220A4C16066C,1,BL,4324732,BL,1023287,100,Y
10295,C472501071595765E040220A4C16066C,1,BL,4324733,BL,1023287,100,Y
10296,C4725010715A5765E040220A4C16066C,1,BL,4324734,BL,1023287,100,Y
10297,C4725010715B5765E040220A4C16066C,1,BL,4324735,BL,1023287,100,Y
10298,C4725010715C5765E040220A4C16066C,1,BL,4324736,BL,1023287,100,Y
10299,C4725010715D5765E040220A4C16066C,1,BL,4324737,BL,1023287,100,Y
10300,C4725010715E5765E040220A4C16066C,1,BL,4324738,BL,1023287,100,Y
10301,C4725010715F5765E040220A4C16066C,1,BL,4324739,BL,1023287,100,Y
10302,C472501071605765E040220A4C16066C,1,BL,4324740,BL,1023287,100,Y
10303,C472501071615765E040220A4C16066C,1,BL,4131410,BL,1023287,100,Y
10304,C472501071625765E040220A4C16066C,1,BL,4131411,BL,1023287,100,Y
10305,C472501071635765E040220A4C16066C,1,BL,4131412,BL,1023287,100,Y
10306,C472501071645765E040220A4C16066C,1,BL,4131413,BL,1023287,100,Y
10307,C472501071655765E040220A4C16066C,1,BL,4131414,BL,1023287,100,Y
10308,C472501071665765E040220A4C16066C,1,BL,4223206,BL,1023287,100,Y
10309,C472501071675765E040220A4C16066C,1,BL,4224601,BL,1023287,100,Y
10310,C472501071685765E040220A4C16066C,1,BL,4224602,BL,1023287,100,Y
10311,C472501071695765E040220A4C16066C,1,BL,4224603,BL,1023287,100,Y
10312,C4725010716A5765E040220A4C16066C,1,BL,4224701,BL,1023287,100,Y
10313,C4725010716B5765E040220A4C16066C,1,BL,4224702,BL,1023287,100,Y
10314,C4725010716C5765E040220A4C16066C,1,BL,4224703,BL,1023287,100,Y
10315,C4725010716D5765E040220A4C16066C,1,BL,4224704,BL,1023287,100,Y
10316,C4725010716E5765E040220A4C16066C,1,BL,4224705,BL,1023287,100,Y
10317,C4725010716F5765E040220A4C16066C,1,BL,4224706,BL,1023287,100,Y
10318,C472501071705765E040220A4C16066C,1,BL,4224707,BL,1023287,100,Y
10319,C472501071715765E040220A4C16066C,1,BL,4224708,BL,1023287,100,Y
10320,C472501071725765E040220A4C16066C,1,BL,4224709,BL,1023287,100,Y
10321,C472501071735765E040220A4C16066C,1,BL,4224710,BL,1023287,100,Y
10322,C472501071745765E040220A4C16066C,1,BL,4231400,BL,1023287,100,Y
10323,C472501071755765E040220A4C16066C,1,BL,4324400,BL,1023287,100,Y
10324,C472501071765765E040220A4C16066C,1,BL,4324601,BL,1023287,100,Y
10325,C472501071775765E040220A4C16066C,1,BL,4324602,BL,1023287,100,Y
10326,C472501071785765E040220A4C16066C,1,BL,4324603,BL,1023287,100,Y
10327,C472501071795765E040220A4C16066C,1,BL,4324604,BL,1023287,100,Y
10328,C4725010717A5765E040220A4C16066C,1,BL,4324605,BL,1023287,100,Y
10329,C4725010717B5765E040220A4C16066C,1,BL,4324606,BL,1023287,100,Y
10330,C4725010717C5765E040220A4C16066C,1,BL,4324607,BL,1023287,100,Y
10331,C4725010717D5765E040220A4C16066C,1,BL,4324608,BL,1023287,100,Y
10332,C4725010717E5765E040220A4C16066C,1,BL,4324609,BL,1023287,100,Y
10333,C4725010717F5765E040220A4C16066C,1,BL,4324610,BL,1023287,100,Y
10334,C472501071805765E040220A4C16066C,1,BL,4324611,BL,1023287,100,Y
10335,C472501071815765E040220A4C16066C,1,BL,4324612,BL,1023287,100,Y
10336,C472501071825765E040220A4C16066C,1,BL,4324613,BL,1023287,100,Y
10337,C472501071835765E040220A4C16066C,1,BL,4324614,BL,1023287,100,Y
10338,C472501071845765E040220A4C16066C,1,BL,4324615,BL,1023287,100,Y
10339,C472501071855765E040220A4C16066C,1,BL,4324616,BL,1023287,100,Y
10340,C472501071865765E040220A4C16066C,1,BL,4324617,BL,1023287,100,Y
10341,C472501071875765E040220A4C16066C,1,BL,4324618,BL,1023287,100,Y
10342,C472501071885765E040220A4C16066C,1,BL,4324619,BL,1023287,100,Y
10343,C472501071895765E040220A4C16066C,1,BL,4324620,BL,1023287,100,Y
10344,C4725010718A5765E040220A4C16066C,1,BL,4324621,BL,1023287,100,Y
10345,C4725010718B5765E040220A4C16066C,1,BL,4324622,BL,1023287,100,Y
10346,C4725010718C5765E040220A4C16066C,1,BL,4324623,BL,1023287,100,Y
10347,C4725010718D5765E040220A4C16066C,1,BL,4324624,BL,1023287,100,Y
10348,C4725010718E5765E040220A4C16066C,1,BL,4324625,BL,1023287,100,Y
10349,C4725010718F5765E040220A4C16066C,1,BL,4324626,BL,1023287,100,Y
10350,C472501071905765E040220A4C16066C,1,BL,4324627,BL,1023287,100,Y
10351,C472501071915765E040220A4C16066C,1,BL,4324628,BL,1023287,100,Y
10352,C472501071925765E040220A4C16066C,1,BL,4324629,BL,1023287,100,Y
10353,C472501071935765E040220A4C16066C,1,BL,4324630,BL,1023287,100,Y
10354,C472501071945765E040220A4C16066C,1,BL,4324631,BL,1023287,100,Y
10355,C472501071955765E040220A4C16066C,1,BL,4324632,BL,1023287,100,Y
10356,C472501071965765E040220A4C16066C,1,BL,4324633,BL,1023287,100,Y
10357,C472501071975765E040220A4C16066C,1,BL,4324634,BL,1023287,100,Y
10358,C472501071985765E040220A4C16066C,1,BL,4324635,BL,1023287,100,Y
10359,C472501071995765E040220A4C16066C,1,BL,4324636,BL,1023287,100,Y
10360,C4725010719A5765E040220A4C16066C,1,BL,4324637,BL,1023287,100,Y
10361,C4725010719B5765E040220A4C16066C,1,BL,4324638,BL,1023287,100,Y
10362,C4725010719C5765E040220A4C16066C,1,BL,4324639,BL,1023287,100,Y
10363,C4725010719D5765E040220A4C16066C,1,BL,4324640,BL,1023287,100,Y
10364,C4725010719E5765E040220A4C16066C,1,BL,4324641,BL,1023287,100,Y
10365,C4725010719F5765E040220A4C16066C,1,BL,4324642,BL,1023287,100,Y
10366,C472501071A05765E040220A4C16066C,1,BL,4324702,BL,1023287,100,Y
10367,C472501071A15765E040220A4C16066C,1,BL,4324703,BL,1023287,100,Y
10368,C472501071A25765E040220A4C16066C,1,BL,4324704,BL,1023287,100,Y
10369,C472501071A35765E040220A4C16066C,1,BL,4324705,BL,1023287,100,Y
10370,C472501071A45765E040220A4C16066C,1,BL,4324706,BL,1023287,100,Y
10371,C472501071A55765E040220A4C16066C,1,BL,4324707,BL,1023287,100,Y
10372,C472501071A65765E040220A4C16066C,1,BL,4324708,BL,1023287,100,Y
10373,C472501071A75765E040220A4C16066C,1,BL,4324709,BL,1023287,100,Y
10374,C472501071A85765E040220A4C16066C,1,BL,4324710,BL,1023287,100,Y
10375,C472501071A95765E040220A4C16066C,1,BL,4324711,BL,1023287,100,Y
10376,C472501071AA5765E040220A4C16066C,1,BL,4324712,BL,1023287,100,Y
10377,C472501071AB5765E040220A4C16066C,1,BL,4324713,BL,1023287,100,Y
10378,C472501071AC5765E040220A4C16066C,1,BL,4324714,BL,1023287,100,Y
10379,C472501071AD5765E040220A4C16066C,1,BL,4324715,BL,1023287,100,Y
10380,C472501071AE5765E040220A4C16066C,1,BL,4124714,BL,1023287,100,Y
10381,C472501071AF5765E040220A4C16066C,1,BL,4124715,BL,1023287,100,Y
10382,C472501071B05765E040220A4C16066C,1,BL,4124716,BL,1023287,100,Y
10383,C472501071B15765E040220A4C16066C,1,BL,4124717,BL,1023287,100,Y
10384,C472501071B25765E040220A4C16066C,1,BL,4124718,BL,1023287,100,Y
10385,C472501071B35765E040220A4C16066C,1,BL,4124719,BL,1023287,100,Y
10386,C472501071B45765E040220A4C16066C,1,BL,4124720,BL,1023287,100,Y
10387,C472501071B55765E040220A4C16066C,1,BL,4124721,BL,1023287,100,Y
10388,C472501071B65765E040220A4C16066C,1,BL,4124722,BL,1023287,100,Y
10389,C472501071B75765E040220A4C16066C,1,BL,4124723,BL,1023287,100,Y
10390,C472501071B85765E040220A4C16066C,1,BL,4124724,BL,1023287,100,Y
10391,C472501071B95765E040220A4C16066C,1,BL,4124725,BL,1023287,100,Y
11176,C472501074CA5765E040220A4C16066C,1,BL,4631608,BL,1023287,100,Y
11177,C472501074CB5765E040220A4C16066C,1,BL,4631609,BL,1023287,100,Y
11178,C472501074CC5765E040220A4C16066C,1,BL,4631610,BL,1023287,100,Y
11179,C472501074CD5765E040220A4C16066C,1,BL,4631611,BL,1023287,100,Y
11180,C472501074CE5765E040220A4C16066C,1,BL,4631612,BL,1023287,100,Y
11181,C472501074CF5765E040220A4C16066C,1,BL,4631613,BL,1023287,100,Y
11182,C472501074D05765E040220A4C16066C,1,BL,4631614,BL,1023287,100,Y
11183,C472501074D15765E040220A4C16066C,1,BL,4631615,BL,1023287,100,Y
11184,C472501074D25765E040220A4C16066C,1,BL,4631616,BL,1023287,100,Y
11185,C472501074D35765E040220A4C16066C,1,BL,4631617,BL,1023287,100,Y
11186,C472501074D45765E040220A4C16066C,1,BL,4631618,BL,1023287,100,Y
11187,C472501074D55765E040220A4C16066C,1,BL,4631619,BL,1023287,100,Y
11188,C472501074D65765E040220A4C16066C,1,BL,4631620,BL,1021887,100,Y
11189,C472501074D75765E040220A4C16066C,1,BL,4631621,BL,1023287,100,Y
11190,C472501074D85765E040220A4C16066C,1,BL,4631622,BL,1023287,100,Y
11191,C472501074D95765E040220A4C16066C,1,BL,4631623,BL,1023287,100,Y
11192,C472501074DA5765E040220A4C16066C,1,BL,4631624,BL,1023287,100,Y
11193,C472501074DB5765E040220A4C16066C,1,BL,4631625,BL,1023287,100,Y
11194,C472501074DC5765E040220A4C16066C,1,BL,4631626,BL,1023287,100,Y
11195,C472501074DD5765E040220A4C16066C,1,BL,4631627,BL,1023287,100,Y
11196,C472501074DE5765E040220A4C16066C,1,BL,4631628,BL,1023287,100,Y
11197,C472501074DF5765E040220A4C16066C,1,BL,4631629,BL,1023287,100,Y
11198,C472501074E05765E040220A4C16066C,1,BL,4631630,BL,1023287,100,Y
11199,C472501074E15765E040220A4C16066C,1,BL,4631631,BL,1023287,100,Y
11200,C472501074E25765E040220A4C16066C,1,BL,4631632,BL,1021887,100,Y
11201,C472501074E35765E040220A4C16066C,1,BL,4631633,BL,1023287,100,Y
11202,C472501074E45765E040220A4C16066C,1,BL,4631634,BL,1023287,100,Y
11203,C472501074E55765E040220A4C16066C,1,BL,4631635,BL,1023287,100,Y
11204,C472501074E65765E040220A4C16066C,1,BL,4631636,BL,1023287,100,Y
11205,C472501074E75765E040220A4C16066C,1,BL,4631637,BL,1023287,100,Y
11206,C472501074E85765E040220A4C16066C,1,BL,4631638,BL,1023287,100,Y
11207,C472501074E95765E040220A4C16066C,1,BL,4631639,BL,1023287,100,Y
11208,C472501074EA5765E040220A4C16066C,1,BL,4631640,BL,1023287,100,Y
11209,C472501074EB5765E040220A4C16066C,1,BL,4631641,BL,1023287,100,Y
11210,C472501074EC5765E040220A4C16066C,1,BL,4631642,BL,1023287,100,Y
11211,C472501074ED5765E040220A4C16066C,1,BL,4631643,BL,1023287,100,Y
11212,C472501074EE5765E040220A4C16066C,1,BL,4631644,BL,1023287,100,Y
11213,C472501074EF5765E040220A4C16066C,1,BL,4631645,BL,1023287,100,Y
11214,C472501074F05765E040220A4C16066C,1,BL,4631646,BL,1023287,100,Y
11215,C472501074F15765E040220A4C16066C,1,BL,4631647,BL,1023287,100,Y
11216,C472501074F25765E040220A4C16066C,1,BL,4631648,BL,1023287,100,Y
11217,C472501074F35765E040220A4C16066C,1,BL,4631649,BL,1023287,100,Y
11218,C472501074F45765E040220A4C16066C,1,BL,4631650,BL,1023287,100,Y
11219,C472501074F55765E040220A4C16066C,1,BL,4631651,BL,1023287,100,Y
11220,C472501074F65765E040220A4C16066C,1,BL,4631652,BL,1023287,100,Y
11221,C472501074F75765E040220A4C16066C,1,BL,4631653,BL,1023287,100,Y
11222,C472501074F85765E040220A4C16066C,1,BL,4631654,BL,1023287,100,Y
11223,C472501074F95765E040220A4C16066C,1,BL,4631655,BL,1023287,100,Y
11224,C472501074FA5765E040220A4C16066C,1,BL,4631656,BL,1023287,100,Y
11225,C472501074FB5765E040220A4C16066C,1,BL,4631657,BL,1023287,100,Y
11226,C472501074FC5765E040220A4C16066C,1,BL,4631658,BL,1023287,100,Y
11227,C472501074FD5765E040220A4C16066C,1,BL,4631659,BL,1023287,100,Y
11228,C472501074FE5765E040220A4C16066C,1,BL,4631660,BL,1023287,100,Y
11229,C472501074FF5765E040220A4C16066C,1,BL,4631661,BL,1023287,100,Y
11230,C472501075005765E040220A4C16066C,1,BL,4631662,BL,1023287,100,Y
11231,C472501075015765E040220A4C16066C,1,BL,4631663,BL,1023287,100,Y
11232,C472501075025765E040220A4C16066C,1,BL,4631664,BL,1023287,100,Y
11233,C472501075035765E040220A4C16066C,1,BL,4631665,BL,1023287,100,Y
11234,C472501075045765E040220A4C16066C,1,BL,4631666,BL,1023287,100,Y
11235,C472501075055765E040220A4C16066C,1,BL,4631667,BL,1023287,100,Y
11236,C472501075065765E040220A4C16066C,1,BL,4631500,BL,1023287,100,Y
11237,C472501075075765E040220A4C16066C,1,BL,4631501,BL,1023287,100,Y
11238,C472501075085765E040220A4C16066C,1,BL,4631502,BL,1023287,100,Y
11239,C472501075095765E040220A4C16066C,1,BL,4631503,BL,1023287,100,Y
11240,C4725010750A5765E040220A4C16066C,1,BL,4631504,BL,1023287,100,Y
11241,C4725010750B5765E040220A4C16066C,1,BL,4631505,BL,1023287,100,Y
11242,C4725010750C5765E040220A4C16066C,1,BL,4631506,BL,1023287,100,Y
11243,C4725010750D5765E040220A4C16066C,1,BL,4631507,BL,1023287,100,Y
11244,C4725010750E5765E040220A4C16066C,1,BL,4631508,BL,1023287,100,Y
11245,C4725010750F5765E040220A4C16066C,1,BL,4631509,BL,1023287,100,Y
11246,C472501075105765E040220A4C16066C,1,BL,4631510,BL,1023287,100,Y
11247,C472501075115765E040220A4C16066C,1,BL,4631511,BL,1023287,100,Y
11248,C472501075125765E040220A4C16066C,1,BL,4631512,BL,1023287,100,Y
11249,C472501075135765E040220A4C16066C,1,BL,4631513,BL,1023287,100,Y
11250,C472501075145765E040220A4C16066C,1,BL,4631514,BL,1023287,100,Y
11251,C472501075155765E040220A4C16066C,1,BL,4631515,BL,1023287,100,Y
11252,C472501075165765E040220A4C16066C,1,BL,4631516,BL,1023287,100,Y
11253,C472501075175765E040220A4C16066C,1,BL,4631517,BL,1023287,100,Y
11254,C472501075185765E040220A4C16066C,1,BL,4631518,BL,1023287,100,Y
11255,C472501075195765E040220A4C16066C,1,BL,4631519,BL,1023287,100,Y
11256,C4725010751A5765E040220A4C16066C,1,BL,4631520,BL,1023287,100,Y
11257,C4725010751B5765E040220A4C16066C,1,BL,4631521,BL,1023287,100,Y
11258,C4725010751C5765E040220A4C16066C,1,BL,4631522,BL,1023287,100,Y
11259,C4725010751D5765E040220A4C16066C,1,BL,4631523,BL,1023287,100,Y
11260,C4725010751E5765E040220A4C16066C,1,BL,4631524,BL,1023287,100,Y
11261,C4725010751F5765E040220A4C16066C,1,BL,4631525,BL,1023287,100,Y
11262,C472501075205765E040220A4C16066C,1,BL,4631526,BL,1023287,100,Y
11263,C472501075215765E040220A4C16066C,1,BL,4631527,BL,1023287,100,Y
11264,C472501075225765E040220A4C16066C,1,BL,4631528,BL,1023287,100,Y
11265,C472501075235765E040220A4C16066C,1,BL,4631529,BL,1023287,100,Y
11266,C472501075245765E040220A4C16066C,1,BL,4631530,BL,1023287,100,Y
11267,C472501075255765E040220A4C16066C,1,BL,4631531,BL,1023287,100,Y
11268,C472501075265765E040220A4C16066C,1,BL,4631532,BL,1023287,100,Y
11269,C472501075275765E040220A4C16066C,1,BL,4631533,BL,1023287,100,Y
11270,C472501075285765E040220A4C16066C,1,BL,4631534,BL,1023287,100,Y
11271,C472501075295765E040220A4C16066C,1,BL,4631535,BL,1023287,100,Y
11272,C4725010752A5765E040220A4C16066C,1,BL,4631536,BL,1023287,100,Y
11273,C4725010752B5765E040220A4C16066C,1,BL,4631537,BL,1023287,100,Y
10490,C4725010721C5765E040220A4C16066C,1,BL,4524609,BL,1023287,100,Y
10491,C4725010721D5765E040220A4C16066C,1,BL,4524610,BL,1023287,100,Y
10492,C4725010721E5765E040220A4C16066C,1,BL,4524701,BL,1023287,100,Y
10493,C4725010721F5765E040220A4C16066C,1,BL,4524702,BL,1023287,100,Y
10494,C472501072205765E040220A4C16066C,1,BL,4524703,BL,1023287,100,Y
10495,C472501072215765E040220A4C16066C,1,BL,4524704,BL,1023287,100,Y
10496,C472501072225765E040220A4C16066C,1,BL,4524705,BL,1023287,100,Y
10497,C472501072235765E040220A4C16066C,1,BL,4524706,BL,1023287,100,Y
10498,C472501072245765E040220A4C16066C,1,BL,4524707,BL,1023287,100,Y
10499,C472501072255765E040220A4C16066C,1,BL,4524708,BL,1023287,100,Y
10500,C472501072265765E040220A4C16066C,1,BL,4524709,BL,1023287,100,Y
10501,C472501072275765E040220A4C16066C,1,BL,4524710,BL,1023287,100,Y
10502,C472501072285765E040220A4C16066C,1,BL,4524711,BL,1023287,100,Y
10503,C472501072295765E040220A4C16066C,1,BL,4524712,BL,1023287,100,Y
10504,C4725010722A5765E040220A4C16066C,1,BL,4524713,BL,1023287,100,Y
10505,C4725010722B5765E040220A4C16066C,1,BL,4524714,BL,1023287,100,Y
10506,C4725010722C5765E040220A4C16066C,1,BL,4524715,BL,1023287,100,Y
10507,C4725010722D5765E040220A4C16066C,1,BL,4524716,BL,1023287,100,Y
10508,C4725010722E5765E040220A4C16066C,1,BL,4524717,BL,1023287,100,Y
10509,C4725010722F5765E040220A4C16066C,1,BL,4524718,BL,1023287,100,Y
10510,C472501072305765E040220A4C16066C,1,BL,4524719,BL,1023287,100,Y
10511,C472501072315765E040220A4C16066C,1,BL,4524720,BL,1023287,100,Y
10512,C472501072325765E040220A4C16066C,1,BL,4524721,BL,1023287,100,Y
10513,C472501072335765E040220A4C16066C,1,BL,4524722,BL,1023287,100,Y
10514,C472501072345765E040220A4C16066C,1,BL,4524723,BL,1023287,100,Y
10515,C472501072355765E040220A4C16066C,1,BL,4524724,BL,1023287,100,Y
10516,C472501072365765E040220A4C16066C,1,BL,4524725,BL,1023287,100,Y
10517,C472501072375765E040220A4C16066C,1,BL,4524726,BL,1023287,100,Y
10518,C472501072385765E040220A4C16066C,1,BL,4524727,BL,1023287,100,Y
10519,C472501072395765E040220A4C16066C,1,BL,4324741,BL,1023287,100,Y
10520,C4725010723A5765E040220A4C16066C,1,BL,4324742,BL,1023287,100,Y
10521,C4725010723B5765E040220A4C16066C,1,BL,4324743,BL,1023287,100,Y
10522,C4725010723C5765E040220A4C16066C,1,BL,4324744,BL,1023287,100,Y
10523,C4725010723D5765E040220A4C16066C,1,BL,4324745,BL,1023287,100,Y
10524,C4725010723E5765E040220A4C16066C,1,BL,4324746,BL,1023287,100,Y
10525,C4725010723F5765E040220A4C16066C,1,BL,4324747,BL,1023287,100,Y
10526,C472501072405765E040220A4C16066C,1,BL,4324748,BL,1023287,100,Y
10527,C472501072415765E040220A4C16066C,1,BL,4324749,BL,1023287,100,Y
10528,C472501072425765E040220A4C16066C,1,BL,4324750,BL,1023287,100,Y
10529,C472501072435765E040220A4C16066C,1,BL,4324751,BL,1023287,100,Y
10530,C472501072445765E040220A4C16066C,1,BL,4324752,BL,1023287,100,Y
10531,C472501072455765E040220A4C16066C,1,BL,4324753,BL,1023287,100,Y
10532,C472501072465765E040220A4C16066C,1,BL,4324754,BL,1023287,100,Y
10533,C472501072475765E040220A4C16066C,1,BL,4324755,BL,1023287,100,Y
10534,C472501072485765E040220A4C16066C,1,BL,4324756,BL,1023287,100,Y
10535,C472501072495765E040220A4C16066C,1,BL,4324757,BL,1023287,100,Y
10536,C4725010724A5765E040220A4C16066C,1,BL,4324758,BL,1023287,100,Y
10537,C4725010724B5765E040220A4C16066C,1,BL,4324759,BL,1023287,100,Y
10538,C4725010724C5765E040220A4C16066C,1,BL,4324760,BL,1023287,100,Y
10539,C4725010724D5765E040220A4C16066C,1,BL,4324761,BL,1023287,100,Y
10540,C4725010724E5765E040220A4C16066C,1,BL,4324762,BL,1023287,100,Y
10541,C4725010724F5765E040220A4C16066C,1,BL,4324763,BL,1023287,100,Y
10542,C472501072505765E040220A4C16066C,1,BL,4324764,BL,1023287,100,Y
10543,C472501072515765E040220A4C16066C,1,BL,4324765,BL,1023287,100,Y
10544,C472501072525765E040220A4C16066C,1,BL,4324767,BL,1023287,100,Y
10545,C472501072535765E040220A4C16066C,1,BL,4324768,BL,1023287,100,Y
10546,C472501072545765E040220A4C16066C,1,BL,4331300,BL,1023287,100,Y
10547,C472501072555765E040220A4C16066C,1,BL,4331301,BL,1023287,100,Y
10548,C472501072565765E040220A4C16066C,1,BL,4331401,BL,1023287,100,Y
10549,C472501072575765E040220A4C16066C,1,BL,4331402,BL,1023287,100,Y
10550,C472501072585765E040220A4C16066C,1,BL,4331403,BL,1023287,100,Y
10551,C472501072595765E040220A4C16066C,1,BL,4331404,BL,1023287,100,Y
10552,C4725010725A5765E040220A4C16066C,1,BL,4331405,BL,1023287,100,Y
10553,C4725010725B5765E040220A4C16066C,1,BL,4331406,BL,1023287,100,Y
10554,C4725010725C5765E040220A4C16066C,1,BL,4331407,BL,1023287,100,Y
10555,C4725010725D5765E040220A4C16066C,1,BL,4331408,BL,1023287,100,Y
10556,C4725010725E5765E040220A4C16066C,1,BL,4331409,BL,1023287,100,Y
10557,C4725010725F5765E040220A4C16066C,1,BL,4331410,BL,1023287,100,Y
10558,C472501072605765E040220A4C16066C,1,BL,4331411,BL,1023287,100,Y
10559,C472501072615765E040220A4C16066C,1,BL,4331412,BL,1023287,100,Y
10560,C472501072625765E040220A4C16066C,1,BL,4424400,BL,1023287,100,Y
10561,C472501072635765E040220A4C16066C,1,BL,4424673,BL,1023287,100,Y
10562,C472501072645765E040220A4C16066C,1,BL,4424674,BL,1023287,100,Y
10563,C472501072655765E040220A4C16066C,1,BL,4424676,BL,1023287,100,Y
10564,C472501072665765E040220A4C16066C,1,BL,4424677,BL,1023287,100,Y
10565,C472501072675765E040220A4C16066C,1,BL,4424678,BL,1023287,100,Y
10566,C472501072685765E040220A4C16066C,1,BL,4424679,BL,1023287,100,Y
10567,C472501072695765E040220A4C16066C,1,BL,4524752,BL,1023287,100,Y
10568,C4725010726A5765E040220A4C16066C,1,BL,4524753,BL,1023287,100,Y
10569,C4725010726B5765E040220A4C16066C,1,BL,4524754,BL,1023287,100,Y
10570,C4725010726C5765E040220A4C16066C,1,BL,4524755,BL,1042987,100,Y
10571,C4725010726D5765E040220A4C16066C,1,BL,4524756,BL,1023287,100,Y
10572,C4725010726E5765E040220A4C16066C,1,BL,4524757,BL,1023287,100,Y
10573,C4725010726F5765E040220A4C16066C,1,BL,4524758,BL,1023287,100,Y
10574,C472501072705765E040220A4C16066C,1,BL,4524759,BL,1023287,100,Y
10575,C472501072715765E040220A4C16066C,1,BL,4531401,BL,1023287,100,Y
