FIN_COA_CD,ORG_CD,OBJ_ID,VER_NBR,DESCRSHORT,COMPANY,SETID_LOCATION,LOCATION,TAX_LOCATION_CD,MANAGER_UNVL_ID,MANAGER_POSN,BUDGET_YR_END_DT,BUDGET_LVL,GL_EXPENSE,EEO4_FUNCTION,ACCIDENT_INS,SI_ACCIDENT_NUM,HAZARD,ESTABID,RISKCD,FTE_EDIT_INDC,DEPT_TENURE_FLG,TL_DISTRIB_INFO,USE_BUDGETS,USE_ENCUMBRANCES,USE_DISTRIBUTION,BUDGET_DEPTID,DIST_PRORATE_OPTN,HP_STATS_DEPT_CD,HP_STATS_FACULTY,ACCOUNTING_OWNER,COUNTRY_GRP,IU_ORG_MAIL_DRP_CD,IU_ORG_ADDRESS_2,IU_ORG_ADDRESS_3,IU_CAMPUS_CD,IU_CAMPUS_BLDG,IU_CAMPUS_ROOM,IU_POSN_ALLOW_FL,IU_TENURE_ALLOW_FL,IU_TITLE_ALLOW_FL,IU_OCC_UN_ALLOW_FL,ORG_FSCL_APRVR_UID,LAST_UPDATE_DATE
BL,PSY,11400DC3EF85041EE043814FD881041E,1,BL-PSY,IU,IUBLA,BL,BL,OLE3421900658,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-PSY,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE4318506633,040819000000
BL,PSYC,11400DC3EF86041EE043814FD881041E,1,BL-PSYC,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-PSYC, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,PTCR,11400DC3F3DC041EE043814FD881041E,1,BL-PTCR,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040615000000
BL,PUBD,11400DC3F423041EE043814FD881041E,1,BL-PUBD,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040615000000
BL,PUBL,11400DC3F424041EE043814FD881041E,1,BL-PUBL,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040615000000
BL,PUBS,11400DC3EF87041EE043814FD881041E,1,BL-PUBS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-PUBS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,QBA,11400DC3EF8A041EE043814FD881041E,1,BL-QBA,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-QBA, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RAON,11400DC3EF8B041EE043814FD881041E,1,BL-RAON,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RAON, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RAST,11400DC3EF88041EE043814FD881041E,1,BL-RAST,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RAST, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RCA,11400DC3F425041EE043814FD881041E,1,BL-RCA,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040615000000
BL,RCAD,11400DC3EF8C041EE043814FD881041E,1,BL-RCAD,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RCAD, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RCC,11400DC3EF96041EE043814FD881041E,1,BL-RCC,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RCC, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RCI,11400DC3F44E041EE043814FD881041E,1,BL-RCI,IU,IUBLA,BL,BL,OLE4052406505,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RUAD,null,null,null,null,null,null,null,null,BL,BL007,116,N,N,N,N,OLE4052406505,041018000000
BL,RCOM,11400DC3F38A041EE043814FD881041E,1,BL-RCOM,IU,null,null,null,OLE4406304317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE1730300231,041215000000
BL,RDEV,11400DC3EF8D041EE043814FD881041E,1,BL-RDEV,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RDEV, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,READ,11400DC3EF8E041EE043814FD881041E,1,BL-READ,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-READ, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RECP,11400DC3EF8F041EE043814FD881041E,1,BL-RECP,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RECP, , , , , , , , ,BL,null, ,N,Y,Y,N,null,021102000000
BL,RECS,11400DC3EF90041EE043814FD881041E,1,BL-RECS,IU,IUBLA,BL,BL,OLE4507204997,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RECS,null,null,null,null,null,null,1025 E. 7TH STREET,HPER 290,BL,BL091,290,Y,N,N,N,OLE2020303640,041202000000
BL,REEI,11400DC3EF91041EE043814FD881041E,1,BL-REEI,IU,IUBLA,BL,BL,OLE2396907870,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-REEI,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,Y,OLE2396907870,040819000000
BL,REGR,11400DC3EF92041EE043814FD881041E,1,BL-REGR,IU,null,null,null,OLE2950605083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,Y,N,N,Y,OLE4960507840,021218000000
BL,REL,11400DC3EF93041EE043814FD881041E,1,BL-REL,IU,IUBLA,BL,BL,OLE2620008671,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-REL,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE2620008671,040715000000
BL,RENA,11400DC3EF94041EE043814FD881041E,1,BL-RENA,IU,IUBLA,BL,BL,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RENA,null,null,null,null,null,null,null,null,BL,null,null,N,N,Y,N,null,030528000000
BL,RESL,11400DC3EF95041EE043814FD881041E,1,BL-RESL,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RESL, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RHS,11400DC3F430041EE043814FD881041E,1,BL-RHS,IU,null,null,null,OLE4406304317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,107 S INDIANA AVE,BLOOMINGTON  IN 47405,BL,BL007,116,null,null,null,null,OLE1730300231,041215000000
BL,RIFI,11400DC3EF97041EE043814FD881041E,1,BL-RIFI,IU,IUBLA,BL,BL,OLE5694307882, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RIFI, , , , , , , , ,BL,null, ,Y,N,Y,N,OLE5694307882,021102000000
BL,RLAN,11400DC3EF98041EE043814FD881041E,1,BL-RLAN,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RLAN, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RLS,11400DC3EF99041EE043814FD881041E,1,BL-RLS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RLS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RLSS,11400DC3EF9A041EE043814FD881041E,1,BL-RLSS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RLSS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RMIS,11400DC3EF9B041EE043814FD881041E,1,BL-RMIS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RMIS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RPAD,11400DC3EF9C041EE043814FD881041E,1,BL-RPAD,IU,IUBLA,BL,BL,OLE4507204997,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RPAD,null,null,null,null,null,null,1025 E. SEVENTH STREET,HPER 133,BL,BL119,133,Y,N,Y,N,OLE5009908085,050322000000
BL,RPAS,11400DC3EF9D041EE043814FD881041E,1,BL-RPAS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RPAS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RRPS,11400DC3EF9E041EE043814FD881041E,1,BL-RRPS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-RRPS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,RSPK,11400DC3F3A2041EE043814FD881041E,1,BL-RSPK,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,null,031014000000
BL,RTVS,11400DC3EF9F041EE043814FD881041E,1,BL-RTVS,IU,IUBLA,BL,BL,OLE6065408755,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RTVS,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,Y,OLE5755900139,041208000000
BL,RUAD,11400DC3EFA0041EE043814FD881041E,1,BL-RUAD,IU,IUBLA,BL,BL,OLE4406304317,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-RUAD,null,null,null,null,null,null,null,null,BL,null,null,Y,N,N,Y,OLE1730300231,040816000000
BL,RUGS,11400DC3EFA1041EE043814FD881041E,1,BL-RUGS,IU,null,null,null,OLE4406304317,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,Y,OLE1730300231,040816000000
BL,SACR,11400DC3EFA2041EE043814FD881041E,1,BL-SACR,IU,IUBLA,BL,BL,OLE3616406417,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-SACR,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,N,OLE3616406417,040519000000
BL,GRPS,11400DC3EEE3041EE043814FD881041E,1,BL-GRPS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,null,031106000000
BL,GRST,11400DC3EEE4041EE043814FD881041E,1,BL-GRST,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-GRST, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,GSUP,11400DC3F455041EE043814FD881041E,1,BL-GSUP,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE2362105752,050304000000
BL,HANT,11400DC3F473041EE043814FD881041E,1,BL-HANT,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE5601108543,050304000000
BL,HARP,11400DC3EEE5041EE043814FD881041E,1,BL-HARP,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HARP, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HART,11400DC3EEE6041EE043814FD881041E,1,BL-HART,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HART, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HAZD,11400DC3EEE7041EE043814FD881041E,1,BL-HAZD,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HAZD, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HBI,11400DC3F47B041EE043814FD881041E,1,BL-HBI,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE6076602019,050304000000
BL,HBIC,11400DC3F477041EE043814FD881041E,1,BL-HBIC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE6076602019,050304000000
BL,HBUS,11400DC3F478041EE043814FD881041E,1,BL-HBUS,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE1777902237,050304000000
BL,HCHE,11400DC3F467041EE043814FD881041E,1,BL-HCHE,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE5691404828,050304000000
BL,HCNS,11400DC3EEE8041EE043814FD881041E,1,BL-HCNS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HCNS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HFLG,11400DC3EEE9041EE043814FD881041E,1,BL-HFLG,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HFLG, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HGRO,11400DC3EEEA041EE043814FD881041E,1,BL-HGRO,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HGRO, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HIST,11400DC3EEEB041EE043814FD881041E,1,BL-HIST,IU,IUBLA,BL,BL,OLE3439809008,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-HIST,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE3439809008,040819000000
BL,HLAW,11400DC3F476041EE043814FD881041E,1,BL-HLAW,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE4496100083,050304000000
BL,HMED,11400DC3EEEC041EE043814FD881041E,1,BL-HMED,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HMED, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HONR,11400DC3EEED041EE043814FD881041E,1,BL-HONR,IU,null,null,null,OLE2905401709,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,Y,OLE2905401709,031011000000
BL,HOPT,11400DC3F464041EE043814FD881041E,1,BL-HOPT,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE2843302291,050304000000
BL,HOWE,11400DC3EEEE041EE043814FD881041E,1,BL-HOWE,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HOWE, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HPER,11400DC3EEEF041EE043814FD881041E,1,BL-HPER,IU,null,null,null,OLE4507204997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE3083208092,041202000000
BL,HPSC,11400DC3EEF0041EE043814FD881041E,1,BL-HPSC,IU,IUBLA,BL,BL,OLE2266302958,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-HPSC,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE2266302958,040819000000
BL,HPSY,11400DC3F472041EE043814FD881041E,1,BL-HPSY,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE4318506633,050304000000
BL,HREL,11400DC3F474041EE043814FD881041E,1,BL-HREL,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE2537809390,050304000000
BL,HRLS,11400DC3EEF1041EE043814FD881041E,1,BL-HRLS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HRLS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HSED,11400DC3EEF2041EE043814FD881041E,1,BL-HSED,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HSED, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HSJI,11400DC3EEF3041EE043814FD881041E,1,BL-HSJI,IU,IUBLA,BL,BL,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-HSJI,null,null,null,null,null,null,null,null,BL,null,null,N,N,Y,N,null,040804000000
BL,HSPH,11400DC3F475041EE043814FD881041E,1,BL-HSPH,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE2142103403,050304000000
BL,HSS,11400DC3EEF4041EE043814FD881041E,1,BL-HSS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HSS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HSSL,11400DC3EEF5041EE043814FD881041E,1,BL-HSSL,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HSSL, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,HUBI,11400DC3F398041EE043814FD881041E,1,BL-HUBI,IU,null,null,null,OLE1872708343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE2362105752,041112000000
BL,HUNI,11400DC3F41D041EE043814FD881041E,1,BL-HUNI,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,041209000000
BL,HUSO,11400DC3EEF6041EE043814FD881041E,1,BL-HUSO,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-HUSO, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IAAU,11400DC3EEF7041EE043814FD881041E,1,BL-IAAU,IU,IUBLA,BL,BL,OLE3303508289,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-IAAU,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,N,OLE3660109751,050216000000
BL,IASC,11400DC3F30C041EE043814FD881041E,1,BL-IASC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,null,021217000000
BL,IBRC,11400DC3EEF8041EE043814FD881041E,1,BL-IBRC,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IBRC, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,ICE,11400DC3EEF9041EE043814FD881041E,1,BL-ICE,IU,IUBLA,BL,BL,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-ICE,null,null,null,null,null,null,null,null,BL,null,null,N,N,Y,N,null,040429000000
BL,ICMH,11400DC3EEFA041EE043814FD881041E,1,BL-ICMH,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-ICMH, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,ICS,11400DC3EEFB041EE043814FD881041E,1,BL-ICS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-ICS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IDAP,11400DC3EEFC041EE043814FD881041E,1,BL-IDAP,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IDAP, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IDI,11400DC3EEFE041EE043814FD881041E,1,BL-IDI,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IDI, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IDRC,11400DC3EEFF041EE043814FD881041E,1,BL-IDRC,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IDRC, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IECC,11400DC3F43C041EE043814FD881041E,1,BL-IECC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE2843302291,040923000000
BL,IEPC,11400DC3EEFD041EE043814FD881041E,1,BL-IEPC,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040723000000
BL,IES,11400DC3F463041EE043814FD881041E,1,BL-IES,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,OLE5340904165,050304000000
BL,IESC,11400DC3F396041EE043814FD881041E,1,BL-IESC,IU,null,null,null,OLE1872708343,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE5340904165,041112000000
BL,IIDC,11400DC3EF00041EE043814FD881041E,1,BL-IIDC,IU,null,null,null,OLE4526900367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,Y,null,Y,Y,OLE1548905190,050105000000
BL,IIT,11400DC3EF01041EE043814FD881041E,1,BL-IIT,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IIT, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,ILGP,11400DC3F3DA041EE043814FD881041E,1,BL-ILGP,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,Y,null,null,040615000000
BL,IMAG,11400DC3EF02041EE043814FD881041E,1,BL-IMAG,IU,IUBLA,BL,BL,null,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-IMAG,null,null,null,null,null,null,null,null,BL,null,null,N,N,Y,N,OLE5331201785,030228000000
BL,IMBI,11400DC3EF03041EE043814FD881041E,1,BL-IMBI,IU,IUBLA,BL,BL,OLE4406304317,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-IMBI,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,N,OLE2507705980,040816000000
BL,IMBM,11400DC3F37C041EE043814FD881041E,1,BL-IMBM,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE2507705980,030514000000
BL,IMU,11400DC3F39A041EE043814FD881041E,1,BL-IMU,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE5949304259,030926000000
BL,IMUS,11400DC3EF04041EE043814FD881041E,1,BL-IMUS,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IMUS, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INCD,11400DC3EF05041EE043814FD881041E,1,BL-INCD,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INCD, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INDI,11400DC3F352041EE043814FD881041E,1,BL-INDI,IU,null,null,null,OLE2537809390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,Y,null,Y,Y,OLE5331201785,041213000000
BL,INFO,11400DC3EF06041EE043814FD881041E,1,BL-INFO,IU,IUBLA,BL,BL,OLE5852509909,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-INFO,null,null,null,null,null,null,null,null,BL,null,null,Y,Y,Y,Y,OLE5852509909,040812000000
BL,INMP,11400DC3EF07041EE043814FD881041E,1,BL-INMP,IU,IUBLA,BL,BL,OLE5969905212,null,630,D,null,15,null,null,null,IU,null,N,N,N,Y,Y,N,BL-INMP,null,null,null,null,null,null,null,null,BL,null,null,Y,N,Y,Y,OLE5969905212,040819000000
BL,INOR,11400DC3EF08041EE043814FD881041E,1,BL-INOR,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INOR, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INRE,11400DC3EF09041EE043814FD881041E,1,BL-INRE,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INRE, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INSR,11400DC3EF0A041EE043814FD881041E,1,BL-INSR,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INSR, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INTB,11400DC3EF0B041EE043814FD881041E,1,BL-INTB,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INTB, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,INTP,11400DC3EF0C041EE043814FD881041E,1,BL-INTP,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-INTP, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IOCM,11400DC3EF0D041EE043814FD881041E,1,BL-IOCM,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IOCM, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IPBU,11400DC3EF0E041EE043814FD881041E,1,BL-IPBU,IU,IUBLA,BL,BL,null, ,630,D, ,15, , , ,IU, ,N,N,N,Y,Y,N,BL-IPBU, , , , , , , , ,BL,null, ,N,N,Y,N,null,021102000000
BL,IRES,11400DC3F346041EE043814FD881041E,1,BL-IRES,IU,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,BL,null,null,null,null,null,null,OLE1516709007,050104000000
