UNIV_FISCAL_YR,FIN_COA_CD,FIN_OBJECT_CD,OBJ_ID,VER_NBR,FIN_OBJ_CD_NM,FIN_OBJ_CD_SHRT_NM,FIN_OBJ_LEVEL_CD,RPTS_TO_FIN_COA_CD,RPTS_TO_FIN_OBJ_CD,FIN_OBJ_TYP_CD,FIN_OBJ_SUB_TYP_CD,HIST_FIN_OBJECT_CD,FIN_OBJ_ACTIVE_CD,FOBJ_BDGT_AGGR_CD,FOBJ_MNXFR_ELIM_CD,FIN_FED_FUNDED_CD,NXT_YR_FIN_OBJ_CD,RSCH_BDGT_CTGRY_CD,RSCH_OBJ_CD_DESC,RSCH_ON_CMP_IND
2014,"NW","4087","7187773c-4ed3-44d9-9565-29c70790daed",1,"PARTICIPANT EXPENSE","SUBJ PAYMENT","SERV","IU","4561","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4088","11cc6dda-f8ed-4a4c-aabb-c9c46e0fc3c6",1,"TRANSPORTATION STUDENTS","STU RECRUIT","TRAV","IU","6050","EX","TR",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4089","a772bba7-f08a-4c25-9f7c-382420915e2e",1,"TRANSPORTATION NON EMPLOYEE","STAF RECRUIT","TRAV","IU","6040","EX","TR",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4093","bb957c76-520d-437c-aade-6cd504e7cde7",1,"UTILITIES-ELECTRICITY","ELECTRICITY","UTIL","IU","3210","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4095","57ab3bd9-e6bc-4481-abbc-ea181d4c9910",1,"UTILITIES-GAS-NATURAL","NATURAL GAS","UTIL","IU","3220","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4097","2a6e0061-7184-4543-940a-866a6d6bd69a",1,"UTILITIES-SEWER","SEWER","UTIL","IU","3235","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4098","f3d1a6b0-0a87-4b3d-b157-62a953185ffa",1,"UTILITIES-WATER","WATER","UTIL","IU","3245","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4100","0033d90e-9a87-484b-a4b4-8f65a2234f47",1,"OFFICE SUPPLIES","OFF SUPPLIES","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4105","9e67e3a3-452f-43fa-a811-24e500ccbe56",1,"APPLICATIONS","APPLICATIONS","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4110","6d73eea4-756e-4edf-9ffa-d8cfa7781211",1,"COPY MACHINE COSTS","COPY MACHINE","PRIN","IU","4110","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4115","49e837b9-8044-49b7-be23-72d10740b998",1,"COMPUTER FORMS","CPTR FRM SUP","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4120","dcb578c8-0cb0-49cd-8a73-894a7f90db83",1,"ENVELOPES AND STATIONERY","ENVL STNERY","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4126","8ab3d443-a7e6-4c42-b638-2ab5752b7ea2",1,"FORMS CHARTS CARDS TAPES","FRMS CHRT","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4151","25baa130-956f-47b6-9b9f-3c77115720af",1,"MICROFILM SERVICE","MICFLM SRV","PRIN","IU","4151","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4162","53e59246-f755-43ea-aa26-be3ef405ec35",1,"PROGRAMS","PROGRAMS","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4166","a4a9d7ea-5395-435a-b266-4d0c3c014c6c",1,"PRINTING AND DUPLICATING","PRINT/DUP","PRIN","IU","4166","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4180","5e2db1e0-a3da-4387-90e0-74479b9d632b",1,"TICKETS","TICKETS","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4190","cc2e0121-5d78-4b6e-83a6-c169e40075b6",1,"PROCUREMENT CARD PURCHASES","PROC CARD","S&E","IU","5010","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4200","7581c259-8508-4275-9a80-4e121eda4084",1,"MISC EXPENSE","MISC EXP","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4300","0f46bc1d-51ae-4072-8d3c-8b8325038787",1,"POSTAGE","POSTAGE","PHON","IU","4300","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4309","89c7580b-73bb-47b5-92d2-bf26f94b258c",1,"REDI-MAIL FLAT-PRESORT","REDI-MAIL","PHON","IU","4300","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4370","dcb98015-2134-48d5-8aac-75588298ada4",1,"SHIPPING POSTAGE","SHIP POSTAGE","PHON","IU","4300","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4400","9691bd1f-8f2c-4cd4-a292-dd77ad0adefa",1,"INTEREST","INTEREST","DEBT","IU","3305","EX","FD",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4415","4c7fa057-1924-4c8c-97ae-04b524e7d98f",1,"AMORT OF DEFERRED CHG ON REFUNDING","AMRT DEF CHG","DEBT","IU","3305","EX","FD",null,"Y","O","N","N",null,null,null,null
2014,"NW","4429","b0a9969d-9748-4b57-855e-3078986adecd",1,"AMORTIZATION OF BOND PREMIUM/DISCOUNT","AMT PREM/DIS","DEBT","IU","3305","EX","FD",null,"Y","O","N","N",null,null,null,null
2014,"NW","4435","65fe71a4-ae72-4bc0-8b45-eabb5889ef8f",1,"INTEREST DISTRIBUTION","BOND INT","DEBT","IU","3300","EX","FD",null,"Y","O","N","N",null,null,null,null
2014,"NW","4500","80d03e10-d315-4f20-bd1c-aa8758a22757",1,"PERSONAL SERVICES","PERSONAL SRV","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4502","d11ba31f-63ed-46ed-bd04-d8622a3930b5",1,"ADVERTISING 48","ADVR 48","ADV","IU","4802","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4503","448e9316-3ac8-4908-9770-4d64db0b45d0",1,"ARTIST PERFORMANCE FEES","ART PERF FEE","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4509","5d682bd4-2db8-401e-ae2c-341100be92be",1,"CONTRACTUAL SERVICES","CONTRC SRV","COSV","IU","4520","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4512","9953fc41-cb8e-4565-b32e-71e3fe67b54f",1,"COLLECTN FEES AND COMMISSIO","COL FEE COMM","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4519","3eb5bea9-b611-4180-9873-eef2433f7dce",1,"CONSULTATION FEES","CONSULT FEE","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4520","becec75f-5a8e-44df-910c-f6814dcd5912",1,"CONTRACTUAL SERVICES","CONTRACT SRV","COSV","IU","4520","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4524","6b9142d7-f54e-42c1-986a-f9e8a7023185",1,"FEES LEGAL MEDIC TECHNICAL","LGL MED FEES","COSV","IU","4520","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4535","a2fe2adf-996b-45c7-bd42-b35d01b57a29",1,"HONORARIA","HONORARIA","SERV","IU","4500","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4561","f72f2183-8b36-493a-8aad-75f0f893b700",1,"PARTICIPANT FEE","PARTICI FEE","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4562","30ddea48-45bb-4584-9b04-7b490a36cebc",1,"PROFESSIONAL FEES","PROF FEE","COSV","IU","4562","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4566","d98c2471-73ee-4658-a9c2-ee3a5dcd480f",1,"COMPENSATION IN RESPECT OF DECEDENT","COMP RSP DEC","S&E","IU","5010","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4576","59a466da-b7e3-4939-aea6-376a03d00d53",1,"SPECIAL PAYMENTS","SPCL PMTS","SERV","IU","4500","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4580","64c124cd-7e93-4872-affe-4ef61d2d21df",1,"SUPPLEMENTAL PAYS - NON STUDENT","SUP ACAD ER","SUPL","IU","4580","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4581","80e79f6e-7ee1-4c92-bfe5-8afeadc8d492",1,"FOREIGN HONORARIUM","SUP PAY ACAD","OEXP","IU","4581","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4582","d53bfceb-6174-4f91-8ff7-038ff4278a9c",1,"SUPPLEMENTAL PAYS - NO FICA","SUP-NO FICA","ACSA","IU","4582","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4585","eff9d188-e99f-47a1-90c5-04d828b4276a",1,"SUPPLEMENTAL PAYS - BIWEEKLY STAFF","SUPP BIWKLY","BISA","IU","4585","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4588","3ae91323-49b7-4fd9-8dd1-f56223085e9a",1,"INCENTIVE BONUS","INCEN BONUS","SUPL","IU","4588","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4590","fc253bf4-64d9-4327-bf3d-1c23af637e1b",1,"SUPPLEMENTAL PAYS - STUDENT","SUP PAY STUD","SUPL","IU","4590","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4600","55c2a970-955e-4342-b8c1-4ae8c1b77472",1,"RIGHTS ROYALTY PERMISSIONS","RGHTS PERMS","ADV","IU","4870","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4615","f57518dc-d6a1-42aa-af61-c4f3a4665b30",1,"COMPUTER RENTAL","CMPTR RENTAL","COMP","IU","4018","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4616","4f58f42a-2d68-45d2-95a0-07d41ba4b471",1,"COMPUTER SOFTWARE PURCHASES","SFTWR PURCH","S&E","IU","5016","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4617","fa14ca48-b34c-4a5c-b166-7570b4dcfd82",1,"SOFTWARE MAINTENANCE","SFTWR MAIN","R&M","IU","4700","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4620","a438be64-16c5-4581-96e6-79ee8292b251",1,"EQUIPMENT RENTAL","RENT EQUIP","RENT","IU","4620","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4625","a4164ad4-7c9a-4b1f-939f-ec8b50d18b92",1,"FILM RENTAL","RENT FILM","RENT","IU","4630","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4670","72de0f6b-fddb-42d4-b55b-b00798e5716f",1,"RIGHTS AND PERMISSIONS","RGHTS PERMS","ADV","IU","4870","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4672","46580f29-7698-4d79-a57e-01db0ef37ea6",1,"ROYALTIES - ADVANCE","RYL  ADV","ADV","IU","4872","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4680","107abc04-45b5-49b3-aceb-b76f0d181aa5",1,"SPACE RENTAL","RENT SPACE","RENT","IU","4680","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4690","ea0a47d9-5b92-4507-a54a-72475a20df51",1,"PROJECT SUPPLIES","PROJECT SUPP","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"NW","4694","669fc84d-5010-4555-b90a-23c44965aa97",1,"WAREHOUSE SPACE RENTAL","RENT WRHOUS","RENT","IU","4680","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4700","5db4d7d0-f58b-46e5-b956-87b9de301f2b",1,"REPAIRS AND MAINTENANCE","REPAR MAIN","R&M","IU","4700","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"NW","4701","c628eb4a-a132-4f00-a06e-a3e5ab6d02a8",1,"MAINTENANCE-GENERAL","MAIN GENERAL","R&M","IU","4700","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","3802","43169e24-7f76-4e09-9d40-a6ff80b23db9",1,"REGULAR SUMMER WORKSTUDY","WKST SU REG","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3804","edc5ed23-dcae-45e9-b9a2-2328fec4ea85",1,"STUDENT WORK STUDY HOURS","STU WRKSTUDY","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3850","8b7d9722-f5f2-4d24-b28d-3cc96776833e",1,"WORKSTUDY FOR PROFIT STUDENT","STU WRKSTUDY","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3851","af3d5c2e-91bc-487d-a163-811ac2a52fd9",1,"WORKSTUDY FOR PROFIT STUDENT SUMMER","STU WRKSTUDY","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3852","488271ab-91e8-4cd9-bb34-4dccf4d6effe",1,"WORKSTUDY FOR PROFIT STUDENT SUMMER","STU WRKSTUDY","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3854","14f2075c-875e-4874-b044-b9f8173e561e",1,"WORKSTUDY FOR PROFIT STUDENT","STU WRKSTUDY","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3900","e631f9e5-9f20-4f5e-8675-4a7c7f028b34",1,"WORKSTUDY READING TUTOR","WKST READ","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3901","220a675b-a5fd-40ec-91b3-29be223734ed",1,"READING TUTOR SUMMER WORKSTUDY","WKST SU READ","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3910","be84d272-3702-4ce1-8daf-2845d43fc84f",1,"WRKSTUDY MATH TUTOR ACADEMIC YEAR","WKST MATH AC","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3911","35ba945b-1dc4-4359-843c-b5be23bb1734",1,"WRKSTUDY MATH TUTOR SUMMER SESSION","WKST MATH SU","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3950","a5552a0d-0f8e-4230-b1ec-0b8337906fd7",1,"WRKSTUDY COMMUNITY SERVICE READING TUTOR","WKST CSRD","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3951","cefecc74-fa94-4a66-ba45-f0d7b2497e2d",1,"COMMUNITY SERV READING TUTOR SUM WRKSTDY","WKST SU CSRD","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3952","86f98cad-c2d0-4d96-8c94-e7b510492aba",1,"COMMUNITY SERV READING TUTOR SUM WRKSTDY","WKST SU CSRD","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3954","8a11a99f-fbde-4818-919d-61bae38dbac6",1,"WRKSTUDY COMMUNITY SERVICE READING TUTOR","WKST CSRD","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3960","5c844a12-e00a-4d08-a4e8-4e636ebf6251",1,"WRKSTUDY MATH TUTOR COMM SERV-ACAD YEAR","WKST CS MA","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3961","f6bca6a7-d9c1-4298-9339-3dbab5144166",1,"WRKSTUDY MATH TUTOR COMM SERV-SUMMER","WKST SU CSMA","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3962","dfe350d1-fa4c-45cf-9973-e10fcfb1d829",1,"WRKSTUDY MATH TUTOR COMM SERV-SUMMER","WKST SU CSMA","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","3964","b15854e6-6324-4964-bc2d-2a95fb29d6c9",1,"WRKSTUDY MATH TUTOR COMM SERV-ACAD YEAR","WKST CS MA","HRCO","IU","2815","EX","HW",null,"Y","O","N","N",null,null,null,null
2014,"UA","4001","63b031bd-f37d-4ec3-a20b-bcad4087431f",1,"ACCREDITATION EXPENSE","ACCREDITN EX","S&E","IU","5040","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4002","4670a8c0-2e44-4f5b-bf85-a7d0637a9fb7",1,"ANIMAL ROOM CHARGES","ANIMAL CARE","S&E","IU","5002","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4008","5c40f6c9-4095-463a-b11b-a031ba53b6fb",1,"BUDGET ALLOTMENT-EXPENSE","ADJ BDG ALLO","CREX","IU","3709","EX","CE",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4010","8dee2e26-45a5-40ac-9c99-92f88b0cd537",1,"CONTRACT ORDER SUPPLIES","CONT ORD SUP","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4012","28fc0181-aeae-41c8-9937-a15e34a1c04e",1,"CHEMISTRY STORES SUPPLIES","CHEM STR SUP","S&E","IU","5040","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4013","57b8b008-ffa1-4ae1-8f4e-ebc92f149297",1,"CONFERENCE","CONF/WRKSHPS","OEXP","IU","5113","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4015","cfa93ca0-a6d5-4f4d-b611-20947ac7a9e8",1,"DATA PROCESSING SERVICE","DATA CHRGS","COMP","IU","4015","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4016","290d493c-74d1-4a1b-a4a8-6e2a10f6b6d2",1,"DP SYSTEMS DEVELOPMENT","SYS DEV SUP","COMP","IU","4016","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4021","48b3e42e-c8c5-4d66-91a8-be0304205ec0",1,"NETWORK FEES","NETWORK FEES","COMP","IU","4021","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4022","9da78290-503b-428f-b2ac-c921e6338686",1,"PERMIT FEES AND LICENSES","PERMITS LICE","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4023","ff933ff9-0fbb-45fb-86c6-c833a016417d",1,"DEPENDENT AND SPOUSE FEE COURTESY","DEP FEE COUR","BENF","IU","4023","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4024","f756e581-5c78-454d-a400-b356d354aeaa",1,"FIELD EXPENSE","FIELD EXP","OEXP","IU","5140","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4025","69bd7896-16d0-4d0e-a57a-ca0982767d0e",1,"HOSPITALITY EXPENSE","HOSPITALITY","ADV","IU","4825","EX","HO",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4026","81efe46e-b4bc-4be6-a6f5-2856ae7638a6",1,"HOSPITALITY - CONF  - FEE","HOSP CNF FEE","S&E","IU","4825","EX","HO",null,"Y","O","N","N",null,null,null,null
2014,"UA","4027","205002dc-846c-4181-b5fb-1961b14aba61",1,"CONTRACT  HOSPITALITY EXPENSE","C HOSP","S&E","IU","4825","EX","HO",null,"Y","O","N","N",null,null,null,null
2014,"UA","4028","7738d718-ebe3-4515-8d41-46fa25144420",1,"STUDENT ACTIVITY FEE HOSPITALITY EXPENSE","ACT FEE HOSP","S&E","IU","4825","EX","HO",null,"Y","O","N","N",null,null,null,null
2014,"UA","4030","9fd13e13-fd74-405f-be49-61df7dfd82d2",1,"HOSPITALIZATION EXPENSE","IU HOSP SRV","SERV","IU","4530","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4035","8c002adc-4875-4ba0-9f58-a0f0a20d857d",1,"LABORATORY SUPPLIES","LAB SUPPLIES","S&E","IU","5035","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4040","2d18fa0f-c6bd-450e-8b08-96d16e3be331",1,"MOTOR VEHICLE CHGE NON TRAV","MTR VEH CHRG","S&E","IU","5040","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4042","e488428f-4486-4a5c-bd02-ac12d60e909b",1,"MISCELLANEOUS FEES","MISC FEES","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4045","814d92e7-6e32-4ea6-a924-b52b460fb725",1,"SPECIAL HANDLING","SPCL HANDLNG","S&E","IU","5040","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4050","fbda9cdf-a2d2-4c99-bee9-d12e5f96af3f",1,"PUBLICATIONS-UNIVERSITY","PUBL UNIV","PRIN","IU","4150","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4055","9531b621-b473-4c12-9919-c6fe203091a0",1,"PUBLICATIONS-OUTSIDE","PUBL OUTSIDE","PRIN","IU","4150","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4060","721a5555-55e8-4ab8-9285-8f5c1dce05b4",1,"RENOVATIONS","ALTER/RENOV","R&M","IU","4730","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4061","3dc6e1e5-1585-4021-b423-f88f4f87e495",1,"SUBJECT PAYMENT","SUBJ PMT","SERV","IU","4561","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4073","79af8806-c8df-4ad4-b6e7-b6f1cfdaf631",1,"SUBCONTR NOT SUBJ TO ICR (FIRST $25,000)","NOTICR < 25K","COSV","IU","4534","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4074","149865f7-c728-4b43-b9ec-17005809cf1d",1,"SUBCONTRACT SUBJ TO ICR (FIRST $25,000)","SUBICR < 25K","COSV","IU","4535","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4075","9de8aef2-724d-44ac-94d1-561d02a84e89",1,"SUBCONTR AFTER THE FIRST $25,000","SUBCONTR>25K","COSV","IU","4536","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4078","89118802-0b63-4efc-a60b-66faa039b9dd",1,"TECHNICAL  TRAINING","CONF/WRKSHPS","OEXP","IU","5113","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4080","08db00f2-36f5-42f8-8949-862c1b549cc5",1,"TEACHING SUPPLIES","TEACH SUPPLS","S&E","IU","5080","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4081","9e46f28e-3f7e-4166-9a4e-be61198849a3",1,"TRUSTEES VISITORS TRAVL","TR/BRD TRV","OEXP","IU","5160","EX","BT",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4082","caa1b911-a930-4d1c-85d0-cdea07d989b5",1,"TELEPHONE PAGERS","PAGERS","PHON","IU","4082","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4083","2a9b1741-c865-4f97-8f31-ce6b221686c7",1,"TELEPHONE CELLULAR","TEL CELLULAR","PHON","IU","4085","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"UA","4084","598bb689-c9d3-43fb-9154-8dac5879372c",1,"TELEPHONE-SPECIAL SERVICES","TEL SPEC SRV","PHON","IU","4084","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4085","58c3666a-91fd-409e-921a-da93cf12305d",1,"TELEPHONE-MONTHLY RENTAL","TEL MNTH RNT","PHON","IU","4085","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4086","f1d84b56-336c-484d-ac41-31a0e83f0b5d",1,"TELEPHONE-LONG DISTANCE","TEL LONG DIS","PHON","IU","4085","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4087","9045e227-a165-4cde-85c7-523e64cf5eb9",1,"PARTICIPANT EXPENSE","SUBJ PAYMENT","SERV","IU","4561","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"UA","4088","965d76ec-3f2e-4eca-bc91-cab75630b739",1,"TRANSPORTATION STUDENTS","STDNT TRAVEL","TRAV","IU","6050","EX","TR",null,"Y","O","N","N",null,null,null,null
2014,"UA","4089","4911d6a2-3132-4b8d-975a-d666aca6c5e5",1,"TRANSPORTATION NON EMPLOYEE","NON EMPLOYEE","TRAV","IU","6040","EX","TR",null,"Y","O","N","N",null,null,null,null
2014,"UA","4090","e87422ae-1350-4c0d-a11f-d31f370325e7",1,"UTILITIES(SUMMARY CLASS)","OTHR UTIL","UTIL","IU","3225","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4110","3d533817-7e2d-4e5a-b51b-28bc251e556b",1,"DEPARTMENTAL DUPLICATING","COPY MACHINE","PRIN","IU","4110","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4115","3424f3dd-8ff5-4ebe-88fd-8e2f00850e2e",1,"COMPUTER FORMS","CPTR FRM SUP","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4120","8dc94e03-34ec-469f-9cef-20f31918fd7a",1,"ENVELOPES AND STATIONERY","ENVL STNERY","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4121","4a4e775d-9845-42aa-9730-75b0e8741229",1,"COPIER/PRINTER PAPER EXPENSE","COPIER PAPER","S&E","IU","5010","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4126","6f0919ff-170b-458d-8747-015a61905c2a",1,"FORMS CHARTS CARDS TAPES","FRMS CHRT","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4151","2ea190b0-0557-4a86-a834-27698a3bb835",1,"MICROFILM SERVICE","MICFLM SRV","PRIN","IU","4151","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4162","1cd53843-1576-41c5-982e-f61d205969c8",1,"PROGRAMS","PROGRAMS","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4166","265e26ce-d0cd-424b-a7e3-25d041e4a09e",1,"PRINTING AND DUPLICATING","PRINT/DUP","PRIN","IU","4166","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4167","261eb1b1-79ed-433a-9b30-f3cd3869f404",1,"PRINTING AND DUPLICATING-OUTSIDE","PRNT/DUP OUT","PRIN","IU","4166","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4168","f4b59ece-092a-403d-b8ad-01f84d3d5535",1,"COPY COST-FINISHING","FINISHING","PRIN","IU","4166","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4180","4183bab2-897b-48fc-8481-cba5e5a8fe7a",1,"TICKETS","TICKETS","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4190","d9e6bea4-bf1d-4ff2-8cac-5a47cd6cf40b",1,"PROCUREMENT CARD PURCHASES","PROC CARD","S&E","IU","5010","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4200","6e21b7be-beac-4a62-b625-839aaa65ad70",1,"MISC EXPENSE","MISC EXP","S&E","IU","5010","EX","NA",null,"Y","O",null,"N",null,null,null,null
2014,"SB","4210","94ce3340-7413-4b67-bb87-b25d7394261c",1,"EMPLOYEE PARKING DECALS","EMP PK DECAL","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4220","1bf6803c-8f67-4e7c-be65-b7cd20c1b514",1,"STUDENT PARKING DECALS","STU PK DECAL","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
2014,"SB","4230","d45637d6-96b5-42ed-8412-c02dd2ac10c0",1,"VISITOR PARKING DECALS","VIS PK DECAL","S&E","IU","5040","EX","NA",null,"Y","O","N","N",null,null,null,null
