NMSPC_CD,CMPNT_CD,PARM_NM,OBJ_ID,VER_NBR,PARM_TYP_CD,VAL,PARM_DESC_TXT,EVAL_OPRTR_CD,APPL_ID
"OLE-GL","PosterIndirectCostRecoveryEntriesStep","ICR_EXCLUSIONS_AT_TRANSACTION_AND_TOP_LEVEL_ONLY_IND","OLE329","1","CONFG","Y","Determines, when the Poster walks up the object code reports-to hierarchy to check if an Indirect Cost Recovery Exclusion by Type or Indirect Cost Recovery Exclusion by Account exists for the given transaction, if only the transaction's object code and the top level object code of the hierarchy should be consulted, as opposed to seeking exclusions at every step of the object code reports-to hierarchy","A","OLE"
"OLE-GL","PosterIndirectCostRecoveryEntriesStep","INDIRECT_COST_FISCAL_PERIODS","OLE330","1","CONFG","AB;BB;CB","Excludes transactions associated with certain fiscal period(s) from consideration for posting of indirect cost entries.","D","OLE"
"OLE-GL","PosterIndirectCostRecoveryEntriesStep","INDIRECT_COST_RECOVERY_DOCUMENT_TYPE","OLE331","1","CONFG","OLE_ICR","Document type used for indirect cost recovery origin entries generated by the poster.","A","OLE"
"OLE-GL","PosterIndirectCostRecoveryEntriesStep","INDIRECT_COST_TYPES","OLE332","1","CONFG","10","Excludes transactions associated with certain indirect cost type(s) from consideration for posting of indirect cost entries.","D","OLE"
"OLE-GL","PosterSummaryReportStep","CURRENT_AND_LAST_YEAR","OLE333","1","CONFG","0630","The month and day marking the end of normal eDoc processing (not Year-End documents) for the fiscal year. This date is needed to help the accounting cycle know which versions of the GL Summary Report to run.","A","OLE"
"OLE-GL","PosterSummaryReportStep","CURRENT_YEAR_LOWER","OLE334","1","CONFG","0615","The month and day near the end of a fiscal year when the accounting cycle will begin producing a GL Summary Report for the next fiscal year.","A","OLE"
"OLE-GL","PosterSummaryReportStep","CURRENT_YEAR_UPPER","OLE335","1","CONFG","0807","The month and day near the beginning of a fiscal year when the accounting cycle will stop producing a GL Summary Report for last fiscal year.","A","OLE"
"OLE-GL","PurgeAccountBalancesStep","PRIOR_TO_YEAR","OLE336","1","CONFG","2001","Purge data from GL_ACCT_BALANCES_T before this year","A","OLE"
"OLE-GL","PurgeBalanceStep","PRIOR_TO_YEAR","OLE337","1","CONFG","2001","Purge data from GL_BALANCE_T before this year","A","OLE"
"OLE-GL","PurgeCollectorDetailStep","PRIOR_TO_YEAR","OLE338","1","CONFG","2004","Purge data from GL_ID_BILL_T before this year","A","OLE"
"OLE-GL","PurgeEncumbranceStep","PRIOR_TO_YEAR","OLE339","1","CONFG","2004","Purge data from GL_ENCUMBRANCE_T before this year","A","OLE"
"OLE-GL","PurgeEntryStep","PRIOR_TO_YEAR","OLE340","1","CONFG","2004","Purge data from GL_ENTRY_T before this year","A","OLE"
"OLE-GL","PurgeSufficientFundBalancesStep","PRIOR_TO_YEAR","OLE341","1","CONFG","2001","Purge data from GL_SF_BALANCES_T before this year","A","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_CHARTS","OLE342","1","CONFG","HO","Excludes transactions associated with certain chart(s) from consideration for capitalization in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_DOCUMENT_TYPES","OLE343","1","CONFG","OLE_TF;OLE_YETF;OLE_AV;OLE_AVAC;OLE_AVAE;OLE_AVRC;OLE_ACLO","Excludes transactions associated with certain document type(s) from consideration for capitalization in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_FISCAL_PERIODS","OLE344","1","CONFG","BB;CB","Excludes transactions associated with certain fiscal period(s) from consideration for capitalization in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_IND","OLE345","1","CONFG","N","Turns on (Y) or off (N) the capitalization process in the scrubber.","A","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_OBJECT_CODE_BY_OBJECT_SUB_TYPE","OLE346","1","CONFG","AF=8616;AM=8615;BD=8601;BF=8605;BI=8629;BR=8601;BX=8640;BY=8641;C1=8627;C2=8628;C3=9607;CF=8611;CM=8610;ES=8630;IF=8604;LA=8603;LE=8608;LF=8614;LI=8613;LR=8665;UC=8618;UF=8619","The plant fund object code(s) to which the generated capitalization will be assigned, by object sub-type(s) of the original transaction, in the scrubber process. Format of list is object sub type 1=object 1;object sub type 2=object 2.","A","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_OBJECT_SUB_TYPES","OLE347","1","CONFG","","The object sub-type(s) associated with transactions that will be considered as part of the generated capitalization in the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_OFFSET_CODE","OLE348","1","CONFG","","This overrides the Chart Fund Balance object code for Capitalization.","A","OLE"
"OLE-GL","ScrubberStep","CAPITALIZATION_SUB_FUND_GROUPS","OLE349","1","CONFG","EXTAGY","Restricts transactions associated with certain sub fund group(s) from consideration in the capitalization scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","CG_ACCOUNT_EXPIRATION_EXTENSION_DAYS","OLE350","1","CONFG","90","The number of days added to the expiration date of C&G accounts to allow for necessary adjusting entries.","A","OLE"
"OLE-GL","ScrubberStep","CONTINUATION_ACCOUNT_BYPASS_DOCUMENT_TYPES","OLE351","1","CONFG","OLE_PREQ;OLE_PRQS;OLE_ACHC;OLE_ACHD;OLE_ACHR;OLE_CHKC;OLE_CHKD;OLE_CHKR;OLE_TOPS;OLE_CD;OLE_LOCR","The document type(s) that are allowed to post to expired accounts.","A","OLE"
"OLE-GL","ScrubberStep","CONTINUATION_ACCOUNT_BYPASS_ORIGINATIONS","OLE352","1","CONFG","01;02;EU;PL","The origination code(s) that are allowed to post to expired accounts. This relates to system feeds.","A","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_DOCUMENT_TYPES","OLE353","1","CONFG","OLE_JV;OLE_AA","Excludes document type(s) from consideration for cost-share encumbrances in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_ENCUMBRANCE_BALANCE_TYPES","OLE354","1","CONFG","EX;IE;PE","Encumbrance balance type(s) that must be associated with the transaction cost-share encumbrances in order to be posted to the source account during the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_ENCUMBRANCE_FISCAL_PERIODS","OLE355","1","CONFG","BB;CB","Excludes transactions associated with certain fiscal period(s) from consideration for cost-share encumbrances in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_FISCAL_PERIODS","OLE356","1","CONFG","BB;CB","Excludes transactions associated with certain fiscal period(s) from consideration for cost-share transfer in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_OBJECT_CODE","OLE357","1","CONFG","9915","Object code for the summary cost-share transfer into the contract and grant cost share sub-account that is generated during the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_OBJECT_CODE_BY_OBJECT_LEVEL","OLE358","1","CONFG","ACSA=9920;BASE=9959;BENF=9957;BISA=9925;CAP=9970;CORE=9951;CORI=9912;FINA=9958;HRCO=9930;ICOE=9955;PART=9923;PRSA=9924;RESV=9979;SAAP=9923;TRAN=9959;TRAV=9960;TREX=9959;TRIN=9915;DEFAULT=9940","The object code(s) for recording charges in the source account based upon the object code level of the original expense as part of the cost share transfer in the scrubber process. Format of list is Object Level 1=Object Code 1; Object Level 2=Object Code 2; etc.","A","OLE"
"OLE-GL","ScrubberStep","COST_SHARE_OBJECT_TYPES","OLE359","1","CONFG","EE;EX;ES;TE","Object type(s) that would relate to transactions eligible for generating cost-share transfers during the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","CUTOFF_TIME","OLE360","1","CONFG","10:00:00","Cutoff time for scrubber process, represented in 24 hour time format. Leave blank if no cutoff time desired (i.e. the scrubber run date is considered to be the date it is run). If the cutoff time is set and if the scrubber is run before the time indicated in this parameter, then the run date is considered to be 11:59:59.000 PM of the previous day. If it is run on or after the run date, then the run date of scrubber is the date and time of when the scrubber is actually executed, according to the DateTimeService. Examples: 00:35:00 is 12:35 midnight, and 13:24:56 is 1:24:56 PM.","A","OLE"
"OLE-GL","ScrubberStep","DOCUMENT_TYPES_REQUIRING_FLEXIBLE_OFFSET_BALANCING_ENTRIES","OLE361","1","CONFG","","Determines if the Scrubber should generate offsets for entries of the given document type","A","OLE"
"OLE-GL","ScrubberStep","LIABILITY_CHARTS","OLE362","1","CONFG","HO","Excludes transactions associated with certain chart(s) from consideration as a generated plant fund liability (leasehold equities) in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","LIABILITY_DOCUMENT_TYPES","OLE363","1","CONFG","OLE_ACLO;OLE_TF;OLE_YETF;OLE_AV;OLE_AVAC;OLE_AVAE;OLE_AVRC","Excludes transactions associated with certain document type(s) from consideration as a generated plant fund liability (leasehold equities) in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","LIABILITY_FISCAL_PERIODS","OLE364","1","CONFG","BB;CB","Excludes transactions associated with certain fiscal period(s) from consideration as a generated plant fund liability (leasehold equities) in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","LIABILITY_IND","OLE365","1","CONFG","Y","Turns on (Y) or off (N) the generated plant liability (leasehold equities) process in the scrubber.","A","OLE"
"OLE-GL","ScrubberStep","LIABILITY_OBJECT_CODE","OLE366","1","CONFG","9603","The object code to which the generated plant fund liability (leasehold equities) will be assigned in the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","LIABILITY_OBJECT_SUB_TYPES","OLE367","1","CONFG","CL","The allowable object sub-type(s) associated with transactions that will be considered as part of the generated plant fund liability (leasehold equities) in the scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","LIABILITY_OFFSET_CODE","OLE368","1","CONFG","","This overrides the Chart Fund Balance object code for Liability.","A","OLE"
"OLE-GL","ScrubberStep","LIABILITY_SUB_FUND_GROUPS","OLE369","1","CONFG","EXTAGY","Excludes transactions associated with certain sub fund group(s) from consideration as a generated plant fund liability (leasehold equities) in the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","OFFSET_GENERATION_DOCUMENT_TYPES","OLE370","1","CONFG","OLE_JV;OLE_ACLO","Document types that are not eligible for capitalization, liability, plant indebtedness, or offsets created by the scrubber.","D","OLE"
"OLE-GL","ScrubberStep","OFFSET_GENERATION_FISCAL_PERIODS","OLE371","1","CONFG","BB;CB","Restricts offsets from being generated for these fiscal periods during the scrubber process.","D","OLE"
"OLE-GL","ScrubberStep","PLANT_FUND_CAMPUS_OBJECT_SUB_TYPES","OLE372","1","CONFG","","The object sub-type(s) associated with non-moveable assets that are associated with a campus.","A","OLE"
"OLE-GL","ScrubberStep","PLANT_FUND_ORGANIZATION_OBJECT_SUB_TYPES","OLE373","1","CONFG","","The object sub-type(s) associated with moveable assets that are associated with an organization. Used by the capitalization process in the scrubber.","A","OLE"
"OLE-GL","ScrubberStep","PLANT_INDEBTEDNESS_IND","OLE374","1","CONFG","N","Turns on (Y) or off (N) the plant indebtedness process in the scrubber.","A","OLE"
"OLE-GL","ScrubberStep","PLANT_INDEBTEDNESS_OBJECT_SUB_TYPES","OLE375","1","CONFG","","The object sub-type(s) that must be associated with transactions to generate a bond and note liability in the plant-indebtedness scrubber process.","A","OLE"
"OLE-GL","ScrubberStep","PLANT_INDEBTEDNESS_OFFSET_CODE","OLE376","1","CONFG","","This overrides the Chart Fund Balance object code for Plant Indebtedness.","A","OLE"
"OLE-GL","ScrubberStep","PLANT_INDEBTEDNESS_SUB_FUND_GROUPS","OLE377","1","CONFG","","The sub-fund group(s) that must be associated with transactions to generate a bond and note liability in the plant-indebtedness scrubber process.","A","OLE"
"OLE-GL","SufficientFundsAccountUpdateStep","FISCAL_YEAR","OLE378","1","CONFG","2014","Fiscal Year for sufficient funds rebuilder","A","OLE"
"OLE-PDP","Batch","ACH_BANK_INPUT_FILE","OLE406","1","CONFG","FedACHdir.txt","The name of the file to load into the Federal ACH Bank Directory File. This file is used to validate bank routing numbers.","A","OLE"
"OLE-PDP","All","ERROR_EXCEEDS_NOTE_LIMIT_EMAIL_ADDRESSES","OLE407","1","CONFG","knoreceipt-l@indiana.edu","A central administrative email address to send a notice to when a PDP check bundle contains more notes than are allowed on a check stub.  The associated check bundle is not allowed to load to PDP and is held by the purchasing system until further action can be taken to resolve the problem.","A","OLE"
"OLE-PDP","All","MAX_NOTE_LINES","OLE408","1","VALID","27","The maximum number of note/text lines allowable on a PDP payment. Typically this is the maximum number of lines that can be printed on a check stub.","A","OLE"
"OLE-PDP","All","SEND_ACH_EMAIL_NOTIFICATION_IND","OLE409","1","CONFG","Y","If set to Y PDP will send ACH email notifications to payees. If set to N PDP will not send these notifications.","A","OLE"
"OLE-PDP","All","TAX_CANCEL_TO_EMAIL_ADDRESSES","OLE410","1","CONFG","knoreceipt-l@indiana.edu","List of email address that are copied on the cancellation email that is sent to the c customer.","A","OLE"
"OLE-PDP","All","TAX_CONTACT","OLE411","1","CONFG","Financial Management Services Tax Department","The group or person that will be identified as the contact in the email that is sent to a payee when a payment is canceled.","A","OLE"
"OLE-PDP","All","TAX_GROUP_TO_EMAIL_ADDRESSES","OLE412","1","CONFG","knoreceipt-l@indiana.edu","Email address notified when a payment is held for tax review and used for customer questions if a held payment is canceled.","A","OLE"
"OLE-PDP","ExtractAchPaymentsStep","ACH_SUMMARY_EMAIL_SUBJECT","OLE413","1","CONFG","Load PDP ACH Direct-Deposit","Email subject line for the ACH summary.","A","OLE"
"OLE-PDP","ExtractAchPaymentsStep","ACH_SUMMARY_TO_EMAIL_ADDRESSES","OLE414","1","CONFG","knoreceipt-l@indiana.edu","A central administrative email address to send summary information when ACH payments are extracted.","A","OLE"
"OLE-PDP","LoadPaymentsStep","FAILURE_EMAIL_SUBJECT","OLE415","1","CONFG","PDP --- Payment file NOT loaded","Email subject line for a payment load that failed.","A","OLE"
"OLE-PDP","LoadPaymentsStep","HARD_EDIT_TO_EMAIL_ADDRESSES","OLE416","1","CONFG","knoreceipt-l@indiana.edu","A central administrative email address to send a notice to when a PDP file fails to load properly.","A","OLE"
"OLE-PDP","LoadPaymentsStep","SOFT_EDIT_TO_EMAIL_ADDRESSES","OLE417","1","CONFG","knoreceipt-l@indiana.edu","A central administrative email address to send a notice to when PDP finds errors during the file load process. These types of errors do not prevent the file from loading and are for informational purposes.","A","OLE"
"OLE-PDP","LoadPaymentsStep","SUCCESS_EMAIL_SUBJECT","OLE418","1","CONFG","PDP --- Payment file loaded","Email subject line for a successful payment load.","A","OLE"
"OLE-PDP","LoadPaymentsStep","TAX_EMAIL_SUBJECT","OLE419","1","CONFG","PDP --- Payment file loaded with payment(s) held for Tax","Email subject line for a payment load that contained payments held for tax.","A","OLE"
"OLE-PDP","LoadPaymentsStep","THRESHOLD_EMAIL_SUBJECT","OLE420","1","CONFG","PDP --- Payment file loaded with Threshold Warnings","Email subject line for a payment load that violated the customer threshold.","A","OLE"
"OLE-PDP","Lookup","FORMAT_SUMMARY_REVIEW_RESULTS_PER_PAGE","OLE421","1","CONFG","30","The number of results that are returned on the Format Summary Review screen in PDP.","A","OLE"
"OLE-PDP","Lookup","RESULTS_LIMIT","OLE422","1","CONFG","500","Maximum number of results returned in a look-up query.","A","OLE"
"OLE-PDP","Lookup","RESULTS_PER_PAGE","OLE423","1","CONFG","50","Maximum number of results per page returned in a look-up query.","A","OLE"
"OLE-PDP","PaymentDetail","DISBURSEMENT_CANCELLATION_DAYS","OLE424","1","VALID","30","Number of days past since a payment was disbursed before cancel or cancel and reissue is disallowed.","A","OLE"
"OLE-PDP","PaymentGroup","DEFAULT_SORT_GROUP_ID","OLE425","1","CONFG","4","Default priority sort order for pdp payment files.","A","OLE"
"OLE-PDP","PaymentGroup","SORT_GROUP_SELECTION_1","OLE426","1","CONFG","processImmediate=true","Highest priority sort order for pdp payment files.","A","OLE"
"OLE-PDP","PaymentGroup","SORT_GROUP_SELECTION_2","OLE427","1","CONFG","pymtAttachment=true","Second highest priority sort order for pdp payment files.","A","OLE"
"OLE-PDP","PaymentGroup","SORT_GROUP_SELECTION_3","OLE428","1","CONFG","pymtSpecialHandling=true","Third highest priority sort order for pdp payment files.","A","OLE"
"OLE-PURAP","All","CXML_DATE_FORMAT","OLE429","1","CONFG","0000-00-00","Format with 0s is so if vendor sends time information we will only check the year, month and date.","A","OLE"
"OLE-PURAP","All","CXML_SIMPLE_DATE_FORMAT","OLE430","1","CONFG","yyyy-MM-dd","Simple data format for CXML.","A","OLE"
"OLE-PURAP","All","CXML_SIMPLE_TIME_FORMAT","OLE431","1","CONFG","HH:mm:ss.sss","Simple time format used in CXML.","A","OLE"
"OLE-PURAP","All","KUALI_DATE_FORMAT","OLE432","1","CONFG","00/00/0000","Format with 0s is so if vendor sends time information we will only check the year, month and date.","A","OLE"
"OLE-PURAP","All","KUALI_SIMPLE_DATE_FORMAT","OLE433","1","CONFG","MM/dd/yyyy","Generic PURAP OLE date format.","A","OLE"
"OLE-PURAP","All","KUALI_SIMPLE_DATE_FORMAT_2","OLE434","1","CONFG","MM-dd-yyyy","Month first simple date format.","A","OLE"
"OLE-PURAP","AutoCloseRecurringOrdersStep","AUTO_CLOSE_RECURRING_PO_DATE","OLE435","1","CONFG","mm/dd/yyyy","Date used by batch job to automatically close recurring POs prior to this date. Parameter is defaulted to ""mm/dd/yyyy"" when job shouldn't close any orders. User should set the date when ready to close orders.","A","OLE"
"OLE-PURAP","AutoCloseRecurringOrdersStep","AUTO_CLOSE_RECURRING_PO_TO_EMAIL_ADDRESSES","OLE436","1","CONFG","","Email address used by batch job for automatically closing POs. Email is sent to this address upon successful completion of the job to inform user of the number of POs closed. ","A","OLE"
"OLE-PURAP","Batch","PRE_DISBURSEMENT_EXTRACT_CUTOFF_TIME","OLE437","1","CONFG","05:00:00","Cutoff time for auto approve payment requests and extract jobs, represented in 24 hour time format. If either of these jobs run between midnight and the CUTOFF_TIME, they consider the job run date - 1 to be the current day. If they run between the CUTOFF_TIME and midnight, they consider the job run date to be the current day. For example, if the CUTOFF_TIME is 5 AM and the auto approve job runs at 2 AM on March 27th , it will consider March 26th to be the current day when looking for payment requests that meet the auto approve criteria and have a pay date less than or equal to the current day. If this parameter is blank, the jobs will always consider their run date to be the current day.","A","OLE"
"OLE-PURAP","Batch","PRE_DISBURSEMENT_EXTRACT_ORGANIZATION","OLE438","1","CONFG","KUAL","Allowed organization code for loading EPIC payments to process checks.","A","OLE"
"OLE-PURAP","Batch","PRE_DISBURSEMENT_EXTRACT_SUB_UNIT","OLE439","1","CONFG","PRAP","PDP Sub-Unit Code for loading EPIC payments","A","OLE"
"OLE-PURAP","ContractManagerAssignment","ENABLE_DEFAULT_CONTRACT_MANAGER_IND","OLE440","1","CONFG","Y","Indicator whether the contract manager assignment document should default the contract manager based on the data in the Requisition.","A","OLE"
"OLE-PURAP","ContractManagerAssignment","OVERRIDE_DOCUMENT_TITLE_IND","OLE441","1","CONFG","N","Indicator related default document titles. Set to ""N"" if accepting the Kuali default document title, related to Contract Manager Assignment, as listed in the Document Search results.","A","OLE"
"OLE-PURAP","ContractManagerAssignment","PDF_IMAGE_EXTENSION","OLE442","1","CONFG","gif","The required file extension for the file containing the contract manager(s)' signature image file(s).","A","OLE"
"OLE-PURAP","ContractManagerAssignment","PDF_IMAGE_PREFIX","OLE443","1","CONFG","cm","The required file prefix for the file containing the contract manager(s)' signature image file(s).","A","OLE"
"OLE-PURAP","Document","BLANK_ATTENTION_LINE_FOR_PO_TYPE_ADDRESS","OLE444","1","CONFG","Y","When the vendor address information is populated on a Payment Request or Credit Memo, indicate whether the attention line should be cleared when the default address is a PO type address.","A","OLE"
"OLE-PURAP","Document","DEFAULT_NON_QUANTITY_ITEM_TYPE","OLE445","1","CONFG","SRVC","Default item type code for non-quantity driven regular (i.e. above-the-line) items.","A","OLE"
"OLE-PURAP","Document","DEFAULT_QUANTITY_ITEM_TYPE","OLE446","1","CONFG","ITEM","Default item type code for quantity driven regular (i.e. above-the-line) items.","A","OLE"
"OLE-PURAP","Document","ENABLE_B2B_BY_VENDOR_DUNS_NUMBER_IND","OLE447","1","CONFG","N","If set to N, the B2B integrator should use vendor ID to indicate the vendor. If set to Y, the B2B integrator should use the vendor DUNS number to indicate the vendor.","A","OLE"
"OLE-PURAP","Document","ENABLE_COMMODITY_CODE_IND","OLE448","1","CONFG","Y","Indicator whether commodity code functionality should be completely turned on for the Requisition and Purchase Order","A","OLE"
"OLE-PURAP","Document","ENABLE_RECEIVING_ADDRESS_IND","OLE449","1","CONFG","Y","Indicates whether receiving address functionality should be completely turned off for the Requisition and Purchase Order which will hide the ""Receiving Address"" and ""Address to Vendor"" section on the Delivery tab. An institution would select to hide these sections if they have no need for receiving addresses.","A","OLE"
"OLE-PURAP","Document","ENABLE_SALES_TAX_IND","OLE450","1","CONFG","N","Specifies whether tax is enabled globally for Purchasing/Accounts Payable documents","A","OLE"
"OLE-PURAP","Document","LINE_ITEM_IMPORT","OLE451","1","CONFG","default.htm?turl=WordDocuments%2Fdataimporttemplates.htm","Relate URL for the line item import help.","A","OLE"
"OLE-PURAP","Document","OBJECT_SUB_TYPES_REQUIRING_QUANTITY","OLE452","1","VALID","UC;UO;UF;CM;CF;CO;AM","Object Code subtypes that require the associated item to have a quantity.","A","OLE"
"OLE-PURAP","Document","PDF_DIRECTORY","OLE453","1","CONFG",".","The temporary path location for storing Purap's pdf file.","A","OLE"
"OLE-PURAP","Document","PDF_DIRECTOR_IMAGE_EXTENSION","OLE454","1","CONFG","gif","The required file extension for the file containing the purchasing director(s)' signature image file(s).","A","OLE"
"OLE-PURAP","Document","PDF_DIRECTOR_IMAGE_PREFIX","OLE455","1","CONFG","pd","The required file prefix for the file containing the purchasing director(s)' signature image file(s).","A","OLE"
"OLE-PURAP","Document","PDF_IMAGES_AVAILABLE_IND","OLE456","1","CONFG","Y","Indicator for whether the images for purap pdf documents are available. Y means yes and N means no.","A","OLE"
"OLE-PURAP","Document","PDF_LOGO_IMAGE_EXTENSION","OLE457","1","CONFG","jpg","The required file extension for the file containing the logo image file.","A","OLE"
"OLE-PURAP","Document","PDF_LOGO_IMAGE_PREFIX","OLE458","1","CONFG","logo","The required file prefix for the file containing the logo image file.","A","OLE"
"OLE-PURAP","Document","PDF_STATUS_INQUIRY_URL","OLE459","1","CONFG",<a href='http://kuali.org/'>"http://kuali.org/"</a>,"The status inquiry URL to be displayed on the Purap pdf documents.","A","OLE"
"OLE-PURAP","Document","REQ_AND_PO_VENDOR_TYPES","OLE460","1","VALID","PO","Allowed vendor type(s) for Purchase Order and Requisition documents.","A","OLE"
"OLE-PURAP","Document","SHOW_CONTINUATION_ACCOUNT_WARNING_AP_USERS_IND","OLE461","1","CONFG","N","Allows the display of a continuation account warning to AP Users on credit memo and payment request documents.","A","OLE"
"OLE-PURAP","Document","SHOW_CONTINUATION_ACCOUNT_WARNING_FISCAL_OFFICERS_IND","OLE462","1","CONFG","Y","Allows the display of a continuation account warning to fiscal officers on credit memo and payment request documents.","A","OLE"
"OLE-PURAP","Document","TAXABLE_DELIVERY_STATES","OLE463","1","CONFG","IN;NY","A list of delivery states that are allowed to collect taxes/denied from collecting taxes","D","OLE"
"OLE-PURAP","Document","TAXABLE_FUND_GROUPS_FOR_NON_TAXABLE_STATES","OLE464","1","CONFG","AE","A list of fund groups that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is not taxable","A","OLE"
"OLE-PURAP","Document","TAXABLE_FUND_GROUPS_FOR_TAXABLE_STATES","OLE465","1","CONFG","RF","A list of fund groups that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is taxable","D","OLE"
"OLE-PURAP","Document","TAXABLE_OBJECT_CONSOLIDATIONS_FOR_NON_TAXABLE_STATES","OLE466","1","CONFG","ASEX","A list of object code consolidations that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is not taxable","A","OLE"
"OLE-PURAP","Document","TAXABLE_OBJECT_CONSOLIDATIONS_FOR_TAXABLE_STATES","OLE467","1","CONFG","OTRE","A list of object code consolidations that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is taxable","D","OLE"
"OLE-PURAP","Document","TAXABLE_OBJECT_LEVELS_FOR_NON_TAXABLE_STATES","OLE468","1","CONFG","CASH","A list of object code levels that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is not taxable","A","OLE"
"OLE-PURAP","Document","TAXABLE_OBJECT_LEVELS_FOR_TAXABLE_STATES","OLE469","1","CONFG","RESA","A list of object code levels that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is taxable","D","OLE"
"OLE-PURAP","Document","TAXABLE_SUB_FUND_GROUPS_FOR_NON_TAXABLE_STATES","OLE470","1","CONFG","DFRES","A list of sub-fund groups that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is not taxable","A","OLE"
"OLE-PURAP","Document","TAXABLE_SUB_FUND_GROUPS_FOR_TAXABLE_STATES","OLE471","1","CONFG","FEDERE","A list of sub-fund groups that are allowed/denied from being taxed based on the value of the constraint code when the delivery state is taxable","D","OLE"
"OLE-PURAP","Document","TRADE_IN_OBJECT_CODE_FOR_CAPITAL_ASSET","OLE472","1","CONFG","7070","the object code to be used for the trade in item accounts if the object code subtype of the account is one of the given set of Capital Asset subtypes","A","OLE"
"OLE-PURAP","Document","TRADE_IN_OBJECT_CODE_FOR_CAPITAL_LEASE","OLE473","1","CONFG","7099","the object code to be used for the trade in item accounts if the object code subtype of the account is Capital Lease","A","OLE"
"OLE-PURAP","Document","VALIDATE_ACCOUNT_DISTRIBUTION_IND","OLE474","1","CONFG","Y","Indicator whether the distribute accounts functionality should perform validations upon the addition of a new accounting line to the distribution account list.","A","OLE"
"OLE-PURAP","Document","COPY_ACCOUNTING_LINES_WITH_ZERO_AMOUNT_FROM_PO_TO_PREQ_IND","OLEPURAP7033","1","CONFG","Y","Indicates if an accounting line with zero dollar amount from Purchase Order document can be copied to Payment Request document.","A","OLE"
"OLE-PURAP","Document","APPROVE_ACCOUNTING_LINES_WITH_ZERO_DOLLAR_AMOUNT_IND","OLEPURAP7033b","1","CONFG","Y","Indicates if Fiscal Officer can approve an accounting line that has zero dollar amount.","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","DAILY_SUMMARY_REPORT_FROM_EMAIL_ADDRESS","OLE475","1","CONFG","","Send the Electronic Invoice daily summary report from these email address","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","DAILY_SUMMARY_REPORT_TO_EMAIL_ADDRESSES","OLE476","1","CONFG","","Email addresses to send the Electronic Invoice daily summary report","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","FILE_MOVE_AFTER_LOAD_IND","OLE477","1","CONFG","Y","Value indicating whether the loaded eInvoice cxml file shall be moved to the accept/reject directory.","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","REQUISITION_SOURCES_REQUIRING_CATALOG_MATCHING","OLE478","1","CONFG","B2B","List of Requisition Source codes that require the catalog matching on electronic invoices.","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","SALES_TAX_LOWER_VARIANCE_PERCENT","OLE479","1","CONFG","","Acceptable lower variance percentage to determine the sales tax matching","A","OLE"
"OLE-PURAP","ElectronicInvoiceStep","SALES_TAX_UPPER_VARIANCE_PERCENT","OLE480","1","CONFG","","Acceptable upper variance percentage to determine the sales tax matching","A","OLE"
"OLE-PURAP","LineItemReceiving","SHOW_CLEAR_AND_LOAD_QTY_BUTTONS","OLE481","1","CONFG","Y","Allows the display of the clear and load quantity buttons on a receiving line document.","A","OLE"
"OLE-PURAP","PaymentRequest","ADDITIONAL_CHARGES_ITEM_TYPES","OLE482","1","CONFG","FRHT;SPHD;MNOR;MISC;DISC;ORDS;TRDI;FDTX;FDGR;STTX;STGR","Allowed Item Type code(s) for below the line items on Payment Request documents.","A","OLE"
